CLUSTER_ID,REPAIR_COUNT,IS_MATCHED,MATCH_REASON,MAX_CNT_JNT,MAX_CNT_PIPE_TYPE,MAX_CNT_DISTANCE,AVG_CNT_JNT,NEAREST_CNT_JNT,NEAREST_DISTANCE,NEARBY_PIPE_COUNT,HIGH_CNT_PIPE_COUNT,IS_FREQUENT
0.0,6.0,True,pipes_found,4.0,PIPE_LM,15.541819299204073,2.8125,1.0,9.171154317733388,16,9,True
1.0,2.0,True,pipes_found,4.0,PIPE_LM,13.035130328958813,2.8,2.0,7.565971521781311,15,8,False
2.0,2.0,True,pipes_found,4.0,PIPE_LM,18.872171790420783,3.0,2.0,11.133462750802122,14,9,False
3.0,3.0,True,pipes_found,4.0,PIPE_LM,18.116055077633813,2.5,1.0,4.201436038555774,10,5,False
4.0,3.0,True,pipes_found,4.0,PIPE_LM,16.53831838428709,2.6666666666666665,2.0,12.540829184087796,9,5,False
5.0,2.0,True,pipes_found,4.0,PIPE_LM,9.481505519212023,2.3076923076923075,1.0,6.929913492519256,13,5,False
6.0,4.0,True,pipes_found,4.0,PIPE_LM,14.802120741246123,2.625,2.0,7.644003856698677,16,8,True
7.0,2.0,True,pipes_found,4.0,PIPE_LM,14.90184957757188,2.6666666666666665,2.0,7.114428978802451,21,9,False
8.0,3.0,True,pipes_found,4.0,PIPE_LM,19.624776255484257,2.3333333333333335,1.0,12.00129622306108,6,2,False
9.0,3.0,True,pipes_found,4.0,PIPE_LM,16.699051396647715,2.6,3.0,10.111213377884003,30,15,False
10.0,2.0,True,pipes_found,4.0,PIPE_LM,12.460108300330472,2.5277777777777777,2.0,7.387313374453773,36,14,False
11.0,3.0,True,pipes_found,4.0,PIPE_LM,8.13035467493848,2.71875,2.0,4.8820550897144965,32,16,False
12.0,2.0,True,pipes_found,4.0,PIPE_LM,17.973372940754874,2.611111111111111,2.0,9.5926702856828,36,21,False
13.0,2.0,True,pipes_found,4.0,PIPE_LM,19.427545048248287,2.8,2.0,6.6907869764584875,25,15,False
14.0,3.0,True,pipes_found,4.0,PIPE_LM,9.167756286760952,2.5555555555555554,2.0,7.6655485398520335,27,15,False
15.0,3.0,True,pipes_found,4.0,PIPE_LM,7.611833087408611,3.0,3.0,4.363674384437411,22,14,False
16.0,2.0,True,pipes_found,4.0,PIPE_LM,15.339913433000753,2.5714285714285716,2.0,8.609730846277138,7,4,False
17.0,2.0,True,pipes_found,4.0,PIPE_LM,19.09381672917445,2.8666666666666667,2.0,10.009238918070167,15,7,False
18.0,2.0,True,pipes_found,4.0,PIPE_LM,10.199509662987534,2.608695652173913,3.0,6.1987435595469895,23,13,False
19.0,4.0,True,pipes_found,4.0,PIPE_LM,18.422336406308805,2.7333333333333334,2.0,9.716638696431717,15,9,True
