전략,빈번 그룹 평균,일반 그룹 평균,차이,상관계수(r),p-value,R²
최대 CNT_JNT,6.405737704918033,5.8728522336769755,0.5328854712410571,0.068160006772843,0.0026469158375842486,0.004645786523274003
평균 CNT_JNT,2.7077556400835046,2.7098406183136463,-0.002084978230141754,-0.020870345215853025,0.35785399445205457,0.00043557130942887927
가장 가까운,2.2418032786885247,2.1876288659793817,0.05417441270914303,-0.006899127568231585,0.7611904964045542,4.759796120273306e-05
