distance,execution_time,total_clusters,matched_clusters,matching_rate,avg_pipes_per_cluster
10,36.781146,981,938,95.61671763506627,3.718550106609808
20,34.112406,981,974,99.28644240570847,10.648870636550308
30,32.747106,981,978,99.69418960244649,20.67280163599182
50,36.702417,981,981,100.0,49.57084607543323
100,41.721156,981,981,100.0,163.1855249745158
