FTR_IDN,Region,Type,remaining_life,D_final_org,IST_YMD
417714.0,490,PIPE_LM,0.3059308844313579,0.3512556459142277,1980-01-01
415766.0,470,PIPE_LM,1.0395525554983778,0.3947694198393814,1972-01-01
142051.0,520,PIPE_LM,1.1718906821076296,0.4483235931213757,1972-01-01
415765.0,520,PIPE_LM,1.4186929234542387,0.4134464488248707,1972-01-01
2838.0,461,PIPE_LM,1.864325808222578,0.3491222950717808,1972-01-01
310508.0,243,PIPE_LM,2.5011918149176178,0.2106320264149852,1988-01-01
37748.0,470,SPLY_LS,2.5069502263759715,0.0429828225392348,1982-07-05
107346.0,490,SPLY_LS,4.701497313621825,0.024836097879578,2007-11-08
