CLUSTER_ID,REPAIR_COUNT,IS_MATCHED,MATCH_REASON,MAX_CNT_JNT,MAX_CNT_PIPE_TYPE,MAX_CNT_DISTANCE,AVG_CNT_JNT,NEAREST_CNT_JNT,NEAREST_DISTANCE,NEARBY_PIPE_COUNT,HIGH_CNT_PIPE_COUNT,IS_FREQUENT
0.0,6.0,True,pipes_found,4.0,PIPE_LM,28.33495615547653,2.825,1.0,9.171154317733388,40,21,True
1.0,2.0,True,pipes_found,4.0,PIPE_LM,21.327485638393988,2.9130434782608696,2.0,7.565971521781311,23,13,False
2.0,2.0,True,pipes_found,4.0,PIPE_LM,23.566551163383625,2.918918918918919,2.0,11.133462750802122,37,23,False
3.0,3.0,True,pipes_found,4.0,PIPE_LM,24.501586985326636,2.6808510638297873,1.0,4.201436038555774,47,27,False
4.0,3.0,True,pipes_found,4.0,PIPE_LM,26.644507466091014,2.6538461538461537,2.0,12.540829184087796,26,12,False
5.0,2.0,True,pipes_found,4.0,PIPE_LM,28.303091225847858,2.3714285714285714,1.0,6.929913492519256,35,13,False
6.0,4.0,True,pipes_found,5.0,PIPE_LM,23.91552608364861,2.7804878048780486,2.0,7.644003856698677,41,20,True
7.0,2.0,True,pipes_found,4.0,PIPE_LM,14.90184957757188,2.642857142857143,2.0,7.114428978802451,56,29,False
8.0,3.0,True,pipes_found,4.0,PIPE_LM,28.50745887869444,2.4146341463414633,1.0,12.00129622306108,41,19,False
9.0,3.0,True,pipes_found,4.0,PIPE_LM,24.76938786188319,2.7222222222222223,3.0,10.111213377884003,54,29,False
10.0,2.0,True,pipes_found,4.0,PIPE_LM,20.43437884257478,2.65,2.0,7.387313374453773,60,28,False
11.0,3.0,True,pipes_found,4.0,PIPE_LM,21.134833732616954,2.6315789473684212,2.0,4.8820550897144965,76,36,False
12.0,2.0,True,pipes_found,4.0,PIPE_LM,17.973372940754874,2.585714285714286,2.0,9.5926702856828,70,37,False
13.0,2.0,True,pipes_found,4.0,PIPE_LM,26.789131493304204,2.719298245614035,2.0,6.6907869764584875,57,28,False
14.0,3.0,True,pipes_found,4.0,PIPE_LM,21.011171914088273,2.5396825396825395,2.0,7.6655485398520335,63,32,False
15.0,3.0,True,pipes_found,4.0,PIPE_LM,7.611833087408611,2.9310344827586206,3.0,4.363674384437411,29,17,False
16.0,2.0,True,pipes_found,4.0,PIPE_LM,26.402062119782368,2.5357142857142856,2.0,8.609730846277138,28,16,False
17.0,2.0,True,pipes_found,4.0,PIPE_LM,28.91447839986086,2.8048780487804876,2.0,10.009238918070167,41,22,False
18.0,2.0,True,pipes_found,4.0,PIPE_LM,10.199509662987534,2.6923076923076925,3.0,6.1987435595469895,52,30,False
19.0,4.0,True,pipes_found,4.0,PIPE_LM,18.422336406308805,2.7037037037037037,2.0,9.716638696431717,54,29,True
20.0,8.0,True,pipes_found,4.0,PIPE_LM,29.537688053522473,2.5483870967741935,2.0,6.01763494965976,31,17,True
21.0,3.0,True,pipes_found,4.0,PIPE_LM,28.874519766110108,2.74,2.0,6.652311210769274,50,31,False
22.0,3.0,True,pipes_found,4.0,PIPE_LM,29.453355680746103,2.8285714285714287,2.0,5.463825679754471,35,20,False
23.0,2.0,True,pipes_found,4.0,PIPE_LM,23.8034561763255,2.6774193548387095,2.0,12.543811062619536,31,17,False
24.0,2.0,True,pipes_found,4.0,PIPE_LM,18.17746871140286,2.9272727272727272,3.0,5.928930028630422,55,38,False
25.0,2.0,True,pipes_found,4.0,PIPE_LM,10.07359980370558,2.32,4.0,10.07359980370558,25,11,False
26.0,3.0,True,pipes_found,4.0,PIPE_LM,24.721524740328064,2.5833333333333335,2.0,4.389525661796076,36,19,False
27.0,5.0,True,pipes_found,4.0,PIPE_LM,28.975896707783694,2.80327868852459,2.0,9.062775752463871,61,35,True
28.0,2.0,True,pipes_found,4.0,PIPE_LM,22.082240187018996,2.5945945945945947,1.0,7.833574632586767,37,22,False
29.0,2.0,True,pipes_found,4.0,PIPE_LM,20.259962116482786,2.0,2.0,17.370373546692043,15,3,False
30.0,2.0,True,pipes_found,4.0,PIPE_LM,12.20987411478932,2.4642857142857144,2.0,7.79892656670592,28,12,False
31.0,5.0,True,pipes_found,4.0,PIPE_LM,29.867366018710815,3.0,2.0,8.085605493307105,34,18,True
32.0,3.0,True,pipes_found,4.0,PIPE_LM,27.088447726955607,2.918918918918919,2.0,9.423157555970816,37,22,False
33.0,2.0,True,pipes_found,4.0,PIPE_LM,23.849359410493868,2.8125,1.0,7.477939323244393,32,20,False
34.0,2.0,True,pipes_found,5.0,PIPE_LM,21.816166089160905,2.6792452830188678,2.0,8.148446710926004,53,26,False
35.0,3.0,True,pipes_found,4.0,PIPE_LM,24.02694859040694,2.6206896551724137,3.0,6.522930286884179,58,32,False
36.0,2.0,True,pipes_found,4.0,PIPE_LM,13.489906081013318,2.795918367346939,3.0,6.847735524712624,49,27,False
37.0,3.0,True,pipes_found,4.0,PIPE_LM,23.564278577470052,2.6052631578947367,3.0,7.161696741318339,38,22,False
38.0,3.0,True,pipes_found,4.0,PIPE_LM,20.84838533415581,2.883720930232558,4.0,8.519508342081076,43,25,False
39.0,5.0,True,pipes_found,4.0,PIPE_LM,15.058915975152463,2.727272727272727,4.0,15.058915975152463,44,20,True
40.0,3.0,True,pipes_found,4.0,PIPE_LM,22.252760322476203,2.732142857142857,2.0,7.66934404690623,56,31,False
41.0,2.0,True,pipes_found,4.0,PIPE_LM,25.02809796638396,2.72,1.0,5.6080475831417305,25,13,False
42.0,5.0,True,pipes_found,4.0,PIPE_LM,23.2136681803212,2.6538461538461537,1.0,9.199037495156258,52,27,True
43.0,6.0,True,pipes_found,4.0,PIPE_LM,11.347653569910653,2.6944444444444446,2.0,9.365222520197792,36,22,True
44.0,3.0,True,pipes_found,4.0,PIPE_LM,15.626829071728197,3.0444444444444443,2.0,6.929302253986859,45,31,False
45.0,3.0,True,pipes_found,4.0,PIPE_LM,18.069080082804472,2.8333333333333335,3.0,7.380644941695573,36,23,False
46.0,2.0,True,pipes_found,4.0,PIPE_LM,22.610146970983166,2.4782608695652173,1.0,6.83844964860248,23,11,False
48.0,3.0,True,pipes_found,4.0,PIPE_LM,26.343411096803372,2.588235294117647,2.0,7.410164281028897,34,18,False
49.0,5.0,True,pipes_found,4.0,PIPE_LM,14.29500031563586,2.4680851063829787,2.0,5.696795045683118,47,19,True
50.0,2.0,True,pipes_found,4.0,PIPE_LM,22.325209503332818,2.5517241379310347,3.0,5.116627674469163,29,15,False
51.0,6.0,True,pipes_found,4.0,PIPE_LM,16.535811574983516,2.6607142857142856,1.0,4.85258639587094,56,29,True
52.0,3.0,True,pipes_found,4.0,PIPE_LM,22.28977492001819,2.6417910447761193,4.0,6.05898623156892,67,35,False
53.0,4.0,True,pipes_found,4.0,PIPE_LM,7.9760874585567105,2.8,2.0,7.316671911166631,35,22,True
54.0,5.0,True,pipes_found,4.0,PIPE_LM,19.460815626431003,2.823529411764706,2.0,5.820459434320951,51,31,True
55.0,3.0,True,pipes_found,4.0,PIPE_LM,26.32937095999532,2.64,2.0,17.55450040334316,50,24,False
