전략,빈번 그룹 평균,일반 그룹 평균,차이,상관계수(r),p-value,R²
최대 CNT_JNT,4.324380165289257,4.391034482758621,-0.06665431746936434,-0.005132663549157538,0.8215311566805441,2.6344235108850456e-05
평균 CNT_JNT,2.7062695978959566,2.7177574428775286,-0.01148784498157207,-0.06312488040694957,0.005485731889821554,0.003984750526391685
가장 가까운,2.243801652892562,2.189655172413793,0.05414648047876902,-0.005963115199159293,0.7932641650349334,3.555874287844457e-05
