FTR_CDE,FTR_IDN,HJD_CDE,BJD_CDE,SHT_NUM,MNG_CDE,IST_YMD,SAA_CDE,MOP_CDE,STD_DIP,BYC_LEN,JHT_CDE,LOW_DEP,HGH_DEP,CNT_NUM,PIP_LBL,AVG_DEP,SYS_CHK,IQT_CDE,SHAPE_LEN,MNF
SA002,55102,5011051000,5011010100,336071175,6500000,19971211,SAA005,MOP032,20.0,3.4,JHT904,0.0,0.0,,1997/HI-3P/Ø20/L3.4/D,0.0,1,IQT004,3.39907119667,62
SA002,68252,5011051000,5011010100,336071175,6500000,19971211,SAA005,MOP032,25.0,1.74,JHT904,0.0,0.0,,1997/HI-3P/Ø25/L1.7/D,0.0,1,IQT004,1.73877062890,62
SA002,66002,5011051000,5011010100,336071175,6500000,19980520,SAA005,MOP032,20.0,2.5,JHT904,0.0,0.0,,1998/HI-3P/Ø20/L2.5/D,0.0,1,IQT904,2.49838747996,62
SA002,69364,5011051000,5011010100,336071175,6500000,19980520,SAA005,MOP032,20.0,1.98,JHT904,0.0,0.0,,1998/HI-3P/Ø20/L2.0/D0.3,0.3,1,IQT002,1.98293022876,62
SA002,78313,5011051000,5011010100,336071175,6500000,19971211,SAA005,MOP032,20.0,1.33,JHT904,0.0,0.0,,1997/HI-3P/Ø20/L1.3/D,0.0,1,IQT004,1.33309602055,62
SA002,103913,5011051000,5011010100,336071175,6500000,19000101,SAA005,MOP002,20.0,0.55,JHT903,0.0,0.0,,1900/SP/Ø20/L0.6/D,0.0,1,IQT904,0.55330642505,62
SA006,78618,5011051000,5011010100,336071165,6500000,19971211,SAA005,MOP032,25.0,4.74,JHT904,0.0,0.0,,1997/HI-3P/Ø25/L4.7/D,0.0,1,IQT004,4.74353342017,62
SA002,702524,5011053000,5011010300,336071175,6500000,19000101,SAA020,MOP001,100.0,0.37,JHT002,0.0,0.0,WT2020080179,1900/DCIP/Ø100/L0.4/D,0.3,1,IQT001,0.36622764778,62
SA002,301888,5011056000,5011010600,336071165,6500000,19880101,SAA020,MOP001,100.0,1.5,JHT002,0.89999998,0.89999998,WT2021080329,1988/DCIP/Ø100/L1.5/D0.9,0.89999998,1,IQT001,1.49761744114,62
SA002,301891,5011056000,5011010600,336071175,6500000,19000101,SAA020,MOP001,100.0,7.66,JHT002,0.5,0.5,WT2021080329,1900/DCIP/Ø100/L7.7/D0.5,0.5,1,IQT001,7.65990231181,62
SA002,301903,5011056000,5011010600,336071175,6500000,19970101,SAA020,MOP001,100.0,0.64,JHT002,0.69999999,0.69999999,WT2021080329,1997/DCIP/Ø100/L0.6/D0.7,0.69999999,1,IQT001,0.64466425370,62
SA002,301904,5011056000,5011010600,336071175,6500000,19970101,SAA020,MOP001,100.0,0.32,JHT002,0.40000001,0.40000001,WT2021080329,1997/DCIP/Ø100/L0.3/D0.4,0.40000001,1,IQT001,0.32389041357,62
SA002,301863,5011056000,5011010600,336071165,6500000,19990101,SAA020,MOP032,80.0,1.2,JHT904,0.0,0.0,WT2021080329,1999/HI-3P/Ø80/L1.2/D,0.0,1,IQT004,1.19901052956,62
SA002,301866,5011056000,5011010600,336071165,6500000,20020101,SAA020,MOP032,50.0,7.52,JHT904,0.0,0.0,WT2021080329,2002/HI-3P/Ø50/L7.5/D,0.0,1,IQT004,7.51610053527,62
SA002,303175,5011056000,5011010600,336071165,6500000,19980521,SAA005,MOP032,25.0,2.85,JHT904,0.0,0.0,WT2021080329,1998/HI-3P/Ø25/L2.9/D,0.0,1,IQT004,2.84539224010,62
SA002,303531,5011056000,5011010600,336071175,6500000,20010628,SAA005,MOP032,25.0,0.18,JHT904,0.0,0.0,WT2021080329,2001/HI-3P/Ø25/L0.2/D,0.0,1,IQT004,0.17564955650,62
SA002,303194,5011056000,5011010600,336071164,6500000,19991217,SAA005,MOP002,15.0,18.33,JHT903,0.0,0.0,WT2021080329,1999/SP/Ø15/L18.3/D,0.0,1,IQT904,18.33330111140,62
SA002,303546,5011056000,5011010600,336071174,6500000,19971110,SAA005,MOP032,15.0,6.74,JHT904,0.0,0.0,WT2021080329,1997/HI-3P/Ø15/L6.7/D,0.0,1,IQT004,6.73625727196,62
SA002,303547,5011056000,5011010600,336071175,6500000,19970429,SAA005,MOP032,15.0,1.78,JHT904,0.0,0.0,WT2021080329,1997/HI-3P/Ø15/L1.8/D,0.0,1,IQT004,1.77730188769,62
SA002,303550,5011056000,5011010600,336071164,6500000,20030618,SAA005,MOP032,15.0,1.76,JHT904,0.0,0.0,WT2021080329,2003/HI-3P/Ø15/L1.8/D,0.0,1,IQT004,1.76105252619,62
SA002,303551,5011059000,5011010700,336071165,6500000,20000101,SAA005,MOP032,15.0,0.56,JHT904,0.0,0.0,WT2021080329,2000/HI-3P/Ø15/L0.6/D,0.0,1,IQT004,0.55755627519,62
SA002,303356,5011056000,5011010600,336071175,6500000,19900513,SAA005,MOP002,15.0,3.16,JHT903,0.0,0.0,WT2021080329,1990/SP/Ø15/L3.2/D,0.0,1,IQT904,3.15946720825,62
SA002,303711,5011051000,5011010100,336071175,6500000,19971211,SAA005,MOP032,15.0,9.93,JHT904,0.0,0.0,WT2021080329,1997/HI-3P/Ø15/L9.9/D,0.0,1,IQT004,9.93250413865,62
SA002,303714,5011056000,5011010600,336071164,6500000,20021212,SAA005,MOP032,15.0,6.05,JHT904,0.0,0.0,WT2021080329,2002/HI-3P/Ø15/L6.1/D,0.0,1,IQT004,6.04506755628,62
SA002,303810,5011056000,5011010600,336071175,6500000,19970429,SAA005,MOP032,15.0,7.72,JHT904,0.0,0.0,WT2021080329,1997/HI-3P/Ø15/L7.7/D,0.0,1,IQT004,7.71628302488,62
SA002,303829,5011056000,5011010600,336071165,6500000,19971020,SAA005,MOP032,15.0,13.42,JHT904,0.0,0.0,WT2021080329,1997/HI-3P/Ø15/L13.4/D,0.0,1,IQT004,13.41887859140,62
SA002,303914,5011056000,5011010600,336071165,6500000,19971211,SAA005,MOP032,15.0,2.34,JHT904,0.0,0.0,WT2021080329,1997/HI-3P/Ø15/L2.3/D,0.0,1,IQT004,2.34252257193,62
SA002,303920,5011056000,5011010600,336071164,6500000,20021212,SAA005,MOP032,15.0,6.72,JHT904,0.0,0.0,WT2021080329,2002/HI-3P/Ø15/L6.7/D,0.0,1,IQT004,6.71635354936,62
SA002,302872,5011056000,5011010600,336071174,6500000,20011127,SAA005,MOP032,20.0,2.61,JHT904,0.0,0.0,WT2021080329,2001/HI-3P/Ø20/L2.6/D,0.0,1,IQT004,2.61291427337,62
SA002,303002,5011056000,5011010600,336071165,6500000,20010516,SAA005,MOP002,15.0,3.1,JHT903,0.0,0.0,WT2021080329,2001/SP/Ø15/L3.1/D,0.0,1,IQT904,3.10254218344,62
SA002,303389,5011056000,5011010600,336071175,6500000,19970429,SAA005,MOP032,15.0,1.85,JHT904,0.0,0.0,WT2021080329,1997/HI-3P/Ø15/L1.9/D,0.0,1,IQT004,1.85326359701,62
SA002,303089,5011056000,5011010600,336071165,6500000,19900101,SAA005,MOP002,15.0,1.21,JHT903,0.0,0.0,WT2021080329,1990/SP/Ø15/L1.2/D,0.0,1,IQT904,1.21204991646,62
SA002,303281,5011056000,5011010600,336071175,6500000,19960319,SAA005,MOP002,15.0,2.42,JHT903,0.0,0.0,WT2021080329,1996/SP/Ø15/L2.4/D,0.0,1,IQT904,2.41664643670,62
SA002,303285,5011056000,5011010600,336071165,6500000,19971211,SAA005,MOP032,15.0,1.92,JHT904,0.0,0.0,WT2021080329,1997/HI-3P/Ø15/L1.9/D,0.0,1,IQT004,1.91532817031,62
SA002,303756,5011056000,5011010600,336071165,6500000,19980602,SAA005,MOP032,15.0,13.65,JHT904,0.0,0.0,WT2021080329,1998/HI-3P/Ø15/L13.7/D,0.0,1,IQT004,13.65236290900,62
SA002,303762,5011056000,5011010600,336071164,6500000,20021212,SAA005,MOP032,15.0,17.07,JHT904,0.0,0.0,WT2021080329,2002/HI-3P/Ø15/L17.1/D,0.0,1,IQT004,17.07363070950,62
SA002,303224,5011056000,5011010600,336071175,6500000,20010628,SAA005,MOP032,15.0,0.3,JHT904,0.0,0.0,WT2021080329,2001/HI-3P/Ø15/L0.3/D,0.0,1,IQT004,0.29596790366,62
SA002,303228,5011056000,5011010600,336071164,6500000,20020605,SAA005,MOP002,25.0,7.07,JHT903,0.0,0.0,WT2021080329,2002/SP/Ø25/L7.1/D,0.0,1,IQT904,7.06582957621,62
SA002,303576,5011056000,5011010600,336071164,6500000,20030521,SAA005,MOP002,15.0,1.34,JHT903,0.0,0.0,WT2021080329,2003/SP/Ø15/L1.3/D,0.0,1,IQT904,1.34499144979,62
SA002,303580,5011056000,5011010600,336071175,6500000,19970429,SAA005,MOP032,15.0,4.03,JHT904,0.0,0.0,WT2021080329,1997/HI-3P/Ø15/L4/D,0.0,1,IQT004,4.03139508878,62
SA002,303287,5011056000,5011010600,336071174,6500000,19981027,SAA005,MOP032,15.0,2.02,JHT904,0.0,0.0,WT2021080329,1998/HI-3P/Ø15/L2/D,0.0,1,IQT004,2.02048316004,62
SA002,303291,5011056000,5011010600,336071175,6500000,20010628,SAA005,MOP032,15.0,0.61,JHT904,0.0,0.0,WT2021080329,2001/HI-3P/Ø15/L0.6/D,0.0,1,IQT004,0.61491869381,62
SA002,303586,5011059000,5011010700,336071165,6500000,19990827,SAA005,MOP002,15.0,3.21,JHT903,0.0,0.0,WT2021080329,1999/SP/Ø15/L3.2/D,0.0,1,IQT904,3.20536207003,62
SA002,303848,5011056000,5011010600,336071164,6500000,20030618,SAA005,MOP032,15.0,5.14,JHT904,0.0,0.0,WT2021080329,2003/HI-3P/Ø15/L5.1/D,0.0,1,IQT004,5.14163988882,62
SA002,303850,5011056000,5011010600,336071165,6500000,20020622,SAA005,MOP032,15.0,1.28,JHT904,0.0,0.0,WT2021080329,2002/HI-3P/Ø15/L1.3/D,0.0,1,IQT004,1.28314067818,62
SA002,302895,5011056000,5011010600,336071175,6500000,19971211,SAA005,MOP032,25.0,3.4,JHT904,0.0,0.0,WT2021080329,1997/HI-3P/Ø25/L3.4/D,0.0,1,IQT004,3.39796726294,62
SA002,302899,5011056000,5011010600,336071164,6500000,20021131,SAA005,MOP032,15.0,1.17,JHT904,0.0,0.0,WT2021080329,2002/HI-3P/Ø15/L1.2/D,0.0,1,IQT004,1.16550504074,62
SA002,303110,5011056000,5011010600,336071165,6500000,19980309,SAA005,MOP002,15.0,10.54,JHT903,0.0,0.0,WT2021080329,1998/SP/Ø15/L10.5/D,0.0,1,IQT904,10.54469965080,62
SA002,302907,5011056000,5011010600,336071175,6500000,20031030,SAA005,MOP002,15.0,5.16,JHT903,0.0,0.0,WT2021080329,2003/SP/Ø15/L5.2/D,0.0,1,IQT904,5.15523099191,62
SA002,303486,5011056000,5011010600,336071165,6500000,19971211,SAA005,MOP032,15.0,6.25,JHT904,0.0,0.0,WT2021080329,1997/HI-3P/Ø15/L6.3/D,0.0,1,IQT004,6.24750590236,62
SA002,303605,5011051000,5011010100,336071175,6500000,19971211,SAA005,MOP032,15.0,3.04,JHT904,0.0,0.0,WT2021080329,1997/HI-3P/Ø15/L3/D,0.0,1,IQT004,3.04079679689,62
SA002,303679,5011056000,5011010600,336071164,6500000,20010407,SAA005,MOP002,15.0,6.76,JHT903,0.0,0.0,WT2021080329,2001/SP/Ø15/L6.8/D,0.0,1,IQT904,6.76329320885,62
SA002,303372,5011056000,5011010600,336071165,6500000,19990416,SAA005,MOP002,15.0,1.9,JHT903,0.0,0.0,WT2021080329,1999/SP/Ø15/L1.9/D,0.0,1,IQT904,1.89840886007,62
SA002,303858,5011056000,5011010600,336071175,6500000,19920219,SAA005,MOP002,15.0,1.95,JHT903,0.0,0.0,WT2021080329,1992/SP/Ø15/L2/D,0.0,1,IQT904,1.95427024999,62
SA002,303615,5011059000,5011010700,336071165,6500000,19971211,SAA005,MOP032,15.0,1.54,JHT904,0.0,0.0,WT2021080329,1997/HI-3P/Ø15/L1.5/D,0.0,1,IQT004,1.54279254600,62
SA002,303377,5011056000,5011010600,336071165,6500000,19971211,SAA005,MOP032,15.0,3.86,JHT904,0.0,0.0,WT2021080329,1997/HI-3P/Ø15/L3.9/D,0.0,1,IQT004,3.85696453339,62
SA002,302851,5011056000,5011010600,336071164,6500000,20030618,SAA005,MOP032,15.0,6.79,JHT904,0.0,0.0,WT2021080329,2003/HI-3P/Ø15/L6.8/D,0.0,1,IQT004,6.79219684962,62
SA002,302919,5011056000,5011010600,336071164,6500000,20000401,SAA005,MOP002,25.0,7.34,JHT903,0.0,0.0,WT2021080329,2000/SP/Ø25/L7.3/D,0.0,1,IQT904,7.33997588373,62
SA002,303750,5011056000,5011010600,336071164,6500000,19910209,SAA005,MOP002,15.0,1.83,JHT903,0.0,0.0,WT2021080329,1991/SP/Ø15/L1.8/D,0.0,1,IQT904,1.82500986299,62
SA002,302862,5011056000,5011010600,336071164,6500000,20120508,SAA005,MOP032,15.0,3.44,JHT904,0.0,0.0,WT2021080329,2012/HI-3P/Ø15/L3.4/D,0.0,1,IQT004,3.43733254992,62
SA002,303260,5011051000,5011010100,336071175,6500000,19971020,SAA005,MOP032,15.0,2.01,JHT904,0.0,0.0,WT2021080329,1997/HI-3P/Ø15/L2/D,0.0,1,IQT004,2.00954530180,62
SA002,303322,5011056000,5011010600,336071164,6500000,20021212,SAA005,MOP032,15.0,32.73,JHT904,0.0,0.0,WT2021080329,2002/HI-3P/Ø15/L32.7/D,0.0,1,IQT004,32.73260755720,62
SA002,303508,5011056000,5011010600,336071174,6500000,20081223,SAA005,MOP032,25.0,1.65,JHT904,0.0,0.0,WT2021080329,2008/HI-3P/Ø25/L1.7/D,0.0,1,IQT004,1.64941954639,62
SA002,303511,5011056000,5011010600,336071164,6500000,20001123,SAA005,MOP002,15.0,3.08,JHT903,0.0,0.0,WT2021080329,2000/SP/Ø15/L3.1/D,0.0,1,IQT904,3.07879831753,62
SA002,303622,5011056000,5011010600,336071165,6500000,19971211,SAA005,MOP032,15.0,9.58,JHT904,0.0,0.0,WT2021080329,1997/HI-3P/Ø15/L9.6/D,0.0,1,IQT004,9.57909654404,62
SA002,303632,5011056000,5011010600,336071164,6500000,20030618,SAA005,MOP032,15.0,1.2,JHT904,0.0,0.0,WT2021080329,2003/HI-3P/Ø15/L1.2/D,0.0,1,IQT004,1.19709732269,62
SA002,304137,5011056000,5011010600,336071164,6500000,20010528,SAA005,MOP002,15.0,1.89,JHT903,0.0,0.0,WT2021080329,2001/SP/Ø15/L1.9/D,0.0,1,IQT904,1.88666753828,62
SA002,303514,5011056000,5011010600,336071175,6500000,20010628,SAA005,MOP032,15.0,0.42,JHT904,0.0,0.0,WT2021080329,2001/HI-3P/Ø15/L0.4/D,0.0,1,IQT004,0.41931849470,62
SA002,303521,5011056000,5011010600,336071174,6500000,19971110,SAA005,MOP032,15.0,2.51,JHT904,0.0,0.0,WT2021080329,1997/HI-3P/Ø15/L2.5/D,0.0,1,IQT004,2.51394732292,62
SA002,303888,5011056000,5011010600,336071164,6500000,19981203,SAA005,MOP032,15.0,1.99,JHT904,0.0,0.0,WT2021080329,1998/HI-3P/Ø15/L2/D,0.0,1,IQT004,1.99197640548,62
SA002,303889,5011056000,5011010600,336071175,6500000,19970429,SAA005,MOP032,15.0,0.94,JHT904,0.0,0.0,WT2021080329,1997/HI-3P/Ø15/L0.9/D,0.0,1,IQT004,0.93500481282,62
SA002,303544,5011056000,5011010600,336071165,6500000,19971020,SAA005,MOP032,15.0,2.23,JHT904,0.0,0.0,WT2021080329,1997/HI-3P/Ø15/L2.2/D,0.0,1,IQT004,2.23453246340,62
SA002,303710,5011056000,5011010600,336071165,6500000,20010629,SAA005,MOP002,15.0,12.72,JHT903,0.0,0.0,WT2021080329,2001/SP/Ø15/L12.7/D,0.0,1,IQT904,12.72424841210,62
SA002,303894,5011056000,5011010600,336071175,6500000,20001125,SAA005,MOP002,15.0,1.38,JHT903,0.0,0.0,WT2021080329,2000/SP/Ø15/L1.4/D,0.0,1,IQT904,1.38443129118,62
SA002,303082,5011056000,5011010600,336071165,6500000,20020605,SAA005,MOP002,15.0,1.29,JHT903,0.0,0.0,WT2021080329,2002/SP/Ø15/L1.3/D,0.0,1,IQT904,1.28939714596,62
SA002,303162,5011056000,5011010600,336071175,6500000,19000101,SAA005,MOP002,15.0,2.41,JHT903,0.0,0.0,WT2021080329,1900/SP/Ø15/L2.4/D,0.0,1,IQT904,2.40527075399,62
SA002,303164,5011056000,5011010600,336071174,6500000,20011127,SAA005,MOP032,15.0,20.45,JHT904,0.0,0.0,WT2021080329,2001/HI-3P/Ø15/L20.5/D,0.0,1,IQT004,20.45382683330,62
SA002,302958,5011056000,5011010600,336071164,6500000,19941222,SAA005,MOP921,15.0,6.09,JHT092,0.0,0.0,WT2021080329,1994/PFP/Ø15/L6.1/D,0.0,1,IQT004,6.08581317492,62
SA002,302915,5011056000,5011010600,336071164,6500000,20030618,SAA005,MOP032,40.0,22.57,JHT904,0.0,0.0,WT2021080329,2003/HI-3P/Ø40/L22.6/D,0.0,1,IQT004,22.56724491820,62
SA002,304072,5011056000,5011010600,336071164,6500000,20020906,SAA005,MOP032,15.0,1.74,JHT904,0.0,0.0,WT2021080329,2002/HI-3P/Ø15/L1.7/D,0.0,1,IQT004,1.73728897999,62
SA002,304100,5011056000,5011010600,336071174,6500000,19000101,SAA005,MOP002,15.0,0.95,JHT903,0.0,0.0,WT2021080329,1900/SP/Ø15/L1/D,0.0,1,IQT904,0.95143985622,62
SA002,304170,5011056000,5011010600,336071175,6500000,19971020,SAA005,MOP032,15.0,2.5,JHT904,0.0,0.0,WT2021080329,1997/HI-3P/Ø15/L2.5/D,0.0,1,IQT004,2.50267157254,62
SA002,304177,5011056000,5011010600,336071164,6500000,20021212,SAA005,MOP032,15.0,10.92,JHT904,0.0,0.0,WT2021080329,2002/HI-3P/Ø15/L10.9/D,0.0,1,IQT004,10.92034960740,62
SA002,304270,5011056000,5011010600,336071165,6500000,20020622,SAA005,MOP032,15.0,17.13,JHT904,0.0,0.0,WT2021080329,2002/HI-3P/Ø15/L17.1/D,0.0,1,IQT004,17.13067427530,62
SA002,304379,5011056000,5011010600,336071164,6500000,20020906,SAA005,MOP032,25.0,3.15,JHT904,0.0,0.0,WT2021080329,2002/HI-3P/Ø25/L3.2/D,0.0,1,IQT004,3.15348278483,62
SA002,304467,5011056000,5011010600,336071164,6500000,20100708,SAA005,MOP032,15.0,3.57,JHT904,0.0,0.0,WT2021080329,2010/HI-3P/Ø15/L3.6/D,0.0,1,IQT004,3.56712579537,62
SA002,304477,5011056000,5011010600,336071164,6500000,20120312,SAA005,MOP032,15.0,0.49,JHT904,0.0,0.0,WT2021080329,2012/HI-3P/Ø15/L0.5/D,0.0,1,IQT004,0.49041912687,62
SA002,304478,5011056000,5011010600,336071164,6500000,20120312,SAA005,MOP032,15.0,0.36,JHT904,0.0,0.0,WT2021080329,2012/HI-3P/Ø15/L0.4/D,0.0,1,IQT004,0.36189639401,62
SA002,304479,5011056000,5011010600,336071164,6500000,20120312,SAA005,MOP032,15.0,0.46,JHT904,0.0,0.0,WT2021080329,2012/HI-3P/Ø15/L0.5/D,0.0,1,IQT004,0.45646779733,62
SA002,304185,5011056000,5011010600,336071175,6500000,20071207,SAA005,MOP032,15.0,2.14,JHT904,0.0,0.0,WT2021080329,2007/HI-3P/Ø15/L2.1/D,0.0,1,IQT004,2.13899944540,62
SA002,303512,5011056000,5011010600,336071164,6500000,20020906,SAA005,MOP032,40.0,14.83,JHT904,0.0,0.0,WT2021080329,2002/HI-3P/Ø40/L14.8/D,0.0,1,IQT004,14.82812892610,62
SA002,304481,5011056000,5011010600,336071164,6500000,20120312,SAA005,MOP032,15.0,0.37,JHT904,0.0,0.0,WT2021080329,2012/HI-3P/Ø15/L0.4/D,0.0,1,IQT004,0.36849881954,62
SA002,304017,5011056000,5011010600,336071165,6500000,19900511,SAA005,MOP002,15.0,1.65,JHT903,0.0,0.0,WT2021080329,1990/SP/Ø15/L1.7/D,0.0,1,IQT904,1.65372888951,62
SA002,304383,5011056000,5011010600,336071164,6500000,20000703,SAA005,MOP032,15.0,1.9,JHT904,0.0,0.0,WT2021080329,2000/HI-3P/Ø15/L1.9/D,0.0,1,IQT004,1.90152081329,62
SA002,304386,5011056000,5011010600,336071164,6500000,20120508,SAA005,MOP032,15.0,0.26,JHT904,0.0,0.0,WT2021080329,2012/HI-3P/Ø15/L0.3/D,0.0,1,IQT004,0.25630333591,62
SA002,304085,5011056000,5011010600,336071175,6500000,19000101,SAA005,MOP002,15.0,5.04,JHT903,0.0,0.0,WT2021080329,1900/SP/Ø15/L5/D,0.0,1,IQT904,5.03627282401,62
SA002,304091,5011056000,5011010600,336071175,6500000,19971211,SAA005,MOP032,20.0,2.86,JHT904,0.0,0.0,WT2021080329,1997/HI-3P/Ø20/L2.9/D,0.0,1,IQT004,2.86421246419,62
SA002,304449,5011056000,5011010600,336071174,6500000,19981027,SAA005,MOP032,15.0,2.07,JHT904,0.0,0.0,WT2021080329,1998/HI-3P/Ø15/L2.1/D,0.0,1,IQT004,2.07181784914,62
SA002,304450,5011056000,5011010600,336071174,6500000,20021131,SAA005,MOP032,15.0,2.12,JHT904,0.0,0.0,WT2021080329,2002/HI-3P/Ø15/L2.1/D,0.0,1,IQT004,2.11501199051,62
SA002,304454,5011056000,5011010600,336071174,6500000,20081223,SAA005,MOP032,15.0,2.15,JHT904,0.0,0.0,WT2021080329,2008/HI-3P/Ø15/L2.2/D,0.0,1,IQT004,2.14800942270,62
SA002,304190,5011056000,5011010600,336071164,6500000,19940620,SAA005,MOP921,20.0,5.98,JHT092,0.0,0.0,WT2021080329,1994/PFP/Ø20/L6/D,0.0,1,IQT004,5.98148911225,62
SA002,304286,5011059000,5011010700,336071165,6500000,20001021,SAA005,MOP032,15.0,0.59,JHT904,0.0,0.0,WT2021080329,2000/HI-3P/Ø15/L0.6/D,0.0,1,IQT004,0.59319642615,62
SA002,304289,5011056000,5011010600,336071175,6500000,19970119,SAA005,MOP002,15.0,2.65,JHT903,0.0,0.0,WT2021080329,1997/SP/Ø15/L2.7/D,0.0,1,IQT904,2.65047102229,62
SA002,304299,5011056000,5011010600,336071165,6500000,20020622,SAA005,MOP032,15.0,1.35,JHT904,0.0,0.0,WT2021080329,2002/HI-3P/Ø15/L1.4/D,0.0,1,IQT004,1.34500862451,62
SA002,304395,5011056000,5011010600,336071164,6500000,19940620,SAA005,MOP921,15.0,0.36,JHT092,0.0,0.0,WT2021080329,1994/PFP/Ø15/L0.4/D,0.0,1,IQT004,0.35588562770,62
SA002,304396,5011056000,5011010600,336071164,6500000,19940620,SAA005,MOP921,15.0,0.38,JHT092,0.0,0.0,WT2021080329,1994/PFP/Ø15/L0.4/D,0.0,1,IQT004,0.37940693194,62
SA002,304458,5011056000,5011010600,336071175,6500000,19970219,SAA005,MOP002,15.0,1.89,JHT903,0.0,0.0,WT2021080329,1997/SP/Ø15/L1.9/D,0.0,1,IQT904,1.88838429616,62
SA002,304462,5011056000,5011010600,336071165,6500000,19980602,SAA005,MOP032,15.0,0.84,JHT904,0.0,0.0,WT2021080329,1998/HI-3P/Ø15/L0.8/D,0.0,1,IQT004,0.83896061886,62
SA002,303726,5011056000,5011010600,336071165,6500000,20020622,SAA005,MOP032,40.0,22.68,JHT904,0.0,0.0,WT2021080329,2002/HI-3P/Ø40/L22.7/D,0.0,1,IQT004,22.68257512680,62
SA002,303782,5011056000,5011010600,336071165,6500000,19880229,SAA005,MOP002,40.0,34.18,JHT903,0.0,0.0,WT2021080329,1988/SP/Ø40/L34.2/D,0.0,1,IQT904,34.18441640740,62
SA002,304031,5011056000,5011010600,336071175,6500000,20010628,SAA005,MOP032,15.0,0.46,JHT904,0.0,0.0,WT2021080329,2001/HI-3P/Ø15/L0.5/D,0.0,1,IQT004,0.45989237872,62
SA002,304037,5011056000,5011010600,336071174,6500000,19000101,SAA005,MOP002,15.0,12.77,JHT903,0.0,0.0,WT2021080329,1900/SP/Ø15/L12.8/D,0.0,1,IQT904,12.77135325640,62
SA002,304407,5011056000,5011010600,336071175,6500000,19970119,SAA005,MOP002,15.0,1.33,JHT903,0.0,0.0,WT2021080329,1997/SP/Ø15/L1.3/D,0.0,1,IQT904,1.33491513955,62
SA002,304408,5011056000,5011010600,336071175,6500000,19971211,SAA005,MOP032,15.0,2.74,JHT904,0.0,0.0,WT2021080329,1997/HI-3P/Ø15/L2.7/D,0.0,1,IQT004,2.74360315643,62
SA002,304412,5011056000,5011010600,336071165,6500000,19000101,SAA005,MOP002,15.0,3.27,JHT903,0.0,0.0,WT2021080329,1900/SP/Ø15/L3.3/D,0.0,1,IQT904,3.26727455840,62
SA002,304215,5011056000,5011010600,336071174,6500000,20041221,SAA005,MOP032,15.0,12.06,JHT904,0.0,0.0,WT2021080329,2004/HI-3P/Ø15/L12.1/D,0.0,1,IQT004,12.05632448140,62
SA002,304224,5011056000,5011010600,336071164,6500000,19910209,SAA005,MOP002,15.0,2.07,JHT903,0.0,0.0,WT2021080329,1991/SP/Ø15/L2.1/D,0.0,1,IQT904,2.06811919386,62
SA002,304312,5011056000,5011010600,336071174,6500000,20011127,SAA005,MOP032,15.0,12.4,JHT904,0.0,0.0,WT2021080329,2001/HI-3P/Ø15/L12.4/D,0.0,1,IQT004,12.39855657080,62
SA002,304330,5011056000,5011010600,336071175,6500000,20031026,SAA005,MOP002,15.0,0.86,JHT903,0.0,0.0,WT2021080329,2003/SP/Ø15/L0.9/D,0.0,1,IQT904,0.86055759250,62
SA002,304331,5011056000,5011010600,336071175,6500000,20031026,SAA005,MOP002,15.0,14.9,JHT903,0.0,0.0,WT2021080329,2003/SP/Ø15/L14.9/D,0.0,1,IQT904,14.89875886430,62
SA002,304475,5011056000,5011010600,336071164,6500000,19910814,SAA005,MOP002,75.0,15.41,JHT903,0.0,0.0,WT2021080329,1991/SP/Ø75/L15.4/D,0.0,1,IQT904,15.41174743660,62
SA002,304476,5011056000,5011010600,336071164,6500000,19910814,SAA005,MOP002,40.0,1.65,JHT903,0.0,0.0,WT2021080329,1991/SP/Ø40/L1.7/D,0.0,1,IQT904,1.65388518344,62
SA002,304055,5011056000,5011010600,336071174,6500000,20101008,SAA005,MOP032,15.0,1.7,JHT904,0.0,0.0,WT2021080329,2010/HI-3P/Ø15/L1.7/D,0.0,1,IQT004,1.69543504741,62
SA002,304425,5011056000,5011010600,336071165,6500000,19880229,SAA005,MOP002,15.0,0.43,JHT903,0.0,0.0,WT2021080329,1988/SP/Ø15/L0.4/D,0.0,1,IQT904,0.42712794336,62
SA002,304152,5011056000,5011010600,336071165,6500000,19930910,SAA005,MOP002,15.0,1.9,JHT903,0.0,0.0,WT2021080329,1993/SP/Ø15/L1.9/D,0.0,1,IQT904,1.90335840030,62
SA002,304253,5011056000,5011010600,336071175,6500000,19971211,SAA005,MOP032,15.0,8.36,JHT904,0.0,0.0,WT2021080329,1997/HI-3P/Ø15/L8.4/D,0.0,1,IQT004,8.36403754176,62
SA002,304346,5011056000,5011010600,336071165,6500000,20010516,SAA005,MOP002,15.0,3.06,JHT903,0.0,0.0,WT2021080329,2001/SP/Ø15/L3.1/D,0.0,1,IQT904,3.06472261877,62
SA002,304436,5011056000,5011010600,336071164,6500000,20030618,SAA005,MOP032,15.0,0.34,JHT904,0.0,0.0,WT2021080329,2003/HI-3P/Ø15/L0.3/D,0.0,1,IQT004,0.34318065214,62
SA002,304439,5011056000,5011010600,336071165,6500000,20010711,SAA005,MOP032,15.0,1.35,JHT904,0.0,0.0,WT2021080329,2001/HI-3P/Ø15/L1.4/D,0.0,1,IQT004,1.34557861160,62
