DATA_SRC,zone,FTR_CDE,FTR_IDN,HJD_CDE,SHT_NUM,MNG_CDE,MOP_CDE,STD_DIP,BYC_LEN,JHT_CDE,LOW_DEP,HGH_DEP,CNT_NUM,SYS_CHK,PIP_LBL,IQT_CDE,AVG_DEP,PIP_TYPE,IST_YMD,BEG_YMD,DAYS_SINCE_BEG,YEARS_SINCE_BEG,high_total_cycles,low_total_cycles,design_pressure,thickness,K_diameter,K_age,K_soil,K_traffic,K_vibration,hoop_stress,K_stress,K_material,K_repair,K_total,fatigue_limit,D_base,D_final_org,D_final,remaining_life_years,high_fatigue_damage,low_fatigue_damage,SMZ_NUM
SPLY_LS,0100,SA002,303790,5011056000,336071165,6500000.0,MOP032,15.0,1.76,JHT904,0.0,0.0,WT2021080329,1.0,1997/HI-3P/Ø15/L1.8/D,,0.0,PE,1997-12-11,1997-12-11,10381.0,28.421629021218344,320827.0,1394.0,1.6,4.6,0.9051440007557059,1.5684325804243668,1.2,1.0,1.05,2.608695652173913,1.126086956521739,1.1,0.0,2.2157394532274166,100000.0,0.334767,0.7417564495385826,0.7417564495385826,0.3481514055213953,0.320827,0.01394,0100
SPLY_LS,0100,SA002,303794,5011056000,336071164,6500000.0,MOP002,15.0,13.75,JHT903,0.0,0.0,WT2021080329,1.0,2002/SP/Ø15/L13.8/D,,0.0,ST,2002-09-06,2002-09-06,8651.0,23.685147159479808,320827.0,1394.0,2.0,3.25,0.9051440007557059,1.473702943189596,1.2,1.0,1.05,4.615384615384615,1.2615384615384615,0.9,0.0,1.908275956713927,1000000.0,0.0334767,0.06388278172012511,0.06388278172012511,14.653670254702892,0.0320827,0.001394,0100
SPLY_LS,0100,SA002,303799,5011051000,336071165,6500000.0,MOP032,20.0,9.2,JHT904,0.0,0.0,WT2021080329,1.0,1997/HI-3P/Ø20/L9.2/D,,0.0,PE,1997-12-11,1997-12-11,10381.0,28.421629021218344,320827.0,1394.0,1.6,4.6,0.919528104378295,1.5684325804243668,1.2,1.0,1.05,3.4782608695652177,1.2347826086956522,1.1,0.0,2.468224148161153,100000.0,0.334767,0.8262799934074646,0.8262799934074646,0.210243510648416,0.320827,0.01394,0100
SPLY_LS,0100,SA002,303056,5011056000,336071164,6500000.0,MOP032,15.0,9.0,JHT904,0.0,0.0,WT2021080329,1.0,2003/HI-3P/Ø15/L9/D,,0.0,PE,2003-06-18,2003-06-18,8366.0,22.90485968514716,320827.0,1394.0,1.6,4.6,0.9051440007557059,1.4580971937029432,1.2,1.0,1.05,2.608695652173913,1.126086956521739,1.1,0.0,2.0598676150004804,100000.0,0.334767,0.6895757018708658,0.6895757018708658,0.4501671060725196,0.320827,0.01394,0100
SPLY_LS,0100,SA002,35968,5011051000,336071175,6500000.0,MOP032,20.0,1.48,JHT904,0.0,0.0,,1.0,1998/HI-3P/Ø20/L1.5/D0.3,,0.3,PE,1998-05-20,1998-05-20,10221.0,27.983572895277206,320827.0,1394.0,1.6,4.6,0.919528104378295,1.5596714579055442,1.2,1.0,1.05,3.4782608695652177,1.2347826086956522,1.1,0.0,2.454436871337239,100000.0,0.334767,0.8216644681069535,0.8216644681069535,0.2170417960313128,0.320827,0.01394,0100
SPLY_LS,0100,SA002,38265,5011051000,336071175,6500000.0,MOP032,20.0,3.06,JHT904,0.0,0.0,,1.0,1998/HI-3P/Ø20/L3.1/D,,0.0,PE,1998-05-20,1998-05-20,10221.0,27.983572895277206,320827.0,1394.0,1.6,4.6,0.919528104378295,1.5596714579055442,1.2,1.0,1.05,3.4782608695652177,1.2347826086956522,1.1,0.0,2.454436871337239,100000.0,0.334767,0.8216644681069535,0.8216644681069535,0.2170417960313128,0.320827,0.01394,0100
SPLY_LS,0100,SA002,46382,5011051000,336071165,6500000.0,MOP032,25.0,9.44,JHT904,0.0,0.0,,1.0,1997/HI-3P/Ø25/L9.4/D,,0.0,PE,1997-12-11,1997-12-11,10381.0,28.421629021218344,320827.0,1394.0,1.6,4.6,0.9306852819440055,1.5684325804243668,1.2,1.0,1.05,4.347826086956522,1.3434782608695652,1.1,0.0,2.718082126662671,100000.0,0.334767,0.9099241992964823,0.9099241992964823,0.09899264221476999,0.320827,0.01394,0100
SPLY_LS,0100,SA002,82019,5011051000,336071175,6500000.0,MOP032,20.0,3.5,JHT904,0.0,0.0,,1.0,1999/HI-3P/Ø20/L3.5/D,,0.0,PE,1999-09-20,1999-09-20,9733.0,26.647501711156742,320827.0,1394.0,1.6,4.6,0.919528104378295,1.5329500342231348,1.2,1.0,1.05,3.4782608695652177,1.2347826086956522,1.1,0.0,2.4123856770243006,100000.0,0.334767,0.807587115940394,0.807587115940394,0.23825650541186633,0.320827,0.01394,0100
SPLY_LS,0100,SA002,301885,5011056000,336071175,6500000.0,MOP001,100.0,5.6,JHT002,0.40000001,0.40000001,WT2021080329,1.0,1997/DCIP/Ø100/L5.6/D0.4,,0.40000001,DTC,1997-01-01,1997-01-01,10725.0,29.363449691991786,320827.0,1394.0,1.0,6.0,1.0,1.5872689938398357,1.2,1.0,1.05,8.333333333333334,2.466666666666667,1.0,0.0,4.933232032854209,1000000.0,0.0334767,0.1651483287942505,0.1651483287942505,5.055162697079706,0.0320827,0.001394,0100
SPLY_LS,0100,SA002,301894,5011056000,336071164,6500000.0,MOP001,100.0,1.29,JHT002,0.69999999,0.69999999,WT2021080329,1.0,1991/DCIP/Ø100/L1.3/D0.7,,0.69999999,DTC,1991-01-01,1991-01-01,12917.0,35.36481861738535,320827.0,1394.0,1.0,6.0,1.0,1.707296372347707,1.2,1.0,1.05,8.333333333333334,2.466666666666667,1.0,0.0,5.306277125256674,1000000.0,0.0334767,0.1776366474390801,0.1776366474390801,4.629468999874853,0.0320827,0.001394,0100
