FTR_CDE,FTR_IDN,CNT_NUM,SYS_CHK,STD_HOL,STD_VEL,PIP_LBL,IST_YMD,MOP_CDE,STD_DIP,BYC_LEN,JHT_CDE,LOW_DEP,HGH_DEP,AVG_DEP,IQT_CDE,HJD_CDE,BJD_CDE,SHT_NUM,MNG_CDE,SAA_CDE,MOD_CDE,A_MOD_CDE,B_MOD_CDE,SHAPE_LEN
SA001,304675,WT2021080329,1,0.00,0.00,1998/HI-3P/Ø80/L1.6/D,19980101,MOP032,80.0,1.55,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,1.54776967602
SA001,304686,WT2021080329,1,0.00,0.00,1994/PFP/Ø50/L39.3/D,19940101,MOP921,50.0,39.28,JHT092,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071174,6500000,SAA908,,,,39.28396247800
SA001,304698,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø50/L0.2/D1.3,20020101,MOP032,50.0,0.19,JHT904,1.29999995,1.29999995,1.29999995,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,0.18792817777
SA001,304704,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø50/L0.4/D0.6,20020101,MOP032,50.0,0.42,JHT904,0.60000002,0.60000002,0.60000002,IQT001,5011056000,5011010600,336071164,6500000,SAA004,,,,0.41773197148
SA001,304709,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø50/L0.4/D,20020101,MOP032,50.0,0.35,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071174,6500000,SAA908,,,,0.35484933423
SA001,304713,WT2021080329,1,0.00,0.00,2003/HI-3P/Ø80/L0.4/D,20030101,MOP032,80.0,0.38,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,0.38273281803
SA001,304726,WT2021080329,1,0.00,0.00,1994/PFP/Ø50/L103.1/D,19940101,MOP921,50.0,103.11,JHT092,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,103.10697518000
SA001,304737,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø50/L3.4/D,20020101,MOP032,50.0,3.36,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,3.36186277781
SA001,304754,WT2021080329,1,0.00,0.00,1998/HI-3P/Ø50/L66.4/D,19980101,MOP032,50.0,66.36,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,66.36409528530
SA001,304775,WT2021080329,1,0.00,0.00,1998/HI-3P/Ø50/L42.2/D,19980101,MOP032,50.0,42.23,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,42.23074472000
SA001,304783,WT2021080329,1,0.00,0.00,1998/HI-3P/Ø50/L75.3/D,19980101,MOP032,50.0,75.28,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,75.28269865890
SA001,304791,WT2021080329,1,0.00,0.00,2003/HI-3P/Ø80/L27.0/D,20030101,MOP032,80.0,26.97,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,26.96503544310
SA001,304798,WT2021080329,1,0.00,0.00,2003/HI-3P/Ø80/L41.1/D,20030101,MOP032,80.0,41.14,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071175,6500000,SAA908,,,,41.13737970230
SA001,304806,WT2021080329,1,0.00,0.00,2012/HI-3P/Ø80/L5.3/D,20120101,MOP032,80.0,5.3,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,5.30351639588
SA001,304808,WT2021080329,1,0.00,0.00,2012/HI-3P/Ø80/L140.6/D,20120101,MOP032,80.0,140.56,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,140.55539847000
SA001,304907,WT2021080329,1,0.00,0.00,1997/DCIP/Ø150/L2.1/D0.8,19970101,MOP001,150.0,2.05,JHT002,0.69999999,0.80000001,0.75,IQT001,5011056000,5011010600,336071175,6500000,SAA004,,,,2.05056187422
SA001,304916,WT2021080329,1,0.00,0.00,1900/DCIP/Ø200/L76.4/D0.6,19000101,MOP001,200.0,76.5,JHT002,0.5,0.80000001,0.58999997,IQT001,5011056000,5011010600,336071175,6500000,SAA004,,,,76.49553353160
SA001,304924,WT2021080329,1,0.00,0.00,1988/DCIP/Ø80/L5.3/D0.8,19880101,MOP001,80.0,5.31,JHT002,0.69999999,0.80000001,0.75,IQT001,5011056000,5011010600,336071165,6500000,SAA004,,,,5.30731047598
SA001,304928,WT2021080329,1,0.00,0.00,1900/DCIP/Ø80/L39.8/D0.5,19000101,MOP001,80.0,39.79,JHT002,0.40000001,0.60000002,0.47999999,IQT001,5011056000,5011010600,336071164,6500000,SAA004,,,,39.78681835010
SA001,304936,WT2021080329,1,0.00,0.00,1900/SP/Ø50/L2.5/D1.0,19000101,MOP002,50.0,2.53,JHT903,1.0,1.0,1.0,IQT001,5011056000,5011010600,336071164,6500000,SAA004,,,,2.53481537789
SA001,304937,WT2021080329,1,0.00,0.00,1900/SP/Ø50/L89.9/D0.6,19000101,MOP002,50.0,89.9,JHT903,0.5,0.69999999,0.60000002,IQT001,5011056000,5011010600,336071164,6500000,SAA004,,,,89.89854065110
SA001,304942,WT2021080329,1,0.00,0.00,1991/DCIP/Ø100/L4.9/D0.6,19910101,MOP001,100.0,4.93,JHT002,0.60000002,0.60000002,0.60000002,IQT001,5011056000,5011010600,336071164,6500000,SAA004,,,,4.93459795728
SA001,304947,WT2021080329,1,0.00,0.00,1900/DCIP/Ø100/L21.2/D0.9,19000101,MOP001,100.0,21.16,JHT002,0.80000001,0.89999998,0.85000002,IQT001,5011056000,5011010600,336071164,6500000,SAA004,,,,21.15703313440
SA001,304958,WT2021080329,1,0.00,0.00,1900/CIP/Ø100/L49.6/D0.9,19000101,MOP010,100.0,49.58,JHT002,0.80000001,1.10000002,0.94,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,49.57536316250
SA001,305002,WT2021080329,1,0.00,0.00,1988/DCIP/Ø80/L15.9/D1.1,19880101,MOP001,80.0,15.88,JHT002,0.89999998,1.29999995,1.10000002,IQT001,5011056000,5011010600,336071165,6500000,SAA004,,,,15.88449692110
SA001,305004,WT2021080329,1,0.00,0.00,1997/DCIP/Ø150/L105.8/D1.0,19970101,MOP001,150.0,105.78,JHT002,0.69999999,1.20000005,0.94999999,IQT001,5011056000,5011010600,336071165,6500000,SAA004,,,,105.77986753400
SA001,701480,WT2020080179,1,0.00,0.00,1997/DCIP/Ø100/L6.4/D0.8,19970101,MOP001,100.0,6.37,JHT002,0.69999999,0.80000001,0.80000001,IQT001,5011051000,5011010100,336071175,6500000,SAA004,,,,6.36985767451
SA001,701488,WT2020080179,1,0.00,0.00,1999/DCIP/Ø100/L51.1/D0.9,19990101,MOP001,100.0,51.06,JHT002,0.80000001,1.0,0.89999998,IQT001,5011051000,5011010100,336071175,6500000,SAA004,,,,51.05642804670
SA001,701497,WT2020080179,1,0.00,0.00,1900/DCIP/Ø200/L3.5/D0.9,19000101,MOP001,200.0,3.53,JHT002,0.89999998,0.89999998,0.89999998,IQT001,5011051000,5011010100,336071175,6500000,SAA004,,,,3.53161645284
SA001,701498,WT2020080179,1,0.00,0.00,1900/DCIP/Ø200/L8.4/D0.9,19000101,MOP001,200.0,8.36,JHT002,0.89999998,0.89999998,0.89999998,IQT001,5011051000,5011010100,336071175,6500000,SAA004,,,,8.35561296617
SA001,701560,WT2020080179,1,0.00,0.00,1900/DCIP/Ø200/L1.7/D1.0,19000101,MOP001,200.0,1.67,JHT002,0.80000001,1.20000005,1.0,IQT001,5011056000,5011010600,336071175,6500000,SAA004,,,,1.66748164335
SA001,701883,WT2020080179,1,0.00,0.00,1997/DCIP/Ø80/L84.9/D0.9,19970101,MOP001,80.0,84.88,JHT002,0.60000002,1.0,0.89999998,IQT001,5011051000,5011010100,336071175,6500000,SAA004,,,,84.88324485080
SA001,702086,WT2020080179,1,0.00,0.00,1997/DCIP/Ø80/L27.4/D,19971211,MOP001,80.0,27.42,JHT002,0.0,0.0,0.0,IQT904,5011051000,5011010100,336071175,6500000,SAA004,,,,27.41516693270
SA001,304307,WT2021080329,1,0.00,0.00,1900/DCIP/Ø125/L25.2/D1.1,19000101,MOP001,125.0,25.18,JHT002,1.0,1.20000005,1.10000002,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,25.18269654860
SA001,304313,WT2021080329,1,0.00,0.00,2003/HI-3P/Ø80/L20.3/D,20030101,MOP032,80.0,20.27,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071174,6500000,SAA908,,,,20.26833230120
SA001,304316,WT2021080329,1,0.00,0.00,1997/DCIP/Ø100/L35.9/D,19970101,MOP001,100.0,35.93,JHT002,0.0,0.0,0.0,IQT904,5011056000,5011010600,336071175,6500000,SAA908,,,,35.93301739480
SA001,304337,WT2021080329,1,0.00,0.00,1997/DCIP/Ø80/L0.3/D0.6,19970101,MOP001,80.0,0.26,JHT002,0.60000002,0.60000002,0.60000002,IQT001,5011056000,5011010600,336071175,6500000,SAA004,,,,0.26459402865
SA001,304338,WT2021080329,1,0.00,0.00,1997/DCIP/Ø80/L46.1/D0.6,19970101,MOP001,80.0,46.1,JHT002,0.5,0.69999999,0.61000001,IQT001,5011051000,5011010100,336071175,6500000,SAA004,,,,46.09914611000
SA001,304397,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø50/L7.2/D,20020101,MOP032,50.0,7.21,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,7.20750921823
SA001,304402,WT2021080329,1,0.00,0.00,1997/DCIP/Ø80/L2.0/D0.6,19970101,MOP001,80.0,1.95,JHT002,0.60000002,0.60000002,0.60000002,IQT001,5011059000,5011010700,336071165,6500000,SAA004,,,,1.95041662216
SA001,304413,WT2021080329,1,0.00,0.00,1900/DCIP/Ø100/L3.3/D0.5,19000101,MOP001,100.0,3.25,JHT002,0.5,0.5,0.5,IQT001,5011056000,5011010600,336071175,6500000,SAA913,,,,3.24619900807
SA001,304438,WT2021080329,1,0.00,0.00,1997/DCIP/Ø80/L0.9/D0.6,19970101,MOP001,80.0,0.88,JHT002,0.60000002,0.60000002,0.60000002,IQT001,5011059000,5011010700,336071165,6500000,SAA004,,,,0.87512513391
SA001,304449,WT2021080329,1,0.00,0.00,1900/DCIP/Ø150/L43.2/D,19000101,MOP001,150.0,43.21,JHT002,0.0,0.0,0.0,IQT904,5011056000,5011010600,336071174,6500000,SAA908,,,,43.21044564320
SA001,304457,WT2021080329,1,0.00,0.00,1900/DCIP/Ø80/L18.2/D,19000101,MOP001,80.0,18.15,JHT002,0.0,0.0,0.0,IQT904,5011056000,5011010600,336071174,6500000,SAA908,,,,18.14674906920
SA001,304458,WT2021080329,1,0.00,0.00,1900/DCIP/Ø80/L0.4/D0.8,19000101,MOP001,80.0,0.35,JHT002,0.80000001,0.80000001,0.80000001,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,0.34848816336
SA001,304462,WT2021080329,1,0.00,0.00,1900/CIP/Ø100/L7.9/D,19000101,MOP010,100.0,7.87,JHT002,0.0,0.0,0.0,IQT904,5011056000,5011010600,336071175,6500000,SAA908,,,,7.87392002821
SA001,304474,WT2021080329,1,0.00,0.00,1997/DCIP/Ø80/L24.9/D,19970101,MOP001,80.0,24.93,JHT002,0.0,0.0,0.0,IQT904,5011056000,5011010600,336071174,6500000,SAA908,,,,24.93265767500
SA001,304508,WT2021080329,1,0.00,0.00,1900/SP/Ø50/L0.7/D0.7,19000101,MOP002,50.0,0.66,JHT903,0.69999999,0.69999999,0.69999999,IQT001,5011056000,5011010600,336071164,6500000,SAA004,,,,0.65727467622
SA001,304511,WT2021080329,1,0.00,0.00,1998/HI-3P/Ø50/L0.6/D,19980101,MOP032,50.0,0.64,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,0.64187179405
SA001,304523,WT2021080329,1,0.00,0.00,1998/HI-3P/Ø50/L0.2/D0.7,19980101,MOP032,50.0,0.16,JHT904,0.69999999,0.69999999,0.69999999,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,0.16402743673
SA001,304529,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø50/L91.5/D,20020101,MOP032,50.0,91.51,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071174,6500000,SAA908,,,,91.50628667600
SA001,304535,WT2021080329,1,0.00,0.00,2008/HI-3P/Ø80/L4.3/D,20080101,MOP032,80.0,4.28,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071174,6500000,SAA908,,,,4.28206117775
SA001,304537,WT2021080329,1,0.00,0.00,2010/HI-3P/Ø50/L0.7/D,20100101,MOP032,50.0,0.69,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071174,6500000,SAA908,,,,0.69477203456
SA001,304637,WT2021080329,1,0.00,0.00,1997/HI-3P/Ø50/L47.9/D,19970101,MOP032,50.0,47.86,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071175,6500000,SAA908,,,,47.86440390020
SA001,304647,WT2021080329,1,0.00,0.00,1994/HI-3P/Ø50/L0.3/D1.3,19940101,MOP032,50.0,0.26,JHT904,1.29999995,1.29999995,1.29999995,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,0.26076809621
SA001,304655,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø50/L0.6/D,20020101,MOP032,50.0,0.6,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071174,6500000,SAA908,,,,0.60360955095
SA001,304657,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø50/L4.4/D,20020101,MOP032,50.0,4.43,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,4.43208982423
SA001,304664,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø50/L3.5/D,20020101,MOP032,50.0,3.48,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,3.48080631983
SA001,304668,WT2021080329,1,0.00,0.00,2001/HI-3P/Ø50/L50.7/D,20010101,MOP032,50.0,50.74,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,50.73767068170
SA001,304672,WT2021080329,1,0.00,0.00,2012/HI-3P/Ø80/L0.7/D,20120101,MOP032,80.0,0.72,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,0.71777067368
SA001,304679,WT2021080329,1,0.00,0.00,1999/HI-3P/Ø80/L0.6/D,19990101,MOP032,80.0,0.61,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,0.60713458969
SA001,304681,WT2021080329,1,0.00,0.00,2003/HI-3P/Ø80/L2.1/D,20030101,MOP032,80.0,2.05,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,2.05417868746
SA001,304683,WT2021080329,1,0.00,0.00,2003/HI-3P/Ø80/L1.8/D,20030101,MOP032,80.0,1.79,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,1.79026883720
SA001,304684,WT2021080329,1,0.00,0.00,2003/HI-3P/Ø50/L1.5/D,20030101,MOP032,50.0,1.47,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,1.46616191994
SA001,304689,WT2021080329,1,0.00,0.00,1994/PFP/Ø50/L0.2/D0.8,19940101,MOP921,50.0,0.2,JHT092,0.80000001,0.80000001,0.80000001,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,0.19833809518
SA001,304717,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø80/L125.0/D,20020101,MOP032,80.0,125.02,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,125.02305420700
SA001,304739,WT2021080329,1,0.00,0.00,2002/HI-3P/Ø80/L0.5/D,20020101,MOP032,80.0,0.45,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,0.44837450864
SA001,304748,WT2021080329,1,0.00,0.00,1998/HI-3P/Ø80/L4.5/D,19980101,MOP032,80.0,4.45,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,4.45221123039
SA001,304774,WT2021080329,1,0.00,0.00,1994/PFP/Ø50/L106.8/D,19940101,MOP921,50.0,106.75,JHT092,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,106.74956978600
SA001,304795,WT2021080329,1,0.00,0.00,2003/HI-3P/Ø80/L1.1/D,20030101,MOP032,80.0,1.11,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071164,6500000,SAA908,,,,1.11083450613
SA001,304807,WT2021080329,1,0.00,0.00,2012/HI-3P/Ø80/L144.5/D,20120101,MOP032,80.0,144.51,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,144.50779335100
SA001,304810,WT2021080329,1,0.00,0.00,2012/HI-3P/Ø80/L5.8/D,20120101,MOP032,80.0,5.8,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,5.79608812155
SA001,304811,WT2021080329,1,0.00,0.00,2012/HI-3P/Ø80/L114.2/D,20120101,MOP032,80.0,114.23,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,114.22911352600
SA001,304820,WT2021080329,1,0.00,0.00,1999/HI-3P/Ø50/L0.5/D,19990101,MOP032,50.0,0.46,JHT904,0.0,0.0,0.0,IQT004,5011056000,5011010600,336071165,6500000,SAA908,,,,0.45795677744
SA001,304882,WT2021080329,1,0.00,0.00,1900/DCIP/Ø125/L3.1/D1.2,19000101,MOP001,125.0,3.07,JHT002,1.10000002,1.20000005,1.14999998,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,3.07133912162
SA001,304883,WT2021080329,1,0.00,0.00,1900/DCIP/Ø125/L2.1/D0.8,19000101,MOP001,125.0,2.1,JHT002,0.69999999,1.10000002,0.82999998,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,2.09816853785
SA001,304894,WT2021080329,1,0.00,0.00,1900/DCIP/Ø200/L13.0/D1.2,19000101,MOP001,200.0,12.98,JHT002,1.0,1.29999995,1.14999998,IQT001,5011056000,5011010600,336071175,6500000,SAA004,,,,12.97783267830
SA001,304896,WT2021080329,1,0.00,0.00,1900/DCIP/Ø200/L0.2/D1.0,19000101,MOP001,200.0,0.23,JHT002,1.0,1.0,1.0,IQT001,5011056000,5011010600,336071175,6500000,SAA004,,,,0.22810743083
SA001,304904,WT2021080329,1,0.00,0.00,1997/DCIP/Ø100/L0.7/D0.7,19970101,MOP001,100.0,0.67,JHT002,0.69999999,0.69999999,0.69999999,IQT001,5011056000,5011010600,336071175,6500000,SAA004,,,,0.66706071688
SA001,304944,WT2021080329,1,0.00,0.00,1991/DCIP/Ø100/L2.5/D0.7,19910101,MOP001,100.0,2.5,JHT002,0.69999999,0.69999999,0.69999999,IQT001,5011056000,5011010600,336071164,6500000,SAA004,,,,2.49689807561
SA001,304949,WT2021080329,1,0.00,0.00,1988/DCIP/Ø80/L86.8/D0.9,19880101,MOP001,80.0,86.83,JHT002,0.69999999,1.0,0.86000001,IQT001,5011056000,5011010600,336071165,6500000,SAA004,,,,86.83038845660
SA001,304954,WT2021080329,1,0.00,0.00,1900/CIP/Ø100/L6.8/D0.8,19000101,MOP010,100.0,6.84,JHT002,0.80000001,0.80000001,0.80000001,IQT001,5011056000,5011010600,336071175,6500000,SAA004,,,,6.84072291501
SA001,304959,WT2021080329,1,0.00,0.00,1900/CIP/Ø100/L0.3/D0.8,19000101,MOP010,100.0,0.26,JHT002,0.80000001,0.80000001,0.80000001,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,0.26080069018
SA001,304960,WT2021080329,1,0.00,0.00,1997/SP/Ø65/L5.8/D0.8,19970101,MOP002,65.0,5.81,JHT903,0.69999999,0.89999998,0.80000001,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,5.80651136478
SA001,304962,WT2021080329,1,0.00,0.00,1900/SP/Ø65/L44.1/D1.0,19000101,MOP002,65.0,44.1,JHT903,0.80000001,1.10000002,0.95999998,IQT001,5011056000,5011010600,336071164,6500000,SAA004,,,,44.09663053980
SA001,304967,WT2021080329,1,0.00,0.00,1997/DCIP/Ø80/L29.0/D0.9,19970101,MOP001,80.0,29.04,JHT002,0.69999999,1.0,0.88,IQT001,5011056000,5011010600,336071164,6500000,SAA004,,,,29.04231083620
SA001,304983,WT2021080329,1,0.00,0.00,1994/DCIP/Ø150/L0.7/D1.3,19940101,MOP001,150.0,0.7,JHT002,1.29999995,1.29999995,1.29999995,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,0.69885692384
SA001,304984,WT2021080329,1,0.00,0.00,1994/DCIP/Ø150/L1.0/D1.3,19940101,MOP001,150.0,0.95,JHT002,1.29999995,1.29999995,1.29999995,IQT001,5011056000,5011010600,336071174,6500000,SAA004,,,,0.95085067177
SA001,304999,WT2021080329,1,0.00,0.00,1997/DCIP/Ø150/L6.0/D1.0,19970101,MOP001,150.0,5.97,JHT002,1.0,1.0,1.0,IQT001,5011056000,5011010600,336071165,6500000,SAA004,,,,5.96983659743
