cluster_id,repair_count,avg_lat,avg_lon,nearest_pipe,nearest_type,nearest_dist,pipe_count,nearest_K_age,max_K_age,avg_K_age,nearest_K_soil,max_K_soil,avg_K_soil,nearest_K_traffic,max_K_traffic,avg_K_traffic,nearest_hoop_stress,max_hoop_stress,avg_hoop_stress,nearest_K_stress,max_K_stress,avg_K_stress,nearest_K_total,max_K_total,avg_K_total,nearest_K_repair,max_K_repair,avg_K_repair,nearest_STD_DIP,max_STD_DIP,avg_STD_DIP,nearest_D_final,max_D_final,avg_D_final
0,1,35.8932559,128.6040557,211474,SPLY_LS,4.319057244275564,7,1.6672142368240932,1.7277207392197127,1.658105644431959,1.0,1.0,1.0,1.0,1.6,1.1057647010873497,7.471264367816092,8.333333333333334,7.623225145240444,1.547126436781609,2.466666666666667,1.709217932700919,2.3468337419948377,7.145312427849419,3.887618799453113,0.3785,1.6838,0.7379730990817652,13,100,28.335881657665688,0.0097793735445795,0.0297748741524699,0.016199901918261043
1,1,35.8948401,128.6108953,107356,SPLY_LS,5.4582102863219175,14,1.6154688569472964,1.7218069815195074,1.5639059731966927,1.0,1.0,1.0,1.0,1.6,1.0909594101010336,7.471264367816092,17.857142857142858,10.246086410450454,1.547126436781609,3.3000000000000003,2.158223714561831,7.701065080626144,10.684765383525086,7.350308767481992,3.6684,5.3338,2.101823963592133,13,150,55.99827417570986,0.0320907232442231,0.0445239515914182,0.030629104149535784
2,1,35.890437,128.6039201,73313,PIPE_LM,3.7182269888809656,10,1.373223819301848,1.6926762491444216,1.5747948185639573,1.0,1.0,1.0,1.2,1.4,1.0712887492768435,17.857142857142858,17.857142857142858,9.634622756837086,2.585714285714286,2.585714285714286,1.8017865931513988,4.345598302338505,7.8059261165425005,6.234766738076836,0.4374,3.6899,2.3412935350246107,50,100,25.041898116705152,0.0181083254057596,0.0325276844239384,0.025980584735903024
3,2,35.89857815,128.6041736,143359,SPLY_LS,7.277534000002923,10,1.6140451745379876,1.745242984257358,1.586420641800876,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,14.22222222222222,9.007709958407489,1.547126436781609,2.5777777777777775,2.0896231942231296,2.9014239306293006,8.043560175167695,4.445059853502458,0.7604,1.4188,0.7213272744691028,13,100,59.42799625100114,0.0120903785901288,0.0335179174279325,0.018522786662537375
4,1,35.8954174,128.6096018,245306,PIPE_LM,6.387179434234732,13,1.6726899383983571,1.7526899383983574,1.591317052216457,1.0,1.0,1.0,1.2,1.2,1.0660039147297946,6.666666666666667,14.22222222222222,9.123461149068754,2.1333333333333337,3.3000000000000003,2.148569354058483,5.1880674570451015,9.68183678104938,5.951376282575752,0.1669,3.9654,1.3461963407379673,80,150,62.85311546521385,0.0216189364968797,0.0403446979584718,0.024799682538307236
5,1,35.8960453,128.6009302,143211,SPLY_LS,13.800348151893804,6,1.625160848733744,1.69201916495551,1.6462945027531368,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,8.928571428571429,7.914732391304373,1.547126436781609,1.692857142857143,1.5914732391304371,2.241835262814255,4.893561920706047,3.4020391814409288,0.3509,1.9153,0.962305856013908,13,25,16.651678102143507,0.0093418396319101,0.0203917172016781,0.014176467371023387
6,1,35.8979493,128.6042737,106802,SPLY_LS,6.925832555097114,13,1.702422997946612,1.712662559890486,1.6827596844942083,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,14.22222222222222,8.078835853345751,1.547126436781609,2.5777777777777775,1.7110588570091756,3.977128986328045,7.52436575336309,4.191711630633451,1.2878,3.4158,1.2435125896317327,13,80,26.160586004754492,0.0165728953424782,0.0313544083125516,0.017467071950431064
7,5,35.8952774,128.6101531,245302,SPLY_LS,6.9936724839440245,12,1.6729637234770705,1.7326488706365502,1.6424844204930562,1.0,1.0,1.0,1.0,1.2,1.0289906968983862,7.471264367816092,10.95890410958904,8.171297976763015,1.547126436781609,2.16986301369863,1.6362103291334806,3.29057690626739,12.604472512292295,6.149454104413387,0.9262,6.2024,2.483521814540353,13,50,18.651078046924287,0.0137119984972615,0.0525234671823476,0.025625082725795757
8,1,35.8938976,128.5983609,142119,PIPE_LM,8.407063955836193,12,1.5126899383983572,1.712662559890486,1.5532049492591045,1.0,1.3,1.0317132189784448,1.2,1.4,1.1413092718057798,6.666666666666667,20.833333333333332,10.58650674677016,2.1333333333333337,4.966666666666667,2.437346567047207,5.446902217806149,19.35919431283192,7.309537474258708,0.3547,2.9064,0.9554138273680277,80,300,88.02930338097677,0.0226975138867091,0.0806707306612862,0.030459208132109693
9,4,35.89371025,128.59912815,142115,SPLY_LS,6.4465732316027395,5,1.7000136892539357,1.7237234770704997,1.6593683949854698,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,14.22222222222222,8.96283058099675,1.547126436781609,2.5777777777777775,1.7598215397102643,5.151423908203675,6.189244800586277,4.499140389020472,1.9675,2.5163,1.4803187844092185,13,80,27.321117162402917,0.0214662409966801,0.025790892546283,0.018748142958067718
10,1,35.8966024,128.6001585,324798,PIPE_LM,7.505656530410231,14,1.6126762491444215,1.7456810403832992,1.5831277883908754,1.0,1.0,1.0,1.0,1.2,1.0471068661215919,12.5,20.833333333333332,10.7523708147778,3.3000000000000003,4.966666666666667,2.428767156724569,6.835749108488148,12.15745498850814,4.857004587253899,0.199,1.7371,0.5141506164199037,150,300,83.74589344970012,0.0284849083225255,0.0506607228098628,0.020239380965316318
11,2,35.89445215,128.60188240000002,106661,PIPE_LM,3.664635335370913,11,1.7326488706365502,1.7326488706365502,1.6110035920005181,1.0,1.3,1.0211245853484325,1.0,1.6,1.0887022836828435,12.5,20.833333333333332,10.388435133096602,2.3625,4.966666666666667,2.186168320956069,4.87518423952484,18.989567325482906,6.169352349287746,0.175,2.6226,1.1543302755663825,50,300,57.66621482545291,0.0203151364853119,0.0791304765236535,0.025707999707099444
12,1,35.8971662,128.6015565,38056,SPLY_LS,2.7080570607871035,15,1.612895277207392,1.7526899383983574,1.648417310945557,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,20.833333333333332,9.856486349507122,1.547126436781609,4.966666666666667,2.2324569391924376,6.576915339266072,10.800406446905429,6.10138747909785,2.9933,3.1615,1.4888949467818138,13,300,66.92598188703846,0.0274063350644886,0.0450058336845772,0.02542478669477464
13,3,35.89466906666667,128.60217573333333,72529,SPLY_LS,7.596300884408325,12,1.6274058863791925,1.6526488706365503,1.6015386973721153,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,17.857142857142858,8.517363808181129,1.547126436781609,2.585714285714286,1.6517363808181125,3.8042036930865217,5.3245835220535565,3.658724404842462,1.2892,2.1687,1.1377886330470164,13,50,16.70813680952739,0.0158523069992761,0.0221878057655732,0.015246087531198722
14,1,35.8895649,128.6026112,144002,SPLY_LS,7.155341793227471,10,1.6483778234086242,1.7250924024640657,1.660553984164404,1.0,1.0,1.0,1.2,1.4,1.0790143740445437,7.471264367816092,8.928571428571429,7.793926040164178,1.547126436781609,2.466666666666667,1.6315359510841836,3.066153717033244,9.405768966380684,6.169463448278889,0.518,4.6374,2.3045430357704637,13,100,20.656506614367686,0.0127768158465633,0.0391943095713566,0.025708462662150478
15,1,35.8936997,128.5981166,244038,PIPE_LM,5.22776346998862,18,1.5726488706365505,1.712662559890486,1.6210131376055814,1.0,1.3,1.0473901679711424,1.2,1.4,1.1681838956880553,14.22222222222222,20.833333333333332,9.948465819825795,2.5777777777777775,4.966666666666667,2.2390368353299532,4.192206633372592,19.35919431283192,6.420781992822168,0.3833,2.6475,0.9677774202761821,80,300,70.01013044760568,0.0174691346515952,0.0806707306612862,0.026755719603189555
16,3,35.892494166666665,128.5967628,324893,PIPE_LM,4.027309618503413,5,1.712662559890486,1.712662559890486,1.6714671619733583,1.3,1.3,1.2999999999999998,1.2,1.4,1.131608581767533,6.666666666666667,20.833333333333332,9.674355925406196,2.1333333333333337,4.966666666666667,2.3430206745783195,6.872521577861954,19.35919431283192,8.537382110503517,0.1613,1.6766,0.8981637227718036,80,300,85.01439602589193,0.0286381410410296,0.0806707306612862,0.03557569812357364
17,1,35.8927783,128.5970696,142086,SPLY_LS,2.776773255798406,8,1.3678576317590692,1.712662559890486,1.5730634372019097,1.3,1.3,1.2999999999999998,1.0,1.4,1.1592271909471217,7.471264367816092,20.833333333333332,9.205392817421599,1.547126436781609,4.966666666666667,2.146051973364829,5.940576498207927,19.35919431283192,8.331847843927402,2.2716,2.2716,1.1997014778406416,13,300,67.36401898849704,0.0247546792968573,0.0806707306612862,0.03471922655803762
18,1,35.8935219,128.6098311,212288,SPLY_LS,5.750054902444755,10,1.7075701574264204,1.7465023956194388,1.605037871727206,1.0,1.0,1.0,1.0,1.6,1.0692872739229746,7.471264367816092,14.285714285714286,9.333804652082579,1.547126436781609,2.2285714285714286,1.7333804652082578,4.069013356235396,5.379922874541092,3.8384261204405266,1.3336,1.8133,0.9852368105928483,13,40,21.685505463477213,0.0169557821061007,0.0224184076143564,0.015994913565181665
19,2,35.8958136,128.61075695,177224,SPLY_LS,8.622935644935069,8,1.7011088295687884,1.712662559890486,1.6386949790103644,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,9.523809523809524,8.158962085121072,1.547126436781609,2.466666666666667,1.6882735259475172,2.881965683283406,6.156238064318377,3.6056034955901954,0.6591,2.7153,0.9425421922455564,13,100,24.57781618139921,0.0120092951005261,0.0256533518259178,0.01502473004629909
20,1,35.8952791,128.6085304,143067,SPLY_LS,4.899724673900717,12,1.6226967830253252,1.7526899383983574,1.6533670049979077,1.0,1.0,1.0,1.0,1.2,1.009840540331571,7.471264367816092,10.0,8.099428595606811,1.547126436781609,2.05,1.664956596087175,4.300236595838574,7.67457814880055,4.491591912656555,1.5952,3.3325,1.3357072560846135,13,40,19.531915964755594,0.0179193009066891,0.0319803508749593,0.01871668807963546
21,1,35.8955801,128.6084953,37926,SPLY_LS,3.312359331544687,15,1.6132785763175908,1.7526899383983574,1.6251953761104787,1.0,1.0,1.0,1.0,1.0,1.0,9.523809523809524,14.22222222222222,8.631698042370227,1.7523809523809524,2.5777777777777775,1.7595520782305376,5.623925030053709,7.8351090130089505,4.858171856361088,1.9434,3.3951,1.5621437881684137,20,80,28.078790753337966,0.0234351767964853,0.0326492910126589,0.020244245034049438
22,1,35.8962089,128.5996874,244045,SPLY_LS,1.3257905885118477,17,1.5385352498288842,1.7326488706365502,1.5759987660516706,1.0,1.0,1.0,1.0,1.2,1.0669201377258242,7.471264367816092,20.833333333333332,9.370980487279109,1.547126436781609,4.966666666666667,2.0641898964035845,3.5367606838686885,12.15745498850814,5.561613115901652,1.2512,3.6448,1.3002653176420187,13,300,52.92112709659313,0.014737858607715,0.0506607228098628,0.023175519934617948
23,1,35.8981373,128.6052037,106788,SPLY_LS,6.510493759549909,9,1.619356605065024,1.6526488706365503,1.6281623488908477,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,9.846153846153848,7.67713876148743,1.547126436781609,2.1333333333333337,1.6887275502880672,4.239793072951718,6.61483784310794,4.74782970601121,1.564,3.0003,1.5660281724538243,13,80,25.88721723423521,0.0176674297246434,0.0275643600341229,0.019784443776433975
24,1,35.8983117,128.6039873,4145,SPLY_LS,6.454675610416853,10,1.6471184120465434,1.74507871321013,1.6314819519377257,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,14.22222222222222,8.358859478073935,1.547126436781609,2.5777777777777775,1.7494176200768352,3.27556657926368,4.187721100396989,3.1302678634193772,0.9475,1.1334,0.6947443044589378,13,100,27.247216417021146,0.0136494497141207,0.0174504432114092,0.013043982700261669
25,1,35.8977199,128.6035563,211665,SPLY_LS,6.689716045055275,14,1.2150855578370978,1.7431622176591377,1.5801963000537538,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,10.95890410958904,8.716166932749791,1.547126436781609,2.16986301369863,1.7783301805480425,2.280285624051586,5.358713998609821,3.028332554156571,0.8378,2.0105,0.7550800435948349,13,50,26.47721313373132,0.0095020642097041,0.022330029167907,0.01261921316979808
26,1,35.8902294,128.6026617,37842,SPLY_LS,5.774196674566099,13,1.5474606433949352,1.7366461327857632,1.6368207451099503,1.0,1.0,1.0,1.0,1.2,1.025667887335995,9.523809523809524,9.846153846153848,8.257262189271808,1.7523809523809524,2.466666666666667,1.7006904448990767,4.90147561708402,6.007989239589322,4.071220796841402,1.6744,2.3879,1.1351745255361019,20,100,24.356119048387608,0.0204246939701699,0.0250355915608306,0.016964980621477912
27,2,35.8915451,128.5961415,2812,SPLY_LS,5.571864839935631,8,1.6276796714579056,1.7397125256673514,1.5365763183525956,1.3,1.3,1.2999999999999998,1.0,1.4,1.1248321789498397,7.471264367816092,14.285714285714286,8.5840260913744,1.547126436781609,2.2285714285714286,1.65840260913744,4.947593222430933,7.547809861522197,4.956673747513017,1.2898,2.2992,1.087368527047145,13,40,17.316023924384854,0.0206168683375308,0.031452101083456,0.020654707339574075
28,2,35.8898263,128.6010129,47811,PIPE_LM,5.243801288955055,14,1.7526899383983574,1.7526899383983574,1.6152283996584038,1.0,1.3,1.0278234370721309,1.4,1.6,1.304640345758251,17.857142857142858,17.857142857142858,11.2448293841131,2.585714285714286,3.9746031746031742,2.2749534462197416,5.564177350837856,12.69137420831549,5.852130844113856,0.236,3.0061,0.6862682691891401,50,400,83.77578092264127,0.0231862052298088,0.338717356431557,0.04955095378599772
29,1,35.8910713,128.6032933,143987,SPLY_LS,5.498747908627607,10,1.6576317590691307,1.6726899383983571,1.594658427840995,1.0,1.0,1.0,1.0,1.6,1.1472587644488883,7.471264367816092,17.857142857142858,9.507207887152342,1.547126436781609,3.3000000000000003,2.0886771942675675,4.395524493969576,6.959842449832864,5.321443873004644,1.5968,3.1773,1.1080530184663118,13,150,54.41255751667015,0.0183163703425959,0.029002011480576,0.022174722691003956
30,4,35.895874250000006,128.60974275,3801,SPLY_LS,4.6232383816080596,12,1.6531416837782342,1.712662559890486,1.6630601962653442,1.0,1.0,1.0,1.0,1.2,1.0093606091875245,7.471264367816092,14.285714285714286,8.919851884481755,1.547126436781609,3.3000000000000003,1.9189272708070515,4.3804108482792214,9.135449829878205,4.912462952862957,1.5949,2.3159,1.2341776825337831,13,150,40.84418726625882,0.0182533910253219,0.0380678762135939,0.020470478747727533
31,1,35.8927823,128.5978525,36445,SPLY_LS,6.785364416384516,10,1.6005201916495553,1.7346201232032854,1.5868972811120723,1.3,1.3,1.3000000000000005,1.0,1.0,1.0,7.471264367816092,14.285714285714286,8.933941070994495,1.547126436781609,2.5777777777777775,1.731693839118828,6.087139842916162,11.39879944975374,6.058089100311708,1.865,4.3224,1.6911893536356633,13,80,23.13118988073535,0.0253654160824237,0.0474993672470963,0.025244360185453854
32,1,35.898353,128.604123,4143,SPLY_LS,7.035174257592464,11,1.7051060917180014,1.74507871321013,1.6924168135934203,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,9.846153846153848,7.5211559653195525,1.547126436781609,2.1333333333333337,1.6392743706512098,4.592102262736008,4.592102262736008,3.8213652897666948,1.6374,1.6374,1.0458327873118862,13,80,21.89071817019636,0.019135519733934,0.019135519733934,0.015923820230722256
33,3,35.8962819,128.61074166666666,72325,SPLY_LS,5.800076227562076,9,1.6837508555783711,1.712662559890486,1.6723197056184707,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,9.846153846153848,7.942159373248498,1.547126436781609,2.0307692307692307,1.631444342094535,5.024773527128015,6.4379292616762,4.3051566317879955,1.9225,2.9355,1.4730853243161897,13,40,18.003399324683542,0.0209384825262187,0.0268271731298678,0.01793980294249211
34,1,35.8931139,128.6092693,178155,SPLY_LS,10.129155541368805,8,1.6384120465434635,1.7326488706365502,1.5995045430056056,1.0,1.0,1.0,1.0,1.6,1.1609580886373496,7.471264367816092,12.5,8.808507873041652,1.547126436781609,3.3000000000000003,1.92894074230479,2.5433609780937427,9.17305887454059,5.337396190014082,0.5202,2.36,1.080309102863664,13,150,42.58648586632593,0.0105983123637655,0.0382245949831543,0.02224119679359814
35,1,35.8971656,128.6002114,210471,SPLY_LS,5.907347748640108,11,1.738672142368241,1.7506091718001369,1.675601825796856,1.0,1.0,1.0,1.0,1.2,1.031006362211746,7.471264367816092,14.22222222222222,8.697812084669282,1.547126436781609,2.5777777777777775,1.7506795268335484,3.8340259431206993,7.350912612938718,3.5796238348860667,1.1595,2.5822,0.886733237602492,13,80,24.985859596326225,0.0159765778062811,0.0306316204037462,0.01491647150116195
36,1,35.8955649,128.6090574,72373,SPLY_LS,3.6052304799168513,13,1.6792607802874744,1.7526899383983574,1.6052245753683905,1.0,1.0,1.0,1.0,1.2,1.0101129966789637,7.471264367816092,17.857142857142858,8.815820558588225,1.547126436781609,2.585714285714286,1.7929536820087293,10.102141021280556,10.699904903618648,5.948573229851119,4.8913,5.2399,2.244007291588184,13,80,30.85530199824912,0.0420961267427271,0.044587038728624,0.02478800207745105
37,3,35.897049833333334,128.60988883333334,211328,PIPE_LM,14.683798614986246,7,1.6926762491444216,1.6926762491444216,1.5372948575516983,1.0,1.0,1.0,1.6,1.6,1.0990067160508792,12.5,14.285714285714286,11.200990796951043,3.3000000000000003,3.3000000000000003,2.4795030971873997,11.330398627606204,11.330398627606204,6.397108189419589,0.1834,2.2086,1.016002652672482,150,150,81.84838507865487,0.0472143376011664,0.0472143376011664,0.026657069680720853
38,1,35.897813,128.6048295,37780,SPLY_LS,6.404564616633326,10,1.604681724845996,1.738343600273785,1.61446815356705,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,17.857142857142858,8.660479700924755,1.547126436781609,2.585714285714286,1.6660479700924753,5.935174415424571,8.369905696957307,5.298808505711526,2.6221,3.9625,2.0860205563157668,13,50,17.236614877618578,0.0247321685477949,0.0348778155345059,0.02208039998372515
39,2,35.8945435,128.59819885000002,2949,SPLY_LS,10.511184464545991,4,1.6413689253935662,1.712662559890486,1.4964474751317798,1.0,1.0,1.0,1.0,1.2,1.0430359874296635,7.471264367816092,7.471264367816092,7.298131085053078,1.547126436781609,2.1333333333333337,1.6732663999375192,2.503702974167763,5.2123530040286,3.7074082607827603,0.4938,1.9802,1.079322992349296,13,80,27.41705578893728,0.0104330554785057,0.0217201355854373,0.01544895559309476
40,2,35.89770705,128.60484,38227,SPLY_LS,4.9512381698438,10,1.738343600273785,1.738343600273785,1.6075836173942741,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,17.857142857142858,8.936650173411767,1.547126436781609,2.585714285714286,1.6936650173411765,3.2840893868178673,8.369905696957307,5.4992447261568485,0.8501,3.9625,2.1675611164441833,13,50,18.2007382393154,0.0136849646793393,0.0348778155345059,0.02291562773613183
41,1,35.893401,128.5981047,175917,SPLY_LS,6.901382309994202,12,1.7390554414784394,1.7390554414784394,1.6611433384552903,1.0,1.0,1.0,1.0,1.2,1.0197733536504647,7.471264367816092,17.857142857142858,8.479066442541834,1.547126436781609,2.585714285714286,1.6479066442541832,2.6612354437578545,5.769624375492465,4.404449896646459,0.4986,2.5029,1.4602383472700897,13,50,17.70399303046798,0.0110895011559111,0.0240423132538958,0.018353562941820552
