repair_id,복구타입,위도,경도,sply_ls_count,valve_count,fire_count,total_infra
4,지상누수,35.897053,128.6060654,42,14,0,56
13,지하누수,35.8959196,128.6054125,30,12,0,42
14,지상누수,35.8953002,128.6077841,39,11,1,51
26,지상누수,35.8956355,128.6073607,45,9,0,54
44,지상누수,35.8966487,128.6079187,43,8,1,52
59,지상누수,35.8957106,128.6087856,51,3,0,54
63,지상누수,35.8965185,128.6077883,41,6,1,48
64,지상누수,35.8965185,128.6077883,41,6,1,48
69,지상누수,35.8975383,128.6066399,35,19,0,54
70,지상누수,35.8968513,128.6079403,37,5,1,43
96,지상누수,35.8963045,128.6079341,46,11,1,58
107,지상누수,35.8975568,128.6076141,33,6,0,39
110,지하누수,35.8955989,128.6062,40,3,0,43
120,지상누수,35.897077,128.6077305,36,4,0,40
123,지상누수,35.897077,128.6077305,36,4,0,40
126,지상누수,35.8967631,128.6092371,39,11,0,50
130,지상누수,35.8964225,128.6083507,44,5,1,50
153,지하누수,35.8954293,128.6069041,45,0,0,45
160,지상누수,35.8950317,128.6061481,42,5,0,47
161,지하누수,35.8968513,128.6079403,37,5,1,43
162,지하누수,35.8951854,128.6092512,38,19,2,59
163,지하누수,35.8969646,128.6084574,38,8,0,46
185,지상누수,35.8970059,128.6089159,40,5,0,45
189,지상누수,35.8959434,128.6082485,47,3,0,50
191,지상누수,35.8968395,128.6064995,44,13,0,57
193,지상누수,35.895862,128.6082629,51,3,0,54
195,지상누수,35.8971507,128.6089729,38,2,0,40
210,지하누수,35.8956913,128.6069351,37,0,0,37
211,지하누수,35.8983695,128.6072313,15,8,0,23
212,지하누수,35.8962961,128.6053979,32,8,0,40
215,지하누수,35.8978486,128.6067485,32,0,0,32
218,지하누수,35.8950259,128.6069784,29,4,0,33
219,지하누수,35.8969425,128.6073039,41,3,0,44
221,지하누수,35.8968908,128.6068308,43,10,0,53
227,지상누수,35.8950986,128.6053886,30,12,2,44
238,지상누수,35.8974475,128.6082208,34,8,0,42
251,지상누수,35.8980051,128.6067201,26,0,0,26
265,지상누수,35.8974475,128.6082208,34,8,0,42
267,지상누수,35.8963482,128.6060171,37,9,0,46
282,지상누수,35.8950436,128.6055463,35,13,1,49
293,지하누수,35.8951971,128.6068576,44,4,0,48
295,지상누수,35.8964534,128.607266,48,5,0,53
303,지하누수,35.8959163,128.6058311,32,10,0,42
325,긴급공사,35.8963146,128.6087015,41,7,0,48
345,긴급공사,35.8970207,128.6069701,42,13,0,55
346,지상누수,35.8970207,128.6069701,42,13,0,55
351,긴급공사,35.8964988,128.6085216,48,7,0,55
352,지상누수,35.8964988,128.6085216,48,7,0,55
361,긴급공사,35.8975383,128.6066399,35,19,0,54
362,지상누수,35.8975383,128.6066399,35,19,0,54
383,지상누수,35.8952943,128.6093955,41,17,2,60
384,긴급공사,35.8952943,128.6093955,41,17,2,60
405,긴급공사,35.897229,128.6064352,41,21,0,62
406,지상누수,35.897229,128.6064352,41,21,0,62
413,지상누수,35.8968767,128.6080844,34,5,1,40
414,긴급공사,35.8968767,128.6080844,34,5,1,40
427,지상누수,35.8978547,128.6071543,32,1,0,33
428,긴급공사,35.8978547,128.6071543,32,1,0,33
429,긴급공사,35.8966676,128.6094023,42,10,0,52
430,지상누수,35.8966676,128.6094023,42,10,0,52
433,긴급공사,35.8976449,128.6077196,36,5,0,41
434,지상누수,35.8976449,128.6077196,36,5,0,41
453,긴급공사,35.8981994,128.60719,23,8,0,31
454,지상누수,35.8981994,128.60719,23,8,0,31
455,지상누수,35.8980786,128.6072778,27,8,0,35
456,긴급공사,35.8980786,128.6072778,27,8,0,35
457,지상누수,35.8968908,128.6068308,43,10,0,53
458,긴급공사,35.8968908,128.6068308,43,10,0,53
459,긴급공사,35.8974142,128.606475,39,20,0,59
460,지상누수,35.8974142,128.606475,39,20,0,59
463,긴급공사,35.8982902,128.6070869,16,6,0,22
464,지상누수,35.8982902,128.6070869,16,6,0,22
471,지상누수,35.8979908,128.6069095,34,0,0,34
472,긴급공사,35.8979908,128.6069095,34,0,0,34
473,지상누수,35.8980616,128.6070068,32,4,0,36
474,긴급공사,35.8980616,128.6070068,32,4,0,36
477,지상누수,35.8975337,128.6080701,32,10,0,42
478,긴급공사,35.8975337,128.6080701,32,10,0,42
479,긴급공사,35.8974615,128.607512,28,6,0,34
480,지상누수,35.8974615,128.607512,28,6,0,34
487,긴급공사,35.8964762,128.606353,43,7,0,50
488,지상누수,35.8964762,128.606353,43,7,0,50
493,지상누수,35.8969784,128.6055193,27,4,1,32
494,긴급공사,35.8969784,128.6055193,27,4,1,32
495,지상누수,35.8966922,128.6062421,43,8,0,51
496,긴급공사,35.8966922,128.6062421,43,8,0,51
497,지상누수,35.8980051,128.6067201,26,0,0,26
