cluster_id,repair_count,avg_lat,avg_lon,nearest_pipe,nearest_type,nearest_dist,pipe_count,nearest_STD_DIP,max_STD_DIP,avg_STD_DIP,nearest_K_age,max_K_age,avg_K_age,nearest_K_soil,max_K_soil,avg_K_soil,nearest_K_traffic,max_K_traffic,avg_K_traffic,nearest_hoop_stress,max_hoop_stress,avg_hoop_stress,nearest_K_stress,max_K_stress,avg_K_stress,nearest_K_total,max_K_total,avg_K_total,nearest_D_final,max_D_final,avg_D_final,nearest_K_repair,max_K_repair,avg_K_repair
0,6,35.89465282500078,128.6021798500012,72529,SPLY_LS,7.247402210383762,46,13,300,26.09854498660174,1.628227241615332,1.7427241615331963,1.6130759753149597,1.0,1.3,1.0048926155144955,1.0,1.6,1.0263017425224847,7.471264367816092,20.833333333333332,8.571970958374147,1.547126436781609,4.966666666666667,1.7444823904463485,12.142286063149935,18.665412991288107,7.775075997783015,0.0505975131394489,0.0777797092053471,0.03239913043656168,0.6303,0.6426,0.31762529740609885
1,2,35.89478045000002,128.60240130000028,245509,SPLY_LS,6.470915259837637,51,13,300,38.0537902849499,1.6317864476386037,1.81347022587269,1.6143401735623308,1.0,1.3,1.0033545035499087,1.0,1.6,1.0662872312544107,7.471264367816092,20.833333333333332,9.084327001595401,1.547126436781609,4.966666666666667,1.8868272595720863,10.7858176094392,18.665412991288107,7.51855983694873,0.0449450412694136,0.0777797092053471,0.03133021476855715,0.5473,0.6426,0.2629459472011358
2,1,35.8963622,128.6108785,37874,SPLY_LS,5.220132788024812,55,13,150,27.897701821589852,1.6792607802874744,1.7888843258042435,1.6111294081333338,1.0,1.0,1.0,1.0,1.6,1.038997688914305,7.471264367816092,12.5,7.981742042294447,1.547126436781609,3.3000000000000003,1.7238767379450681,7.237984358431114,15.52770693236835,6.915777214388673,0.0301610427208003,0.0647047311725255,0.028818389441218274,0.3221,0.5942,0.2508614292603598
3,1,35.89607289999999,128.6121391,37859,SPLY_LS,4.679720226085752,34,13,150,31.775647772773123,1.6509514031485284,1.7268446269678304,1.624197400996455,1.0,1.0,1.0,1.0,1.6,1.1225591297659134,7.471264367816092,12.5,7.945678110196596,1.547126436781609,3.3000000000000003,1.7583095121009142,8.169619741799677,15.52770693236835,7.466337152364406,0.0340432139450663,0.0647047311725255,0.031112600230760082,0.3846,0.4833,0.23672974311575176
4,2,35.8970202000041,128.60609735001313,72403,SPLY_LS,9.637130757047583,57,13,200,34.0059693758987,1.7041752224503766,1.7429979466119097,1.6650675918715225,1.0,1.0,1.0,1.0,1.2,1.004259061026438,7.471264367816092,20.0,8.250706733231148,1.547126436781609,3.9746031746031742,1.7964405554918081,9.139514099693496,19.575679853524985,7.505172225458637,0.0380848122291277,0.0815728367336312,0.03127442792209738,0.4252,0.5623,0.27162694582831026
5,3,35.89471045000003,128.6090872500002,143900,SPLY_LS,3.276531664324271,50,13,150,33.16191728628684,1.6168925393566052,1.809034907597536,1.551624389171011,1.0,1.0,1.0,1.0,1.2,1.0743053783578012,7.471264367816092,17.857142857142858,8.958126217742631,1.547126436781609,3.3000000000000003,1.838793653635425,10.558588125207828,16.868605078828363,9.201269931434211,0.0439981646471472,0.0702923207937317,0.0383421518677829,0.5395,0.7703,0.34568095466754534
6,3,35.8915603,128.596439,71407,SPLY_LS,11.279771227711523,32,13,500,27.67329162711142,1.6007392197125256,1.7418480492813142,1.598265655545054,1.3,1.3,1.2999999999999998,1.0,1.4,1.0915805690095204,7.471264367816092,26.31578947368421,8.633088941277279,1.547126436781609,6.063157894736842,1.7333701019102332,15.195495250993716,23.946375509793263,11.86323186083744,0.0633203884856533,0.099785744068084,0.049434680325702626,0.6151,0.9576,0.3927479714170449
7,1,35.8915342,128.5965834,71406,SPLY_LS,5.583393567819433,39,13,500,24.594151224331487,1.6013415468856946,1.7418480492813142,1.611164113610206,1.3,1.3,1.3,1.0,1.4,1.092621183072411,7.471264367816092,26.31578947368421,8.53909899295147,1.547126436781609,6.063157894736842,1.7037687984755965,11.451396244930214,23.946375509793263,11.195357643052175,0.0477185407224364,0.099785744068084,0.046651615066480516,0.4387,0.9576,0.36438783838762095
8,2,35.89294015000079,128.59732759999397,105136,SPLY_LS,6.119350646609928,32,13,300,48.00994041355643,1.6793702943189597,1.7661054072553046,1.6259898426186712,1.3,1.3,1.2999999999999998,1.0,1.4,1.0996475360823403,7.471264367816092,20.833333333333332,8.88296779623655,1.547126436781609,4.966666666666667,1.9573649504433424,8.663168439046087,25.50364948565144,11.186284878487331,0.036099856043927,0.1062749825891838,0.04661380840290058,0.2886,0.4431,0.24884275883142715
9,1,35.89510799999999,128.6111366,177234,SPLY_LS,2.0933619232941627,56,13,150,35.95830746365887,1.7447501711156743,1.7535112936344968,1.600902461085744,1.0,1.0,1.0,1.2,1.6,1.1434167350467088,7.471264367816092,12.5,8.361262608675817,1.547126436781609,3.3000000000000003,1.8282893952453338,8.070781590385156,21.82974320328542,8.967720149356577,0.0336313504262144,0.0909656314152505,0.03736893824837629,0.2775,0.8324,0.2898417695631214
