repair_id,복구타입,위도,경도,sply_ls_count,valve_count,fire_count,total_infra
2,지상누수,35.8963622,128.6108785,15,1,0,16
3,지상누수,35.8960729,128.6121391,12,7,0,19
5,지상누수,35.8947157,128.6090842,14,3,0,17
9,지상누수,35.895108,128.6111366,11,4,0,15
10,지상누수,35.895344,128.6100321,16,0,0,16
12,지상누수,35.892652,128.6068654,11,0,0,11
16,지상누수,35.894826,128.6093499,10,7,0,17
22,지하누수,35.894353,128.6110253,5,0,0,5
23,지하누수,35.8958723,128.6120701,14,5,0,19
24,지상누수,35.8929585,128.6094276,7,1,0,8
25,지하누수,35.8948463,128.6092167,12,8,0,20
30,지하누수,35.8926445,128.6060532,15,6,0,21
31,지상누수,35.8955536,128.6113662,9,6,0,15
38,지하누수,35.895782,128.6105861,13,0,0,13
39,지하누수,35.896141,128.6122561,9,3,0,12
40,지하누수,35.8936404,128.6103236,4,3,0,7
46,지하누수,35.8938663,128.6102529,9,2,0,11
50,지상누수,35.8960952,128.6100066,14,0,0,14
51,지상누수,35.8948146,128.609921,11,2,1,14
62,지하누수,35.8932193,128.6093998,12,0,0,12
67,지상누수,35.8938663,128.6102529,9,2,0,11
72,지하누수,35.8938925,128.6104273,7,2,1,10
79,지상누수,35.8932193,128.6093998,12,0,0,12
90,지하누수,35.8950104,128.610865,13,2,0,15
91,지하누수,35.8945804,128.6077641,9,0,0,9
92,지하누수,35.8948612,128.6083472,13,1,0,14
93,지상누수,35.8970647,128.6098819,11,2,0,13
94,지하누수,35.8947414,128.6077693,10,5,2,17
95,지상누수,35.8955517,128.6118181,9,0,0,9
109,지상누수,35.8943311,128.6089668,11,0,0,11
112,지하누수,35.893442,128.6092004,15,1,1,17
116,지상누수,35.8961747,128.6118559,11,6,1,18
117,지상누수,35.8917529,128.6062886,11,0,0,11
121,지상누수,35.8921317,128.6057953,8,1,0,9
124,지상누수,35.8930283,128.605446,11,0,0,11
125,지상누수,35.8941155,128.607839,8,1,0,9
128,지상누수,35.8927563,128.6086165,13,3,0,16
131,지상누수,35.8959332,128.6097411,11,8,0,19
