repair_id,복구타입,위도,경도,sply_ls_count,valve_count,fire_count,total_infra
4,지상누수,35.897053,128.6060654,14,2,0,16
13,지하누수,35.8959196,128.6054125,8,8,0,16
14,지상누수,35.8953002,128.6077841,15,5,0,20
26,지상누수,35.8956355,128.6073607,15,4,0,19
44,지상누수,35.8966487,128.6079187,16,3,1,20
59,지상누수,35.8957106,128.6087856,14,0,0,14
63,지상누수,35.8965185,128.6077883,16,5,1,22
64,지상누수,35.8965185,128.6077883,16,5,1,22
69,지상누수,35.8975383,128.6066399,15,9,0,24
70,지상누수,35.8968513,128.6079403,12,0,1,13
96,지상누수,35.8963045,128.6079341,22,3,0,25
107,지상누수,35.8975568,128.6076141,9,5,0,14
110,지하누수,35.8955989,128.6062,12,2,0,14
120,지상누수,35.897077,128.6077305,12,0,0,12
123,지상누수,35.897077,128.6077305,12,0,0,12
126,지상누수,35.8967631,128.6092371,14,5,0,19
130,지상누수,35.8964225,128.6083507,19,4,0,23
153,지하누수,35.8954293,128.6069041,16,0,0,16
160,지상누수,35.8950317,128.6061481,17,4,0,21
161,지하누수,35.8968513,128.6079403,12,0,1,13
162,지하누수,35.8951854,128.6092512,16,4,0,20
163,지하누수,35.8969646,128.6084574,16,1,0,17
185,지상누수,35.8970059,128.6089159,18,2,0,20
189,지상누수,35.8959434,128.6082485,16,2,0,18
191,지상누수,35.8968395,128.6064995,18,2,0,20
193,지상누수,35.895862,128.6082629,14,2,0,16
195,지상누수,35.8971507,128.6089729,15,2,0,17
210,지하누수,35.8956913,128.6069351,14,0,0,14
211,지하누수,35.8983695,128.6072313,6,4,0,10
212,지하누수,35.8962961,128.6053979,13,1,0,14
215,지하누수,35.8978486,128.6067485,15,0,0,15
218,지하누수,35.8950259,128.6069784,12,3,0,15
219,지하누수,35.8969425,128.6073039,15,1,0,16
221,지하누수,35.8968908,128.6068308,21,0,0,21
227,지상누수,35.8950986,128.6053886,10,6,1,17
238,지상누수,35.8974475,128.6082208,12,4,0,16
251,지상누수,35.8980051,128.6067201,13,0,0,13
265,지상누수,35.8974475,128.6082208,12,4,0,16
267,지상누수,35.8963482,128.6060171,10,1,0,11
282,지상누수,35.8950436,128.6055463,12,5,1,18
293,지하누수,35.8951971,128.6068576,20,2,0,22
295,지상누수,35.8964534,128.607266,17,0,0,17
303,지하누수,35.8959163,128.6058311,12,5,0,17
325,긴급공사,35.8963146,128.6087015,20,1,0,21
345,긴급공사,35.8970207,128.6069701,14,0,0,14
346,지상누수,35.8970207,128.6069701,14,0,0,14
351,긴급공사,35.8964988,128.6085216,15,4,0,19
352,지상누수,35.8964988,128.6085216,15,4,0,19
361,긴급공사,35.8975383,128.6066399,15,9,0,24
362,지상누수,35.8975383,128.6066399,15,9,0,24
383,지상누수,35.8952943,128.6093955,16,8,0,24
384,긴급공사,35.8952943,128.6093955,16,8,0,24
405,긴급공사,35.897229,128.6064352,15,14,0,29
406,지상누수,35.897229,128.6064352,15,14,0,29
413,지상누수,35.8968767,128.6080844,11,0,0,11
414,긴급공사,35.8968767,128.6080844,11,0,0,11
427,지상누수,35.8978547,128.6071543,15,0,0,15
428,긴급공사,35.8978547,128.6071543,15,0,0,15
429,긴급공사,35.8966676,128.6094023,12,8,0,20
430,지상누수,35.8966676,128.6094023,12,8,0,20
433,긴급공사,35.8976449,128.6077196,11,3,0,14
434,지상누수,35.8976449,128.6077196,11,3,0,14
453,긴급공사,35.8981994,128.60719,11,3,0,14
454,지상누수,35.8981994,128.60719,11,3,0,14
455,지상누수,35.8980786,128.6072778,16,4,0,20
456,긴급공사,35.8980786,128.6072778,16,4,0,20
457,지상누수,35.8968908,128.6068308,21,0,0,21
458,긴급공사,35.8968908,128.6068308,21,0,0,21
459,긴급공사,35.8974142,128.606475,16,16,0,32
460,지상누수,35.8974142,128.606475,16,16,0,32
463,긴급공사,35.8982902,128.6070869,9,2,0,11
464,지상누수,35.8982902,128.6070869,9,2,0,11
471,지상누수,35.8979908,128.6069095,13,0,0,13
472,긴급공사,35.8979908,128.6069095,13,0,0,13
473,지상누수,35.8980616,128.6070068,13,0,0,13
474,긴급공사,35.8980616,128.6070068,13,0,0,13
477,지상누수,35.8975337,128.6080701,14,3,0,17
478,긴급공사,35.8975337,128.6080701,14,3,0,17
479,긴급공사,35.8974615,128.607512,10,3,0,13
480,지상누수,35.8974615,128.607512,10,3,0,13
487,긴급공사,35.8964762,128.606353,14,3,0,17
488,지상누수,35.8964762,128.606353,14,3,0,17
493,지상누수,35.8969784,128.6055193,11,3,0,14
494,긴급공사,35.8969784,128.6055193,11,3,0,14
495,지상누수,35.8966922,128.6062421,16,2,0,18
496,긴급공사,35.8966922,128.6062421,16,2,0,18
497,지상누수,35.8980051,128.6067201,13,0,0,13
498,긴급공사,35.8980051,128.6067201,13,0,0,13
499,긴급공사,35.8969911,128.6067829,17,0,0,17
500,지상누수,35.8969911,128.6067829,17,0,0,17
503,긴급공사,35.8972341,128.6058311,12,0,0,12
504,지상누수,35.8972341,128.6058311,12,0,0,12
509,긴급공사,35.8965674,128.6053964,18,0,1,19
510,지상누수,35.8965674,128.6053964,18,0,1,19
524,지상누수,35.8968636,128.6085935,17,1,0,18
525,긴급공사,35.8968636,128.6085935,17,1,0,18
538,지상누수,35.8967756,128.6080835,12,2,1,15
539,긴급공사,35.8967756,128.6080835,12,2,1,15
546,긴급공사,35.8978985,128.6080259,9,2,0,11
551,지상누수,35.8966845,128.6057377,16,2,0,18
552,긴급공사,35.8966845,128.6057377,16,2,0,18
555,긴급공사,35.8966819,128.6057206,14,1,0,15
570,지상누수,35.8969782,128.6081873,12,0,0,12
571,긴급공사,35.8969782,128.6081873,12,0,0,12
588,긴급공사,35.8964916,128.6090544,14,2,0,16
590,지상누수,35.8972472,128.6082531,13,4,0,17
591,긴급공사,35.8972472,128.6082531,13,4,0,17
598,지상누수,35.8959188,128.6064294,11,0,0,11
599,긴급공사,35.8959188,128.6064294,11,0,0,11
612,긴급공사,35.8961165,128.609198,15,4,0,19
613,지상누수,35.8961165,128.609198,15,4,0,19
642,지상누수,35.8980616,128.6070068,13,0,0,13
643,긴급공사,35.8980616,128.6070068,13,0,0,13
644,지상누수,35.8973992,128.6061994,12,7,0,19
645,긴급공사,35.8973992,128.6061994,12,7,0,19
646,지상누수,35.897636,128.606506,15,3,0,18
647,긴급공사,35.897636,128.606506,15,3,0,18
702,지하누수,35.8953065,128.6067474,19,0,0,19
703,긴급공사,35.8953065,128.6067474,19,0,0,19
737,긴급공사,35.8954223,128.6087186,20,1,0,21
738,지하누수,35.8954223,128.6087186,20,1,0,21
759,지상누수,35.8979053,128.607681,9,4,0,13
760,긴급공사,35.8979053,128.607681,9,4,0,13
767,긴급공사,35.895795,128.6089641,20,0,0,20
768,지상누수,35.895795,128.6089641,20,0,0,20
788,지하누수,35.8959178,128.6070107,12,0,0,12
789,긴급공사,35.8959178,128.6070107,12,0,0,12
790,지하누수,35.8970193,128.6069647,14,0,0,14
791,긴급공사,35.8970193,128.6069647,14,0,0,14
792,지하누수,35.8956918,128.6087921,13,0,0,13
793,긴급공사,35.8956918,128.6087921,13,0,0,13
823,긴급공사,35.8951585,128.6060191,12,4,0,16
824,지하누수,35.8951585,128.6060191,12,4,0,16
833,지상누수,35.895277,128.6090439,16,3,0,19
834,긴급공사,35.895277,128.6090439,16,3,0,19
869,지상누수,35.8968703,128.6082485,13,2,0,15
870,긴급공사,35.8968703,128.6082485,13,2,0,15
882,긴급공사,35.8971507,128.6089729,15,2,0,17
883,지상누수,35.8971507,128.6089729,15,2,0,17
951,지상누수,35.89646,128.6070414,19,0,0,19
952,긴급공사,35.89646,128.6070414,19,0,0,19
962,지상누수,35.8953074,128.6074242,16,4,0,20
963,긴급공사,35.8953074,128.6074242,16,4,0,20
998,지상누수,35.8968068,128.6061739,13,2,0,15
999,긴급공사,35.8968068,128.6061739,13,2,0,15
1025,지상누수,35.8974632,128.6090917,7,0,0,7
1057,지상누수,35.8967557,128.6055623,15,1,0,16
1058,긴급공사,35.8967557,128.6055623,15,1,0,16
1061,긴급공사,35.8959188,128.6064294,11,0,0,11
1062,지상누수,35.8959188,128.6064294,11,0,0,11
1070,지상누수,35.8960622,128.6081993,19,2,0,21
1094,지상누수,35.8951971,128.6068576,20,2,0,22
1095,긴급공사,35.8952273,128.6068615,20,0,0,20
1096,긴급공사,35.8952836,128.6090348,16,3,0,19
1097,지하누수,35.8952836,128.6090348,16,3,0,19
1098,긴급공사,35.8968971,128.6089178,18,1,0,19
1099,지하누수,35.8968971,128.6089178,18,1,0,19
1100,긴급공사,35.8970928,128.6092451,10,1,0,11
1101,지하누수,35.8970928,128.6092451,10,1,0,11
1126,긴급공사,35.8959277,128.6074306,15,3,0,18
1127,지상누수,35.8959277,128.6074306,15,3,0,18
1140,지하누수,35.897132,128.6059369,17,1,0,18
1141,긴급공사,35.897132,128.6059369,17,1,0,18
1142,지하누수,35.8961794,128.6087292,21,1,0,22
1143,긴급공사,35.8961794,128.6087292,21,1,0,22
1144,긴급공사,35.8955785,128.6080436,15,2,0,17
1145,지하누수,35.8955785,128.6080436,15,2,0,17
1151,지하누수,35.8980463,128.6073842,15,7,0,22
1152,긴급공사,35.8980463,128.6073842,15,7,0,22
1162,긴급공사,35.8968971,128.6089178,18,1,0,19
1168,지상누수,35.8958464,128.6083828,15,2,0,17
1169,긴급공사,35.8958464,128.6083828,15,2,0,17
1195,지상누수,35.8965219,128.6082196,16,3,1,20
1196,긴급공사,35.8965219,128.6082196,16,3,1,20
1222,지상누수,35.8968068,128.6061739,13,2,0,15
1223,긴급공사,35.8968068,128.6061739,13,2,0,15
1261,긴급공사,35.8950599,128.6068585,13,3,0,16
1263,지하누수,35.8950599,128.6068585,13,3,0,16
1268,지하누수,35.896943,128.6072976,15,1,0,16
1269,긴급공사,35.896943,128.6072976,15,1,0,16
1270,지하누수,35.8959168,128.6074355,15,3,0,18
1271,긴급공사,35.8959168,128.6074355,15,3,0,18
1296,긴급공사,35.8969778,128.6075045,16,1,0,17
1297,지하누수,35.8969778,128.6075045,16,1,0,17
1298,긴급공사,35.8954078,128.6092462,17,4,1,22
1299,지하누수,35.8954078,128.6092462,17,4,1,22
1300,긴급공사,35.8950278,128.6062918,14,2,0,16
1301,지하누수,35.8950278,128.6062918,14,2,0,16
1310,지하누수,35.8967539,128.6090943,13,3,0,16
1311,긴급공사,35.8967539,128.6090943,13,3,0,16
1314,긴급공사,35.8954175,128.6090856,16,2,0,18
1315,지하누수,35.8954175,128.6090856,16,2,0,18
1326,지하누수,35.8974775,128.6067132,16,9,0,25
1327,긴급공사,35.8974775,128.6067132,16,9,0,25
1353,긴급공사,35.8950289,128.6090777,15,6,0,21
1356,긴급공사,35.8964922,128.6065103,20,4,0,24
1357,지상누수,35.8964922,128.6065103,20,4,0,24
1378,지상누수,35.8955801,128.6084953,21,1,0,22
1379,긴급공사,35.8955801,128.6084953,21,1,0,22
1394,지하누수,35.8970541,128.6070699,13,0,0,13
1395,긴급공사,35.8970541,128.6070699,13,0,0,13
1398,지하누수,35.8950599,128.6068585,13,3,0,16
1399,긴급공사,35.8950599,128.6068585,13,3,0,16
1411,긴급공사,35.8952791,128.6085304,20,1,0,21
1412,지상누수,35.8952791,128.6085304,20,1,0,21
1419,지하누수,35.8970928,128.6092451,10,1,0,11
1420,긴급공사,35.8970928,128.6092451,10,1,0,11
1421,지하누수,35.895288,128.6092459,19,5,0,24
1422,긴급공사,35.895288,128.6092459,19,5,0,24
1429,긴급공사,35.8971951,128.6088573,13,2,0,15
1430,지하누수,35.8971951,128.6088573,13,2,0,15
1472,긴급공사,35.896407,128.6087045,17,3,0,20
1473,지하누수,35.896407,128.6087045,17,3,0,20
1494,긴급공사,35.8968784,128.6066871,18,0,0,18
1495,지하누수,35.8968784,128.6066871,18,0,0,18
1498,긴급공사,35.8954103,128.6093837,16,8,1,25
1499,지하누수,35.8954103,128.6093837,16,8,1,25
1500,지하누수,35.8956941,128.6084596,19,1,0,20
1501,긴급공사,35.8956941,128.6084596,19,1,0,20
1510,지상누수,35.8964574,128.6067985,15,2,0,17
1511,긴급공사,35.8964574,128.6067985,15,2,0,17
1516,긴급공사,35.8955894,128.6061974,13,2,0,15
1517,지하누수,35.8955894,128.6061974,13,2,0,15
1518,긴급공사,35.8955879,128.6064074,13,0,0,13
1519,지하누수,35.8955879,128.6064074,13,0,0,13
1520,지하누수,35.8961398,128.6081966,17,1,0,18
1521,긴급공사,35.8961398,128.6081966,17,1,0,18
1528,긴급공사,35.8969802,128.6084567,15,1,0,16
1529,지하누수,35.8969802,128.6084567,15,1,0,16
1557,긴급공사,35.895638,128.6083125,19,0,0,19
1558,지하누수,35.895638,128.6083125,19,0,0,19
1583,지상누수,35.8950599,128.6068585,13,3,0,16
1584,긴급공사,35.8950599,128.6068585,13,3,0,16
1597,지하누수,35.8972172,128.6062283,13,10,0,23
1598,긴급공사,35.8972172,128.6062283,13,10,0,23
1604,지하누수,35.8979109,128.6076387,8,4,0,12
1605,긴급공사,35.8979109,128.6076387,8,4,0,12
1606,지하누수,35.8963247,128.6066462,17,3,0,20
1607,긴급공사,35.8963247,128.6066462,17,3,0,20
1608,긴급공사,35.8955649,128.6090574,19,1,0,20
1609,지상누수,35.8955649,128.6090574,19,1,0,20
1632,긴급공사,35.8981896,128.6074701,10,7,0,17
1652,긴급공사,35.8952588,128.6080664,6,0,0,6
1654,긴급공사,35.8966709,128.6080818,14,4,1,19
1655,긴급공사,35.8956924,128.6085498,17,1,0,18
1685,긴급공사,35.895403,128.6071057,19,0,0,19
1686,긴급공사,35.8954125,128.6069059,17,0,0,17
1693,긴급공사,35.8969874,128.6061293,16,3,0,19
1712,긴급공사,35.8971778,128.6074653,13,3,0,16
1717,긴급공사,35.8970788,128.6077225,13,0,0,13
1737,긴급공사,35.8965551,128.6053847,18,0,1,19
1739,긴급공사,35.8960799,128.6073073,12,3,0,15
1740,긴급공사,35.8958007,128.6086978,16,1,0,17
1764,긴급공사,35.895626,128.6055963,13,0,0,13
1769,긴급공사,35.8959086,128.6094012,16,10,0,26
1775,긴급공사,35.8975928,128.6075124,9,2,0,11
1776,긴급공사,35.8981896,128.6074701,10,7,0,17
1784,긴급공사,35.8978182,128.6082342,6,3,0,9
1804,긴급공사,35.8954328,128.6060242,15,2,0,17
1812,긴급공사,35.8954103,128.6093837,16,8,1,25
1817,긴급공사,35.8955794,128.6081656,15,0,0,15
1824,긴급공사,35.8952682,128.6077727,14,4,0,18
1838,긴급공사,35.8964048,128.609203,15,4,0,19
1843,지상누수,35.8972847,128.6067763,12,12,0,24
1849,지상누수,35.8951696,128.6090785,14,3,0,17
1856,지상누수,35.8974475,128.6082208,12,4,0,16
1863,지상누수,35.8963146,128.608057,14,1,0,15
1869,지상누수,35.8950228,128.6085868,11,1,0,12
1881,지상누수,35.8963925,128.6093905,14,5,0,19
1888,지상누수,35.8950204,128.6087327,14,2,0,16
1889,지상누수,35.8964062,128.6085155,14,3,0,17
1897,지상누수,35.8950854,128.6088372,13,4,0,17
1901,지하누수,35.8972211,128.6096754,5,2,0,7
1902,지하누수,35.8972868,128.6080448,14,3,0,17
1903,지하누수,35.8958057,128.6091948,18,2,0,20
1904,지하누수,35.8967956,128.6094113,14,6,0,20
1905,지하누수,35.8963254,128.6083443,19,1,0,20
1906,지하누수,35.8954131,128.6085243,18,1,0,19
1907,지하누수,35.8966922,128.6062421,16,2,0,18
1913,지하누수,35.8950275,128.6071764,9,1,0,10
