FTR_IDN,ORIG_FTR_IDN,SUB_IDN,SEGMENT_LENGTH,IS_SEMICIRCULAR,CNT_JNT
3905_3,3905,3,4.622772890166094,False,3
3905_4,3905,4,3.543098334931006,False,2
3905_5,3905,5,0.6588433558687602,False,2
177330_1,177330,1,8.593464258424033,False,3
177330_2,177330,2,4.433794016909805,False,2
177330_3,177330,3,0.5978336742268869,False,2
177330_4,177330,4,6.232287926010941,False,1
238401_1,238401,1,1.33267449539295,False,2
238401_2,238401,2,1.1230928842379357,False,2
238401_3,238401,3,1.7778999506413786,False,2
238401_4,238401,4,1.7963731270702123,False,3
238401_5,238401,5,3.1598003468427076,False,3
238401_6,238401,6,2.4845135214738465,False,2
238401_7,238401,7,0.683637615694238,False,2
238401_8,238401,8,0.5754494035224555,False,3
238401_9,238401,9,0.64105532607841,False,3
238401_10,238401,10,0.6765598198642414,False,2
435127_1,435127,1,11.995617929930782,False,4
435127_2,435127,2,9.176453339588619,False,4
435127_3,435127,3,7.151986289713626,False,4
72209_1,72209,1,13.193467620576785,False,3
245228_1,245228,1,15.131190026583402,False,4
245228_2,245228,2,4.665858551589077,False,4
245228_3,245228,3,0.7827892543440007,False,3
3773_1,3773,1,25.869501970503986,False,3
3773_2,3773,2,4.685004718691269,False,3
3773_3,3773,3,9.997647206908377,False,3
3773_4,3773,4,0.2692801436506648,False,3
3773_5,3773,5,9.775986395064201,False,2
3773_6,3773,6,2.9844081149148294,False,3
3773_7,3773,7,1.075502140914934,False,3
3773_8,3773,8,18.125909711514463,False,3
3773_9,3773,9,11.145755593435986,False,4
3773_10,3773,10,10.998776196476665,False,4
3773_11,3773,11,3.1313716520972945,False,4
3773_12,3773,12,13.833144320726847,False,4
3773_13,3773,13,1.3726893738519461,False,4
3773_14,3773,14,19.89897454565161,False,4
3773_15,3773,15,8.322317444957976,False,3
3773_16,3773,16,12.35646108323923,False,2
38779_1,38779,1,1.2956606451769215,False,3
38779_2,38779,2,10.827311817138646,False,4
38779_3,38779,3,2.7357491440334636,False,3
38779_4,38779,4,1.498994710778587,False,3
316654_1,316654,1,2.0123066345796583,False,2
316654_2,316654,2,1.3416208046600286,False,2
316654_3,316654,3,2.2263343291118285,False,3
316654_4,316654,4,1.3318024684067424,False,3
316654_5,316654,5,0.8951241255860637,False,2
316654_6,316654,6,0.9217788594913374,False,2
316654_7,316654,7,4.765516816635255,False,3
316654_8,316654,8,1.0199810237625675,False,3
316654_9,316654,9,2.551285430571195,False,2
316654_10,316654,10,9.624481547030575,False,3
316654_11,316654,11,0.9337763000220387,False,3
316654_12,316654,12,1.1145965745048538,False,2
316654_13,316654,13,1.0894453377489908,False,2
316654_14,316654,14,7.106382003236983,False,3
316654_15,316654,15,9.015867158355324,False,4
316654_16,316654,16,5.119853721778629,False,3
316654_17,316654,17,4.972012985358614,False,3
316654_18,316654,18,4.240783951585201,False,4
316654_19,316654,19,0.6348310050597351,False,3
316654_20,316654,20,4.599341625130647,False,2
418133_1,418133,1,10.817378884773925,False,2
418133_2,418133,2,0.6677815905475261,False,2
418133_3,418133,3,0.4924651329284988,False,2
143879_1,143879,1,10.429224487426605,False,4
143879_2,143879,2,10.007300497604396,False,3
143879_3,143879,3,11.586527301700006,False,3
143879_4,143879,4,9.908715733004499,False,4
143879_5,143879,5,1.817022502521801,False,3
143879_6,143879,6,0.4845450668987262,False,3
143879_7,143879,7,1.0255421055582554,False,3
143879_8,143879,8,8.857627809111946,False,3
143879_9,143879,9,2.8792206394182154,False,4
143879_10,143879,10,10.00831816435576,False,4
143879_11,143879,11,2.474364010689661,False,3
143879_12,143879,12,9.03750998722785,False,3
143879_13,143879,13,2.133436541508292,False,4
143879_14,143879,14,9.13450604716327,False,4
143879_15,143879,15,2.106398281164659,False,4
143879_16,143879,16,9.395510671419371,False,3
143879_17,143879,17,2.158369867024841,False,3
143879_18,143879,18,0.6348091300849874,False,3
143879_19,143879,19,8.877614172787819,False,2
143879_20,143879,20,1.0315442432614401,False,2
143879_21,143879,21,0.9669234478796529,False,3
143879_22,143879,22,6.8721924661373714,False,4
143879_23,143879,23,4.557722977217888,False,4
143879_24,143879,24,10.371190207071189,False,3
143879_25,143879,25,1.4995821931552804,False,2
143879_26,143879,26,0.9304658359967748,False,3
143879_27,143879,27,3.7188994441713534,False,3
143879_28,143879,28,17.25197056205026,False,3
143879_29,143879,29,3.6359479559570467,False,4
143879_30,143879,30,3.767911105067044,False,4
143879_31,143879,31,0.09650597305149133,False,3
143879_32,143879,32,3.090077509782993,False,2
143879_33,143879,33,4.081430903809169,False,3
143879_34,143879,34,6.9642043289042235,False,3
143879_35,143879,35,1.4994949464131602,False,3
4693_1,4693,1,0.7187679553745222,False,3
4693_2,4693,2,1.5004617266469589,False,2
4693_3,4693,3,1.8992895002247598,False,2
4693_4,4693,4,0.6313332079315352,False,2
4693_5,4693,5,1.3387565321471429,False,3
4693_6,4693,6,10.43575475559391,False,4
4693_7,4693,7,9.170046426547183,False,3
4693_8,4693,8,4.846948924174975,False,2
4693_9,4693,9,3.7722163392923154,False,3
4693_10,4693,10,9.775954669692638,False,3
