cluster_id,repair_count,avg_lat,avg_lon,nearest_pipe,nearest_type,nearest_dist,pipe_count,nearest_K_age,max_K_age,avg_K_age,nearest_K_soil,max_K_soil,avg_K_soil,nearest_K_traffic,max_K_traffic,avg_K_traffic,nearest_hoop_stress,max_hoop_stress,avg_hoop_stress,nearest_K_stress,max_K_stress,avg_K_stress,nearest_K_total,max_K_total,avg_K_total,nearest_K_repair,max_K_repair,avg_K_repair,nearest_STD_DIP,max_STD_DIP,avg_STD_DIP,nearest_D_final,max_D_final,avg_D_final
24,1,35.8983117,128.6039873,4145,SPLY_LS,6.454675610416853,3,1.6471184120465434,1.669349760438056,1.6390634002701938,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,9.846153846153848,8.16129138761479,1.547126436781609,2.0307692307692307,1.6876494374628777,3.27556657926368,3.3848943507284397,2.985564606586542,0.9475,0.9857,0.7156946118531721,13,40,20.844882763809682,0.0136494497141207,0.0141050240042029,0.012440996993876406
25,1,35.8977199,128.6035563,211665,SPLY_LS,6.689716045055275,3,1.2150855578370978,1.6326625598904858,1.4830343555193075,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,10.95890410958904,8.65256268433755,1.547126436781609,2.16986301369863,1.758053517677427,2.280285624051586,2.8346895896717235,2.478472522780211,0.8378,0.8378,0.5465368928451642,13,50,25.532268510357913,0.0095020642097041,0.0118122932546415,0.01032791892605121
26,1,35.8902294,128.6026617,37842,SPLY_LS,5.774196674566099,3,1.5474606433949352,1.7366461327857632,1.6408915774987027,1.0,1.0,1.0,1.0,1.0,1.0,9.523809523809524,9.523809523809524,8.798917455691221,1.7523809523809524,1.7523809523809524,1.6798917455691225,4.90147561708402,4.90147561708402,3.8050065187657847,1.6744,1.6744,1.0599792971418365,20,25,20.18702871569737,0.0204246939701699,0.0204246939701699,0.015855652414022887
27,2,35.8915451,128.5961415,2812,SPLY_LS,5.571864839935631,2,1.6276796714579056,1.6276796714579056,1.429840854930469,1.3,1.3,1.2999999999999998,1.0,1.4,1.1529487305252326,7.471264367816092,14.285714285714286,10.076918028241854,1.547126436781609,2.2285714285714286,1.8076918028241855,4.947593222430933,4.947593222430933,4.553727001849727,1.2898,1.2898,0.8885390054670518,13,40,23.324039310453212,0.0206168683375308,0.0206168683375308,0.018975608103057873
28,2,35.8898263,128.6010129,47811,PIPE_LM,5.243801288955055,3,1.7526899383983574,1.7526899383983574,1.5829923726907125,1.0,1.3,1.0825634773817203,1.4,1.6,1.4551455738175394,17.857142857142858,17.857142857142858,14.852817401163682,2.585714285714286,3.9746031746031742,2.722945024382555,5.564177350837856,12.69137420831549,6.812225457152048,0.236,0.236,0.17179815075410104,50,200,84.47889058134459,0.0231862052298088,0.052885590894761,0.02838688409122538
29,1,35.8910713,128.6032933,143987,SPLY_LS,5.498747908627607,7,1.6576317590691307,1.6726899383983571,1.5860557861334375,1.0,1.0,1.0,1.0,1.6,1.1266638190625706,7.471264367816092,17.857142857142858,9.3621356912081,1.547126436781609,3.3000000000000003,2.1192761224705663,4.395524493969576,6.578339711581055,5.181579709410551,1.5968,2.0006,0.9310804667463315,13,150,57.820861781806855,0.0183163703425959,0.0274122704951438,0.021591901728099185
30,4,35.895874250000006,128.60974275,3801,SPLY_LS,4.6232383816080596,4,1.6531416837782342,1.712662559890486,1.6909992629243547,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,14.285714285714286,9.068602656497578,1.547126436781609,2.2285714285714286,1.7068602656497578,4.3804108482792214,5.7326183175711005,4.589784976221785,1.5949,2.286,1.4980556726200078,13,40,19.32892373031077,0.0182533910253219,0.0238881071602346,0.019125863485164925
31,1,35.8927823,128.5978525,36445,SPLY_LS,6.785364416384516,3,1.6005201916495553,1.7313347022587269,1.6433180380818824,1.3,1.3,1.3000000000000003,1.0,1.0,1.0,7.471264367816092,7.471264367816092,7.471264367816093,1.547126436781609,1.547126436781609,1.5471264367816093,6.087139842916162,6.420787503659757,6.281302347755964,1.865,1.9907,1.881211984946795,13,13,13.000000000000002,0.0253654160824237,0.0267557425671253,0.026174500948216408
32,1,35.898353,128.604123,4143,SPLY_LS,7.035174257592464,2,1.7051060917180014,1.74507871321013,1.7250238231103585,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,7.471264367816092,7.471264367816091,1.547126436781609,1.547126436781609,1.547126436781609,4.592102262736008,4.592102262736008,4.198229328075697,1.6374,1.6374,1.3862646917059285,13,13,13.0,0.019135519733934,0.019135519733934,0.017494231521557768
33,3,35.8962819,128.61074166666666,72325,SPLY_LS,5.800076227562076,3,1.6837508555783711,1.6926762491444216,1.6743873217265117,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,9.846153846153848,8.196162092364347,1.547126436781609,2.0307692307692307,1.6947508058537961,5.024773527128015,5.024773527128015,4.242762885633838,1.9225,1.9225,1.404791717765919,13,40,21.24132606646687,0.0209384825262187,0.0209384825262187,0.01767980508258042
35,1,35.8971656,128.6002114,210471,SPLY_LS,5.907347748640108,2,1.738672142368241,1.738672142368241,1.701851212322175,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,7.471264367816092,7.471264367816092,1.547126436781609,1.547126436781609,1.5471264367816093,3.8340259431206993,3.8340259431206993,3.5773311932175216,1.1595,1.1595,1.05545376767924,13,13,13.0,0.0159765778062811,0.0159765778062811,0.014906917948697064
36,1,35.8955649,128.6090574,72373,SPLY_LS,3.6052304799168513,6,1.6792607802874744,1.7526899383983574,1.6791422601251242,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,14.22222222222222,8.322603218391718,1.547126436781609,2.5777777777777775,1.8115679127464899,10.102141021280556,10.699904903618648,6.763091393703401,4.8913,5.2399,2.564544143453838,13,80,36.54242335001927,0.0420961267427271,0.044587038728624,0.028182139992131698
38,1,35.897813,128.6048295,37780,SPLY_LS,6.404564616633326,5,1.604681724845996,1.738343600273785,1.5850129307572847,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,17.857142857142858,9.33705582804622,1.547126436781609,2.585714285714286,1.7337055828046217,5.935174415424571,7.277707941598154,5.044980030230027,2.6221,3.3267,1.9218529197163787,13,50,19.64693738709335,0.0247321685477949,0.0303265728780365,0.021022684034969968
40,2,35.89770705,128.60484,38227,SPLY_LS,4.9512381698438,4,1.738343600273785,1.738343600273785,1.5777721501875286,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,17.857142857142858,9.750889333605748,1.547126436781609,2.585714285714286,1.7750889333605748,3.2840893868178673,8.369905696957307,4.873536947653714,0.8501,3.9625,1.7927075180360383,13,50,21.121231518440847,0.0136849646793393,0.0348778155345059,0.020308272137720348
41,1,35.893401,128.5981047,175917,SPLY_LS,6.901382309994202,1,1.7390554414784394,1.7390554414784394,1.7390554414784394,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,7.471264367816092,7.471264367816092,1.547126436781609,1.547126436781609,1.547126436781609,2.6612354437578545,2.6612354437578545,2.6612354437578545,0.4986,0.4986,0.49860000000000004,13,13,13.0,0.0110895011559111,0.0110895011559111,0.0110895011559111
42,1,35.8952087,128.601595,42354,SPLY_LS,8.079645153371317,1,1.742669404517454,1.742669404517454,1.742669404517454,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,7.471264367816092,7.471264367816092,1.547126436781609,1.547126436781609,1.547126436781609,4.200698893379305,4.200698893379305,4.200698893379305,1.3606,1.3606,1.3606,13,13,13.0,0.0175045223236562,0.0175045223236562,0.0175045223236562
43,1,35.8922299,128.6075294,107386,SPLY_LS,7.239385329353006,2,1.7164955509924709,1.7164955509924709,1.6965903351273375,1.0,1.0,1.0,1.0,1.6,1.2726392535527455,7.471264367816092,12.5,9.756315582937285,1.547126436781609,3.3000000000000003,2.343630003195282,4.090457186552017,10.046109087426528,6.796698001009379,1.3337,1.3337,0.7557502223437713,13,150,75.25262956121027,0.0170451396192215,0.0418626388727607,0.028322180405106086
44,1,35.8926598,128.6054077,411543,PIPE_LM,8.470589798431877,4,1.6126762491444215,1.6757563312799453,1.6354885088861106,1.0,1.0,1.0,1.6,1.6,1.261588429203388,16.3265306122449,16.3265306122449,10.894262324861577,2.840816326530613,2.840816326530613,2.001147492938214,5.7798481907384,5.7798481907384,4.66682712403238,0.2516,1.9385,0.861684005476798,100,100,40.220922837215994,0.0240849164032164,0.0240849164032164,0.01944690196719908
45,1,35.8945985,128.6014333,177433,SPLY_LS,5.470278626180007,4,1.6274058863791925,1.6274058863791925,1.6090662400076443,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,20.833333333333332,12.18680421311207,1.547126436781609,4.966666666666667,2.5293105892677885,4.719359631310682,9.737784085247704,5.731512374696405,1.8399,2.5423,1.3067588531397023,13,300,90.45076762884081,0.0196658075516531,0.0405778331724314,0.023883498640978607
46,1,35.8918995,128.6034968,246389,SPLY_LS,4.771798551848591,6,1.648542094455852,1.7326488706365502,1.6812521603035753,1.0,1.0,1.0,1.0,1.6,1.09056191300259,7.471264367816092,14.22222222222222,8.818363301492612,1.547126436781609,2.5777777777777775,1.7355026489656107,5.6124150381981055,6.173656542017916,4.3884202452150065,2.334,2.6674,1.279622642568956,13,80,24.231811179891796,0.0233872140849234,0.0257259354934157,0.01828676658282314
47,1,35.8981031,128.6047695,143355,SPLY_LS,6.192375544034674,6,1.7457905544147845,1.7457905544147845,1.629121566660907,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,17.857142857142858,9.3157263593325,1.547126436781609,2.585714285714286,1.7315726359332495,4.8353734128655725,4.8353734128655725,3.9886432921114574,1.7124,1.7229,1.2164817893464814,13,50,19.57095052250422,0.0201492427800814,0.0201492427800814,0.016620876030392983
48,2,35.8924787,128.605816,42449,PIPE_LM,5.212494608437565,5,1.472662559890486,1.643832991101985,1.5490415768122068,1.0,1.0,1.0,1.0,1.6,1.1150085555458047,6.666666666666667,16.3265306122449,8.850400528691925,2.1333333333333337,2.840816326530613,2.0269695851698457,3.837368846362719,7.297119466845032,5.373461296041369,0.1764,3.3472,1.427737555028111,80,100,56.177328732429906,0.0159905078512357,0.0304074616743165,0.022391481893669143
49,1,35.8964922,128.6065103,37978,SPLY_LS,5.479779826210916,5,1.6619575633127996,1.6674332648870636,1.6593217465512184,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,7.471264367816092,7.148941283861034,1.547126436781609,2.1333333333333337,1.7819618265202952,5.73937808438791,5.73937808438791,4.440167748552672,2.3819,2.3819,1.0531728501119686,13,80,39.840303662486264,0.0239162754465486,0.0239162754465486,0.018502401016606346
50,1,35.8945889,128.5984789,105249,SPLY_LS,4.440770507167833,4,1.7067488021902806,1.712662559890486,1.6708220883232858,1.0,1.0,1.0,1.2,1.2,1.1641523998131875,7.471264367816092,12.5,8.667357925011888,1.547126436781609,3.3000000000000003,2.1378830828238686,6.624477348527835,8.274734158515178,6.0481164099010964,2.1675,2.1675,0.9332940310684319,13,150,63.42091477662763,0.0276045283351829,0.0344812309752406,0.02520280348587831
51,3,35.89056696666667,128.60295126666668,212347,SPLY_LS,5.637814287125581,4,1.7051060917180014,1.7051060917180014,1.5478367539280455,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,17.857142857142858,9.846758751500536,1.547126436781609,2.585714285714286,1.7846758751500533,9.289543945694785,9.289543945694785,6.255807533291498,4.3353,4.3353,2.5869714343948766,13,50,21.462769161669808,0.0387099940989074,0.0387099940989074,0.026068262781602302
52,1,35.8973396,128.5996707,308923,PIPE_LM,5.06366172263168,5,1.6126762491444215,1.7326488706365502,1.5992129700086428,1.0,1.0,1.0,1.2,1.2,1.0537987225407335,16.3265306122449,16.3265306122449,11.517940178899632,2.840816326530613,2.840816326530613,2.1760105860265546,4.197386159129833,6.794527063803932,4.91857546251503,0.2119,2.6404,1.161985071485531,100,100,50.82487429270562,0.0174907179944019,0.0283131340012241,0.020495949881073196
53,1,35.8956451,128.6015328,3995,SPLY_LS,9.506510651084692,3,1.666502395619439,1.7326488706365502,1.7020924047620856,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,10.0,8.314519438910963,1.547126436781609,2.05,1.714819206601612,3.6934299464642906,4.344412319474706,4.079382793568293,1.1704,1.4096,0.9334061953975338,13,40,22.003664372735702,0.015390707258414,0.018103383355867,0.016998992069938705
54,1,35.8899291,128.6016472,212339,PIPE_LM,4.549724586415585,3,1.7326488706365502,1.7326488706365502,1.7299387489969906,1.0,1.0,1.0,1.2,1.2,1.1302907092359749,6.666666666666667,7.471264367816092,6.947106342154125,2.1333333333333337,2.1333333333333337,1.9290129983353288,5.198572325417898,5.199953944568877,4.704092193110701,0.1288,1.1455,0.4832384074939666,80,80,56.64738759405158,0.0216627108086326,0.0216684680847157,0.019602187373301907
55,1,35.8906833,128.6034433,4787,PIPE_LM,3.736222570247524,6,1.6726899383983571,1.706420260095825,1.6010796092635056,1.0,1.0,1.0,1.2,1.2,1.0503519258990959,6.666666666666667,14.285714285714286,8.218240694773337,2.1333333333333337,2.2285714285714286,1.78966382247432,5.995465734703333,10.464533699437132,7.410072790849882,0.3485,5.1154,2.7707461032225114,80,80,33.630138945446056,0.0249834054897955,0.0436062351522395,0.030878143823110965
56,1,35.8934782,128.6041763,211472,SPLY_LS,6.946781621349357,1,1.6401095140314852,1.6401095140314852,1.6401095140314852,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,7.471264367816092,7.471264367816092,1.547126436781609,1.547126436781609,1.547126436781609,2.386724718991373,2.386724718991373,2.386724718991373,0.4251,0.4251,0.4251,13,13,13.0,0.009945601240273,0.009945601240273,0.009945601240273
57,2,35.895324,128.6036788,143155,SPLY_LS,5.823973846325402,3,1.6149760438056124,1.6526488706365503,1.6160052977221286,1.0,1.0,1.0,1.0,1.4,1.102736095053207,7.471264367816092,9.846153846153848,8.081231545784513,1.547126436781609,2.0307692307692307,1.6713453669188865,2.823445147161141,3.1165602449577374,2.9071372184760804,0.7121,0.7559,0.5702611981331638,13,40,19.934686416091466,0.0117654371004778,0.0129868623687511,0.012114186146250726
58,1,35.8887528,128.6024193,178238,SPLY_LS,7.454697082571225,2,1.7093771389459276,1.7093771389459276,1.629083678099546,1.0,1.0,1.0,1.0,1.6,1.2726419576151933,7.471264367816092,7.471264367816092,7.10565254725932,1.547126436781609,2.1333333333333337,1.8135007631872582,3.30739001239499,6.040731531082608,4.549429316538119,0.8948,0.8948,0.5391385662909804,13,80,43.44501860036325,0.0137820595511505,0.0251720303265977,0.018957699433480107
59,1,35.8934943,128.6071291,212291,PIPE_LM,7.86147890795033,3,1.6726899383983571,1.6726899383983571,1.3883336681347769,1.0,1.0,1.0,1.0,1.0,1.0,8.928571428571429,9.523809523809524,9.324391815140082,1.692857142857143,1.7523809523809524,1.732439181514008,2.0630812144547765,2.0630812144547765,1.9830820828408922,0.0651,0.3334,0.23255583028813676,25,25,21.67510875282332,0.0085969625746937,0.0085969625746937,0.00826360219330209
60,1,35.8973255,128.598688,308932,PIPE_LM,6.632847033749869,2,1.4143463381245722,1.6126762491444215,1.5036827304475802,1.0,1.0,1.0,1.0,1.0,1.0,6.666666666666667,16.3265306122449,11.017888279137862,2.1333333333333337,2.840816326530613,2.4520143528382667,4.030332204241036,4.030332204241036,4.003810050451144,0.2865,0.376,0.32681468108766004,80,100,89.00886728215866,0.0167945958116826,0.0167945958116826,0.01668407667073243
61,1,35.896862,128.6102019,72321,SPLY_LS,7.975110093667442,3,1.6803559206023273,1.6926762491444216,1.667983441444012,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,9.846153846153848,8.236843972003589,1.547126436781609,2.0307692307692307,1.7030356115733294,7.884613162523842,7.884613162523842,5.426078588150857,3.5951,3.5951,2.1006796270859693,13,40,21.703836326535217,0.0328555772788949,0.0328555772788949,0.022610740780753973
62,1,35.8972847,128.6067763,106548,PIPE_LM,6.544057833950433,5,1.7326488706365502,1.7326488706365502,1.6998522932857723,1.0,1.0,1.0,1.0,1.0,1.0,15.873015873015872,15.873015873015872,9.404617100395388,3.9746031746031742,3.9746031746031742,2.368316571984447,8.837926571575123,8.837926571575123,6.310671028028003,0.1813,3.1893,1.0654130786766576,200,200,84.94448570917113,0.0368280819200821,0.0368280819200821,0.02629688170734403
63,2,35.8933459,128.6080879,107329,SPLY_LS,6.721488646455289,3,1.7114031485284054,1.7114031485284054,1.6471163333932943,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,9.523809523809524,7.903444827093371,1.547126436781609,2.1333333333333337,1.7831192986382862,3.034668504707023,4.063616868759717,3.6411094258341548,0.7365,1.143,0.6881658946617087,13,80,34.64123838154215,0.0126456153925394,0.0169332946729651,0.015172685032922168
64,3,35.8948698,128.6010136,107614,SPLY_LS,7.485847377926139,1,1.6802464065708418,1.6802464065708418,1.6802464065708418,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,7.471264367816092,7.471264367816092,1.547126436781609,1.547126436781609,1.547126436781609,4.182856886226436,4.182856886226436,4.182856886226436,1.4379,1.4379,1.4379,13,13,13.0,0.0174301737877498,0.0174301737877498,0.0174301737877498
