cluster_id,repair_count,avg_lat,avg_lon,nearest_pipe,nearest_type,nearest_dist,pipe_count,nearest_K_age,max_K_age,avg_K_age,nearest_K_soil,max_K_soil,avg_K_soil,nearest_K_traffic,max_K_traffic,avg_K_traffic,nearest_hoop_stress,max_hoop_stress,avg_hoop_stress,nearest_K_stress,max_K_stress,avg_K_stress,nearest_K_total,max_K_total,avg_K_total,nearest_STD_DIP,max_STD_DIP,avg_STD_DIP,nearest_D_final,max_D_final,avg_D_final
0,1,35.8948401,128.6108953,107356,SPLY_LS,6.728062243821786,140,1.615359342915811,1.752580424366872,1.5365242804024632,1.0,1.0,1.0,1.0,1.6,1.0758237078302681,7.471264367816092,17.857142857142858,8.842456191307502,1.547126436781609,3.3000000000000003,1.7315289424229776,1.649503688364646,7.492768125937181,2.0204455453240495,13,150,23.569964642068555,0.0081265273462816,0.0369142460876484,0.009954028045870682
1,1,35.8954174,128.6096018,177229,SPLY_LS,8.557564396832218,115,1.590773442847365,1.752580424366872,1.542191397239463,1.0,1.0,1.0,1.0,1.2,1.0191832618467929,7.471264367816092,14.285714285714286,8.579731704890056,1.547126436781609,3.3000000000000003,1.7074238068845118,1.6243981085922448,7.1803694218046,1.899080042053574,13,150,22.641482625529274,0.0080028409416959,0.0353751670119336,0.009356102689183188
2,5,35.8952774,128.6101531,245302,SPLY_LS,12.381639848550453,164,1.6728542094455854,1.752580424366872,1.5673190079393748,1.0,1.0,1.0,1.0,1.2,1.026916017670395,7.471264367816092,14.285714285714286,8.521233767409367,1.547126436781609,3.3000000000000003,1.7082174808758488,1.7082138415072328,7.1803694218046,1.954145757470173,13,150,23.083159171063244,0.0084157717222616,0.0353751670119336,0.009627392196040373
3,1,35.8935219,128.6098311,212288,SPLY_LS,7.16850803231006,113,1.7074606433949349,1.9611498973305952,1.5622012651287167,1.0,1.0,1.0,1.0,1.6,1.1031089552391529,7.471264367816092,14.285714285714286,8.931739522171128,1.547126436781609,3.3000000000000003,1.739011144656932,1.7435517622559134,7.095581571754982,2.156655421155829,13,150,24.05024942075023,0.008589869289518,0.0349574469504866,0.010625086430637313
4,3,35.895821266666665,128.610742,72332,SPLY_LS,10.191845380057265,178,1.62258726899384,1.7879534565366186,1.5804663282394884,1.0,1.0,1.0,1.0,1.2,1.0275333779224272,7.471264367816092,17.857142857142858,8.373273384396683,1.547126436781609,3.3000000000000003,1.681101891032857,1.6568843933311426,7.095581571754982,1.9077870332205755,13,150,21.485545327523987,0.0081628894964048,0.0349574469504866,0.009398998987216097
5,5,35.89588604000001,128.60974242000003,3801,SPLY_LS,5.6904465253389045,127,1.6530321697467487,1.752580424366872,1.5916334182073546,1.0,1.0,1.0,1.0,1.2,1.0065958567151982,7.471264367816092,14.285714285714286,8.513621737277619,1.547126436781609,3.3000000000000003,1.6934858941693096,1.6879728172809312,7.095581571754982,1.8921453341726435,13,150,21.595867289586945,0.0083160512802571,0.0349574469504866,0.009321937810601604
6,3,35.8962819,128.61074166666666,72325,SPLY_LS,7.281512654327719,149,1.6836413415468856,1.7879534565366186,1.6101239774879479,1.0,1.0,1.0,1.0,1.6,1.0175782503211142,7.471264367816092,14.285714285714286,8.11687233458666,1.547126436781609,3.3000000000000003,1.6605134624472424,1.719228984525413,9.573825895739466,1.9026701296040955,13,150,20.679694867579794,0.0084700394766121,0.0471668893492448,0.009373789794013968
7,1,35.8931139,128.6092693,178155,SPLY_LS,11.212562055029808,97,1.638302532511978,1.9611498973305952,1.5759924290981109,1.0,1.0,1.0,1.0,1.6,1.1143360837303897,7.471264367816092,14.285714285714286,8.689520436248397,1.547126436781609,2.466666666666667,1.7064447458989667,1.6729318351901163,6.84812309377139,2.166956443813556,13,100,22.140852233245038,0.0082419496258393,0.0337383056399288,0.010675835963914007
8,3,35.897049833333334,128.60988883333334,106441,SPLY_LS,16.61914782065664,69,1.0651060917180013,1.756249144421629,1.614970202307062,1.0,1.0,1.0,1.0,1.2,1.0017642318167173,14.285714285714286,14.285714285714286,8.215733871342874,2.2285714285714286,3.3000000000000003,1.6639900758474886,1.6647137320131962,5.9836411848371664,1.8176792425952208,40,150,20.261424823994382,0.0082014619078228,0.029479305843278,0.008955069440531703
9,1,35.8922299,128.6075294,107386,SPLY_LS,8.497611978295312,120,1.7163860369609856,1.747816563997262,1.5723232281860264,1.0,1.0,1.0,1.0,1.6,1.0568724649264325,7.471264367816092,17.857142857142858,8.726009397338201,1.547126436781609,3.9746031746031742,1.7318112782747686,1.752665814600905,9.460775429006643,2.0476461865425994,13,200,24.7909327842873,0.0086347710355035,0.0466099292673155,0.010088036084930056
10,1,35.8926598,128.6054077,38860,SPLY_LS,10.618274426338887,107,1.6226967830253252,1.752580424366872,1.5261544452530345,1.0,1.0,1.0,1.0,1.6,1.0793702101059788,7.471264367816092,17.857142857142858,9.280098523527368,1.547126436781609,3.9746031746031742,1.8275105852772775,1.6569962221942716,11.278904238254862,2.256523675917534,13,200,30.935537301748653,0.0081634404380734,0.0555672135653983,0.011117102367959068
11,2,35.8924787,128.605816,205355,SPLY_LS,6.149329111500044,135,1.6437234770704996,1.752580424366872,1.4881711112321199,1.0,1.0,1.0,1.0,1.6,1.032391477711089,7.471264367816092,17.857142857142858,9.08856435629979,1.547126436781609,3.9746031746031742,1.781267559126518,1.6784673639149883,11.278904238254862,1.9312800865235893,13,200,27.85217680677196,0.0082692212384317,0.0555672135653983,0.00951474103827139
