region_code,total_repairs,total_pipes,matched_count,STD_DIP_corr,STD_DIP_p,K_age_corr,K_age_p,K_soil_corr,K_soil_p,K_traffic_corr,K_traffic_p,hoop_stress_corr,hoop_stress_p,K_stress_corr,K_stress_p,K_total_corr,K_total_p,D_final_corr,D_final_p,K_repair_corr,K_repair_p,best_factor,best_corr,best_strategy
0470,384,978,206,-0.005009650984312969,0.9430277237441598,0.00404551100087221,0.9539788922565909,,,-0.040018286896829076,0.5679289532395323,0.026769019072032465,0.702507153215021,0.005850889062157992,0.9334811878741386,0.2832420630149465,3.701716626590068e-05,0.28324206301494614,3.701716626590188e-05,0.3148313809488338,4.0474756804876425e-06,K_repair,0.35119690854831237,avg
0480,281,759,147,-0.0881137185454489,0.28856825711258766,0.09917458904305136,0.23204334538035812,,,-0.12507113387310664,0.13119790576941454,-0.10003071661769597,0.2280178573613079,-0.10044406257014357,0.22609204221362236,0.06230662860160746,0.4534308451991951,0.06230662860160773,0.45343084519919347,0.12122564198740984,0.14356718946045402,K_repair,0.24153604511328802,avg
0490,512,1102,256,0.04778479572103087,0.4465076901151422,0.020931424715381716,0.7389075650388255,,,-0.06931032800836719,0.26921705360290327,-0.04597092091216918,0.46397179090235086,0.026863125175524145,0.6688085287976842,0.0934074663301261,0.13610175223801213,0.09340746633012606,0.13610175223801213,0.11810029174096986,0.059164883632369894,K_repair,0.24784692798822758,avg
