region_code,total_repairs,total_pipes,matched_count,K_age_corr,K_age_p,K_soil_corr,K_soil_p,K_traffic_corr,K_traffic_p,hoop_stress_corr,hoop_stress_p,K_stress_corr,K_stress_p,K_total_corr,K_total_p,STD_DIP_corr,STD_DIP_p,D_final_corr,D_final_p,best_factor,best_corr,best_strategy
0470,218,986,171,0.09843497598686525,0.20023714825054006,,,0.03155068373592375,0.6820593206370346,-0.025387631420042085,0.7416988257551721,0.020465225040573843,0.7904837478543327,0.11883319187658031,0.12161304517472983,0.03353334857163863,0.6632636599378723,0.11883319187658033,0.12161304517472983,hoop_stress,0.14431316486632298,max
0480,188,761,141,0.004184308352622715,0.9607249767454774,,,0.05960875399807946,0.48259264579674066,0.00613595030952609,0.9424328180455623,0.09161218640399811,0.27995306318850705,0.11230274835222136,0.18488969728052312,0.10190473736655173,0.22920345335552905,0.11230274835222062,0.1848896972805271,K_age,0.17217765794811582,max
0490,356,1103,251,0.02178894429423823,0.731207671474916,,,-0.13204607929501183,0.03655277363169213,0.037991166727388705,0.5491027044157468,-0.027075791206281834,0.6694533942831917,-0.10768591042687904,0.0886609458240524,-0.05669935375585293,0.3710422799212284,-0.10768591042687875,0.08866094582405278,K_total,-0.14636754999145069,avg
