OPERATION_ID,REPAIR_COUNT_AT_LOCATION,작업타입,작업종료일,IS_MATCHED,MATCH_REASON,MAX_CNT_JNT,MAX_CNT_PIPE_TYPE,MAX_CNT_DISTANCE,AVG_CNT_JNT,NEAREST_CNT_JNT,NEAREST_DISTANCE,NEARBY_PIPE_COUNT,HIGH_CNT_PIPE_COUNT,IS_FREQUENT
0,6,지상누수,,True,pipes_found,4.0,PIPE_LM,25.024822563660166,2.8,1.0,11.091982768979907,90,48,True
1,2,지하누수,,True,pipes_found,4.0,PIPE_LM,48.380110259323246,2.7033898305084745,4.0,7.029435375937739,118,55,False
2,1,지상누수,,True,pipes_found,5.0,PIPE_LM,45.40059666602003,2.77037037037037,2.0,6.414570782870152,135,83,False
3,1,지상누수,,True,pipes_found,4.0,PIPE_LM,45.27831058514853,2.7674418604651163,2.0,5.758927855230018,86,48,False
4,2,지상누수,,True,pipes_found,4.0,PIPE_LM,39.094432268457886,2.814814814814815,1.0,7.974346929663667,135,80,False
5,3,지상누수,,True,pipes_found,4.0,PIPE_LM,29.61153447454973,2.6717557251908395,1.0,4.949413464724432,131,76,False
6,3,지하누수,,True,pipes_found,4.0,PIPE_LM,47.99879679386369,2.736842105263158,2.0,12.540829184200458,57,30,False
7,1,지하누수,,True,pipes_found,4.0,PIPE_LM,49.78123175804981,2.6984126984126986,1.0,6.09820220851228,63,31,False
8,2,지하누수,,True,pipes_found,4.0,PIPE_LM,39.7757027647709,2.625,1.0,4.600128333859812,80,40,False
9,1,지상누수,,True,pipes_found,4.0,PIPE_LM,47.701852894395834,2.764705882352941,2.0,4.480313475962598,136,84,False
10,4,지상누수,,True,pipes_found,5.0,PIPE_LM,23.91552608364861,2.7222222222222223,2.0,7.644003856698677,126,67,True
11,2,지하누수,,True,pipes_found,4.0,PIPE_LM,32.391353135720145,2.6951219512195124,2.0,10.298414992982412,82,44,False
12,1,지상누수,,True,pipes_found,4.0,PIPE_LM,26.8305020943995,2.741573033707865,4.0,6.4137728833311325,89,49,False
13,1,지하누수,,True,pipes_found,4.0,PIPE_LM,17.47762774538147,2.719298245614035,3.0,8.853736244162436,114,64,False
14,2,지상누수,,True,pipes_found,4.0,PIPE_LM,46.28016063212954,2.6493506493506493,2.0,6.927859326655007,154,78,False
15,1,지상누수,,True,pipes_found,3.0,PIPE_LM,30.57445221010912,2.5555555555555554,2.0,27.401020452873087,9,5,False
16,1,지상누수,,True,pipes_found,4.0,PIPE_LM,44.86986106055707,2.675324675324675,1.0,7.533441304388646,154,88,False
17,1,지하누수,,True,pipes_found,4.0,PIPE_LM,12.905326315335286,2.84251968503937,2.0,5.236575637535576,127,73,False
