전략,빈번 그룹 평균,일반 그룹 평균,차이,상관계수(r),p-value,R²
최대 CNT_JNT,4.850409836065574,4.704951856946355,0.14545797911921898,0.04496056703212822,0.047585199643715215,0.002021452587850495
평균 CNT_JNT,2.7092366505415058,2.7202282425713826,-0.010991592029876873,-0.06098580222777419,0.0071816353877582634,0.003719268073365187
가장 가까운,2.2418032786885247,2.18707015130674,0.05473312738178482,-0.006679329788043279,0.7686361550309702,4.461344641744228e-05
