CLUSTER_ID,REPAIR_COUNT,IS_MATCHED,MATCH_REASON,MAX_CNT_JNT,MAX_CNT_PIPE_TYPE,MAX_CNT_DISTANCE,AVG_CNT_JNT,NEAREST_CNT_JNT,NEAREST_DISTANCE,NEARBY_PIPE_COUNT,HIGH_CNT_PIPE_COUNT,IS_FREQUENT
0.0,6.0,True,pipes_found,4,PIPE_LM,28.33495615547653,2.7755102040816326,1,9.171154317733388,98,52,True
1.0,2.0,True,pipes_found,4,PIPE_LM,48.11764455498204,2.717948717948718,2,7.565971521781311,117,56,False
2.0,2.0,True,pipes_found,4,PIPE_LM,43.348106517091885,2.8106060606060606,2,11.133462750802122,132,76,False
3.0,3.0,True,pipes_found,4,PIPE_LM,30.43521377207658,2.6846153846153844,1,4.201436038555774,130,76,False
4.0,3.0,True,pipes_found,4,PIPE_LM,47.998796794088115,2.736842105263158,2,12.540829184087796,57,30,False
5.0,2.0,True,pipes_found,4,PIPE_LM,35.98770456881704,2.635294117647059,1,6.929913492519256,85,43,False
6.0,4.0,True,pipes_found,5,PIPE_LM,23.91552608364861,2.7222222222222223,2,7.644003856698677,126,67,True
7.0,2.0,True,pipes_found,4,PIPE_LM,44.883125942623835,2.6305732484076434,2,7.114428978802451,157,78,False
8.0,3.0,True,pipes_found,4,PIPE_LM,43.0435656101383,2.711864406779661,1,12.00129622306108,118,69,False
9.0,3.0,True,pipes_found,4,PIPE_LM,46.105598706176124,2.765957446808511,3,10.111213377884003,94,51,False
10.0,2.0,True,pipes_found,4,PIPE_LM,46.072416857829744,2.65,2,7.387313374453773,120,58,False
11.0,3.0,True,pipes_found,4,PIPE_LM,47.01205989141801,2.7547169811320753,2,4.8820550897144965,159,86,False
12.0,2.0,True,pipes_found,4,PIPE_LM,31.403364703201543,2.6307692307692307,2,9.5926702856828,130,72,False
13.0,2.0,True,pipes_found,4,PIPE_LM,32.757923190518596,2.732142857142857,2,6.6907869764584875,112,56,False
14.0,3.0,True,pipes_found,4,PIPE_LM,21.011171914088273,2.5811965811965814,2,7.6655485398520335,117,58,False
15.0,3.0,True,pipes_found,4,PIPE_LM,7.611833087408611,2.679611650485437,3,4.363674384437411,103,48,False
16.0,2.0,True,pipes_found,4,PIPE_LM,47.34011762552361,2.519607843137255,2,8.609730846277138,102,52,False
17.0,2.0,True,pipes_found,4,PIPE_LM,45.39684169742599,2.8482758620689657,2,10.009238918070167,145,84,False
18.0,2.0,True,pipes_found,4,PIPE_LM,47.77551599961297,2.6948051948051948,3,6.1987435595469895,154,84,False
19.0,4.0,True,pipes_found,4,PIPE_LM,18.422336406308805,2.63953488372093,2,9.716638696431717,172,85,True
20.0,8.0,True,pipes_found,4,PIPE_LM,47.75797965805748,2.647887323943662,2,6.01763494965976,71,41,True
21.0,3.0,True,pipes_found,4,PIPE_LM,28.874519766110108,2.624113475177305,2,6.652311210769274,141,70,False
22.0,3.0,True,pipes_found,4,PIPE_LM,40.01893160089791,2.8248175182481754,2,5.463825679754471,137,76,False
23.0,2.0,True,pipes_found,4,PIPE_LM,47.115384231090104,2.662921348314607,2,12.543811062619536,89,46,False
24.0,2.0,True,pipes_found,4,PIPE_LM,40.447627611771814,2.8151260504201683,3,5.928930028630422,119,71,False
25.0,2.0,True,pipes_found,4,PIPE_LM,49.13990220982527,2.508771929824561,4,10.07359980370558,57,30,False
26.0,3.0,True,pipes_found,30,PIPE_LM,48.05371364178016,3.1315789473684212,2,4.389525661796076,114,71,False
27.0,5.0,True,pipes_found,4,PIPE_LM,43.83430094744936,2.732394366197183,2,9.062775752463871,142,74,True
28.0,2.0,True,pipes_found,5,PIPE_LM,41.40870206821112,2.8017241379310347,1,7.833574632586767,116,72,False
29.0,2.0,True,pipes_found,4,PIPE_LM,46.44711236921702,2.352112676056338,2,17.370373546692043,71,23,False
30.0,2.0,True,pipes_found,6,PIPE_LM,47.87253819758913,2.5652173913043477,2,7.79892656670592,69,33,False
31.0,5.0,True,pipes_found,4,PIPE_LM,29.867366018710815,2.735632183908046,2,8.085605493307105,87,45,True
32.0,3.0,True,pipes_found,4,PIPE_LM,27.088447726955607,2.7753623188405796,2,9.423157555970816,138,76,False
33.0,2.0,True,pipes_found,4,PIPE_LM,23.849359410493868,2.7083333333333335,1,7.477939323244393,96,53,False
34.0,2.0,True,pipes_found,5,PIPE_LM,21.816166089160905,2.688073394495413,2,8.148446710926004,109,56,False
35.0,3.0,True,pipes_found,4,PIPE_LM,48.61040498870097,2.6625,3,6.522930286884179,160,87,False
36.0,2.0,True,pipes_found,4,PIPE_LM,13.489906081013318,2.791208791208791,3,6.847735524712624,91,49,False
37.0,3.0,True,pipes_found,4,PIPE_LM,31.033070160718037,2.7846153846153845,3,7.161696741318339,130,78,False
38.0,3.0,True,pipes_found,4,PIPE_LM,32.688204197411736,2.752212389380531,4,8.519508342081076,113,65,False
39.0,5.0,True,pipes_found,4,PIPE_LM,15.058915975152463,2.6511627906976742,4,15.058915975152463,86,41,True
40.0,3.0,True,pipes_found,4,PIPE_LM,48.218595011133026,2.6746031746031744,2,7.66934404690623,126,63,False
41.0,2.0,True,pipes_found,4,PIPE_LM,39.46381535260044,2.879120879120879,1,5.6080475831417305,91,54,False
42.0,5.0,True,pipes_found,4,PIPE_LM,23.2136681803212,2.7373737373737375,1,9.199037495156258,99,54,True
43.0,6.0,True,pipes_found,4,PIPE_LM,49.93660877535168,2.67,2,9.365222520197792,100,53,True
44.0,3.0,True,pipes_found,4,PIPE_LM,15.626829071728197,2.8584070796460175,2,6.929302253986859,113,68,False
45.0,3.0,True,pipes_found,5,PIPE_LM,47.48653984315191,2.747967479674797,3,7.380644941695573,123,72,False
46.0,2.0,True,pipes_found,4,PIPE_LM,35.774152414329954,2.627659574468085,1,6.83844964860248,94,48,False
47.0,3.0,True,pipes_found,2,SPLY_LS,44.48816536363758,1.5,1,39.34396461465732,2,0,False
48.0,3.0,True,pipes_found,4,PIPE_LM,48.32415709048816,2.7572815533980584,2,7.410164281028897,103,62,False
49.0,5.0,True,pipes_found,4,PIPE_LM,49.35772489772766,2.4854368932038833,2,5.696795045683118,103,46,True
50.0,2.0,True,pipes_found,6,PIPE_LM,35.856905248666,2.493150684931507,3,5.116627674469163,73,32,False
51.0,6.0,True,pipes_found,4,PIPE_LM,37.70075595359652,2.7205882352941178,1,4.85258639587094,136,71,True
52.0,3.0,True,pipes_found,4,PIPE_LM,49.726119923608955,2.6578947368421053,4,6.05898623156892,114,61,False
53.0,4.0,True,pipes_found,5,PIPE_LM,47.02415091556454,2.757575757575758,2,7.316671911166631,99,57,True
54.0,5.0,True,pipes_found,4,PIPE_LM,49.18792066978171,2.7096774193548385,2,5.820459434320951,124,67,True
55.0,3.0,True,pipes_found,5,PIPE_LM,49.149175614162694,2.7973856209150325,2,17.55450040334316,153,88,False
56.0,3.0,True,pipes_found,4,PIPE_LM,45.98445518873283,2.4482758620689653,2,6.124951086031194,87,37,False
57.0,2.0,True,pipes_found,4,PIPE_LM,48.70654861360642,2.816901408450704,2,6.686253005725688,71,40,False
58.0,2.0,True,pipes_found,5,PIPE_LM,14.12944398666807,2.7168141592920354,3,6.708910370022841,113,58,False
59.0,3.0,True,pipes_found,4,PIPE_LM,48.351575292057106,2.395348837209302,1,5.579792849698194,43,19,False
60.0,2.0,True,pipes_found,4,PIPE_LM,41.712782570779574,2.6379310344827585,4,5.623442640356019,116,58,False
61.0,2.0,True,pipes_found,5,PIPE_LM,47.45635886463304,2.7976190476190474,2,4.611894154155369,84,51,False
62.0,3.0,True,pipes_found,6,PIPE_LM,15.45262516657692,2.796116504854369,3,8.469288218698823,103,63,False
63.0,2.0,True,pipes_found,4,PIPE_LM,43.63717709111307,2.612676056338028,2,7.35265838430168,142,77,False
64.0,3.0,True,pipes_found,5,PIPE_LM,12.74851993077384,2.8508771929824563,4,6.98372181724435,114,70,False
65.0,3.0,True,pipes_found,4,PIPE_LM,33.818123920298426,2.705426356589147,3,7.148246185333195,129,74,False
66.0,2.0,True,pipes_found,4,PIPE_LM,46.11604544163207,2.653225806451613,2,11.101080468553294,124,68,False
67.0,4.0,True,pipes_found,6,PIPE_LM,17.486496324873773,2.7083333333333335,3,12.044668655765097,96,53,True
68.0,2.0,True,pipes_found,5,PIPE_LM,33.1966703476471,2.760869565217391,2,8.568053252136986,138,76,False
69.0,3.0,True,pipes_found,4,PIPE_LM,35.21898665649908,2.7476635514018692,2,3.0129252326792515,107,58,False
70.0,3.0,True,pipes_found,5,PIPE_LM,29.592185897327028,2.764705882352941,1,5.450936211775954,119,65,False
71.0,3.0,True,pipes_found,4,PIPE_LM,49.62478895756124,2.8433734939759034,2,12.455145519056467,83,43,False
72.0,9.0,True,pipes_found,5,PIPE_LM,26.250008578803737,2.7327586206896552,2,12.381639848352378,116,62,True
73.0,2.0,True,pipes_found,5,PIPE_LM,10.343242898140108,2.6724137931034484,2,7.553539021615163,116,61,False
74.0,3.0,True,pipes_found,4,PIPE_LM,48.65167774157131,2.814432989690722,1,6.213087946018192,97,56,False
75.0,3.0,True,pipes_found,30,PIPE_LM,26.67132881404622,3.1623376623376624,3,7.724791875204488,154,102,False
76.0,3.0,True,pipes_found,4,PIPE_LM,45.76685658393016,2.536231884057971,2,9.271738030030882,69,35,False
77.0,2.0,True,pipes_found,4,PIPE_LM,45.224183559375305,2.6219512195121952,3,1.7711695868579598,82,43,False
78.0,3.0,True,pipes_found,4,PIPE_LM,26.597864624063178,2.5968992248062017,2,7.171162264955159,129,67,False
79.0,3.0,True,pipes_found,7,PIPE_LM,31.81179091855301,2.7096774193548385,2,4.804301100243829,93,49,False
80.0,5.0,True,pipes_found,5,PIPE_LM,34.954192421592225,2.7333333333333334,1,7.350701093924484,135,82,True
81.0,5.0,True,pipes_found,4,PIPE_LM,43.19031496633849,2.732142857142857,2,8.037576675516346,168,93,True
82.0,3.0,True,pipes_found,4,PIPE_LM,15.398544279577377,2.767857142857143,1,7.217911619705568,112,66,False
83.0,3.0,True,pipes_found,4,PIPE_LM,47.65201474684286,2.8421052631578947,1,7.256777992194632,114,68,False
84.0,2.0,True,pipes_found,4,PIPE_LM,10.326962075639686,2.625,2,5.852715445598232,120,58,False
85.0,3.0,True,pipes_found,30,PIPE_LM,32.838496328969875,3.1343283582089554,1,6.331460098486279,134,83,False
86.0,4.0,True,pipes_found,4,PIPE_LM,16.001492700925795,2.7045454545454546,2,6.017276873798677,88,49,True
87.0,3.0,True,pipes_found,4,PIPE_LM,28.670259720565664,2.7264150943396226,2,4.611953709712424,106,65,False
88.0,3.0,True,pipes_found,5,PIPE_LM,46.72959021625242,2.834862385321101,3,6.301988567011859,109,68,False
89.0,5.0,True,pipes_found,4,PIPE_LM,38.75594157865876,2.717557251908397,2,10.321627700630183,131,73,True
90.0,3.0,True,pipes_found,4,PIPE_LM,36.905548757283675,2.7154471544715446,1,8.17393682498686,123,72,False
91.0,2.0,True,pipes_found,4,PIPE_LM,39.03191826069207,2.80327868852459,3,4.299362670752866,122,74,False
92.0,4.0,True,pipes_found,4,PIPE_LM,39.24008608909435,2.7445255474452557,1,10.124812934555525,137,80,True
93.0,2.0,True,pipes_found,4,PIPE_LM,20.686776082204105,2.643478260869565,2,5.5971446354301095,115,60,False
94.0,3.0,True,pipes_found,4,PIPE_LM,8.490226984001252,2.8813559322033897,2,7.151724060086828,59,30,False
95.0,4.0,True,pipes_found,30,PIPE_LM,21.059257169274613,3.061224489795918,2,7.20865192884355,147,91,True
96.0,3.0,True,pipes_found,4,PIPE_LM,49.141000407076774,2.811320754716981,4,6.339706967447061,106,55,False
97.0,2.0,True,pipes_found,4,PIPE_LM,19.921609121904268,2.5964912280701755,3,6.516050956994792,114,56,False
98.0,6.0,True,pipes_found,4,PIPE_LM,48.110163502987405,2.4857142857142858,2,7.779164966960406,70,33,True
99.0,2.0,True,pipes_found,4,PIPE_LM,28.893146430727374,2.6476190476190475,2,8.291009079031394,105,53,False
100.0,2.0,True,pipes_found,4,PIPE_LM,43.699104187633154,2.6417910447761193,2,8.396639446749894,134,70,False
101.0,5.0,True,pipes_found,4,PIPE_LM,45.65398361304732,2.768,3,6.70115314853015,125,72,True
102.0,3.0,True,pipes_found,5,PIPE_LM,19.260162919921726,2.6875,1,8.349782345284162,112,64,False
103.0,3.0,True,pipes_found,5,PIPE_LM,45.702389979328714,2.7398373983739837,2,4.68726285941447,123,65,False
104.0,3.0,True,pipes_found,4,PIPE_LM,33.182309721040376,2.6842105263157894,2,13.219791261257765,114,63,False
105.0,3.0,True,pipes_found,4,PIPE_LM,48.09586073492682,2.712328767123288,3,1.1876396710285213,146,80,False
106.0,2.0,True,pipes_found,4,PIPE_LM,32.3354347465674,2.780952380952381,1,6.210601865545381,105,59,False
107.0,3.0,True,pipes_found,4,PIPE_LM,43.723914112513356,2.6910569105691056,2,6.11933169754674,123,71,False
108.0,3.0,True,pipes_found,4,PIPE_LM,41.536410720569805,2.6258064516129034,2,5.964555829658029,155,76,False
109.0,5.0,True,pipes_found,6,PIPE_LM,48.900326397012684,2.77027027027027,2,4.055028247041089,148,91,True
110.0,4.0,True,pipes_found,6,PIPE_LM,47.04132024522247,2.7226277372262775,3,7.799139435046942,137,83,True
111.0,2.0,True,pipes_found,4,PIPE_LM,31.27953398482297,2.7111111111111112,2,13.38189721583405,90,49,False
112.0,3.0,True,pipes_found,4,PIPE_LM,49.647017018223366,2.738095238095238,1,7.7069431074691765,126,69,False
113.0,5.0,True,pipes_found,4,PIPE_LM,36.822034037103435,2.5338345864661656,2,7.682192353138217,133,66,True
114.0,4.0,True,pipes_found,4,PIPE_LM,34.79517794297769,2.709090909090909,2,4.814511924229794,55,32,True
115.0,3.0,True,pipes_found,4,PIPE_LM,26.590499834835146,2.712,2,4.587850961505729,125,66,False
116.0,5.0,True,pipes_found,4,PIPE_LM,28.196263135993135,2.6538461538461537,2,6.053202248312077,78,45,True
117.0,8.0,True,pipes_found,5,PIPE_LM,25.826538693712497,2.7666666666666666,2,5.458039820748296,150,84,True
118.0,2.0,True,pipes_found,4,PIPE_LM,31.961281778842412,2.6463414634146343,3,3.482961734282812,82,44,False
119.0,5.0,True,pipes_found,4,PIPE_LM,36.52704694728932,2.772727272727273,2,6.966088641438139,154,85,True
120.0,2.0,True,pipes_found,4,PIPE_LM,43.92398234139959,2.788135593220339,2,7.637405842441094,118,69,False
121.0,4.0,True,pipes_found,4,PIPE_LM,42.132415127524474,2.6533333333333333,2,11.201099746577658,75,36,True
122.0,4.0,True,pipes_found,6,PIPE_LM,45.32028065228142,2.830508474576271,2,8.580357748843605,118,66,True
123.0,2.0,True,pipes_found,4,PIPE_LM,45.19503194808566,2.6962025316455698,2,3.8340616964335936,158,82,False
124.0,4.0,True,pipes_found,6,PIPE_LM,41.179357956908426,2.6666666666666665,4,5.043542004365278,123,64,True
125.0,2.0,True,pipes_found,6,PIPE_LM,42.20889200737046,2.6713286713286712,1,11.280295729992815,143,74,False
126.0,2.0,True,pipes_found,4,PIPE_LM,35.32938344029733,2.652173913043478,1,6.865898014501081,92,51,False
127.0,3.0,True,pipes_found,4,PIPE_LM,18.9759804914617,2.6258992805755397,4,6.587845644176733,139,71,False
128.0,3.0,True,pipes_found,4,PIPE_LM,39.553116829676014,2.8529411764705883,2,2.5292194663598355,102,54,False
129.0,2.0,True,pipes_found,4,PIPE_LM,45.16369376603263,2.8955223880597014,2,12.91644966720177,67,33,False
130.0,3.0,True,pipes_found,4,PIPE_LM,36.489590052559436,2.65,3,6.354031595091443,100,56,False
131.0,2.0,True,pipes_found,7,PIPE_LM,49.632915203095905,2.673076923076923,2,5.457495629235483,104,47,False
132.0,6.0,True,pipes_found,4,PIPE_LM,40.256555770278915,2.7786259541984735,1,9.572573485237134,131,75,True
133.0,2.0,True,pipes_found,4,PIPE_LM,28.906496021592776,2.7265625,2,6.353464523391337,128,77,False
134.0,2.0,True,pipes_found,4,PIPE_LM,39.463384207743225,2.8264462809917354,4,6.991990627588001,121,68,False
135.0,2.0,True,pipes_found,4,PIPE_LM,42.2822873604949,2.6605504587155964,2,11.059201485121752,109,60,False
136.0,4.0,True,pipes_found,4,PIPE_LM,47.40168654957714,2.613861386138614,2,5.823089514302324,101,54,True
137.0,2.0,True,pipes_found,4,PIPE_LM,48.74213974309434,2.739130434782609,1,7.857255324041501,115,67,False
138.0,2.0,True,pipes_found,4,PIPE_LM,24.841790318360317,2.716535433070866,3,5.841045393648625,127,67,False
139.0,3.0,True,pipes_found,4,PIPE_LM,45.636322479954806,2.7364341085271318,3,7.557324846842423,129,71,False
140.0,2.0,True,pipes_found,4,PIPE_LM,40.96916349686557,2.6551724137931036,3,6.051648440152145,87,44,False
141.0,9.0,True,pipes_found,4,PIPE_LM,14.274342379375382,2.579710144927536,2,8.021723320503375,138,70,True
142.0,3.0,True,pipes_found,4,PIPE_LM,42.81688544441477,2.6745562130177514,2,5.732642130409582,169,86,False
143.0,4.0,True,pipes_found,4,PIPE_LM,9.88697765613712,2.543859649122807,3,5.336280024383355,114,56,True
144.0,3.0,True,pipes_found,4,PIPE_LM,28.999366912575248,2.6826923076923075,2,6.746921682551535,104,59,False
145.0,3.0,True,pipes_found,4,PIPE_LM,26.146611031882895,2.6373626373626373,4,6.5812020312209105,91,49,False
146.0,2.0,True,pipes_found,6,PIPE_LM,42.87547481793551,2.77027027027027,2,7.208806932644354,148,92,False
147.0,2.0,True,pipes_found,4,PIPE_LM,49.35461318761413,2.766871165644172,2,6.999712953228022,163,95,False
148.0,2.0,True,pipes_found,4,PIPE_LM,17.36145519987413,2.5652173913043477,3,6.220016239650687,69,27,False
149.0,2.0,True,pipes_found,6,PIPE_LM,28.082296200313092,2.7610619469026547,1,4.606281801864258,113,66,False
150.0,2.0,True,pipes_found,4,PIPE_LM,33.018148705628434,2.752577319587629,1,12.401170576449486,97,52,False
151.0,2.0,True,pipes_found,4,PIPE_LM,29.005265360038678,2.63768115942029,3,6.513755675828249,138,74,False
152.0,2.0,True,pipes_found,4,PIPE_LM,47.42109320026456,2.764705882352941,4,3.0578935841079247,136,77,False
153.0,2.0,True,pipes_found,4,PIPE_LM,47.57327546104342,2.78125,4,7.936748473308145,64,33,False
