FTR_CDE,FTR_IDN,HJD_CDE,SHT_NUM,MNG_CDE,MOP_CDE,STD_DIP,BYC_LEN,JHT_CDE,LOW_DEP,HGH_DEP,CNT_NUM,SYS_CHK,PIP_LBL,GIS_IDN,FTC_CDE,CLS_YMD,MET_IDN,GU_CDE,SMZ_NUM,MDZ_NUM,LGZ_NUM,AVG_DEP,WTP_CDE,PIP_TYPE,IST_YMD,FNS_YMD,BEG_YMD,DAYS_SINCE_BEG,YEARS_SINCE_BEG,design_pressure,thickness,K_material,fatigue_limit,K_diameter,K_age,K_soil,K_traffic,K_vibration,hoop_stress,K_stress,K_repair,K_total,0243_low_total_cycles,0243_high_total_cycles,0243_low_fatigue_damage,0243_high_fatigue_damage,0243_D_base,0243_D_final_org,0243_D_final,0243_remaining_life_years,0461_low_total_cycles,0461_high_total_cycles,0461_low_fatigue_damage,0461_high_fatigue_damage,0461_D_base,0461_D_final_org,0461_D_final,0461_remaining_life_years,0470_low_total_cycles,0470_high_total_cycles,0470_low_fatigue_damage,0470_high_fatigue_damage,0470_D_base,0470_D_final_org,0470_D_final,0470_remaining_life_years,0480_low_total_cycles,0480_high_total_cycles,0480_low_fatigue_damage,0480_high_fatigue_damage,0480_D_base,0480_D_final_org,0480_D_final,0480_remaining_life_years,0490_low_total_cycles,0490_high_total_cycles,0490_low_fatigue_damage,0490_high_fatigue_damage,0490_D_base,0490_D_final_org,0490_D_final,0490_remaining_life_years,0520_low_total_cycles,0520_high_total_cycles,0520_low_fatigue_damage,0520_high_fatigue_damage,0520_D_base,0520_D_final_org,0520_D_final,0520_remaining_life_years
SA002,177572,2723063100,35803045,54000,1,32,4,,0,0,1997120000000.0,1,32-97,177572,SA006,,81686,B,243,520,P0,0,,STS,1997-12-24,,1997-12-24,10115.0,27.693360711841205,2.0,2.8,0.7,1000000,0.9430282858405817,1.5538672142368242,1.0,1.0,1.05,11.428571428571429,1.942857142857143,0.0,2.092506570244923,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.011946957012156364,0.011946957012156364,82.70332286141752,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.006790183820444775,0.006790183820444775,146.27141804159544,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.010823385609263353,0.010823385609263353,91.39253188430573,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.010297329457503777,0.010297329457503777,96.11255759339515,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.01030904749429715,0.01030904749429715,96.00217217479974,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.008719579503539108,0.008719579503539108,113.6844294032894
SA002,37998,2723063100,35803045,54000,1,13,6,,0,0,1800010000000.0,1,,37998,SA006,,48036,B,470,520,P0,0,,STS,1991-02-04,,1991-02-04,12630.0,34.57905544147844,2.0,1.74,0.7,1000000,0.8979889585736722,1.6915811088295687,1.0,1.0,1.05,7.471264367816092,1.547126436781609,0.1805,2.039120829269202,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.009862055453307565,0.011642156462629581,84.89473979411997,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.005605207192696789,0.006616947090978559,150.12709626519216,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.008934562078232514,0.010547250533353484,93.81143894683342,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.00850030966274901,0.010034615556875204,98.6550385345706,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.008509982747580783,0.010046034633519114,98.54176314139394,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.007197897883613916,0.008497118451606228,116.68695537143746
SA002,72442,2723063100,35803045,54000,1,13,14,,0,0,1800010000000.0,1,,72442,SA006,,55325,B,470,520,P0,0,,STS,1993-03-23,,1993-03-23,11852.0,32.44900752908966,2.0,1.74,0.7,1000000,0.8979889585736722,1.6489801505817931,1.0,1.0,1.05,7.471264367816092,1.547126436781609,0.2299,2.0709488501796223,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.009613688401671303,0.011823875365215536,83.57463979550084,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.00546404505962507,0.006720229018832873,147.80445252648155,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.008709553118230415,0.010711879380111589,92.35429988659774,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.00828623696168504,0.01019124283917643,97.12345910901792,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.008295666438521374,0.010202840152737437,97.01192462391941,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.007016625259078784,0.008629747406140996,114.87824682891555
SA002,143139,2723063100,35803045,54000,1,13,22,,0,0,1800010000000.0,1,13-94,143139,SA006,,8225,B,470,520,P0,0,SS002,STS,1994-06-07,1994-06-07,1994-06-07,11411.0,31.241615331964407,2.0,1.74,0.7,1000000,0.8979889585736722,1.6248323066392882,1.0,1.2,1.05,7.471264367816092,1.547126436781609,0.2555,2.4997158949790896,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.011367485408836012,0.014271877930793615,69.06786386831106,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.006460834790288446,0.008111578079207146,122.28057379652857,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.010298411374738824,0.012929655480984592,76.34158125641335,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.009797870892064395,0.012301226904986848,80.29270419315701,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.009809020560731766,0.012315225313998732,80.20030080678254,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.008296647646493521,0.010416441120172617,95.00207868149774
SA002,106560,2723063100,35803045,54000,1,13,8,,0,0,1800010000000.0,1,13-93,106560,SA006,,28020,B,470,520,P0,0,,STS,1993-04-19,,1993-04-19,11825.0,32.375085557837096,2.0,1.74,0.7,1000000,0.8979889585736722,1.647501711156742,1.0,1.0,1.05,7.471264367816092,1.547126436781609,0.2719,2.139749752183438,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.009605068979570816,0.01221668723511612,80.8552509984508,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.005459146116703558,0.0069434879458352555,143.01983668738214,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.008701744323988698,0.011067748605681224,89.35261240815376,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.008278807703421895,0.010529815517982306,93.9684254479339,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.008288228725996175,0.010541798116594534,93.86047721079335,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.007010334306813425,0.008916444204835996,111.1523307976998
SA002,72404,2723063000,35803045,54000,1,13,6,,0,0,1800010000000.0,1,13-93,72404,SA006,,156541,B,480,520,P0,0,SS002,STS,1993-04-12,1993-04-12,1993-04-12,11832.0,32.394250513347025,2.0,1.74,0.7,1000000,0.8979889585736722,1.6478850102669407,1.0,1.2,1.05,7.471264367816092,1.547126436781609,0.2665,2.557393084912956,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.011528764373471797,0.01460118007900203,67.48761501394678,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.006552499455619852,0.008298740560542542,119.50021237615645,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.010444522591439416,0.01322798786205802,74.59728739004295,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.009936880568899253,0.012585059240510902,78.45930018199931,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.00994818842620325,0.012599380641786416,78.36898078017063,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.008414358353325333,0.010656784854486534,92.83693240076977
SA002,177304,2723063000,35803045,54000,1,13,4,,0,0,1800010000000.0,1,,177304,SA006,,8243,B,480,520,P0,0,,STS,1993-11-06,,1993-11-06,11624.0,31.824777549623544,2.0,1.74,0.7,1000000,0.8979889585736722,1.6364955509924708,1.0,1.2,1.05,7.471264367816092,1.547126436781609,0.2933,2.593459651221701,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.011449082604720624,0.01480709853268518,66.53517563164726,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.006507211449945426,0.00841577656821442,117.8244473809944,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.010372334626893753,0.013414540372961688,73.54597565009364,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.009868201203622171,0.012762544616644552,77.3542804383875,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.009879430905970306,0.012777067990691395,77.26521708490085,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.008356201994605576,0.01080707603962339,91.53196667938393
SA002,143138,2723063100,35803045,54000,1,20,9,,0,0,2013030000000.0,1,,143138,SA006,,1856,B,470,520,P0,0,,STS,2013-03-27,,2013-03-27,4543.0,12.438056125941136,2.0,2.1,0.7,1000000,0.919528104378295,1.2487611225188227,1.0,1.0,1.05,9.523809523809524,1.7523809523809524,0.1766,1.7401596091864846,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.008444048336468906,0.009935267272689315,99.65154490094721,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.004799267322633131,0.005646817931810142,176.0908876602367,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.0076499137944387495,0.009000888570536632,110.10014218744851,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.007278099987070499,0.00856341244478715,115.775877192361,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.007286382235762871,0.008573157338598595,115.6431409695164,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.006162954359561908,0.0072513320994605415,136.90569598576164
SA002,3868,2723063000,35803045,54000,1,13,8,,0,0,1800010000000.0,1,13-93,3868,SA006,,116756,B,480,520,P0,0,,STS,1993-11-29,,1993-11-29,11601.0,31.761806981519506,2.0,1.74,0.7,1000000,0.8979889585736722,1.6352361396303903,1.0,1.2,1.05,7.471264367816092,1.547126436781609,0.2582,2.521131778703669,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.011440271639906794,0.014394149777330728,68.47266879040642,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.00650220364162566,0.008181072621893406,121.23336061385098,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.01036435230389111,0.013040428068755794,75.68459921158181,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.009860606850730957,0.01240661553958969,79.60215913106887,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.00987182791094455,0.012420733877550431,79.51054067001846,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.008349771243400991,0.010505682178447126,94.18658408033173
SA002,4140,2723063100,35803045,54000,1,20,12,,0,0,1800010000000.0,1,20-94,4140,SA006,,21438,B,243,520,P0,0,,STS,1994-05-19,,1994-05-19,11430.0,31.293634496919918,2.0,2.1,0.7,1000000,0.919528104378295,1.6258726899383984,1.0,1.0,1.05,9.523809523809524,1.7523809523809524,0.3299,2.5608632793759853,1320.5,43889.0,0.0013205,0.0043889,0.0057094,0.010994054295262238,0.01462099280726925,67.39480828571511,1112.0,21330.0,0.001112,0.002133,0.0032449999999999996,0.00624859112833677,0.008310001341575071,119.336924014318,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.009960100210097238,0.013245937269408316,74.4948464318576,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.009476002888166923,0.012602136240973193,78.35162585758361,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.009486786281177306,0.012616477075337699,78.26142884647008,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.008024096043554928,0.010671245328323701,92.7097751230395
