cluster_id,repair_count,avg_lat,avg_lon,nearest_pipe,nearest_type,nearest_dist,pipe_count,nearest_K_age,max_K_age,avg_K_age,nearest_K_soil,max_K_soil,avg_K_soil,nearest_K_traffic,max_K_traffic,avg_K_traffic,nearest_hoop_stress,max_hoop_stress,avg_hoop_stress,nearest_K_stress,max_K_stress,avg_K_stress,nearest_K_total,max_K_total,avg_K_total,nearest_K_repair,max_K_repair,avg_K_repair,nearest_STD_DIP,max_STD_DIP,avg_STD_DIP,nearest_D_final,max_D_final,avg_D_final
0,1,35.8932559,128.6040557,211474,SPLY_LS,4.319057244275564,13,1.6672142368240932,1.7277207392197127,1.6488826176325138,1.0,1.0,1.0,1.0,1.6,1.0815081987779391,7.471264367816092,14.285714285714286,7.8206587807929555,1.547126436781609,2.466666666666667,1.6952717097153223,2.3468337419948377,7.145312427849419,3.8999812482720375,0.3785,2.4829,0.8584965458758561,13,100,25.73904090387344,0.0097793735445795,0.0297748741524699,0.016251416860611947
1,1,35.8948401,128.6108953,107356,SPLY_LS,5.4582102863219175,22,1.6154688569472964,1.7385626283367557,1.5608488792622834,1.0,1.0,1.0,1.0,1.6,1.082040285716263,7.471264367816092,17.857142857142858,9.859152944288876,1.547126436781609,3.3000000000000003,2.050709362322729,7.701065080626144,21.10882891509861,7.687108126205241,3.6684,8.1373,2.47405736212375,13,150,47.91968132310255,0.0320907232442231,0.0879615455306616,0.0320325639173035
2,1,35.890437,128.6039201,73313,PIPE_LM,3.7182269888809656,27,1.373223819301848,1.862532511978097,1.6087761701477794,1.0,1.0,1.0,1.2,1.4,1.0884809366370087,17.857142857142858,17.857142857142858,9.073203679520352,2.585714285714286,2.840816326530613,1.7431104096551813,4.345598302338505,44.320708637351565,7.3898260746065505,0.4374,5.9138,2.512448445429481,50,100,23.273319705210575,0.0181083254057596,0.1846866089272758,0.03079377474418917
3,2,35.89857815,128.6041736,143359,SPLY_LS,7.277534000002923,16,1.6140451745379876,1.7455167693360711,1.6057528286996503,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,14.22222222222222,8.748237423525369,1.547126436781609,2.5777777777777775,1.9868947067392175,2.9014239306293006,8.043560175167695,4.248471742662927,0.7604,1.7293,0.7896328522968266,13,100,50.18566514802712,0.0120903785901288,0.0335179174279325,0.017703594175263508
4,1,35.8954174,128.6096018,245306,PIPE_LM,6.387179434234732,24,1.6726899383983571,1.7526899383983574,1.5771208077016772,1.0,1.0,1.0,1.2,1.2,1.0467797715766545,6.666666666666667,14.22222222222222,8.789889297017812,2.1333333333333337,3.3000000000000003,1.988158826176556,5.1880674570451015,13.490284710596164,6.012728640389733,0.1669,7.0042,1.7735616718084657,80,150,49.04836169681389,0.0216189364968797,0.0562146909032897,0.025055340880935986
5,1,35.8960453,128.6009302,143211,SPLY_LS,13.800348151893804,24,1.625160848733744,1.792662559890486,1.6378473801857925,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,14.22222222222222,8.24157658064522,1.547126436781609,2.5777777777777775,1.7127218181226693,2.241835262814255,6.610553578715501,4.03811774835366,0.3509,3.0687,1.183309524531728,13,100,25.550098658085464,0.0093418396319101,0.0275465072901864,0.016827038563277073
6,1,35.8979493,128.6042737,106802,SPLY_LS,6.925832555097114,22,1.702422997946612,1.74217659137577,1.6844897533376646,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,14.22222222222222,7.91628890822486,1.547126436781609,2.5777777777777775,1.6672011139305387,3.977128986328045,7.52436575336309,4.171381686050005,1.2878,3.4158,1.2815427073978942,13,80,22.63966196203263,0.0165728953424782,0.0313544083125516,0.017382356054854615
7,5,35.8952774,128.6101531,245302,SPLY_LS,6.9936724839440245,25,1.6729637234770705,1.7400958247775495,1.6049429823720756,1.0,1.0,1.0,1.0,1.2,1.0303576696190082,7.471264367816092,11.428571428571429,8.230144552587669,1.547126436781609,2.16986301369863,1.678599724185472,3.29057690626739,12.604472512292295,6.491901099123991,0.9262,6.2024,2.62841665904918,13,80,22.347398607147348,0.0137119984972615,0.0525234671823476,0.027052076475104585
8,1,35.8938976,128.5983609,142119,PIPE_LM,8.407063955836193,27,1.5126899383983572,1.712662559890486,1.565427984801138,1.0,1.3,1.0186873058428845,1.2,1.4,1.1187070997610866,6.666666666666667,20.833333333333332,9.72120865053279,2.1333333333333337,4.966666666666667,2.1976414825835406,5.446902217806149,19.35919431283192,6.24345532585299,0.3547,2.9064,1.0899493029887737,80,300,66.29789259657346,0.0226975138867091,0.0806707306612862,0.026016790515595658
9,4,35.89371025,128.59912815,142115,SPLY_LS,6.4465732316027395,19,1.7000136892539357,1.7237234770704997,1.6312395758012972,1.0,1.0,1.0,1.0,1.0,1.0,7.471264367816092,14.22222222222222,9.063222147790063,1.547126436781609,2.5777777777777775,1.7897717299372515,5.151423908203675,7.997229247730292,4.633412508042782,1.9675,3.6123,1.5035002399895077,13,80,29.973776548585143,0.0214662409966801,0.0333248541367545,0.019307661591639626
