FTR_IDN,RN_CD,RN,ROAD_BT,ROA_CLS_SE
324768,4235262,연암공원로32길,6.0,4
324769,4235226,산격로13길,7.0,4
324770,,,,
324771,3145017,대구체육관로,30.0,3
324772,3145029,산격로,14.0,3
324775,4235255,연암공원로14길,6.0,4
324776,4235255,연암공원로14길,6.0,4
324777,,,,
324778,,,,
324779,4235234,산격로북9길,6.0,4
324780,4235255,연암공원로14길,6.0,4
324782,3145033,연암공원로,10.0,3
324783,,,,
324785,3145033,연암공원로,10.0,3
324786,3145033,연암공원로,10.0,3
324787,3145033,연암공원로,10.0,3
324795,3145033,연암공원로,4.0,3
324796,,,,
324797,3145033,연암공원로,10.0,3
324798,3145033,연암공원로,2.0,3
324799,,,,
324800,4235255,연암공원로14길,6.0,4
324802,4235255,연암공원로14길,6.0,4
324843,4235234,산격로북9길,6.0,4
324844,4235225,산격로11길,6.0,4
324845,4235251,연암공원로10길,6.0,4
324846,4235251,연암공원로10길,6.0,4
324848,4235251,연암공원로10길,6.0,4
324849,,,,
324891,3145033,연암공원로,10.0,3
324892,3145034,연암로,25.0,3
324893,4235267,연암로12길,8.0,4
324939,,,,
324940,4235233,산격로9길,15.0,4
324941,4235233,산격로9길,15.0,4
324942,,,,
324943,3145017,대구체육관로,30.0,3
325181,,,,
329428,,,,
329429,,,,
329430,,,,
329431,4235255,연암공원로14길,6.0,4
407185,4235233,산격로9길,15.0,4
407186,4235233,산격로9길,15.0,4
407187,4235233,산격로9길,15.0,4
407188,4235233,산격로9길,15.0,4
407189,4235233,산격로9길,15.0,4
407190,4235233,산격로9길,15.0,4
407191,3145029,산격로,6.0,3
407192,3145029,산격로,6.0,3
407206,,,,
407211,3145021,대학로,35.0,3
407421,4235234,산격로북9길,6.0,4
407422,4235235,산격로서9길,4.0,4
407424,4235255,연암공원로14길,6.0,4
408303,3145033,연암공원로,8.0,3
408305,,,,
408306,,,,
408307,,,,
408308,,,,
408309,,,,
408602,4235251,연암공원로10길,6.0,4
408628,4235146,대학로25길,6.0,4
411542,4235147,대학로9길,6.0,4
411543,3145017,대구체육관로,30.0,3
411544,4235147,대학로9길,6.0,4
411654,4235147,대학로9길,6.0,4
411762,4235146,대학로25길,3.0,4
412000,3145017,대구체육관로,30.0,3
412753,3145029,산격로,14.0,3
413291,4235235,산격로서9길,5.0,4
413292,4235235,산격로서9길,3.0,4
413296,4235235,산격로서9길,5.0,4
413297,4235235,산격로서9길,5.0,4
413298,4235225,산격로11길,6.0,4
413300,4235235,산격로서9길,5.0,4
413303,4235251,연암공원로10길,5.0,4
413304,4235251,연암공원로10길,5.0,4
414353,4235265,연암공원로7길,3.0,4
414354,4235265,연암공원로7길,3.0,4
414361,4235265,연암공원로7길,3.0,4
415362,3007005,동북로,35.0,3
415363,,,,
415364,,,,
415692,,,,
415693,,,,
415694,,,,
415695,,,,
415765,3145017,대구체육관로,30.0,3
415766,3145021,대학로,35.0,3
416928,4235256,연암공원로15길,6.0,4
416929,4235256,연암공원로15길,6.0,4
417712,3145021,대학로,35.0,3
417714,3145021,대학로,35.0,3
418132,4235128,대동로10길,8.0,4
418133,3145021,대학로,35.0,3
418134,3145021,대학로,35.0,3
418135,3145021,대학로,35.0,3
418147,4235251,연암공원로10길,6.0,4
418174,3007005,동북로,35.0,3
418928,3145033,연암공원로,10.0,3
418929,4235266,연암공원로8길,6.0,4
418930,4235266,연암공원로8길,6.0,4
419196,4235123,대구체육관로12길,7.0,4
419200,3145017,대구체육관로,30.0,3
419203,4235123,대구체육관로12길,7.0,4
420515,4235231,산격로6길,6.0,4
420516,4235231,산격로6길,6.0,4
420752,,,,
420931,4235251,연암공원로10길,6.0,4
426855,3145034,연암로,25.0,3
427780,,,,
427781,,,,
430998,4235233,산격로9길,4.0,4
434486,4235262,연암공원로32길,6.0,4
435127,4235224,산격로10길,8.0,4
436645,3145034,연암로,25.0,3
436646,3145017,대구체육관로,30.0,3
436993,4235122,대구체육관로11길,2.0,4
437122,3145033,연암공원로,10.0,3
437815,3145017,대구체육관로,30.0,3
437816,3145017,대구체육관로,30.0,3
437817,3145017,대구체육관로,30.0,3
437818,3145017,대구체육관로,30.0,3
439264,3145021,대학로,35.0,3
439266,3145017,대구체육관로,30.0,3
439267,3145017,대구체육관로,30.0,3
439268,4235233,산격로9길,15.0,4
439842,3145029,산격로,14.0,3
439844,3145029,산격로,14.0,3
439845,,,,
439847,3145017,대구체육관로,30.0,3
439848,3145029,산격로,14.0,3
439856,4235233,산격로9길,15.0,4
439876,4235227,산격로14길,3.0,4
439877,,,,
439878,4235146,대학로25길,6.0,4
439879,4235227,산격로14길,3.0,4
440011,4235225,산격로11길,3.0,4
440012,4235225,산격로11길,3.0,4
440291,4235143,대학로15길,5.0,4
440580,4235134,대동로8길,3.0,4
440581,4235134,대동로8길,3.0,4
442730,4235143,대학로15길,5.0,4
442731,4235143,대학로15길,5.0,4
443322,,,,
443336,4235231,산격로6길,6.0,4
443629,4235144,대학로17길,3.0,4
447922,4235146,대학로25길,3.0,4
448269,4235233,산격로9길,2.0,4
448649,4235235,산격로서9길,3.0,4
450436,,,,
452801,,,,
452817,4235257,연암공원로17길,6.0,4
455022,4235280,연암로4길,8.0,4
456171,4235225,산격로11길,5.0,4
459327,4235266,연암공원로8길,6.0,4
459328,4235266,연암공원로8길,6.0,4
459332,3145033,연암공원로,10.0,3
459333,4235266,연암공원로8길,6.0,4
459335,4235266,연암공원로8길,6.0,4
459336,4235266,연암공원로8길,6.0,4
461744,4235257,연암공원로17길,4.0,4
461919,4235280,연암로4길,4.0,4
463596,4235280,연암로4길,8.0,4
463668,3145034,연암로,25.0,3
463697,3145034,연암로,25.0,3
465916,4235254,연암공원로13길,6.0,4
465919,4235145,대학로23길,7.0,4
470705,4235234,산격로북9길,5.0,4
470706,,,,
470707,4235234,산격로북9길,5.0,4
470708,,,,
470709,4235234,산격로북9길,5.0,4
470710,4235234,산격로북9길,5.0,4
470711,4235234,산격로북9길,5.0,4
470712,4235234,산격로북9길,5.0,4
470713,,,,
470714,,,,
470715,4235225,산격로11길,6.0,4
471694,3145033,연암공원로,3.0,3
472853,3145017,대구체육관로,30.0,3
477327,4235128,대동로10길,8.0,4
478285,3145021,대학로,35.0,3
