FTR_IDN,RN_CD,RN,ROAD_BT,ROA_CLS_SE
494207,2018002,경북대로,18.0,2
494208,2018002,경북대로,18.0,2
494241,4742243,정3길,2.0,4
494242,1000023,중앙고속도로,40.0,1
494243,,,,
494244,,,,
494245,4742135,삽령길,7.0,4
494325,3308077,도군로,8.0,3
494326,3308077,도군로,8.0,3
494327,,,,
494328,,,,
494373,4855924,도담마을길,11.208,4
494585,4742306,내외량길,4.0,4
