DATA_SOURCE,FTR_CDE,FTR_IDN,HJD_CDE,SHT_NUM,MNG_CDE,MOP_CDE,STD_DIP,BYC_LEN,JHT_CDE,LOW_DEP,HGH_DEP,CNT_NUM,SYS_CHK,PIP_LBL,IQT_CDE,GIS_IDN,FTC_CDE,CLS_YMD,MET_IDN,GU_CDE,SMZ_NUM,MDZ_NUM,LGZ_NUM,AVG_DEP,WTP_CDE,PIP_TYPE,IST_YMD,FNS_YMD,BEG_YMD,DAYS_SINCE_BEG,YEARS_SINCE_BEG,design_pressure,thickness,K_material,fatigue_limit,K_diameter,K_age,K_soil,K_traffic,K_vibration,hoop_stress,K_stress,K_repair,K_total,0470_low_total_cycles,0470_high_total_cycles,0470_low_fatigue_damage,0470_high_fatigue_damage,0470_D_base,0470_D_final,0470_remaining_life_years,0480_low_total_cycles,0480_high_total_cycles,0480_low_fatigue_damage,0480_high_fatigue_damage,0480_D_base,0480_D_final,0480_remaining_life_years,0490_low_total_cycles,0490_high_total_cycles,0490_low_fatigue_damage,0490_high_fatigue_damage,0490_D_base,0490_D_final,0490_remaining_life_years,0520_low_total_cycles,0520_high_total_cycles,0520_low_fatigue_damage,0520_high_fatigue_damage,0520_D_base,0520_D_final,0520_remaining_life_years
PIPE_LM,SA001,198939,2723061000,35803035,54000,12,700,309.0,,0,0,20119006912.0,1,700-ST-86,IQT903,198939,SA003,,,B,240,520,P0,1.2,SS00201,ST,1986-01-01,1986-01-01,1986-01-01,14491.0,39.67419575633128,2.0,19.8,0.9,1000000,1.0972955074527655,1.7934839151266255,1.0,1.0,1.05,35.35353535353535,4.335353535353535,0.0,8.062642702336177,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.0417036162456987,22.97873589926721,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.0396766678703314,24.203729387460942,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0397218186694645,24.175080937790316,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.0335974352727699,28.764176696263466
PIPE_LM,SA001,4149,2723063100,35803035,54000,12,700,83.0,,0,0,20119006912.0,1,700-ST-86,IQT903,4149,SA003,,,B,210,521,P0,1.2,SS00201,ST,1986-01-01,1986-01-01,1986-01-01,14491.0,39.67419575633128,2.0,19.8,0.9,1000000,1.0972955074527655,1.7934839151266255,1.0,1.0,1.05,35.35353535353535,4.335353535353535,0.0,8.062642702336177,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.0417036162456987,22.97873589926721,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.0396766678703314,24.203729387460942,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0397218186694645,24.175080937790316,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.0335974352727699,28.764176696263466
PIPE_LM,SA001,175747,2723061000,35803035,54000,12,800,18.26,,0,0,20119006912.0,1,800-ST-79,IQT903,175747,SA002,,,B,60,515,P0,1.2,SS00201,ST,1979-01-01,1979-01-01,1979-01-01,17048.0,46.67488021902806,2.0,21.4,0.9,1000000,1.1039720770839918,1.9334976043805612,1.0,1.0,1.05,37.38317757009346,4.538317757009346,0.0,9.154369459782783,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.0473505183122534,20.11909300349132,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.045049109830064,21.19799689210813,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0451003742990388,21.17276498348953,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.0381467152573878,25.214576884344723
PIPE_LM,SA001,427780,2723061000,35803035,54000,4,400,5.2,,0,0,20129000952.0,1,400-DTC-94,IQT903,427780,SA003,,,B,240,520,P0,1.2,SS00201,DTC,1994-01-01,1994-01-01,1994-01-01,11569.0,31.67419575633128,1.0,8.6,1.0,1000000,1.0693147180559943,1.6334839151266256,1.0,1.0,1.05,23.255813953488374,5.451162790697675,0.0,9.997671383176868,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.0517124553459132,18.33770101053671,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.0491990407601825,19.325599535048536,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0492550277199283,19.302495933738054,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.0416607965372671,23.003381670954415
PIPE_LM,SA001,427781,2723061000,35803035,54000,4,500,6.02,,0,0,20129000952.0,1,500-DTC-11,IQT903,427781,SA003,,,B,240,520,P0,2.0,SS00201,DTC,2011-12-26,2011-12-26,2011-12-26,5001.0,13.69199178644764,1.0,9.5,1.0,1000000,1.080471895621705,1.2738398357289529,1.0,1.0,1.05,26.31578947368421,6.063157894736842,0.0,8.762266908408828,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.0453223874703992,21.064150981744188,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.0431195535696252,22.191334724402868,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0431686222643123,22.164973713481317,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.036512804320685,26.387652594886724
PIPE_LM,SA001,415362,2723061000,35803035,54000,12,700,6.22,,0,0,20119006912.0,1,700-ST-86,IQT903,415362,SA003,,,B,240,520,P0,1.2,SS00201,ST,1986-01-01,1986-01-01,1986-01-01,14491.0,39.67419575633128,2.0,19.8,0.9,1000000,1.0972955074527655,1.7934839151266255,1.0,1.0,1.05,35.35353535353535,4.335353535353535,0.0,8.062642702336177,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.0417036162456987,22.97873589926721,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.0396766678703314,24.203729387460942,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0397218186694645,24.175080937790316,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.0335974352727699,28.764176696263466
PIPE_LM,SA001,415363,2723061000,35803035,54000,12,500,5.17,,0,0,20119006912.0,1,500-ST-79,IQT903,415363,SA003,,,B,240,520,P0,1.2,SS00201,ST,1979-01-01,1979-01-01,1979-01-01,17048.0,46.67488021902806,2.0,15.1,0.9,1000000,1.080471895621705,1.9334976043805612,1.0,1.0,1.05,33.11258278145696,4.111258278145696,0.0,8.116404493305657,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.0419816964213988,22.81990451177389,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.0399412323317818,24.036783835141858,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0399866841969443,24.00832514831069,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.0338214633438293,28.567023455904017
PIPE_LM,SA001,415364,2723061000,35803035,54000,12,500,207.38,,0,0,20119006912.0,1,500-ST-86,IQT903,415364,SA003,,,B,240,520,P0,1.2,SS00201,ST,1986-01-01,1986-01-01,1986-01-01,14491.0,39.67419575633128,2.0,15.1,0.9,1000000,1.080471895621705,1.7934839151266255,1.0,1.0,1.05,33.11258278145696,4.111258278145696,0.0,7.528657327749165,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.0389416035949161,24.67947664411411,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.03704889914272,25.991355293656447,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0370910596237554,25.96067489426853,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.0313722915175971,30.87526162821374
PIPE_LM,SA001,418174,2723062000,35803035,54000,4,500,78.06,,0,0,20119006912.0,1,500-DTC-96,IQT903,418174,SA003,,,B,240,520,P0,1.2,SS00201,DTC,1996-01-01,1996-01-01,1996-01-01,10839.0,29.675564681724847,1.0,9.5,1.0,1000000,1.080471895621705,1.593511293634497,1.0,1.0,1.05,26.31578947368421,6.063157894736842,0.0,10.961167082986632,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.0566960886783942,16.637901014167856,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.0539404512737313,17.538962437027166,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0540018338093961,17.517889661480424,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.0456757312931594,20.893464465444985
PIPE_LM,SA001,210305,2723063100,35803045,54000,12,400,31.0,,0,0,20119006912.0,1,400-ST-89,IQT903,210305,SA005,,,B,243,520,P0,1.2,SS00201,ST,1989-01-01,1989-01-01,1989-01-01,13395.0,36.6735112936345,2.0,12.7,0.9,1000000,1.0693147180559943,1.73347022587269,1.0,1.0,1.05,31.496062992125985,3.949606299212599,0.0,6.918429925588134,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.0357852328686083,26.944487707308557,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.0340459395853154,28.372078203161557,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0340846827928987,28.33869169550671,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.028829443421422,33.686760524032145
PIPE_LM,SA001,308843,2723063100,35803045,54000,4,200,2.0,,0,0,2004540000000.0,1,200-DTC-04,IQT903,308843,SA005,,,B,243,520,P0,1.3,SS00201,DTC,2004-12-01,2004-12-01,2004-12-01,7582.0,20.758384668035593,1.0,6.3,1.0,1000000,1.0346573590279973,1.4151676933607118,1.0,1.0,1.05,15.873015873015872,3.9746031746031742,0.0,6.110651708597699,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.0316070404301361,30.63852060778637,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.0300708225905947,32.254826900304735,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0301050422401628,32.21702696918689,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.025463391202312,38.27206679011401
PIPE_LM,SA001,210308,2723061000,35803045,54000,12,400,4.0,,0,0,20119006912.0,1,400-ST-89,IQT903,210308,SA005,,,B,240,520,P0,1.2,SS00201,ST,1989-01-01,1989-01-01,1989-01-01,13395.0,36.6735112936345,2.0,12.7,0.9,1000000,1.0693147180559943,1.73347022587269,1.0,1.0,1.05,31.496062992125985,3.949606299212599,0.0,6.918429925588134,1389.5,37829.5,0.0013895,0.00378295,0.00517245,0.0357852328686083,26.944487707308557,1428.0,34930.5,0.001428,0.00349305,0.00492105,0.0340459395853154,28.372078203161557,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0340846827928987,28.33869169550671,1302.5,28645.5,0.0013025,0.00286455,0.00416705,0.028829443421422,33.686760524032145
