repair_id,복구타입,위도,경도,주소,작업일시,구군
243,지상누수,35.8955456,128.6022247,북구 산격로서9길 8-36 (산격동) / 1437-11번지,2011-03-07 13:30:00,북구
244,지상누수,35.8952274,128.598819,"북구 연암공원로 49-1, 태왕감자탕 (산격동) / 1151-8번지",2011-11-15 17:30:00,북구
245,지상누수,35.8905587,128.6027877,북구 대구체육관로4길 15 (산격동) / 1401-10번지,2011-04-13 18:00:00,북구
246,지상누수,35.8948435,128.6078796,"북구 산격로10길 24, (비디오) (산격동) / 1326-48번지",2011-07-12 11:25:00,북구
247,지상누수,35.8921334,128.6036122,북구 대구체육관로8길 10-1 (산격동) / 1498-39번지,2012-05-08 12:30:00,북구
248,지상누수,35.8901998,128.6039509,북구 연암로2길 49 (산격동) / 1498-71번지,2011-09-07 12:30:00,북구
249,지상누수,35.8950004,128.6102705,"북구 산격로10길 45, 왕중손짜장942-0637 (산격동) / 1307-66번지",2011-12-18 12:30:00,북구
250,지상누수,35.8918433,128.6064363,북구 대학로9길 14-14 (산격동) / 1416-21번지,2011-12-12 14:00:00,북구
251,지상누수,35.8942835,128.6062351,북구 대학로9길 38-3 (산격동) / 1409-3번지,2011-12-14 11:30:00,북구
252,지상누수,35.8963222,128.6016409,북구 연암공원로14길 16-1 (산격동) / 1434-30번지,2012-01-06 21:30:00,북구
253,지상누수,35.8950986,128.6053886,"북구 산격로 50, 혜인어린이집자납 (산격동) / 1408-39번지",2011-09-03 12:00:00,북구
254,지상누수,35.8892791,128.6026847,북구 연암로2길 20 (산격동) / 1391-2번지,2011-09-24 11:30:00,북구
255,지상누수,35.8978484,128.6039147,북구 연암공원로20길 26-13 (산격동) / 1190-9번지,2011-11-21 18:00:00,북구
256,지상누수,35.8959807,128.6123805,북구 대학로 129-8 (산격동) / 1279-11번지,2011-12-15 12:30:00,북구
257,지상누수,35.8906001,128.6050173,"북구 대학로 37, 썬팅경보기 (산격동) / 1498-12번지",2012-02-06 21:00:00,북구
258,지상누수,35.8947208,128.6107649,"북구 대학로23길 10, 리더고시텔 (산격동) / 1308-9번지",2011-12-01 13:00:00,북구
259,지상누수,35.8903335,128.6037453,북구 연암로4길 42-7 (산격동) / 1498-79번지,2012-01-03 18:30:00,북구
260,지상누수,35.8937121,128.6087386,"북구 대학로17길 15 (산격동,치킨마루) / 1314-7번지",2012-05-24 15:10:00,북구
261,지상누수,35.8944942,128.6004553,북구 연암공원로10길 17 (산격동) / 1435-16번지,2011-11-18 13:30:00,북구
262,지상누수,35.8943564,128.6046949,북구 대구체육관로11길 40 (산격동) / 1425-10번지,2011-12-23 14:00:00,북구
263,지상누수,35.888788,128.6021374,북구 연암로2길 6 (산격동) / 1390-7번지,2012-05-17 14:25:00,북구
264,지상누수,35.8921106,128.6071623,북구 대학로13길 3-10 (산격동) / 1414-55번지,2012-02-29 12:15:00,북구
265,지상누수,35.8924261,128.6064154,"북구 산격로6길 10-3, 새대구지업사 (산격동) / 1414-91번지",2011-12-13 14:00:00,북구
266,지상누수,35.8931034,128.5975124,"북구 연암공원로 24, 용수바람빌리지 (산격동) / 1073-1번지",2011-12-16 21:00:00,북구
267,지상누수,35.8933408,128.6062061,북구 대학로9길 24-11 (산격동) / 1411-9번지,2012-01-30 18:50:00,북구
268,지상누수,35.8935898,128.6044517,"북구 대구체육관로11길 23, 알뜰쇼핑 (산격동) / 1430번지",2012-02-21 13:00:00,북구
269,지상누수,35.8940868,128.6042889,북구 대구체육관로11길 31 (산격동) / 1426-10번지,2011-12-19 21:30:00,북구
270,지상누수,35.8944692,128.5984373,북구 연암공원로 41-1 (산격동) / 1141-9번지,2012-03-27 10:35:00,북구
271,지상누수,35.8976809,128.6005573,북구 연암공원로 81-16 (산격동) / 1183-28번지,2012-02-06 16:00:00,북구
272,지상누수,35.8948508,128.6084893,북구 산격로10길 30 (산격동) / 1314-43번지,2012-04-25 16:10:00,북구
273,지상누수,35.8937121,128.6087386,"북구 대학로17길 15, 치킨마루 (산격동) / 1314-7번지",2012-03-22 19:10:00,북구
274,지상누수,35.8899469,128.6035962,북구 연암로2길 43 (산격동) / 1498-93번지,2012-04-30 11:50:00,북구
275,지상누수,35.892658,128.597828,북구 연암공원로 22-35 (산격동) / 1099-28번지,2011-12-13 11:30:00,북구
276,지상누수,35.8941288,128.5978432,북구 연암공원로 31-6 (산격동) / 1131-4번지,2012-09-28 20:00:00,북구
277,지상누수,35.8963482,128.6060171,북구 대학로9길 62 (산격동) / 1246-1번지,2012-03-07 14:10:00,북구
278,지상누수,35.8940868,128.6042889,북구 대구체육관로11길 31 (산격동) / 1426-10번지,2012-10-26 13:10:00,북구
279,지상누수,35.8905349,128.6033322,북구 산격로1길 31-32 (산격동) / 1401-66번지,2012-12-10 19:30:00,북구
280,지상누수,35.8919494,128.6032447,"북구 대구체육관로8길 12 (산격동,보경장) / 1498-40번지",2012-10-22 13:15:00,북구
281,지상누수,35.8947138,128.6112679,"북구 대학로23길 5, 봉대박스파게티 (산격동) / 1321-2번지",2012-02-02 17:30:00,북구
282,지상누수,35.8974475,128.6082208,북구 대동로4길 9 (산격동) / 1253-10번지,2012-02-24 15:00:00,북구
283,지상누수,35.8939062,128.6061585,북구 산격로8길 9-3 (산격동) / 1409-41번지,2012-12-20 20:30:00,북구
284,지상누수,35.8967216,128.6108766,북구 대동로 40 (산격동) / 1268-1번지,2012-12-24 14:00:00,북구
285,지상누수,35.894585,128.6053741,"북구 산격로 46 (산격동,초원건강원) / 1410-44번지",2012-12-06 11:00:00,북구
286,지상누수,35.8938053,128.609037,"북구 대학로17길 18, 프론티어1 (산격동) / 1313-4번지",2011-12-10 22:30:00,북구
287,지상누수,35.8952075,128.610789,북구 산격동 1307-26 폐전(06.11.10),2011-12-14 12:30:00,북구
288,지상누수,35.8948166,128.6104906,"북구 산격로10길 48, 하나빌라101호 (산격동) / 1308-13번지",2011-12-16 13:00:00,북구
289,지상누수,35.8961785,128.600401,북구 연암공원로 66-32 (산격동) / 1161-42번지,2011-12-24 14:00:00,북구
290,지상누수,35.8974475,128.6082208,북구 대동로4길 9 (산격동) / 1253-10번지,2011-12-07 13:50:00,북구
291,지상누수,35.8917398,128.606704,북구 대학로 59-22 (산격동) / 1416-10번지,2011-12-13 12:30:00,북구
292,지상누수,35.895344,128.6100321,북구 대학로25길 21-1 (산격동) / 1307-49번지,2012-01-25 16:35:00,북구
293,지상누수,35.8980051,128.6067201,"북구 산격로 88-1, 얼음막걸리 (산격동) / 1232-5번지",2011-12-23 13:30:00,북구
294,지상누수,35.8964534,128.607266,북구 대학로13길 51-16 (산격동) / 1248-11번지,2012-09-21 16:30:00,북구
295,지상누수,35.8899349,128.6025993,북구 연암로4길 25 (산격동) / 1395-6번지,2012-10-24 12:10:00,북구
296,지상누수,35.8942875,128.6098293,북구 대학로23길 18-3 (산격동) / 1309-20번지,2012-07-30 09:15:00,북구
297,지상누수,35.8961893,128.6011194,북구 산격로11길 36-15 (산격동) / 1434-79번지,2012-07-05 19:35:00,북구
298,지상누수,35.894859,128.6107751,북구 대학로23길 10-1 (산격동) / 1308-7번지,2012-12-02 12:00:00,북구
299,지상누수,35.8948166,128.6104906,"북구 산격로10길 48 (산격동,하나빌라) / 1308-13번지",2012-09-24 11:30:00,북구
300,지상누수,35.8975383,128.6066399,북구 대동로 2-23 (산격동) / 1234-6번지,2013-06-07 12:00:00,북구
301,지상누수,35.8952507,128.598274,"북구 연암공원로 55-21 (산격동,(급수중지 2012.5.30)) / 1136-14번지",2012-11-27 12:30:00,북구
302,지상누수,35.8944278,128.6099339,북구 대학로23길 18-10 (산격동) / 1309-4번지,2013-07-30 15:00:00,북구
303,지상누수,35.8935602,128.5984186,북구 연암공원로8길 18-4 (산격동) / 1105-4번지,2013-07-01 20:30:00,북구
304,지상누수,35.8940889,128.6099565,"북구 대학로23길 19 (산격동,베로커피) / 1327-11번지",2012-08-21 19:45:00,북구
305,지상누수,35.8976705,128.6018008,"북구 연암공원로 90-8, 자납,최정숙 (산격동) / 1185-49번지",2013-01-17 16:00:00,북구
306,지상누수,35.8950436,128.6055463,"북구 산격로10길 1 (산격동,피자앤) / 1408-20번지",2012-06-04 12:20:00,북구
307,지상누수,35.8914124,128.5968645,북구 연암로 66-12 (산격동) / 993-14번지,2012-08-30 12:30:00,북구
308,지상누수,35.8965721,128.6112018,"북구 대동로 42-1 (산격동,푸르미캐슬) / 1268-3번지",2012-09-11 17:20:00,북구
309,지상누수,35.8922664,128.6035592,"북구 대구체육관로8길 5 (산격동,부국생태탕) / 1497-44번지",2013-05-21 13:30:00,북구
310,지상누수,35.8909028,128.6040928,"북구 연암로4길 59 (산격동,대성이용원) / 1498-194번지",2013-02-15 15:00:00,북구
311,지상누수,35.8918834,128.6050608,"북구 산격로 15 (산격동,오종인쇄소) / 1433-60번지",2012-12-04 15:30:00,북구
312,지상누수,35.890609,128.6032882,북구 산격로1길 31-30 (산격동) / 1401-65번지,2013-02-04 15:00:00,북구
313,지상누수,35.8963635,128.6005926,북구 연암공원로 66-13 (산격동) / 1161-46번지,2013-01-13 11:00:00,북구
314,지상누수,35.8963992,128.5987661,"북구 연암공원로11길 3-24 (산격동,금고본인) / 1167-3번지",2013-01-29 13:30:00,북구
315,지상누수,35.8970288,128.6009761,북구 연암공원로 82-12 (산격동) / 1186-15번지,2013-01-26 14:00:00,북구
316,지상누수,35.8947855,128.6115404,"북구 대학로 115 (산격동,(S.K텔레콤)자납) / 1320-5번지",2013-07-29 17:30:00,북구
317,지상누수,35.8935864,128.6046368,"북구 대구체육관로11길 22 (산격동,파랑새마을) / 1429-20번지",2013-06-07 16:00:00,북구
318,지상누수,35.8970207,128.6069701,"북구 대학로9길 74-7 (산격동,자납,김정기) / 1242-5번지",2013-04-03 13:10:00,북구
319,지상누수,35.8920494,128.6057983,북구 대학로9길 13 (산격동) / 1421-23번지,2013-10-23 12:10:00,북구
320,지상누수,35.8968985,128.5996514,북구 연암공원로13길 6-2 (산격동) / 1180-59번지,2013-09-23 20:05:00,북구
321,지상누수,35.890267,128.6038772,북구 연암로4길 42-9 (산격동) / 1498-35번지,2013-01-03 15:25:00,북구
322,지상누수,35.8958679,128.6034297,북구 산격로11길 17 (산격동) / 1423-40번지,2013-06-04 12:00:00,북구
323,지상누수,35.8968767,128.6080844,북구 대동로8길 26-2 (산격동) / 1252-4번지,2013-11-20 19:35:00,북구
324,지상누수,35.8964105,128.5988983,북구 연암공원로11길 3-6 (산격동) / 1166-2번지,2013-01-29 20:00:00,북구
325,지상누수,35.8927626,128.6040563,"북구 대구체육관로9길 2 (산격동,스시로 회) / 1430-30번지",2013-03-05 12:30:00,북구
326,지상누수,35.8919607,128.5968657,북구 연암로12길 9-6 (산격동) / 1051-2번지,2013-01-05 10:15:00,북구
327,지상누수,35.8964988,128.6085216,"북구 대동로8길 21-2 (산격동,401호 동원빌라) / 1249-3번지",2013-04-29 14:30:00,북구
328,지상누수,35.8957541,128.612599,"북구 대학로 129 (산격동,탑부동산) / 1279-21번지",2013-03-22 17:00:00,북구
329,지상누수,35.8959285,128.612761,"북구 대학로 131, 편의점 (산격동) / 1279-7번지",2013-08-31 09:50:00,북구
330,지상누수,35.8945009,128.6106126,"북구 대학로23길 11, (공용함) (산격동,무진원룸) / 1321-11번지",2013-08-30 17:40:00,북구
331,지상누수,35.8930396,128.6087085,"북구 대학로17길 9 (산격동,다모아 미용실) / 1393-1번지",2013-02-14 11:50:00,북구
332,지상누수,35.895344,128.6100321,북구 대학로25길 21-1 (산격동) / 1307-49번지,2013-04-24 22:00:00,북구
333,지상누수,35.8959559,128.6044328,북구 연암공원로14길 46-1 (산격동) / 1423번지,2013-01-09 15:30:00,북구
334,지상누수,35.8966439,128.6027469,북구 연암공원로14길 25-3 (산격동) / 1195-49번지,2013-01-05 15:05:00,북구
335,지상누수,35.8959285,128.612761,"북구 대학로 131, 편의점 (산격동) / 1279-7번지",2013-08-27 16:35:00,북구
336,지상누수,35.8940245,128.6093829,북구 대동로6길 38 (산격동) / 1313-56번지,2013-04-17 13:00:00,북구
337,지상누수,35.89267,128.6042972,"북구 대구체육관로 47 (산격동,남원골) / 1430-28번지",2014-05-05 14:50:00,북구
338,지상누수,35.8950104,128.610865,북구 산격로10길 49-2 (산격동) / 1307-24번지,2014-05-31 17:35:00,북구
339,지상누수,35.8974142,128.606475,"북구 대학로9길 73-4, 대학로9길 73-4 (산격동) / 1234-12번지",,북구
340,지상누수,35.8952943,128.6093955,북구 대동로6길 24 (산격동) / 1312-74번지,2013-08-26 13:15:00,북구
341,지상누수,35.8921334,128.6036122,북구 대구체육관로8길 10-1 (산격동) / 1498-39번지,2014-03-31 18:20:00,북구
342,지상누수,35.8942994,128.6059823,북구 대학로9길 38-1 (산격동) / 1409-49번지,2013-07-25 19:00:00,북구
343,지상누수,35.8917172,128.6032125,북구 대구체육관로8길 18 (산격동) / 1498-43번지,2013-08-31 18:30:00,북구
344,지상누수,35.8967871,128.6097942,북구 대동로8길 10 (산격동) / 1266-6번지,2014-04-14 17:55:00,북구
345,지상누수,35.8980531,128.6052826,북구 연암공원로32길 56-4 (산격동) / 1222-39번지,2013-10-21 13:05:00,북구
346,지상누수,35.8980324,128.6046759,북구 연암공원로32길 62-13 (산격동) / 1197-15번지,2013-02-21 16:00:00,북구
347,지상누수,35.8966439,128.6027469,북구 연암공원로14길 25-3 (산격동) / 1195-49번지,2013-12-29 17:30:00,북구
348,지상누수,35.8938019,128.6078556,북구 산격로8길 23-2 (산격동) / 1326-24번지,2014-01-27 17:30:00,북구
349,지상누수,35.8952054,128.597639,북구 연암공원로 55-29 (산격동) / 1136-2번지,2014-05-02 15:45:00,북구
350,지상누수,35.8967871,128.6097942,"북구 대동로8길 10, 디동 2-2 (산격동) / 1266-6번지",2014-05-07 13:50:00,북구
351,지상누수,35.8980786,128.6072778,북구 대동로 2-5 (산격동) / 1234-21번지,2014-05-23 14:20:00,북구
352,지상누수,35.8981994,128.60719,북구 대동로 2-6 (산격동) / 1232-17번지,2014-05-21 12:30:00,북구
353,지상누수,35.8954183,128.6116362,북구 대학로25길 5-2 (산격동) / 1277-1번지,2013-10-25 14:25:00,북구
354,지상누수,35.8965019,128.6100277,북구 대동로8길 9 (산격동) / 1267-25번지,2014-04-11 17:10:00,북구
355,지상누수,35.8976136,128.6049804,"북구 연암공원로32길 60 (산격동,깜미용실) / 1197-103번지",2014-04-23 17:20:00,북구
356,지상누수,35.8896873,128.6025124,"북구 연암로4길 22 (산격동,우주페인트) / 1498-141번지",2013-10-04 13:50:00,북구
357,지상누수,35.897229,128.6064352,"북구 대학로9길 71 (산격동,태양반점) / 1231-25번지",2013-11-09 20:45:00,북구
358,지상누수,35.8966676,128.6094023,북구 대동로8길 14 (산격동) / 1250-33번지,2014-03-11 17:45:00,북구
359,지상누수,35.8929835,128.5978688,북구 연암공원로6길 6-2 (산격동) / 1099-8번지,2014-05-10 12:10:00,북구
360,지상누수,35.8897072,128.6028817,북구 연암로4길 22-5 (산격동) / 1498-70번지,2013-12-24 17:55:00,북구
361,지상누수,35.8969769,128.6102656,"북구 대동로 34 (산격동,서울막창) / 1241-15번지",2013-10-09 21:50:00,북구
362,지상누수,35.8955753,128.6048381,북구 산격로 57-5 (산격동) / 1422-8번지,2013-11-14 11:25:00,북구
363,지상누수,35.8924459,128.6078682,"북구 산격로6길 24-1 (산격동,당구장) / 1400-11번지",2013-11-20 17:50:00,북구
364,지상누수,35.8931545,128.605574,북구 산격로 30-2 (산격동) / 1413-40번지,,북구
365,지상누수,35.8930412,128.6055699,북구 산격로 28-5 (산격동) / 1413-7번지,2013-11-06 19:10:00,북구
366,지상누수,35.8966845,128.6057377,북구 산격로14길 3-14 (산격동) / 1230-5번지,2014-11-17 17:30:00,북구
367,지상누수,35.8915586,128.6029318,북구 산격로1길 50 (산격동) / 1498-60번지,2014-10-05 14:30:00,북구
368,지상누수,35.8902302,128.6035788,북구 연암로4길 42-1 (산격동) / 1498-125번지,2014-06-10 16:50:00,북구
369,지상누수,35.8903448,128.603526,"북구 연암로4길 46 (산격동,해피빌) / 1498-22번지",2014-06-10 14:50:00,북구
370,지상누수,35.8901375,128.6034434,북구 연암로4길 42-4 (산격동) / 1498-132번지,2014-06-10 16:50:00,북구
371,지상누수,35.8952774,128.6101531,북구 대학로25길 17-4 (산격동) / 1307-60번지,2014-09-02 12:05:00,북구
372,지상누수,35.8919728,128.6056276,북구 산격동 1421-22,2014-10-24 12:30:00,북구
373,지상누수,35.8967756,128.6080835,북구 대동로8길 26-1 (산격동) / 1252-12번지,2014-10-13 16:00:00,북구
374,지상누수,35.8965674,128.6053964,"북구 산격로 68 (산격동,진주남양) / 1229-3번지",2014-09-01 13:42:00,북구
375,지상누수,35.8979908,128.6069095,북구 대동로 2-12 (산격동) / 1232-11번지,2014-06-12 13:00:00,북구
376,지상누수,35.8913697,128.6059763,북구 대학로9길 6-1 (산격동) / 1417-31번지,2014-04-11 08:25:00,북구
377,지상누수,35.8957862,128.5993193,북구 연암공원로 60 (산격동) / 1155-7번지,2014-04-17 18:35:00,북구
378,지상누수,35.8978547,128.6071543,북구 대학로9길 81 (산격동) / 1234-15번지,2014-03-03 13:40:00,북구
379,지상누수,35.8968908,128.6068308,북구 대학로9길 74-8 (산격동) / 1243-4번지,2014-05-26 19:20:00,북구
380,지상누수,35.8968636,128.6085935,북구 대동로8길 22-5 (산격동) / 1250-10번지,2014-09-19 17:30:00,북구
381,지상누수,35.8976449,128.6077196,북구 대동로4길 6 (산격동) / 1241-18번지,2014-04-08 14:00:00,북구
382,지상누수,35.8972341,128.6058311,"북구 산격로 78 (산격동,황금생막창) / 1231-8번지",2014-08-17 13:25:00,북구
383,지상누수,35.892329,128.597797,북구 연암로12길 12-14 (산격동) / 1091번지,2014-08-29 11:03:00,북구
384,지상누수,35.8969911,128.6067829,북구 대학로9길 74-6 (산격동) / 1243-3번지,2014-07-29 17:25:00,북구
385,지상누수,35.8980616,128.6070068,북구 대동로 2-10 (산격동) / 1232-9번지,2014-06-12 12:30:00,북구
386,지상누수,35.8985563,128.6045313,북구 연암공원로20길 34 (산격동) / 1197-31번지,2014-11-09 11:30:00,북구
387,지상누수,35.8982902,128.6070869,"북구 산격로 94 (산격동,대원유리알미늄) / 1232-2번지",2014-06-09 12:20:00,북구
388,지상누수,35.8924255,128.6048535,"북구 대구체육관로 52-2 (산격동,평창칼국수) / 1433-37번지",2014-06-16 16:05:00,북구
389,지상누수,35.8922944,128.6080842,"북구 대학로15길 3 (산격동,당구일번지) / 1400-1번지",2014-11-22 11:30:00,북구
390,지상누수,35.8952774,128.6101531,북구 대학로25길 17-4 (산격동) / 1307-60번지,2014-08-18 16:55:00,북구
391,지상누수,35.8960033,128.6113524,"북구 대동로10길 7 (산격동,(골든힐)) / 1276-1번지",2014-07-04 13:05:00,북구
392,지상누수,35.8975337,128.6080701,북구 대동로4길 7 (산격동) / 1253-40번지,2014-06-17 18:20:00,북구
393,지상누수,35.8943345,128.6096066,"북구 대동로6길 33 (산격동,시티원룸) / 1309-39번지",2014-09-11 14:30:00,북구
394,지상누수,35.8964762,128.606353,북구 대학로9길 68-10 (산격동) / 1245-7번지,2014-07-02 13:20:00,북구
395,지상누수,35.8962384,128.6117154,북구 대동로10길 5-7 (산격동) / 1275-8번지,2014-08-13 17:55:00,북구
396,지상누수,35.8980051,128.6067201,"북구 산격로 88-1 (산격동,얼음막걸리) / 1232-5번지",2014-07-22 15:15:00,북구
397,지상누수,35.8969784,128.6055193,"북구 산격로 74 (산격동,꽃돈) / 1229-1번지",2014-07-12 17:30:00,북구
398,지상누수,35.8966922,128.6062421,북구 대학로9길 68-4 (산격동) / 1245-2번지,2014-07-15 14:20:00,북구
399,지상누수,35.8912052,128.6036036,북구 산격로1길 28 (산격동) / 1497-38번지,2014-06-29 16:20:00,북구
400,지상누수,35.8974615,128.607512,북구 대동로4길 6-8 (산격동) / 1241-20번지,2014-06-26 13:35:00,북구
401,지상누수,35.8948172,128.6029839,"북구 산격로9길 19 (산격동,태원유통) / 1428-12번지",2014-10-15 13:00:00,북구
402,지상누수,35.8901949,128.6037756,북구 연암로4길 42-11 (산격동) / 1498-90번지,2015-01-12 12:30:00,북구
403,지상누수,35.89738,128.6030015,북구 산격로13길 24-6 (산격동) / 1187-4번지,2015-05-26 08:58:00,북구
404,지상누수,35.8951718,128.6005814,북구 산격로서9길 22 (산격동) / 1435-12번지,2014-12-03 11:00:00,북구
405,지상누수,35.892329,128.597797,북구 연암로12길 12-14 (산격동) / 1091번지,2014-09-02 13:35:00,북구
406,지상누수,35.8981991,128.6053031,북구 산격로17길 9 (산격동) / 1222-43번지,2015-01-09 14:00:00,북구
407,지상누수,35.8921385,128.6031806,"북구 대구체육관로 34 (산격동,에코모텔) / 1498-55번지",2015-04-09 15:00:00,북구
408,지상누수,35.8919042,128.6053562,"북구 산격로 16 (산격동,해금정) / 1421-18번지",2015-01-08 18:30:00,북구
409,지상누수,35.8985775,128.6043622,북구 연암공원로20길 32 (산격동) / 1197-65번지,2014-10-03 16:30:00,북구
410,지상누수,35.8937944,128.5979538,"북구 연암공원로 31-2 (산격동,서당골방앗간) / 1130-4번지",2015-04-17 09:33:00,북구
411,지상누수,35.8961165,128.609198,"북구 산격로14길 35 (산격동,해피타운) / 1310번지",2015-04-29 08:52:00,북구
412,지상누수,35.8935454,128.6092832,"북구 대학로23길 28 (산격동,수까락) / 1327-1번지",2015-04-13 17:30:00,북구
413,지상누수,35.8935032,128.6074268,"북구 산격로8길 20 (산격동,아뜨리움) / 1411-65번지",2015-04-27 09:53:00,북구
414,지상누수,35.8926596,128.6056473,"북구 산격로6길 3-1 (산격동,백경식당) / 1413-32번지",2015-06-11 13:30:00,북구
415,지상누수,35.8947208,128.6107649,"북구 대학로23길 10 (산격동,리더고시텔) / 1308-9번지",2015-01-08 15:00:00,북구
416,지상누수,35.8959188,128.6064294,북구 산격로14길 10-2 (산격동) / 1406-42번지,2015-03-20 09:00:00,북구
417,지상누수,35.8898136,128.6014157,북구 연암로 18-30 (산격동) / 1441-76번지,2015-05-21 09:08:00,북구
418,지상누수,35.8924757,128.6060081,"북구 산격로6길 8-1 (산격동,안동상회) / 1414-85번지",2015-06-22 10:50:00,북구
419,지상누수,35.8940402,128.6087462,"북구 대학로17길 19 (산격동,STC광고사) / 1314-5번지",2015-06-18 14:41:00,북구
420,지상누수,35.8937242,128.5986387,북구 연암공원로 32-9 (산격동) / 1127-1번지,2015-02-09 17:00:00,북구
421,지상누수,35.8972472,128.6082531,북구 대동로4길 12-8 (산격동) / 1252-10번지,2015-01-19 08:29:00,북구
422,지상누수,35.8917993,128.605036,"북구 산격로 13-3 (산격동,매직카) / 1433-55번지",2015-04-27 09:07:00,북구
423,지상누수,35.8961666,128.6033412,북구 산격로11길 18-6 (산격동) / 1224-31번지,2015-05-19 10:12:00,북구
424,지상누수,35.8897832,128.603003,북구 연암로4길 30-4 (산격동) / 1498-130번지,2014-12-09 11:30:00,북구
425,지상누수,35.8925655,128.5980831,북구 연암공원로 22-41 (산격동) / 1099-47번지,2015-05-27 17:00:00,북구
426,지상누수,35.8940889,128.6099565,"북구 대학로23길 19 (산격동,베로커피) / 1327-11번지",2015-08-23 17:30:00,북구
427,지상누수,35.8969782,128.6081873,북구 대동로8길 24-7 (산격동) / 1252-8번지,2014-12-21 19:00:00,북구
428,지상누수,35.8962765,128.6107413,북구 대동로8길 3-7 (산격동) / 1268-11번지,2014-12-30 15:50:00,북구
429,지상누수,35.8893295,128.6025162,북구 연암로2길 17 (산격동) / 1498-166번지,2014-12-22 14:00:00,북구
430,지상누수,35.8951438,128.6105719,북구 산격로10길 49-1 (산격동) / 1307-27번지,2014-12-04 12:30:00,북구
431,지상누수,35.8947971,128.6062486,북구 산격로10길 8-1 (산격동) / 1409-2번지,2015-01-19 13:00:00,북구
432,지상누수,35.8922573,128.6037306,북구 대구체육관로10길 6-1 (산격동) / 1497-12번지,2015-01-02 12:00:00,북구
433,지상누수,35.8905349,128.6033322,북구 산격로1길 31-32 (산격동) / 1401-66번지,2014-12-17 16:30:00,북구
434,지상누수,35.8954002,128.6107026,북구 대학로25길 13-4 (산격동) / 1307-72번지,2015-01-21 15:47:00,북구
435,지상누수,35.8947494,128.6108966,북구 대학로23길 8-1 (산격동) / 1308-6번지,2015-08-05 17:30:00,북구
436,지상누수,35.897636,128.606506,북구 대동로 2-24 (산격동) / 1232-13번지,2015-07-21 16:30:00,북구
437,지상누수,35.8938858,128.6098006,"북구 대학로23길 21, 1층 (산격동,매콤돈가스) / 1331-3번지",2015-09-22 12:30:00,북구
438,지상누수,35.8973992,128.6061994,북구 산격로 82-6 (산격동) / 1231-17번지,2015-07-17 17:30:00,북구
439,지상누수,35.8969841,128.60109,북구 연암공원로 82-16 (산격동) / 1186-88번지,2015-11-09 14:00:00,북구
440,지상누수,35.8972954,128.6046739,"북구 연암공원로32길 64 (산격동,세동마트) / 1221-1번지",2015-11-12 14:00:00,북구
441,지상누수,35.8912517,128.5982398,북구 연암로 52-7 (산격동) / 1005-5번지,2015-10-05 15:00:00,북구
442,지상누수,35.8961586,128.6031679,북구 산격로11길 18-5 (산격동) / 1224-29번지,2015-11-26 12:00:00,북구
443,지상누수,35.8966605,128.6105849,북구 대동로8길 2 (산격동) / 1266-10번지,2015-09-03 16:30:00,북구
444,지상누수,35.8970081,128.6100978,북구 대동로 32-2 (산격동) / 1266-17번지,2015-09-20 15:30:00,북구
445,지상누수,35.8913032,128.603715,북구 대구체육관로10길 28-1 (산격동) / 1497-26번지,2015-06-18 14:42:00,북구
446,지상누수,35.8948508,128.6084893,북구 산격로10길 30 (산격동) / 1314-43번지,2015-10-28 16:00:00,북구
447,지상누수,35.8945367,128.6084726,북구 대학로17길 25-5 (산격동) / 1314-56번지,2015-04-23 10:38:00,북구
448,지상누수,35.8931563,128.6090031,"북구 대학로23길 34 (산격동,고니) / 1327-5번지",2015-12-08 18:00:00,북구
449,지상누수,35.8960005,128.6017319,북구 산격로11길 32-1 (산격동) / 1434-61번지,2015-12-14 15:30:00,북구
450,지상누수,35.8959292,128.5997721,북구 연암공원로12길 3-1 (산격동) / 1159-3번지,2015-10-16 14:00:00,북구
451,지상누수,35.8918834,128.6050608,"북구 산격로 15 (산격동,오종인쇄소) / 1433-60번지",2015-12-04 14:00:00,북구
452,지상누수,35.8913465,128.5973101,"북구 연암로12길 2, 고물상 (산격동) / 1018-2번지",2015-10-26 17:30:00,북구
453,지상누수,35.8968874,128.6031159,북구 산격로13길 21-5 (산격동) / 1195-94번지,2015-11-24 16:30:00,북구
454,지상누수,35.8967886,128.5994594,북구 연암공원로13길 6-1 (산격동) / 1180-134번지,2015-08-03 09:06:00,북구
455,지상누수,35.8964398,128.6101538,북구 대동로8길 7-1 (산격동) / 1267-30번지,2015-08-21 13:30:00,북구
456,지상누수,35.8980616,128.6070068,북구 대동로 2-10 (산격동) / 1232-9번지,2015-07-15 08:43:00,북구
457,지상누수,35.895277,128.6090439,북구 대학로25길 29-6 (산격동) / 1312-9번지,2016-09-21 19:30:00,북구
458,지상누수,35.8937019,128.6078629,북구 산격로8길 23-1 (산격동) / 1326-26번지,2015-12-30 12:00:00,북구
459,지상누수,35.8977553,128.6038483,북구 연암공원로32길 64-54 (산격동) / 1190-20번지,2016-02-24 13:11:00,북구
460,지상누수,35.8941288,128.5978432,북구 연암공원로 31-7 (산격동) / 878-3번지,2016-06-18 18:11:00,북구
461,지상누수,35.8961129,128.6042063,북구 산격로11길 8-1 (산격동) / 1225-11번지,2016-01-29 13:01:00,북구
462,지상누수,35.8940716,128.6047604,북구 대구체육관로11길 32 (산격동) / 1425-45번지,2015-11-19 15:00:00,북구
