wkt_geom,FTR_CDE,FTR_IDN,HJD_CDE,SHT_NUM,MNG_CDE,IST_YMD,SAA_CDE,MOP_CDE,STD_DIP,BYC_LEN,JHT_CDE,LOW_DEP,HGH_DEP,CNT_NUM,SYS_CHK,PIP_LBL,IQT_CDE,GIS_IDN,FTC_CDE,CLS_YMD,GU_CDE,SMZ_NUM,MDZ_NUM,LGZ_NUM,AVG_DEP,FNS_YMD,WTP_CDE,RMK_TXT,BEG_YMD,PIP_TYPE,PIP_TYPE_VALID
"MultiLineString ((1099233.05897519993595779 1767239.82790010003373027, 1099233.40179289993830025 1767238.86390329990535975, 1099234.46224040002562106 1767238.73571390006691217, 1099236.02271250006742775 1767238.91865439992398024, 1099237.27685649995692074 1767240.9218518000561744, 1099246.2324061612598598 1767249.94361184351146221, 1099246.20426620007492602 1767249.91526079992763698, 1099257.42024079989641905 1767261.21536820009350777, 1099259.59336830000393093 1767263.40479689999483526, 1099261.93701709993183613 1767265.37486120010726154, 1099262.0045702001079917 1767265.79684210009872913, 1099262.3019044001121074 1767267.67299790005199611, 1099262.53629319998435676 1767269.15436320006847382))",SA001,176381,2723061000,35803044,54000,1990-01-01,SA005,5,50,44.61,,0,0,20119006912.0,1,50-EPS-90,IQT903,176381,SA005,,B,461,520,P0,0.8,1990-01-01,SS00201,,1990-01-01,EPS,True
"MultiLineString ((1099525.33320524008013308 1767213.37114145001396537, 1099525.29492428991943598 1767214.76929316995665431, 1099525.23952084011398256 1767216.83108002995140851))",SA001,324780,2723063100,35803045,54000,2006-07-18,SA005,4,100,3.0,,0,0,2006540000000.0,1,100-DTC-06,IQT903,324780,SA005,,B,243,520,P0,1.0,2006-07-18,SS00201,,2006-07-18,DTC,True
"MultiLineString ((1099526.7968290199059993 1767216.92579100001603365, 1099526.7339822999201715 1767218.42457646992988884, 1099526.65314040007069707 1767220.32199156004935503, 1099526.58845973992720246 1767221.80673985998146236, 1099526.36938147991895676 1767226.80554812005721033, 1099526.25106813991442323 1767229.51623009005561471, 1099525.89890323998406529 1767237.54247898003086448, 1099525.6949080100748688 1767242.20249508996494114, 1099523.16571891005150974 1767243.06661612004972994, 1099522.89351763995364308 1767243.60935017000883818, 1099522.56869054003618658 1767244.25728434999473393, 1099520.97348434990271926 1767247.43942624004557729, 1099516.44808589993044734 1767255.56126442993991077, 1099514.94636509008705616 1767259.28479192010127008, 1099514.26749855000525713 1767261.36614814004860818, 1099512.5247262199409306 1767261.33950500003993511, 1099508.89224493992514908 1767261.28415944008156657, 1099508.47641810006462038 1767261.99866409995593131, 1099507.51955126994289458 1767263.6417818299960345, 1099507.07395938993431628 1767264.40790710994042456, 1099506.81422084011137486 1767264.85386425000615418, 1099506.55342617002315819 1767265.30278104008175433))",SA001,72532,2723063100,35803045,54000,1992-01-01,SA005,10,40,58.41,,0,0,20119006912.0,1,40-PFP-92,IQT903,72532,SA005,,B,243,520,P0,0.8,1992-01-01,SS00201,,1992-01-01,PFP,True
"MultiLineString ((1099471.89332421007566154 1767246.54708402999676764, 1099485.64070529001764953 1767247.01737312995828688, 1099489.10933048999868333 1767247.13586843991652131, 1099489.31281820009462535 1767247.14278243994340301, 1099490.26358466991223395 1767247.17526201996952295, 1099493.15149319008924067 1767247.27380893006920815, 1099493.84599410998634994 1767247.29744128999300301))",SA001,177436,2723063100,35803045,54000,1991-01-01,SA005,13,25,21.97,,0,0,20119006912.0,1,25-STS-91,IQT903,177436,SA005,,B,243,520,P0,0.8,1991-01-01,SS00201,,1991-01-01,STS,True
"MultiLineString ((1099527.98647767002694309 1767213.39056636998429894, 1099529.35510300006717443 1767213.39543494000099599, 1099530.38991627003997564 1767213.39913726993836462, 1099531.89658949989825487 1767212.09236623998731375, 1099531.93636880000121891 1767210.2692787500564009))",SA001,324778,2723063100,35803045,54000,2006-07-18,SA005,4,200,6.0,,0,0,2006540000000.0,1,200-DTC-06,IQT903,324778,SA005,,B,243,520,P0,1.3,2006-07-18,SS00201,,2006-07-18,DTC,True
"MultiLineString ((1099564.42354717990383506 1767219.39457188011147082, 1099563.44046037993393838 1767220.52740437001921237, 1099562.3464478999376297 1767221.78854540991596878, 1099554.61504082009196281 1767230.69816949008964002, 1099553.79273273004218936 1767231.64644006011076272, 1099553.70636795996688306 1767231.87010059994645417, 1099550.24117285991087556 1767240.78674121992662549, 1099549.31186635000631213 1767243.18017161008901894, 1099547.45927512994967401 1767247.9496626399923116, 1099546.31903478992171586 1767250.8851954999845475, 1099545.31481693009845912 1767253.4694188900757581, 1099543.28453953005373478 1767258.69454894005320966, 1099542.06525494996458292 1767260.63262812001630664, 1099541.3920373700093478 1767261.70415904000401497, 1099537.59987396001815796 1767267.73435854003764689, 1099533.31283514993265271 1767274.54983116989023983, 1099532.51462233997881413 1767275.8194434700999409))",SA001,143233,2723063100,35803045,54000,1995-01-01,SA005,10,80,65.49,,0,0,20119006912.0,1,80-PFP-95,IQT903,143233,SA005,,B,243,520,P0,1.0,1995-01-01,SS00201,,1995-01-01,PFP,True
"MultiLineString ((1099511.34922683006152511 1767216.61951960995793343, 1099511.15115205990150571 1767227.59055936010554433, 1099511.05467681004665792 1767236.87741727009415627, 1099509.26829033996909857 1767236.85723554994910955, 1099509.00543726002797484 1767236.85322826006449759))",SA001,106362,2723063100,35803045,54000,1990-01-01,SA005,13,25,22.32,,0,0,20119006912.0,1,25-STS-90,IQT903,106362,SA005,,B,243,520,P0,0.8,1990-01-01,SS00201,,1990-01-01,STS,True
"MultiLineString ((1099493.87794053996913135 1767327.96526377997361124, 1099493.04056148999370635 1767326.30007473006844521, 1099480.73332877992652357 1767302.10488043003715575, 1099478.18996919994242489 1767297.10406178003177047, 1099476.74362864997237921 1767293.93053187010809779, 1099470.00362450000829995 1767281.01016161008737981, 1099468.45433142990805209 1767277.96309756999835372, 1099467.970366430003196 1767247.90305936988443136, 1099467.95821206993423402 1767247.14953062008135021, 1099467.94698916003108025 1767246.4505361900664866, 1099467.55159984994679689 1767221.89635959989391267, 1099467.52744973008520901 1767220.39724952005781233, 1099467.47936188010498881 1767217.45102598005905747, 1099467.45525444997474551 1767215.95096203009597957))",SA001,4011,2723063100,35803045,54000,1988-01-01,SA005,4,80,118.15,,0,0,20119006912.0,1,80-DTC-88,IQT903,4011,SA005,,B,243,520,P0,1.0,1988-01-01,SS00201,,1988-01-01,DTC,True
"MultiLineString ((1099488.05794549989514053 1767289.24874960002489388, 1099488.77970580011606216 1767272.84371350007131696, 1099491.6832177999895066 1767272.97189379995688796, 1099494.38396440003998578 1767273.08999889995902777))",SA001,143188,2723063100,35803045,54000,1995-01-01,SA005,13,25,22.0,,0,0,20119006912.0,1,25-STS-95,IQT903,143188,SA005,,B,243,520,P0,0.8,1995-01-01,SS00201,,1995-01-01,STS,True
"MultiLineString ((1099479.62059290008619428 1767291.79780100006610155, 1099481.05592299997806549 1767291.36374379997141659, 1099485.35317913419567049 1767290.26201078877784312, 1099489.83495556167326868 1767288.90142490551806986, 1099495.54577099997550249 1767286.98697409988380969, 1099500.99313710001297295 1767285.34151570009998977, 1099530.83081379998475313 1767276.32806929992511868, 1099532.51462229993194342 1767275.81944349990226328, 1099557.40601760009303689 1767269.06307859998196363, 1099566.66531600011512637 1767266.6885202000848949, 1099575.92255749995820224 1767264.31446360005065799, 1099577.16701689991168678 1767264.06293369992636144))",SA001,245520,2723063100,35803045,54000,1995-01-01,SA005,10,80,101.0,,0,0,20119006912.0,1,80-PFP-95,IQT903,245520,SA005,,B,243,520,P0,1.0,1995-01-01,SS00201,,1995-01-01,PFP,True
"MultiLineString ((1099390.39894620003178716 1767116.24282462010160089, 1099381.60011446010321379 1767116.07077355007641017, 1099380.68336156010627747 1767111.60262246010825038, 1099380.01696143997833133 1767108.35504872002638876, 1099378.01676847995258868 1767098.60930838994681835))",SA001,72240,2723063100,35803045,54000,1994-01-01,SA005,13,25,26.63,,0,0,20119006912.0,1,25-STS-94,IQT903,72240,SA005,,B,461,520,P0,0.8,1994-01-01,SS00201,,1994-01-01,STS,True
"MultiLineString ((1099497.5836415400262922 1767326.47341578989289701, 1099496.90106553002260625 1767325.13724626996554434, 1099493.39838290004990995 1767318.69185376004315913, 1099489.45366794988512993 1767310.97218263009563088, 1099481.60421072994358838 1767295.60627905000001192, 1099479.62059293990023434 1767291.79780103010125458, 1099477.0891068100463599 1767286.93607575003989041, 1099471.65796857001259923 1767276.50318200001493096, 1099471.73382522002793849 1767266.86609234008938074, 1099471.80102539993822575 1767258.31767016998492181, 1099471.86588397994637489 1767250.04610754991881549, 1099471.89332421007566154 1767246.54708402999676764, 1099471.98995858989655972 1767234.35873664007522166, 1099472.04404185991734266 1767227.4637937699444592, 1099472.06107062008231878 1767225.36343380995094776, 1099472.09970094007439911 1767220.45888051996007562, 1099469.02692353003658354 1767220.41706912009976804, 1099467.52744973008520901 1767220.39724952005781233))",SA001,4012,2723063100,35803045,54000,1988-01-01,SA005,4,80,116.95,,0,0,20119006912.0,1,80-DTC-88,IQT903,4012,SA005,,B,243,520,P0,1.0,1988-01-01,SS00201,,1988-01-01,DTC,True
"MultiLineString ((1099398.86028011003509164 1767334.31480419007129967, 1099400.1915470699314028 1767333.62420819001272321, 1099411.22071742010302842 1767327.90525878011249006, 1099419.4451762200333178 1767323.64131511002779007, 1099423.03290519001893699 1767321.78030588990077376, 1099435.06884956010617316 1767315.53980942000634968, 1099445.08824124000966549 1767310.34438008000142872, 1099466.81196779990568757 1767299.08025690005160868, 1099475.41232081991620362 1767294.62011692998930812, 1099476.74362864997237921 1767293.93053187010809779))",SA001,143230,2723063100,35803045,54000,1988-01-01,SA005,4,80,87.76,,0,0,20119006912.0,1,80-DTC-88,IQT903,143230,SA005,,B,243,520,P0,1.0,1988-01-01,SS00201,,1988-01-01,DTC,True
"MultiLineString ((1099402.45834310003556311 1767284.38890999997965991, 1099403.93688030005432665 1767284.1394579999614507, 1099405.8093427000567317 1767283.82308900007046759, 1099405.8093427000567317 1767283.82308900007046759, 1099411.54308689991012216 1767282.85454409988597035, 1099413.86963770003058016 1767282.46210299991071224, 1099424.9531644000671804 1767280.59031450003385544, 1099426.43675639992579818 1767280.33894690009765327, 1099434.70049210009165108 1767278.94408220006152987, 1099436.60006169998086989 1767278.62304780003614724, 1099439.71251360001042485 1767278.09758480009622872, 1099443.90253180009312928 1767277.38953469996340573, 1099449.49798059999011457 1767276.44494730001315475))",SA001,211529,2723063100,35803045,54000,1988-01-01,SA005,5,40,47.0,,0,0,20119006912.0,1,40-EPS-88,IQT903,211529,SA005,,B,243,520,P0,0.8,1988-01-01,SS00201,,1988-01-01,EPS,True
"MultiLineString ((1099416.386617680080235 1767368.67273022001609206, 1099418.06590768997557461 1767367.78545572003349662, 1099422.14302722993306816 1767365.62993860989809036, 1099423.95125427003949881 1767364.67367211007513106, 1099430.62177685997448862 1767361.14693482988514006, 1099432.71429385989904404 1767360.04000731999985874, 1099435.04465504991821945 1767358.80874121002852917, 1099451.21400178992189467 1767350.25960570992901921, 1099453.70763861993327737 1767348.94081228994764388, 1099461.51311327004805207 1767344.81445658998563886, 1099469.64517807005904615 1767340.51416989997960627, 1099476.9597795601002872 1767336.64726294996216893, 1099484.3611178700812161 1767332.73362445994280279, 1099488.34443794004619122 1767330.62776130996644497, 1099488.63966266997158527 1767331.13816217007115483, 1099491.55804459005594254 1767329.82232387992553413, 1099491.36238777008838952 1767329.27973456005565822, 1099492.0043960299808532 1767328.94455944001674652, 1099493.87794053996913135 1767327.96526377997361124, 1099497.5836415400262922 1767326.47341578989289701, 1099526.43111916002817452 1767311.39956027991138399, 1099525.20902253990061581 1767303.98985151993110776, 1099523.8659467299003154 1767295.42491435003466904, 1099523.48001518007367849 1767293.19551506009884179, 1099523.83579089003615081 1767288.35924938996322453, 1099524.16019775997847319 1767283.94970677001401782, 1099523.20579875004477799 1767283.59426218993030488, 1099522.25233896006830037 1767283.2398146300110966, 1099504.72524788998998702 1767288.57178290002048016, 1099493.09839042997919023 1767292.11002280004322529, 1099484.85567611991427839 1767294.61700327997095883, 1099483.03856053994968534 1767295.17024156008847058, 1099481.60421072994358838 1767295.60627905000001192))",SA001,245521,2723063100,35803045,54000,1997-01-01,SA005,4,100,197.44,,0,0,20119006912.0,1,100-DTC-97,IQT903,245521,SA005,,B,243,520,P0,1.0,1997-01-01,SS00201,,1997-01-01,DTC,True
"MultiLineString ((1099323.10686515993438661 1767132.72798852995038033, 1099321.6071409999858588 1767132.72818239009939134, 1099320.17589451000094414 1767132.70977559988386929, 1099318.39043712988495827 1767134.88761828001588583, 1099315.7110621000174433 1767134.77829291997477412, 1099296.38638058002106845 1767134.36556561989709735, 1099295.03661437006667256 1767134.29902725992724299, 1099275.05751261999830604 1767127.80117643997073174, 1099270.26956236991100013 1767126.40695270011201501, 1099269.06870478997007012 1767129.69407972996123135))",SA001,36935,2723063100,35803045,54000,1996-01-01,SA005,10,100,58.62,,0,0,20119006912.0,1,100-PFP-96,IQT903,36935,SA005,,B,461,520,P0,1.0,1996-01-01,SS00201,,1996-01-01,PFP,True
"MultiLineString ((1099919.63438829011283815 1767111.91548257996328175, 1099919.55805384996347129 1767126.44479067996144295, 1099921.65651723998598754 1767126.45572554995305836, 1099922.49829168990254402 1767126.45955224009230733))",SA001,143035,2723063000,35803045,54000,1990-01-01,SA005,13,20,17.47,,0,0,20119006912.0,1,20-STS-90,IQT903,143035,SA005,,B,480,520,P0,0.8,1990-01-01,SS00201,,1990-01-01,STS,True
"MultiLineString ((1099963.76981219998560846 1767137.89525766996666789, 1099948.14833187009207904 1767137.84631626005284488, 1099946.14275487000122666 1767137.8397550699301064, 1099940.12311745993793011 1767137.82103756000287831, 1099934.46937481011264026 1767137.8039225700777024, 1099926.2622227999381721 1767137.77792827994562685))",SA001,3812,2723063000,35803045,54000,1989-01-01,SA005,13,25,37.52,,0,0,20119006912.0,1,25-STS-89,IQT903,3812,SA005,,B,480,520,P0,0.8,1989-01-01,SS00201,,1989-01-01,STS,True
"MultiLineString ((1099834.75892987009137869 1767107.61128209996968508, 1099834.77789771999232471 1767098.15921484003774822, 1099834.79983412008732557 1767087.07453808002173901, 1099834.80167124001309276 1767086.29469309002161026))",SA001,72431,2723063000,35803045,54000,1990-01-01,SA005,13,25,21.32,,0,0,20119006912.0,1,25-STS-90,IQT903,72431,SA005,,B,480,520,P0,0.8,1990-01-01,SS00201,,1990-01-01,STS,True
"MultiLineString ((1099903.79846167005598545 1767107.76402322994545102, 1099903.80084411008283496 1767106.91574150999076664, 1099903.82233244995586574 1767099.43179683992639184, 1099903.83644885011017323 1767094.24398447992280126, 1099903.84414571989327669 1767091.46217339998111129, 1099903.84494957001879811 1767091.16841725003905594, 1099903.84661410003900528 1767090.54977152007631958))",SA001,245384,2723063000,35803045,54000,1991-01-01,SA005,13,25,17.22,,0,0,20119006912.0,1,25-STS-91,IQT903,245384,SA005,,B,480,520,P0,0.8,1991-01-01,SS00201,,1991-01-01,STS,True
"MultiLineString ((1099872.41207202989608049 1767107.6938967399764806, 1099872.4385499800555408 1767095.77941485005430877, 1099872.44085780996829271 1767094.90856041992083192, 1099872.44339894992299378 1767093.68784884992055595))",SA001,177129,2723063000,35803045,54000,2016-03-22,SA005,13,32,14.01,,0,0,20169002793.0,1,32-STS-16,IQT903,177129,SA005,,B,480,520,P0,0.8,2016-03-22,SS00201,,2016-03-22,STS,True
"MultiLineString ((1099905.62703347997739911 1767111.84115348989143968, 1099905.24909005011431873 1767127.06771391001529992, 1099905.14031408005394042 1767131.452245709951967))",SA001,106507,2723063000,35803045,54000,1990-01-01,SA005,13,20,19.62,,0,0,20119006912.0,1,20-STS-90,IQT903,106507,SA005,,B,480,520,P0,0.8,1990-01-01,SS00201,,1990-01-01,STS,True
"MultiLineString ((1099926.83558537997305393 1767107.81400372995994985, 1099926.84948503994382918 1767101.45529663003981113, 1099926.86607480002567172 1767093.9978343800175935))",SA001,106355,2723063000,35803045,54000,1988-01-01,SA005,13,20,13.82,,0,0,20119006912.0,1,20-STS-88,IQT903,106355,SA005,,B,480,520,P0,0.8,1988-01-01,SS00201,,1988-01-01,STS,True
"MultiLineString ((1099840.4179273599293083 1767163.40767399989999831, 1099840.5405999799259007 1767150.95671227993443608, 1099840.65986030991189182 1767138.85965769994072616, 1099840.78482546005398035 1767126.12579939002171159, 1099840.91588881006464362 1767112.79717045999132097, 1099840.92865309002809227 1767111.49755902006290853))",SA001,245429,2723063000,35803045,54000,1997-01-01,SA005,10,40,51.93,,0,0,20119006912.0,1,40-PFP-97,IQT903,245429,SA005,,B,480,520,P0,0.8,1997-01-01,SS00201,,1997-01-01,PFP,True
"MultiLineString ((1099959.56271263002417982 1767107.88649257994256914, 1099958.06305988994427025 1767107.88365570991300046, 1099937.87131254002451897 1767107.83906340994872153, 1099926.83558537997305393 1767107.81400372995994985, 1099903.79846167005598545 1767107.76402322994545102, 1099890.73510931991040707 1767107.73498376994393766, 1099872.41207202989608049 1767107.6938967399764806, 1099848.40708019002340734 1767107.6411858000792563, 1099834.75892987009137869 1767107.61128209996968508, 1099815.01908778003416955 1767107.5675631701014936, 1099813.519436189904809 1767107.56469823000952601))",SA001,211438,2723063000,35803045,54000,1991-01-01,SA005,4,80,146.09,,0,0,20119006912.0,1,80-DTC-91,IQT903,211438,SA005,,B,480,520,P0,1.0,1991-01-01,SS00201,,1991-01-01,DTC,True
"MultiLineString ((1099937.87131254002451897 1767107.83906340994872153, 1099937.89558693999424577 1767096.39546187990345061, 1099937.89820704003795981 1767095.50060859997756779, 1099937.91033041011542082 1767090.04577931994572282, 1099937.91418628999963403 1767088.15422635991126299))",SA001,211403,2723063000,35803045,54000,1990-01-01,SA005,13,25,19.69,,0,0,20119006912.0,1,25-STS-90,IQT903,211403,SA005,,B,480,520,P0,0.8,1990-01-01,SS00201,,1990-01-01,STS,True
"MultiLineString ((1099890.73510931991040707 1767107.73498376994393766, 1099890.76331306993961334 1767094.79371359990909696, 1099890.76660287007689476 1767093.33404581993818283, 1099890.76864426000975072 1767092.34521944005973637))",SA001,245383,2723063000,35803045,54000,1990-01-01,SA005,13,20,15.39,,0,0,20119006912.0,1,20-STS-90,IQT903,245383,SA005,,B,480,520,P0,0.8,1990-01-01,SS00201,,1990-01-01,STS,True
"MultiLineString ((1099848.40708019002340734 1767107.6411858000792563, 1099848.44995053997263312 1767094.78509514010511339, 1099848.45352111989632249 1767093.89233421999961138, 1099848.48541404004208744 1767084.18350180005654693, 1099848.4880816200748086 1767083.55072217993438244))",SA001,211437,2723063000,35803045,54000,1992-01-01,SA005,13,25,24.1,,0,0,20119006912.0,1,25-STS-92,IQT903,211437,SA005,,B,480,520,P0,0.8,1992-01-01,SS00201,,1992-01-01,STS,True
"MultiLineString ((1099874.47215043008327484 1767066.98651250009424984, 1099875.97165939002297819 1767067.00234533008188009, 1099879.14460006006993353 1767067.03564221994020045, 1099881.32282989006489515 1767067.05886246007867157))",SA001,37761,2723063000,35803045,54000,1992-01-01,SA005,13,20,6.85,,0,0,20119006912.0,1,20-STS-92,IQT903,37761,SA005,,B,480,520,P0,0.8,1992-01-01,SS00201,,1992-01-01,STS,True
"MultiLineString ((1099869.06546511990018189 1767111.64719334989786148, 1099868.99163325992412865 1767125.55264440993778408, 1099868.98875230993144214 1767126.13348350999876857))",SA001,143072,2723063000,35803045,54000,1990-01-01,SA005,13,20,14.49,,0,0,20119006912.0,1,20-STS-90,IQT903,143072,SA005,,B,480,520,P0,0.8,1990-01-01,SS00201,,1990-01-01,STS,True
"MultiLineString ((1099991.923754459945485 1767112.56564595992676914, 1099991.81069752993062139 1767126.74941786006093025, 1099996.57473255996592343 1767126.82196467998437583, 1100009.55647019995376468 1767127.01974133006297052))",SA001,72228,2723063000,35803045,54000,1992-01-01,SA005,13,25,31.94,,0,0,20119006912.0,1,25-STS-92,IQT903,72228,SA005,,B,480,520,P0,0.8,1992-01-01,SS00201,,1992-01-01,STS,True
"MultiLineString ((1099995.05932965991087258 1767096.72001496003940701, 1099995.12383346003480256 1767088.87541323993355036, 1099995.18134002992883325 1767081.94743949989788234, 1099995.19208191009238362 1767080.72286678990349174))",SA001,142926,2723063000,35803045,54000,1989-01-01,SA005,13,25,16.0,,0,0,20119006912.0,1,25-STS-89,IQT903,142926,SA005,,B,480,520,P0,0.8,1989-01-01,SS00201,,1989-01-01,STS,True
"MultiLineString ((1099843.43200888996943831 1767111.51170566002838314, 1099843.41158776008524001 1767123.25654276995919645, 1099843.40598386991769075 1767126.48170512006618083, 1099843.384445880074054 1767138.79118149005807936, 1099843.36371445003896952 1767150.78475127997808158, 1099843.34139898000285029 1767163.40814144001342356))",SA001,245428,2723063000,35803045,54000,1997-01-01,SA005,10,40,51.91,,0,0,20119006912.0,1,40-PFP-97,IQT903,245428,SA005,,B,480,520,P0,0.8,1997-01-01,SS00201,,1997-01-01,PFP,True
"MultiLineString ((1099949.53210165002383292 1767048.75423241010867059, 1099949.43753824010491371 1767052.77811715006828308, 1099949.07676159008406103 1767070.4581801500171423))",SA001,245426,2723063000,35803045,54000,1988-01-01,SA005,13,25,21.72,,0,0,20119006912.0,1,25-STS-88,IQT903,245426,SA005,,B,480,520,P0,0.8,1988-01-01,SS00201,,1988-01-01,STS,True
"MultiLineString ((1099898.44218771997839212 1767048.4703197400085628, 1099898.38669476006180048 1767056.21264255000278354, 1099898.35284632002003491 1767061.32524991990067065, 1099898.32149387989193201 1767065.94791649002581835, 1099898.29745120997540653 1767069.49093324993737042, 1099898.29239057004451752 1767070.14975716988556087))",SA001,3905,2723063000,35803045,54000,1988-01-01,SA005,13,25,21.69,,0,0,20119006912.0,1,25-STS-88,IQT903,3905,SA005,,B,480,520,P0,0.8,1988-01-01,SS00201,,1988-01-01,STS,True
"MultiLineString ((1099934.20985841006040573 1767048.66915370989590883, 1099934.06703298003412783 1767057.26143098995089531, 1099934.0255005001090467 1767061.69503047992475331, 1099934.01935531990602612 1767062.29283256991766393, 1099933.96343686990439892 1767068.52486963011324406))",SA001,177330,2723063000,35803045,54000,1988-01-01,SA005,13,25,19.86,,0,0,20119006912.0,1,25-STS-88,IQT903,177330,SA005,,B,480,520,P0,0.8,1988-01-01,SS00201,,1988-01-01,STS,True
"MultiLineString ((1099994.95933683007024229 1767108.79833724000491202, 1099995.05932965991087258 1767096.72001496003940701))",SA001,245226,2723063000,35803045,54000,1988-01-01,SA005,5,40,12.08,,0,0,20119006912.0,1,40-EPS-88,IQT903,245226,SA005,,B,480,520,P0,0.8,1988-01-01,SS00201,,1988-01-01,EPS,True
"MultiLineString ((1099233.44584730011411011 1767308.48988769995048642, 1099233.68880819994956255 1767305.79215519991703331, 1099233.62935560010373592 1767299.60527330008335412, 1099233.61689456389285624 1767298.30884255049750209, 1099233.61340119992382824 1767297.94539729994721711, 1099233.60618059989064932 1767297.17041200003586709, 1099233.51742810010910034 1767287.8339474000968039, 1099233.49555639992468059 1767285.53233420010656118, 1099233.49131350009702146 1767285.08584590000100434, 1099233.48382989992387593 1767284.39381560008041561, 1099233.39429500000551343 1767274.98942769994027913, 1099233.38347080000676215 1767273.85119189997203648, 1099233.38166290009394288 1767273.6653976000379771, 1099233.37131719989702106 1767272.61119499988853931, 1099233.28798860008828342 1767263.854011399904266, 1099233.27716689999215305 1767262.71560720005072653, 1099233.15728250006213784 1767250.12571380008012056, 1099233.14447730011306703 1767248.7800358000677079, 1099233.13153150002472103 1767247.43070599995553493, 1099233.12051640008576214 1767246.28112530009821057, 1099233.11110479990020394 1767245.32516849995590746, 1099233.10002560005523264 1767244.15781589993275702, 1099233.05897519993595779 1767239.82790010003373027, 1099233.04973619990050793 1767238.85338889993727207))",SA001,308962,2723061000,35803044,54000,1989-01-01,SA005,5,50,69.67,,0,0,20119006912.0,1,50-EPS-89,IQT903,308962,SA005,,B,461,520,P0,0.8,1989-01-01,SS00201,,1989-01-01,EPS,True
"MultiLineString ((1099164.68963779998011887 1767240.29540969990193844, 1099145.86392419994808733 1767240.07674810010939837, 1099144.61880549998022616 1767240.06229309993796051, 1099144.47778610000386834 1767240.06066159997135401, 1099144.47778610000386834 1767240.06066159997135401))",SA001,465916,2723061000,35803044,54000,2020-09-25,SA005,13,40,20.22,,0,0,20209008134.0,1,40-STS-20,IQT903,465916,SA005,,B,461,520,P0,0.8,2020-09-25,SS00201,,2020-09-25,STS,True
"MultiLineString ((1099813.46176920994184911 1767111.35217325994744897, 1099814.96131647005677223 1767111.36000575008802116, 1099822.21849434007890522 1767111.39856337988749146, 1099834.31007085996679962 1767111.46316202008165419, 1099836.97967989998869598 1767111.47744655003771186, 1099840.92865309002809227 1767111.49755902006290853, 1099843.43200888996943831 1767111.51170566002838314, 1099856.9445505200419575 1767111.58253737003542483, 1099866.2921206399332732 1767111.63297269004397094, 1099869.06546511990018189 1767111.64719334989786148, 1099877.4402702699881047 1767111.69176301010884345, 1099888.01355870999395847 1767111.74782033008523285, 1099892.44541245000436902 1767111.77135931001976132, 1099893.6773767399135977 1767111.77789134997874498, 1099905.62703347997739911 1767111.84115348989143968, 1099915.99430426000617445 1767111.8960413399618119, 1099919.63438829011283815 1767111.91548257996328175, 1099922.51330237998627126 1767111.93087472999468446, 1099923.06951898010447621 1767111.93385492009110749, 1099937.62914276006631553 1767112.01051403000019491, 1099939.42136819008737803 1767112.01991991000249982, 1099940.84955489006824791 1767112.02752719004638493, 1099949.37873463006690145 1767112.07258577994070947, 1099950.00600027991458774 1767112.07601097994484007, 1099956.25171584007330239 1767112.10959680005908012, 1099958.01350706000812352 1767112.11912501999177039, 1099959.51311074988916516 1767112.1269864400383085))",SA001,211439,2723063000,35803045,54000,1991-01-01,SA005,4,80,146.1,,0,0,20119006912.0,1,80-DTC-91,IQT903,211439,SA005,,B,480,520,P0,1.0,1991-01-01,SS00201,,1991-01-01,DTC,True
"MultiLineString ((1099964.45208987011574209 1767055.5916374099906534, 1099964.45887364004738629 1767057.60393261001445353, 1099964.43842046009376645 1767058.94539749994874001, 1099964.39251502999104559 1767061.17125851009041071, 1099964.42623149999417365 1767062.50263411994092166, 1099963.68278132006525993 1767063.00116097996942699, 1099964.45090166991576552 1767063.51073667989112437, 1099964.34452187991701066 1767068.27506599994376302, 1099964.32176469010300934 1767069.29479311988689005, 1099964.26492137997411191 1767071.84544522990472615, 1099964.05041831010021269 1767081.46753614000044763, 1099964.0291527200024575 1767082.40107025997713208, 1099963.15580089995637536 1767083.09358894010074437, 1099964.08903332008048892 1767083.65569959999993443, 1099963.90187410009093583 1767090.75961659010499716, 1099963.66561826993711293 1767099.77238773996941745, 1099963.53067414998076856 1767104.89046278991736472, 1099959.56271263002417982 1767107.88649257994256914, 1099959.51311074988916516 1767112.1269864400383085, 1099959.50645368988625705 1767112.76178254000842571, 1099963.44663088000379503 1767115.13432275992818177))",SA001,316654,2723063000,35803045,54000,1997-01-01,SA005,4,200,65.54,,0,0,20119006912.0,1,200-DTC-97,IQT903,316654,SA005,,B,480,520,P0,1.3,1997-01-01,SS00201,,1997-01-01,DTC,True
"MultiLineString ((1099874.71634517004713416 1767048.3365252900402993, 1099874.53825787990354002 1767060.7436280099209398, 1099874.52682165009900928 1767061.88725163997150958, 1099874.47215043008327484 1767066.98651250009424984, 1099874.47303382004611194 1767068.48706415994092822, 1099874.43814772996120155 1767070.2054278498981148))",SA001,37762,2723063000,35803045,54000,1988-01-01,SA005,13,25,21.88,,0,0,20119006912.0,1,25-STS-88,IQT903,37762,SA005,,B,480,520,P0,0.8,1988-01-01,SS00201,,1988-01-01,STS,True
