CLUSTER_ID,REPAIR_COUNT,MAX_CNT_JNT,MAX_CNT_PIPE_TYPE,MAX_CNT_DISTANCE,AVG_CNT_JNT,NEAREST_CNT_JNT,NEAREST_DISTANCE,NEARBY_PIPE_COUNT,HIGH_CNT_PIPE_COUNT,IS_FREQUENT
200.0,2.0,4,PIPE_LM,12.64269682339546,2.5,1,4.470226458369422,22,13,False
201.0,2.0,4,PIPE_LM,13.918057769958095,2.618181818181818,2,5.39603273855621,55,29,False
202.0,2.0,4,PIPE_LM,10.060009078949845,2.375,4,10.060009078949845,24,11,False
203.0,2.0,4,PIPE_LM,27.411748897026268,2.6226415094339623,3,9.328383674639147,53,27,False
204.0,2.0,4,PIPE_LM,10.567647718042485,2.7209302325581395,2,7.397980471297024,43,23,False
205.0,2.0,4,PIPE_LM,26.03572690483359,2.566666666666667,2,6.269157416084799,30,14,False
206.0,3.0,4,PIPE_LM,9.844218193540206,2.7954545454545454,2,4.46449087327715,44,26,False
207.0,2.0,4,PIPE_LM,28.32807807700176,3.0,2,8.92546927536182,47,28,False
208.0,2.0,4,PIPE_LM,28.15850957035336,2.6774193548387095,2,6.711391484155691,31,17,False
209.0,2.0,4,PIPE_LM,29.969622013404162,2.6551724137931036,1,3.9000587907610194,29,16,False
210.0,2.0,4,PIPE_LM,8.749713851557447,2.8979591836734695,3,6.7568203869335175,49,32,False
211.0,2.0,4,PIPE_LM,20.774371079361597,2.918918918918919,4,8.288246187103912,37,22,False
212.0,2.0,4,PIPE_LM,14.39230129772127,3.0,2,5.715128627157089,38,23,False
213.0,2.0,4,PIPE_LM,27.055735642880723,2.682926829268293,3,7.852494450535953,41,20,False
214.0,3.0,4,PIPE_LM,25.237893589209158,2.6808510638297873,1,6.280763107402318,47,24,False
215.0,2.0,4,PIPE_LM,9.622913382324038,2.7857142857142856,3,8.993615340811864,14,8,False
216.0,2.0,4,PIPE_LM,13.784648036845331,2.9444444444444446,2,7.35324632405952,36,24,False
217.0,2.0,4,PIPE_LM,15.185305391576867,2.6,2,4.498090638973032,40,22,False
218.0,2.0,4,PIPE_LM,13.652004116524765,2.875,3,8.635256334882747,24,16,False
219.0,3.0,4,PIPE_LM,17.176196868288024,2.6744186046511627,2,7.33319839553846,43,25,False
220.0,2.0,4,PIPE_LM,18.689663086178136,2.878787878787879,3,7.013599829151322,33,22,False
221.0,3.0,4,PIPE_LM,24.485639665503676,2.7777777777777777,1,9.072870512712564,27,13,False
222.0,3.0,4,PIPE_LM,27.662004511514017,2.7162162162162162,3,6.891100052488522,74,41,False
223.0,3.0,4,PIPE_LM,22.267533752927694,2.75,2,6.594126610739173,32,14,False
224.0,2.0,4,PIPE_LM,19.756829846772906,2.4761904761904763,1,5.576533319620788,21,9,False
225.0,3.0,4,PIPE_LM,10.610767130710842,2.730769230769231,4,7.189815609091523,26,14,False
226.0,2.0,4,PIPE_LM,23.155654112461068,2.6538461538461537,4,5.934359465285816,26,13,False
227.0,2.0,4,PIPE_LM,10.215839401813394,2.739130434782609,3,6.186409011732843,46,28,False
228.0,2.0,4,PIPE_LM,18.08509662011416,2.7948717948717947,2,3.817961819982101,39,23,False
229.0,3.0,5,PIPE_LM,26.623430376802265,2.6333333333333333,1,4.5740582349508845,30,15,False
230.0,2.0,4,PIPE_LM,29.994251220247993,2.6774193548387095,3,0.4407468670077102,62,30,False
231.0,2.0,4,PIPE_LM,18.078116217448006,2.9375,2,9.010909672682297,32,20,False
232.0,2.0,4,PIPE_LM,28.288933925591998,2.375,1,6.940136456335102,32,12,False
233.0,3.0,5,PIPE_LM,21.866514243270995,2.7,2,8.132250128171398,50,25,False
234.0,3.0,4,PIPE_LM,10.668047300641414,2.6530612244897958,2,8.393932912652952,49,28,False
235.0,2.0,4,PIPE_LM,23.61133104721862,2.5277777777777777,3,8.359181409428372,36,16,False
236.0,2.0,4,PIPE_LM,28.024574514104064,2.702127659574468,2,8.584386101216808,47,24,False
237.0,2.0,4,PIPE_LM,28.979224380794918,2.789473684210526,2,10.002596645193343,38,20,False
238.0,2.0,4,PIPE_LM,26.377486427853636,2.7906976744186047,2,5.996033047064651,43,24,False
239.0,2.0,4,PIPE_LM,27.17867226861231,3.125,2,7.572264353368445,48,31,False
240.0,2.0,4,PIPE_LM,18.045199659054454,2.5517241379310347,2,11.699664158343023,29,14,False
241.0,3.0,4,PIPE_LM,7.89122772041735,2.7045454545454546,3,5.230550909528347,44,22,False
243.0,2.0,4,PIPE_LM,15.148876149588554,2.769230769230769,2,11.772007522626355,26,16,False
244.0,2.0,4,PIPE_LM,11.714052257402127,2.782608695652174,2,8.386066203481546,46,28,False
245.0,2.0,4,PIPE_LM,28.834530538310734,2.72972972972973,1,6.354235050229993,37,19,False
246.0,2.0,4,PIPE_LM,14.962249915144765,2.6511627906976742,2,10.21031758639386,43,27,False
247.0,2.0,4,PIPE_LM,22.896852452888947,2.58974358974359,2,7.887329763674499,39,21,False
248.0,2.0,4,PIPE_LM,12.600860836108266,2.772727272727273,2,6.492898943179268,22,12,False
249.0,2.0,5,PIPE_LM,26.91037597305277,2.9696969696969697,2,8.716239470515776,33,20,False
250.0,2.0,4,PIPE_LM,27.129718044380578,2.6984126984126986,3,4.883316583130245,63,37,False
