긴급복구공사일련번호,담당부서ID,담당부서명,용수구분,용수구분명,용도구분,용도구분명,민원접수번호,접수일시,작업시작일시,작업종료일,공사개요,구 구분코드,구군,주소,중구역번호,소구역번호 ,지시번호,공사일련번호,공사명,복구공사구분,복구공사구분값,도로구분코드,도로구분명,시공년도,누수관경코드,누수관경,누수관종코드,누수관종코드명,누수부위코드,누수부위코드명,누수원인코드,누수원인코드명,손괴원인,손괴원인코드명,누수부위형태코드,누수부위형태코드명,파열상태,파열상태명,측정수압,누수시간,시간당 누수량,누수량,살수량,총공사비,과수압여부,위도,경도,작업일시
202100441,54000,북부사업소,,,5.0,급수관,202101150012.0,202101150743.0,,202101150940.0,D13보호통교체,B,북구,북구 대구체육관로9길 14 (산격동) / 1430-35번지,520.0,470.0,70.0,20219000806,북구 대구체육관로9길 14 (산격동) / 1430-35번지,G,지상누수,2.0,사유지,,1.0,15.0,6.0,스텐레스관,201.0,이형관,1.0,노후,,,,,,,,,,,,"686,790",N,35.8932559,128.6040557,2021-01-15 07:43:00
202100459,54000,북부사업소,,,5.0,급수관,202101180423.0,202101181309.0,,202101181540.0,앵글밸브수선,B,북구,북구 산격로10길 52 (산격동) / 1308-5번지,520.0,490.0,99.0,20219000824,북구 산격로10길 52 (산격동) / 1308-5번지,G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),603.0,앵글밸브,1.0,노후,,,,,,,,,,,,"61,970",N,35.8948401,128.6108953,2021-01-18 13:09:00
202004541,54000,북부사업소,,,5.0,급수관,202010130276.0,202010131636.0,,202010131830.0,D13개조공사,B,북구,북구 연암로4길 52-4 (산격동) / 1498-136번지,520.0,470.0,520.0,20209008818,북구 연암로4길 52-4 (산격동) / 1498-136번지,G,지상누수,2.0,사유지,,1.0,15.0,6.0,스텐레스관,201.0,이형관,1.0,노후,,,,,,,,,,0.0,0.0,"1,754,860",N,35.890437,128.6039201,2020-10-13 16:36:00
202004564,54000,북부사업소,,,5.0,급수관,202010270132.0,202010271024.0,,202010271320.0,80×13분기대교체(2개소),B,북구,북구 연암공원로20길 30 (산격동) / 1197-86번지,520.0,243.0,554.0,20209008841,북구 연암공원로20길 30 (산격동) / 1197-86번지,G,지상누수,2.0,사유지,,1.0,15.0,6.0,스텐레스관,201.0,이형관,1.0,노후,,,,,,,,,,0.0,0.0,"324,480",N,35.8986193,128.6041785,2020-10-27 10:24:00
202100430,54000,북부사업소,,,5.0,급수관,202101140136.0,202101140929.0,,202101151400.0,D13보호통교체,B,북구,북구 대학로25길 25 (산격동) / 1307-4번지,520.0,490.0,62.0,20219000795,북구 대학로25길 25 (산격동) / 1307-4번지,G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),601.0,계량기보호통,1.0,노후,,,,,,,,,,,,"611,940",N,35.8954174,128.6096018,2021-01-14 09:29:00
202100466,54000,북부사업소,,,5.0,급수관,202101090230.0,202101091411.0,,202101091600.0,계량기연결부수선,B,북구,북구 산격로11길 40-1 (산격동) / 1161-55번지,520.0,461.0,32.0,20219000832,북구 산격로11길 40-1 (산격동) / 1161-55번지,G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),602.0,연결부,1.0,노후,,,,,,,,,,,,"118,700",N,35.8960453,128.6009302,2021-01-09 14:11:00
202004566,54000,북부사업소,,,5.0,급수관,202010280007.0,202010280844.0,,202010281533.0,D80x13mm분기대교체,B,북구,북구 연암공원로20길 30-17 (산격동) / 1197-81번지,520.0,243.0,556.0,20209008843,북구 연암공원로20길 30-17 (산격동) / 1197-81번지,G,지상누수,2.0,사유지,,1.0,15.0,6.0,스텐레스관,201.0,이형관,1.0,노후,,,,,,,,,,,,"342,450",N,35.8979493,128.6042737,2020-10-28 08:44:00
201900531,54000,북부사업소,,,5.0,급수관,201812210346.0,201812211647.0,,201812211710.0,계량기보호통교체,B,북구,북구 대학로25길 17-6 (산격동) / 1307-59번지,520.0,490.0,1388.0,20199000892,북구 대학로25길 17-6 (산격동) / 1307-59번지,G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),601.0,계량기보호통,2.0,부식,,,,,,,,,,,,"631,450",N,35.8952774,128.6101531,2018-12-21 16:47:00
201900205,54000,북부사업소,,,5.0,급수관,201811270045.0,201811270939.0,,201811271150.0,15 연결부수선,B,북구,"북구 연암공원로 36 (산격동,키메라 pc(당구장)) / 1128-1번지",520.0,461.0,1302.0,20199000400,"북구 연암공원로 36 (산격동,키메라 pc(당구장)) / 1128-1번지",G,지상누수,2.0,사유지,,1.0,15.0,5.0,PFP관,201.0,이형관,2.0,부식,,,,,,,,,,,,"350,930",N,35.8938976,128.5983609,2018-11-27 09:39:00
201900991,54000,북부사업소,,,5.0,급수관,201901100094.0,201901101105.0,,201901101300.0,분기점접합부수선,B,북구,북구 연암공원로8길 7-1 (산격동) / 1106-1번지,520.0,461.0,39.0,20199001627,북구 연암공원로8길 7-1 (산격동) / 1106-1번지,G,지상누수,1.0,공도,,1.0,15.0,10.0,부분기대,501.0,부분기대,12.0,타공사손괴,11.0,구청(기타),2.0,반도,1.0,1,3.0,1.0,1.0,1.0,,"69,210",N,35.8937372,128.5991425,2019-01-10 11:05:00
201903104,54000,북부사업소,,,5.0,급수관,201905150012.0,201905150904.0,,201905151800.0,D150*15구분기점폐쇄(누방),B,북구,"북구 연암공원로 70 (산격동,하나로마트) / 1163-4번지",520.0,243.0,375.0,20199005740,"북구 연암공원로 70 (산격동,하나로마트) / 1163-4번지",G,지상누수,1.0,공도,,1.0,15.0,10.0,부분기대,501.0,부분기대,1.0,노후,,,2.0,반도,5.0,1/7,4.0,1.0,0.0,0.0,0.0,"97,210",N,35.8966024,128.6001585,2019-05-15 09:04:00
201900535,54000,북부사업소,,,5.0,급수관,201812100029.0,201812100920.0,,201812101150.0,앵글밸브교체,B,북구,북구 연암공원로10길 31 (산격동) / 1438-7번지,520.0,461.0,1339.0,20199000899,북구 연암공원로10길 31 (산격동) / 1438-7번지,G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),602.0,연결부,2.0,부식,,,,,,,,,,,,"139,730",N,35.8944897,128.6018621,2018-12-10 09:20:00
201804645,54000,북부사업소,,,5.0,급수관,201807110181.0,201807111403.0,,201807111600.0,계량기보호통교체_이덕두?,B,북구,"북구 산격로13길 35-11 (산격동,로타리수퍼) / 1186-22번지",520.0,243.0,862.0,20189008266,"북구 산격로13길 35-11 (산격동,로타리수퍼) / 1186-22번지",G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),601.0,계량기보호통,2.0,부식,,,,,,,,,,,,"585,530",N,35.8971662,128.6015565,2018-07-11 14:03:00
201900987,54000,북부사업소,,,5.0,급수관,201901290305.0,201901291520.0,,201901291700.0,D15 계량기보호통교체수선,B,북구,북구 연암공원로10길 33-5 (산격동) / 1437-82번지,520.0,243.0,102.0,20199001617,북구 연암공원로10길 33-5 (산격동) / 1437-82번지,G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),601.0,계량기보호통,1.0,노후,,,,,,,,,,,,"624,470",N,35.8947001,128.6021672,2019-01-29 15:20:00
201804651,54000,북부사업소,,,5.0,급수관,201807080009.0,201807081130.0,,201807081430.0,STS 15 직관부수선,B,북구,북구 연암로4길 22-6 (산격동) / 1498-69번지,520.0,470.0,853.0,20189008292,북구 연암로4길 22-6 (산격동) / 1498-69번지,G,지상누수,2.0,사유지,,1.0,15.0,6.0,스텐레스관,101.0,직관,2.0,부식,,,,,,,,,,,,"299,380",N,35.8895649,128.6026112,2018-07-08 11:30:00
201901275,54000,북부사업소,,,5.0,급수관,201902150106.0,201902151309.0,,201902151500.0,25 직관부수선,B,북구,"북구 연암공원로 32 (산격동,한려수도횟집) / 1102-4번지",520.0,461.0,142.0,20199002284,"북구 연암공원로 32 (산격동,한려수도횟집) / 1102-4번지",G,지상누수,1.0,공도,,3.0,25.0,6.0,스텐레스관,101.0,직관,1.0,노후,,,4.0,직관,6.0,1/10,3.0,1.0,1.0,1.0,,"184,000",N,35.8936997,128.5981166,2019-02-15 13:09:00
201901285,54000,북부사업소,,,5.0,급수관,201902080123.0,201902081108.0,,201902081300.0,D15 인입선누수수선,B,북구,"북구 연암공원로 14-1 (산격동,삼성수퍼) / 1048-1번지",520.0,2010.0,121.0,20199002295,"북구 연암공원로 14-1 (산격동,삼성수퍼) / 1048-1번지",G,지상누수,1.0,공도,,1.0,15.0,6.0,스텐레스관,201.0,이형관,1.0,노후,,,1.0,소켓,4.0,1/5,3.0,1.0,0.0,0.0,,"60,690",N,35.8925156,128.5967567,2019-02-08 11:08:00
201901289,54000,북부사업소,,,5.0,급수관,201902110339.0,201902111646.0,,201902111740.0,15 인입선누수수선,B,북구,"북구 연암공원로 18 (산격동,대경화장품) / 1065-5번지",520.0,461.0,128.0,20199002299,"북구 연암공원로 18 (산격동,대경화장품) / 1065-5번지",G,지상누수,1.0,공도,,1.0,15.0,6.0,스텐레스관,201.0,이형관,1.0,노후,,,1.0,소켓,4.0,1/5,3.0,1.0,0.0,0.0,,"118,120",N,35.8927783,128.5970696,2019-02-11 16:46:00
202001717,54000,북부사업소,,,5.0,급수관,202004280189.0,202004281102.0,,202004281532.0,D15 패킹교체수선,B,북구,"북구 대학로 91-3 (산격동,뚝배기순대) / 1332-5번지",520.0,490.0,149.0,20209003569,"북구 대학로 91-3 (산격동,뚝배기순대) / 1332-5번지",G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),602.0,연결부,1.0,노후,,,,,,,,,,,,"85,840",N,35.8935219,128.6098311,2020-04-28 11:02:00
202003731,54000,북부사업소,,,5.0,급수관,202008060156.0,202008061206.0,,202008111241.0,D13mm 계량기보호통교체,B,북구,북구 산격로14길 52-1 (산격동) / 1306-57번지,520.0,490.0,386.0,20209007226,북구 산격로14길 52-1 (산격동) / 1306-57번지,G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),601.0,계량기보호통,1.0,노후,,,,,,,,,,,,"604,060",N,35.8957906,128.6108018,2020-08-06 12:06:00
202001232,54000,북부사업소,,,5.0,급수관,202003110140.0,202003111351.0,,202003111641.0,D15mm 계량기보호통교체,B,북구,북구 대학로25길 33-12 (산격동) / 1312-17번지,520.0,480.0,23.0,20209002606,북구 대학로25길 33-12 (산격동) / 1312-17번지,G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),601.0,계량기보호통,1.0,노후,,,,,,,,,,0.0,0.0,"547,350",N,35.8952791,128.6085304,2020-03-11 13:51:00
202000120,54000,북부사업소,,,5.0,급수관,201912240152.0,201912241122.0,,201912241723.0,D80×15 구분기점폐쇄수선 (누방새들설치),B,북구,북구 대학로25길 36-1 (산격동) / 1311-73번지,520.0,480.0,756.0,20209000380,북구 대학로25길 36-1 (산격동) / 1311-73번지,G,지상누수,1.0,공도,,1.0,15.0,10.0,부분기대,501.0,부분기대,1.0,노후,,,2.0,반도,5.0,1/7,4.0,1.0,0.0,0.0,0.0,"225,280",N,35.8955801,128.6084953,2019-12-24 11:22:00
202000105,54000,북부사업소,,,5.0,급수관,201912170118.0,201912171129.0,,201912171300.0,D15 인입선누수수선 (밸브처리),B,북구,"북구 연암공원로 64, 2016.12.06.급수중지 연장 (산격동) / 1164-9번지",520.0,461.0,741.0,20209000360,"북구 연암공원로 64, 2016.12.06.급수중지 연장 (산격동) / 1164-9번지",G,지상누수,2.0,사유지,,1.0,15.0,6.0,스텐레스관,201.0,이형관,1.0,노후,,,,,,,,,,,,"100,570",N,35.8962089,128.5996874,2019-12-17 11:29:00
202000637,54000,북부사업소,,,5.0,급수관,202001100315.0,202001101626.0,,202001111200.0,D80×15 분기점누수수선,B,북구,북구 연암공원로32길 56-6 (산격동) / 1222-38번지,520.0,243.0,797.0,20209001365,북구 연암공원로32길 56-6 (산격동) / 1222-38번지,G,지상누수,1.0,공도,,1.0,15.0,10.0,부분기대,501.0,부분기대,1.0,노후,,,2.0,반도,4.0,1/5,4.0,1.0,0.0,0.0,0.0,"853,460",N,35.8981373,128.6052037,2020-01-10 16:26:00
201906030,54000,북부사업소,,,5.0,급수관,201912030424.0,201912031300.0,,201912031459.0,PFP D40×15 분기점누수수선,B,북구,북구 연암공원로20길 26-3 (산격동) / 1190-4번지,520.0,243.0,701.0,20199011249,북구 연암공원로20길 26-3 (산격동) / 1190-4번지,G,지상누수,1.0,공도,,1.0,15.0,10.0,부분기대,501.0,부분기대,1.0,노후,,,2.0,반도,4.0,1/5,4.0,2.0,0.0,1.0,,"150,940",N,35.8983117,128.6039873,2019-12-03 13:00:00
201904354,54000,북부사업소,,,5.0,급수관,201908260404.0,201908261411.0,,201908261412.0,D15 계량기보호통교체수선,B,북구,북구 연암공원로20길 20-7 (산격동) / 1188-50번지,520.0,243.0,540.0,20199008223,북구 연암공원로20길 20-7 (산격동) / 1188-50번지,G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),702.0,접합부,1.0,노후,,,,,,,,,,,0.0,"739,700",N,35.8977199,128.6035563,2019-08-26 14:11:00
201903999,54000,북부사업소,,,5.0,급수관,201907170048.0,201907170922.0,,201907171300.0,D100*15 분기대교체수선,B,북구,북구 대구체육관로4길 20 (산격동) / 1404-13번지,520.0,470.0,475.0,20199007458,북구 대구체육관로4길 20 (산격동) / 1404-13번지,G,지상누수,1.0,공도,,1.0,15.0,10.0,부분기대,501.0,부분기대,1.0,노후,,,2.0,반도,7.0,1/4,4.0,1.0,0.0,0.0,,"158,020",N,35.8902294,128.6026617,2019-07-17 09:22:00
201903422,54000,북부사업소,,,5.0,급수관,201906030209.0,201906031044.0,,201906041200.0,D15 앵글밸브수선,B,북구,북구 연암로 68-3 (산격동) / 980번지,520.0,461.0,404.0,20199006448,북구 연암로 68-3 (산격동) / 980번지,G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),603.0,앵글밸브,1.0,노후,,,,,,,,,,,,"78,870",N,35.8915451,128.5961415,2019-06-03 10:44:00
201903430,54000,북부사업소,,,5.0,급수관,201906080038.0,201906081318.0,,201906091800.0,D15 구관 밸브설치 수선,B,북구,북구 연암로 18-9 (산격동) / 1441-51번지,520.0,470.0,412.0,20199006456,북구 연암로 18-9 (산격동) / 1441-51번지,G,지상누수,2.0,사유지,,1.0,15.0,6.0,스텐레스관,101.0,직관,1.0,노후,,,,,,,,,,,0.0,"202,010",N,35.8898263,128.6010129,2019-06-08 13:18:00
201904308,54000,북부사업소,,,4.0,배수지관,201908100045.0,201908101027.0,,201908101735.0,D80×50 분기점누수 수선,B,북구,북구 산격로1길 31 (산격동) / 1404-148번지,520.0,470.0,519.0,20199008134,북구 산격로1길 31 (산격동) / 1404-148번지,G,지상누수,1.0,공도,,6.0,50.0,6.0,스텐레스관,201.0,이형관,1.0,노후,,,1.0,소켓,6.0,1/10,4.0,1.0,1.0,1.0,0.0,"844,980",N,35.8910713,128.6032933,2019-08-10 10:27:00
202200222,54000,북부사업소,SS00201,생활용수,5.0,급수관,202111190076.0,202111191013.0,,202111191230.0,D15 보호통 교체,B,북구,북구 산격동 1306-40,520.0,490.0,838.0,20229000429,북구 산격로14길 42-4 (산격동) / 1306-40번지,G,지상누수,2.0,사유지,2021.0,1.0,15.0,12.0,계량기보호통(실),601.0,계량기보호통,1.0,노후,,,,,,,,,,,0.0,"618,820",,35.895853,128.6097435,2021-11-19 10:13:00
202104526,54000,북부사업소,,,4.0,배수지관,202107220008.0,202107220907.0,,202107221130.0,D40X15 T교체수선,B,북구,북구 연암공원로 22-13 (산격동) / 1099-51번지,520.0,461.0,580.0,20219007755,북구 연암공원로 22-13 (산격동) / 1099-51번지,G,지상누수,1.0,공도,,5.0,40.0,5.0,PFP관,101.0,직관,14.0,접합부이완,,,4.0,직관,24.0,1/700,4.0,1.0,0.0,0.0,0.0,"686,550",N,35.8927823,128.5978525,2021-07-22 09:07:00
202104565,54000,북부사업소,,,5.0,급수관,202107310033.0,202107311413.0,,202107311730.0,D15 보호통 교체,B,북구,북구 연암공원로20길 30-8 (산격동) / 1197-89번지,520.0,243.0,611.0,20219007794,북구 연암공원로20길 30-8 (산격동) / 1197-89번지,G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),601.0,계량기보호통,1.0,노후,,,,,,,,,,,,"475,380",N,35.898353,128.604123,2021-07-31 14:13:00
202201779,54000,북부사업소,SS00201,생활용수,5.0,급수관,202202220428.0,202202221621.0,,202202221800.0,D15 앵글밸브 수선,B,북구,북구 산격동 1268-11,520.0,490.0,150.0,20229002708,북구 대동로8길 3-7 (산격동) / 1268-11번지,G,지상누수,2.0,사유지,2022.0,1.0,15.0,12.0,계량기보호통(실),603.0,앵글밸브,1.0,노후,,,,,,,,,,,,"143,800",,35.8962927,128.6107424,2022-02-22 16:21:00
202101635,54000,북부사업소,,,5.0,급수관,202102020254.0,202102021326.0,,202102021625.0,D13mm 계량기연결부수선,B,북구,"북구 대학로23길 33 (산격동,게임마트) / 1336-3번지",520.0,490.0,154.0,20219002604,"북구 대학로23길 33 (산격동,게임마트) / 1336-3번지",G,지상누수,2.0,사유지,,2.0,20.0,12.0,계량기보호통(실),602.0,연결부,1.0,노후,,,,,,,,,,0.0,0.0,"137,110",N,35.8931139,128.6092693,2021-02-02 13:26:00
202200292,54000,북부사업소,SS00201,생활용수,5.0,급수관,202112310128.0,202112311042.0,,202112311330.0,D15 앵글밸브 수선,B,북구,북구 산격동 1183-16,520.0,461.0,972.0,20229000499,북구 연암공원로 77-3 (산격동) / 1183-16번지,G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),603.0,앵글밸브,14.0,접합부이완,,,,,,,,,,,0.0,"110,950",,35.8971656,128.6002114,2021-12-31 10:42:00
202203410,54000,북부사업소,SS00201,생활용수,4.0,배수지관,202205160006.0,202205160859.0,,202205161800.0,D80 분기점 교체(누수방지새들)D15 STS 직관부 2.5미터 수선,B,북구,북구 산격동 1311-69,520.0,480.0,367.0,20229005566,북구 대학로25길 30 (산격동) / 1311-69번지,G,지상누수,1.0,공도,2022.0,1.0,15.0,10.0,부분기대,501.0,부분기대,1.0,노후,,,2.0,반도,6.0,1/10,3.0,3.0,0.0,0.0,0.0,"1,375,260",,35.8955649,128.6090574,2022-05-16 08:59:00
202203391,54000,북부사업소,SS00201,생활용수,5.0,급수관,202205230018.0,202205230916.0,,202205231300.0,D40 스텐밸브 설치,B,북구,북구 산격동 1266-1 (주)희성홀딩스,520.0,490.0,378.0,20229005542,북구 대동로 30 (산격동) / 1266-1번지,G,지상누수,2.0,사유지,2022.0,5.0,40.0,5.0,PFP관,201.0,이형관,12.0,타공사손괴,7.0,건축,,,,,,,,,0.0,"162,560",,35.8970424,128.6098923,2022-05-23 09:16:00
202000727,54000,북부사업소,,,5.0,급수관,201912260454.0,201912261540.0,,202001171700.0,D15 앵글밸브누수수선 (패킹수선),B,북구,북구 연암공원로32길 62-10 (산격동) / 1197-32번지,520.0,243.0,760.0,20209001492,북구 연암공원로32길 62-10 (산격동) / 1197-32번지,G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),603.0,앵글밸브,1.0,노후,,,,,,,,,,0.0,0.0,"78,870",N,35.897813,128.6048295,2019-12-26 15:40:00
202002191,54000,북부사업소,,,5.0,급수관,202005220282.0,202005221428.0,,202005221811.0,D13mm 계량기보호통교체,B,북구,북구 연암공원로7길 2-1 (산격동) / 1139-5번지,520.0,461.0,208.0,20209004410,북구 연암공원로7길 2-1 (산격동) / 1139-5번지,G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),601.0,계량기보호통,1.0,노후,,,,,,,,,,,,"418,060",N,35.894522,128.5982219,2020-05-22 14:28:00
202104561,54000,북부사업소,,,5.0,급수관,202107260521.0,202107261601.0,,202107261730.0,D15 보호통 교체,B,북구,북구 연암공원로32길 62-6 (산격동) / 1197-43번지,520.0,243.0,603.0,20219007790,북구 연암공원로32길 62-6 (산격동) / 1197-43번지,G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),601.0,계량기보호통,1.0,노후,,,,,,,,,,0.0,0.0,"555,930",N,35.8977169,128.6048553,2021-07-26 16:01:00
202200146,54000,북부사업소,SS00201,생활용수,5.0,급수관,202111040222.0,202111041103.0,,202111041300.0,D15 보호통 교체,B,북구,북구 산격동 1102-7,520.0,461.0,801.0,20229000342,북구 연암공원로8길 20-1 (산격동) / 1102-7번지,G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),601.0,계량기보호통,2.0,부식,,,,,,,,,,,0.0,"717,950",,35.893401,128.5981047,2021-11-04 11:03:00
202000129,54000,북부사업소,,,5.0,급수관,201912280081.0,201912281148.0,,201912301600.0,D15 계량기보호통교체수선,B,북구,북구 산격로서9길 12 (산격동) / 1437-61번지,520.0,243.0,764.0,20209000391,북구 산격로서9길 12 (산격동) / 1437-61번지,G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),601.0,계량기보호통,1.0,노후,,,,,,,,,,,0.0,"622,730",N,35.8952087,128.601595,2019-12-28 11:48:00
202101687,54000,북부사업소,,,5.0,급수관,202102160019.0,202102160904.0,,202102161715.0,13mm 보호통교체,B,북구,"북구 대학로13길 5 (산격동,상따리) / 1414-58번지",520.0,490.0,183.0,20219002663,"북구 대학로13길 5 (산격동,상따리) / 1414-58번지",G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),601.0,계량기보호통,1.0,노후,,,,,,,,,,0.0,0.0,"618,200",N,35.8922299,128.6075294,2021-02-16 09:04:00
202102378,54000,북부사업소,,,5.0,급수관,202103260591.0,202103261709.0,,202103261800.0,계량기패킹교체,B,북구,"북구 산격로 24, 수펴 (산격동) / 1413-15번지",520.0,490.0,317.0,20219003832,"북구 산격로 24, 수펴 (산격동) / 1413-15번지",G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),602.0,연결부,14.0,접합부이완,,,,,,,,,,0.0,0.0,"120,730",N,35.8926598,128.6054077,2021-03-26 17:09:00
202203450,54000,북부사업소,SS00201,생활용수,5.0,급수관,202205260082.0,202205260944.0,,202205261400.0,D40 PFP 직관처리 및 일부 철거,B,북구,북구 산격동 1266-1 (주)희성홀딩스,520.0,490.0,392.0,20229005607,북구 대동로 30 (산격동) / 1266-1번지,G,지상누수,2.0,사유지,2022.0,5.0,40.0,5.0,PFP관,201.0,이형관,1.0,노후,,,,,,,,,,,0.0,"198,700",,35.8970424,128.6098923,2022-05-26 09:44:00
202201787,54000,북부사업소,SS00201,생활용수,5.0,급수관,202202280517.0,202202281436.0,,202202281530.0,D15 앵글밸브 수선,B,북구,북구 산격동 1436-7,520.0,243.0,162.0,20229002716,북구 연암공원로10길 25-4 (산격동) / 1436-7번지,G,지상누수,2.0,사유지,2022.0,1.0,15.0,12.0,계량기보호통(실),603.0,앵글밸브,1.0,노후,,,,,,,,,,,,"110,950",,35.8945985,128.6014333,2022-02-28 14:36:00
202203464,54000,북부사업소,SS00201,생활용수,5.0,급수관,202205310280.0,202205311417.0,,202205311600.0,D80X20 PFP 분기대 교체,B,북구,북구 산격동 1497-6,520.0,470.0,406.0,20229005621,북구 대구체육관로8길 13 (산격동) / 1497-6번지,G,지상누수,1.0,공도,2022.0,2.0,20.0,10.0,부분기대,501.0,부분기대,1.0,노후,,,2.0,반도,6.0,1/10,5.0,3.0,0.0,1.0,0.0,"200,260",,35.8918995,128.6034968,2022-05-31 14:17:00
202201784,54000,북부사업소,SS00201,생활용수,5.0,급수관,202202240576.0,202202241713.0,,202202241830.0,D15 보호통 교체,B,북구,북구 산격동 1197-107,520.0,243.0,156.0,20229002713,북구 연암공원로32길 62-18 (산격동) / 1197-107번지,G,지상누수,2.0,사유지,2022.0,1.0,15.0,12.0,계량기보호통(실),601.0,계량기보호통,1.0,노후,,,,,,,,,,,,"700,220",,35.8981031,128.6047695,2022-02-24 17:13:00
202104503,54000,북부사업소,,,5.0,급수관,202107030021.0,202107031044.0,,202107031425.0,D15mm계량기보호통 연결부 수선,B,북구,북구 대학로25길 17-6 (산격동) / 1307-59번지,520.0,490.0,545.0,20219007732,북구 대학로25길 17-6 (산격동) / 1307-59번지,G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),602.0,연결부,1.0,노후,,,,,,,,,,0.0,0.0,"46,660",N,35.8952774,128.6101531,2021-07-03 10:44:00
202100513,54000,북부사업소,,,5.0,급수관,202101180114.0,202101180933.0,,202101181300.0,계량기연결부수선,B,북구,"북구 산격로6길 6-1 (산격동,성은청과) / 1418번지",520.0,490.0,94.0,20219000889,"북구 산격로6길 6-1 (산격동,성은청과) / 1418번지",G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),603.0,앵글밸브,1.0,노후,,,,,,,,,,,,"121,990",N,35.8924787,128.605816,2021-01-18 09:33:00
201906048,54000,북부사업소,,,5.0,급수관,201911290419.0,201911291511.0,,201912050930.0,D15 계량기보호통교체수선,B,북구,북구 대학로9길 74-22 (산격동) / 1244-7번지,520.0,480.0,684.0,20199011312,북구 대학로9길 74-22 (산격동) / 1244-7번지,G,지상누수,2.0,사유지,,1.0,15.0,6.0,스텐레스관,201.0,이형관,1.0,노후,,,,,,,,,,0.0,,"756,080",N,35.8964922,128.6065103,2019-11-29 15:11:00
201902579,54000,북부사업소,,,5.0,급수관,201903290050.0,201903290947.0,,201904010935.0,D15 인입선누수수선,B,북구,북구 연암공원로 43 (산격동) / 1141-1번지,520.0,461.0,265.0,20199004721,북구 연암공원로 43 (산격동) / 1141-1번지,G,지상누수,1.0,공도,,1.0,15.0,6.0,스텐레스관,101.0,직관,12.0,타공사손괴,11.0,구청(기타),4.0,직관,3.0,1/3,4.0,2.0,1.0,2.0,,"65,380",N,35.8945889,128.5984789,2019-03-29 09:47:00
201905140,54000,북부사업소,,,5.0,급수관,201908130028.0,201908130923.0,,201908131800.0,D50×15 분기점누수수선,B,북구,북구 연암로4길 41-11 (산격동) / 1401-76번지,520.0,470.0,525.0,20199009813,북구 연암로4길 41-11 (산격동) / 1401-76번지,G,지상누수,1.0,공도,,1.0,15.0,10.0,부분기대,501.0,부분기대,1.0,노후,,,2.0,반도,4.0,1/5,3.0,9.0,0.0,2.0,0.0,"202,400",N,35.8905191,128.6029722,2019-08-13 09:23:00
201902071,54000,북부사업소,,,5.0,급수관,201903040627.0,201903041639.0,,201903081136.0,D15 패킹교체수선,B,북구,북구 연암공원로13길 6-12 (산격동) / 1180-20번지,520.0,461.0,174.0,20199003841,북구 연암공원로13길 6-12 (산격동) / 1180-20번지,G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),602.0,연결부,1.0,노후,,,,,,,,,,0.0,0.0,"78,870",N,35.8973396,128.5996707,2019-03-04 16:39:00
201905162,54000,북부사업소,,,5.0,급수관,201910140169.0,201910141152.0,,201910151400.0,D15 계량기보호통교체수선,B,북구,북구 산격로11길 35-3 (산격동) / 1437-42번지,520.0,243.0,618.0,20199009839,북구 산격로11길 35-3 (산격동) / 1437-42번지,G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),601.0,계량기보호통,1.0,노후,,,,,,,,,,,0.0,"675,180",N,35.8956451,128.6015328,2019-10-14 11:52:00
201905166,54000,북부사업소,,,5.0,급수관,201909260004.0,201909260827.0,,201909261455.0,D15 계량기보호통교체수선,B,북구,북구 대구체육관로2길 16 (산격동) / 1441-18번지,520.0,470.0,585.0,20199009843,북구 대구체육관로2길 16 (산격동) / 1441-18번지,G,지상누수,2.0,사유지,,1.0,15.0,12.0,계량기보호통(실),601.0,계량기보호통,1.0,노후,,,,,,,,,,,,"602,450",N,35.8899291,128.6016472,2019-09-26 08:27:00
