cluster_id,repair_count,avg_lat,avg_lon,nearest_d_final,nearest_pipe,nearest_type,nearest_dist,max_d_final,max_d_pipe,avg_d_final,pipe_count,d_final_quartile
87,1,35.8953808,128.6108597,0.0072943591516827,106460,SPLY_LS,5.240738920364394,0.0072943591516827,106460,0.006659801269245125,6,Q1
88,1,35.8950228,128.6085868,0.0069756175702379,72378,SPLY_LS,4.110540632102869,0.096712976983588,3773,0.020017933000823954,11,Q4
89,1,35.8947785,128.6051035,0.0068686713817268,3935,SPLY_LS,3.55847185082414,0.0072475265070406,72470,0.00702113708380602,3,Q1
90,3,35.8976226,128.6048668,0.0068635454206217,38228,SPLY_LS,6.664178444348936,0.0081235442996474,72659,0.007179625834582003,8,Q1
91,2,35.8929263,128.6060014,0.0064210333937151,421834,SPLY_LS,7.347278538444051,0.0064564348109654,420740,0.006225684319926635,5,Q1
92,2,35.8961776,128.6111316,0.0074332260979847,143021,SPLY_LS,6.474758348069341,0.0084904089762665,106436,0.00753127938229403,4,Q1
93,2,35.89331525,128.6063746,0.0069665306391879,38857,SPLY_LS,7.890934012273522,0.0121732498950612,73278,0.008031412742486421,4,Q2
94,1,35.8968082,128.5991048,0.0082795675980129,105169,SPLY_LS,6.826391415269603,0.0370027348081344,319483,0.01151223012450066,9,Q3
95,1,35.8915979,128.5958797,0.0153199687198807,105130,SPLY_LS,9.970507087771368,0.1316274416573431,324891,0.054802122330445194,8,Q4
96,1,35.8942939,128.6108759,0.0122925246826068,107316,SPLY_LS,10.65892507031955,0.0134681043691259,4689,0.012787578561417077,2,Q4
97,2,35.8980429,128.6054633,0.0074122562571001,177579,SPLY_LS,5.844528496747425,0.0074122562571001,177579,0.007062780941302808,7,Q1
98,2,35.8903448,128.603526,0.0179139184029323,455022,PIPE_LM,12.210402343259622,0.0179139184029323,455022,0.00883150279658309,9,Q2
100,1,35.8963925,128.6093905,0.0124682733736618,211441,PIPE_LM,8.32036984817156,0.081557734424185,37857,0.013926616289584085,9,Q4
101,1,35.8948143,128.610655,0.0064589234348181,178152,SPLY_LS,9.445346679536843,0.0164284324186314,72210,0.009194582583678489,8,Q3
102,2,35.8951751,128.6108261,0.0214767589913084,211327,PIPE_LM,5.161181191635645,0.0214767589913084,211327,0.0097154126819083,11,Q3
103,3,35.896388566666666,128.59876443333334,0.0070243142007364,142147,SPLY_LS,6.050487648244403,0.0149572818042988,243991,0.008266579582922123,11,Q2
104,3,35.8967871,128.6097942,0.0176827320666301,211326,PIPE_LM,3.7890456531726846,0.0176827320666301,211326,0.008977187846067077,12,Q2
105,1,35.894826,128.6093499,0.0087857037936415,143903,SPLY_LS,9.061325589192798,0.0978692813090219,107322,0.026481170587459364,8,Q4
106,2,35.8958578,128.6049185,0.0069635016621713,38020,SPLY_LS,8.559068871379221,0.0160397039126991,245473,0.008517376277405777,5,Q2
107,1,35.8957134,128.611724,0.0519568352686757,142917,PIPE_LM,10.688902628207549,0.0519568352686757,142917,0.0519568352686757,1,Q4
108,1,35.8899151,128.601287,0.0074211101899181,106318,SPLY_LS,6.336623017450321,0.0221838477670655,177107,0.009872409823709957,6,Q3
109,1,35.8950204,128.6087327,0.0069756175702379,72378,SPLY_LS,9.609121282521311,0.096712976983588,3773,0.018303593274927348,9,Q4
110,1,35.8953002,128.6077841,0.0070236152060402,106502,SPLY_LS,6.915946044661139,0.0960376731537763,316654,0.01556380630371586,11,Q4
111,1,35.8964062,128.6085155,0.0127628932633723,245224,PIPE_LM,8.169453087619683,0.0459506384797093,211434,0.011153809255990722,11,Q3
112,2,35.8940844,128.6087432,0.0073664147943011,107342,SPLY_LS,6.748684496346703,0.0557789472884404,18681,0.013185762451005618,13,Q4
113,2,35.8976136,128.6049804,0.0072156057492497,106799,SPLY_LS,4.612098897983755,0.0072156057492497,106799,0.00712620860062812,2,Q1
114,1,35.8912066,128.6040328,0.0063394209661609,73352,SPLY_LS,3.636674101997017,0.0125810591760285,107418,0.007874235026217648,10,Q2
115,1,35.895108,128.6111366,0.008899460672454,177234,SPLY_LS,4.473815883248754,0.0154927281565411,245222,0.009107520158429309,8,Q2
116,1,35.8955536,128.6113662,0.0084571368287297,3784,SPLY_LS,6.500342329858956,0.065534691196846,177202,0.023826428507257563,5,Q4
117,1,35.8929963,128.6041747,0.007114950513004,38038,SPLY_LS,12.921331454486227,0.0073383958175402,3953,0.00712676469129709,4,Q1
118,2,35.8951425,128.6102863,0.0057270575196779,143028,SPLY_LS,5.630520135534468,0.0214767589913084,245307,0.008569899727928399,11,Q2
119,1,35.8929568,128.5974565,0.0113190897101259,175879,SPLY_LS,9.527260192158991,0.0113190897101259,175879,0.009937955590669983,4,Q3
120,1,35.8948223,128.6031508,0.0061953831387225,430987,SPLY_LS,8.756428279979028,0.0162219752006073,430998,0.008225714666327886,4,Q2
121,1,35.8950854,128.6088372,0.0100301509693544,211388,SPLY_LS,11.818405183350176,0.0146078998740734,37938,0.00832534845042396,9,Q2
122,1,35.8966487,128.6079187,0.0073120670173185,37913,SPLY_LS,5.099784624513448,0.0127628932633723,142919,0.008137624467429038,8,Q2
124,1,35.8921902,128.5974082,0.0094269337200811,175904,SPLY_LS,3.6498719348578623,0.082664898569442,71431,0.013774799262209998,7,Q4
125,1,35.8954748,128.604678,0.0079351657482354,72458,SPLY_LS,7.993040433212565,0.0764571397296536,245472,0.021036353853392507,8,Q4
126,1,35.8935192,128.5982447,0.0068591184542127,36423,SPLY_LS,6.555873246450146,0.0170485906941094,418930,0.008077907491451061,9,Q2
127,1,35.8971881,128.5999924,0.0072666323620687,36474,SPLY_LS,6.418041838593027,0.0299653696434191,308923,0.011297311306051876,11,Q3
128,2,35.8926483,128.6068128,0.0249711413695159,99395,PIPE_LM,8.483864268728974,0.0249711413695159,99395,0.010162933151570122,9,Q3
129,4,35.89237925,128.598050425,0.0089077670594266,142102,SPLY_LS,8.875481394884464,0.0452652652655311,277675,0.011631548265805957,10,Q3
