CLUSTER_ID,REPAIR_COUNT,CNT_JNT,PIPE_TYPE,DISTANCE_M,IS_FREQUENT
13751.0,2.0,4,PIPE_LM,3.2967534542455468,False
13909.0,2.0,4,PIPE_LM,8.783975381492196,False
13951.0,2.0,1,PIPE_LM,22.472398392514307,False
13952.0,4.0,2,SPLY_LS,8.049269817938805,True
13996.0,2.0,3,PIPE_LM,8.08004143209699,False
14056.0,3.0,2,SPLY_LS,5.555539331662165,False
14117.0,3.0,2,SPLY_LS,7.090213910422372,False
14274.0,2.0,2,SPLY_LS,4.486046916923699,False
14275.0,2.0,2,PIPE_LM,5.209349436096676,False
14305.0,2.0,2,SPLY_LS,7.62099407880206,False
14421.0,2.0,2,SPLY_LS,13.657818442844743,False
14445.0,4.0,2,SPLY_LS,3.7248807664985946,True
14465.0,2.0,1,PIPE_LM,26.525717807837697,False
14563.0,3.0,1,SPLY_LS,3.3039028909527755,False
14588.0,3.0,1,SPLY_LS,5.51786675291204,False
14624.0,2.0,2,SPLY_LS,7.7779730175648405,False
14851.0,3.0,2,SPLY_LS,7.20170717752503,False
14917.0,2.0,3,PIPE_LM,25.974752537133757,False
15015.0,3.0,2,SPLY_LS,8.776648624108939,False
15016.0,2.0,2,PIPE_LM,5.837178658560439,False
15122.0,2.0,4,PIPE_LM,9.233855082537653,False
15185.0,3.0,2,SPLY_LS,11.327747546733468,False
15292.0,2.0,2,SPLY_LS,8.990562232367395,False
15360.0,4.0,2,SPLY_LS,4.638066828102575,True
15396.0,2.0,1,SPLY_LS,7.276689887214294,False
15432.0,2.0,2,SPLY_LS,10.614545935353503,False
15477.0,2.0,1,SPLY_LS,15.246369160660603,False
15483.0,2.0,2,SPLY_LS,6.389366333556232,False
15516.0,2.0,2,SPLY_LS,19.380417365671374,False
15741.0,2.0,4,PIPE_LM,5.3353013283348725,False
15938.0,2.0,2,PIPE_LM,6.630072016738646,False
16011.0,3.0,2,SPLY_LS,6.643717891494081,False
16147.0,3.0,1,PIPE_LM,32.858777363409104,False
16203.0,2.0,1,SPLY_LS,7.915422569215086,False
16284.0,2.0,2,SPLY_LS,6.867110803476107,False
16348.0,2.0,2,SPLY_LS,6.663203591231944,False
16349.0,2.0,2,SPLY_LS,7.084533761008759,False
16365.0,2.0,1,SPLY_LS,10.279749435351352,False
16392.0,2.0,3,PIPE_LM,5.51774229548533,False
16437.0,2.0,2,PIPE_LM,6.532826367560246,False
16462.0,2.0,1,SPLY_LS,6.932808026182026,False
16508.0,2.0,2,SPLY_LS,6.203900403929051,False
16545.0,2.0,2,PIPE_LM,18.21193580965747,False
16548.0,2.0,1,SPLY_LS,6.768476107955635,False
16579.0,2.0,2,SPLY_LS,7.654984637296462,False
16624.0,2.0,3,PIPE_LM,14.83122207281979,False
16625.0,2.0,2,SPLY_LS,5.727448787604554,False
16626.0,2.0,4,PIPE_LM,7.425153191750828,False
16657.0,2.0,2,SPLY_LS,4.3826403138399765,False
16700.0,2.0,2,SPLY_LS,5.577436251252771,False
16945.0,2.0,2,PIPE_LM,7.57725727195071,False
17005.0,3.0,2,SPLY_LS,8.156810139203618,False
17046.0,2.0,2,SPLY_LS,44.29629642540427,False
17185.0,2.0,1,SPLY_LS,7.118416747615147,False
17284.0,3.0,2,SPLY_LS,4.577643991172215,False
17598.0,2.0,2,SPLY_LS,12.529384708956002,False
17632.0,2.0,2,SPLY_LS,6.281655388230902,False
17731.0,2.0,1,SPLY_LS,7.493768831269128,False
20234.0,2.0,1,SPLY_LS,5.692890777006618,False
20235.0,2.0,2,SPLY_LS,7.323432361334144,False
20242.0,2.0,2,SPLY_LS,6.3981069046973875,False
20243.0,2.0,2,SPLY_LS,6.193627546818328,False
20244.0,3.0,3,PIPE_LM,6.586590161541537,False
20245.0,3.0,2,SPLY_LS,8.320613274548418,False
20246.0,2.0,1,SPLY_LS,7.177281906042183,False
20247.0,2.0,3,PIPE_LM,7.72608374107932,False
20248.0,2.0,3,SPLY_LS,8.076884254578186,False
20249.0,2.0,2,SPLY_LS,7.037232285920311,False
20250.0,2.0,3,PIPE_LM,7.315164322743953,False
20344.0,2.0,3,PIPE_LM,2.1639415115066645,False
20345.0,2.0,1,SPLY_LS,6.638525828295344,False
20346.0,2.0,4,PIPE_LM,6.8872230846322084,False
20347.0,3.0,3,PIPE_LM,3.501799859055167,False
20348.0,2.0,2,SPLY_LS,9.142369056175683,False
20349.0,3.0,2,SPLY_LS,8.170415934249359,False
20350.0,2.0,2,SPLY_LS,7.998310098297824,False
20351.0,2.0,1,SPLY_LS,4.470226458369422,False
20352.0,2.0,2,SPLY_LS,5.39603273855621,False
20353.0,2.0,4,PIPE_LM,10.060009078949845,False
20354.0,2.0,3,PIPE_LM,9.328383674639147,False
20355.0,2.0,2,SPLY_LS,7.397980471297024,False
20356.0,2.0,1,PIPE_LM,45.78145168563032,False
20358.0,2.0,2,PIPE_LM,48.57948167939753,False
20359.0,2.0,4,PIPE_LM,34.291013616881635,False
20360.0,2.0,2,SPLY_LS,6.269157416084799,False
20361.0,3.0,2,SPLY_LS,4.464490876960888,False
20362.0,2.0,2,SPLY_LS,8.92546927536182,False
20363.0,2.0,2,PIPE_LM,6.711391484155691,False
20367.0,2.0,1,SPLY_LS,3.9000587907610194,False
20368.0,2.0,3,PIPE_LM,7.869326985982939,False
20369.0,2.0,4,PIPE_LM,8.288246187103912,False
20370.0,2.0,2,SPLY_LS,5.715128627157089,False
20371.0,2.0,2,SPLY_LS,8.168078602157209,False
20372.0,3.0,1,SPLY_LS,6.280763106699145,False
20373.0,2.0,3,PIPE_LM,8.993615340811864,False
20374.0,2.0,2,SPLY_LS,7.35324632405952,False
20375.0,2.0,2,SPLY_LS,4.498090638973032,False
20376.0,2.0,3,PIPE_LM,8.635256334882747,False
20377.0,3.0,2,PIPE_LM,7.33319839553846,False
20378.0,2.0,3,PIPE_LM,7.013599829151322,False
20379.0,3.0,1,SPLY_LS,9.072870512712564,False
20380.0,3.0,3,PIPE_LM,6.891100052689184,False
20381.0,3.0,2,SPLY_LS,6.594126610739173,False
20403.0,2.0,1,SPLY_LS,5.576533319620788,False
20407.0,3.0,4,PIPE_LM,8.52915029288615,False
20408.0,2.0,4,PIPE_LM,5.934359465285816,False
20409.0,2.0,3,PIPE_LM,6.25849715660104,False
20410.0,2.0,2,SPLY_LS,3.817961819982101,False
20411.0,3.0,1,SPLY_LS,4.5740582349508845,False
20412.0,2.0,3,PIPE_LM,0.4407468670077102,False
20413.0,2.0,4,PIPE_LM,9.384125777868574,False
20418.0,2.0,1,SPLY_LS,6.940136456335102,False
20419.0,3.0,2,PIPE_LM,8.132250128171398,False
20420.0,3.0,2,SPLY_LS,8.393932912652952,False
20421.0,2.0,3,PIPE_LM,8.359181409428372,False
20422.0,2.0,2,SPLY_LS,8.584386101216808,False
20423.0,2.0,2,SPLY_LS,10.002596645193343,False
20424.0,2.0,2,SPLY_LS,5.996033047064651,False
20425.0,2.0,2,SPLY_LS,7.572264353368445,False
20430.0,2.0,2,SPLY_LS,11.699664158343023,False
20431.0,3.0,3,PIPE_LM,5.230550909528347,False
22046.0,3.0,3,PIPE_LM,49.95799084172588,False
22290.0,2.0,2,SPLY_LS,11.772007522626355,False
22391.0,2.0,2,SPLY_LS,9.06118094920856,False
22442.0,2.0,1,SPLY_LS,6.354235050229993,False
22459.0,2.0,2,SPLY_LS,10.21031758639386,False
22460.0,2.0,2,PIPE_LM,7.887329763674499,False
22478.0,2.0,2,SPLY_LS,6.492898943179268,False
22492.0,2.0,2,SPLY_LS,8.716239470515776,False
22531.0,2.0,3,PIPE_LM,4.883316583130245,False
