지시번호,접수번호,공사일자,위치,유형,공사개요,계,도급액,관급자재,도로복구비,건강보험,연금보험,산재보험,고용보험,요양보험,퇴직공제,보험료 (원),"산업안전
보건관리비",관경,관종,부위,원인,누수량,중구역,소구역,살수량,계.1,사용료,물이용부담금,GIS 등록,비고,작업일시,위도,경도
571,20230801-0398,08-01,동구 신암동 620-26 고인돌,지하사유지,D13mm 계량기 보호통 교체,"1,293,710 ","1,211,810 ","81,900 ",0 ,"19,110 ","24,260 ","22,700 ","6,190 ","2,440 ","12,400 ","3,410","22,840",15.0,계량기보호통(실),계량기보호통,노후,0,211.0,9,,0 ,0 ,0 ,미등록,폐콘 0.1,2023-08-01,35.8858205,128.6259054
572,20230801-0401,08-01,동구 신암동 259-27,지하사유지,D13mm 계량기 보호통 교체,"680,800 ","598,900 ","81,900 ",0 ,"8,460 ","10,740 ","10,050 ","2,740 ","1,080 ","5,490 ","1,740","11,170",15.0,계량기보호통(실),계량기보호통,노후,0,212.0,20,,0 ,0 ,0 ,미등록,폐콘 0.1,2023-08-01,35.8813025,128.6268189
576,20230804-0384,08-04,동구 덕곡동 513,지하사유지,D13mm 계량기 보호통 교체,"847,260 ","765,360 ","81,900 ",0 ,"10,420 ","13,230 ","12,370 ","3,370 ","1,330 ","6,760 ","2,250","13,550",15.0,계량기보호통(실),계량기보호통,노후,0,201.0,54,,0 ,0 ,0 ,미등록,폐콘 0.1,2023-08-04,35.984336,128.6179696
577,20230805-0004,08-05,동구 방촌동 1044-41,지상사유지,D13mm 계량기 보호통 교체,"771,460 ","689,560 ","81,900 ",0 ,"9,610 ","12,200 ","11,410 ","3,110 ","1,230 ","6,230 ","2,010","12,480",15.0,계량기보호통(실),계량기보호통,노후,,227.0,124-2,,,,,미등록,폐콘 0.1,2023-08-05,35.8807898,128.659415
578,20230806-0019,08-06,동구 신서동 479 480-8,지상사유지,D20mm 계량기 보호통 교체,"971,040 ","859,440 ","111,600 ",0 ,"11,600 ","14,730 ","13,780 ","3,760 ","1,480 ","7,530 ","2,520","15,160",20.0,계량기보호통(실),계량기보호통,노후,,235.0,236,,,,,미등록,폐아 0.1,2023-08-06,35.8716792,128.7325664
581,20230807-0145,08-07,동구 동호동 366-4,지상공도,D100*20mm 분기점 누수수선,"435,850 ","435,850 ",0 ,0 ,"4,410 ","5,600 ","5,240 ","1,430 ",560 ,"2,860 ","1,380","7,140",20.0,부분기대,부분기대,노후,0.86,237.0,260-2,,0 ,0 ,0 ,등록,,2023-08-07,35.8674966,128.7236633
584,20230809-0099,08-09,동구 신천동 672-4,지하사유지,D13mm 계량기 보호통 교체,"795,700 ","713,800 ","81,900 ",0 ,"10,570 ","13,410 ","12,550 ","3,420 ","1,350 ","6,850 ","2,050","13,340",15.0,계량기보호통(실),계량기보호통,노후,0,220.0,48,,0 ,0 ,0 ,미등록,폐콘 0.1,2023-08-09,35.8700476,128.6193139
585,20230809-0233,08-09,동구 불로동 406,지상사유지,D13mm 계량기 보호통 교체,"674,340 ","592,440 ","81,900 ",0 ,"7,970 ","10,120 ","9,470 ","2,580 ","1,020 ","5,170 ","1,740","10,590",15.0,계량기보호통(실),계량기보호통,노후,,204.0,76,,,,,미등록,폐콘 0.1,2023-08-09,35.911324,128.6405216
588,20230811-0027,08-11,동구 신평동 289,지상사유지,D13mm 계량기실 누수수선,"177,350 ","177,350 ",0 ,0 ,"1,940 ","2,470 ","2,310 ",630 ,240 ,"1,260 ",540,"2,090",15.0,계량기보호통(실),계량기보호실,노후,,226.0,135,,,,,미등록,폐콘 0.1,2023-08-11,35.8802344,128.6847079
594,20230816-0002,08-16,동구 신천동 116-9,지상공도,D80mm 구분기점 누수수선,"635,420 ","635,420 ",0 ,0 ,"7,090 ","9,000 ","8,420 ","2,290 ",900 ,"4,600 ","1,920","8,890",15.0,부분기대,부분기대,노후,0.25,221.0,42,0.0,0 ,0 ,0 ,등록,폐아 0.2,2023-08-16,35.8692686,128.6243636
595,20230816-0004,08-16,동구 내동 99,지하공도,D50*13mm 분기점 누수수선,"1,036,060 ","1,036,060 ",0 ,0 ,"10,570 ","13,420 ","12,560 ","3,420 ","1,350 ","6,860 ","3,210","14,080",15.0,스텐레스관,이형관,노후,"2,115.36",201.0,298,,0 ,0 ,0 ,등록,폐아 0.3,2023-08-16,35.9702831,128.661242
600,20230818-0014,08-18,동구 불로동 190-4,지상사유지,D13mm 계량기 보호통 교체,"787,950 ","706,050 ","81,900 ",0 ,"9,520 ","12,080 ","11,300 ","3,080 ","1,210 ","6,170 ","2,070","12,600",15.0,계량기보호통(실),계량기보호통,노후,,204.0,76,,,,,미등록,폐콘 0.1,2023-08-18,35.9106045,128.6384527
601,20230819-0014,08-19,동구 둔산동 206-1,지상사유지,D13mm 계량기 보호통 교체,"614,860 ","532,960 ","81,900 ",0 ,"6,920 ","8,790 ","8,220 ","2,240 ",880 ,"4,490 ","1,600","9,570",15.0,계량기보호통(실),계량기보호실,노후,,225.0,98,,,,,미등록,,2023-08-19,35.9005649,128.686901
604,20230821-0053,08-21,동구 내곡동 277,미누수,출장비정산(N=1),"86,770 ","86,770 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,320,0,,,,,,236.0,211,,,,,미등록,,2023-08-21,35.8865484,128.759497
606,20230822-0009,08-22,동구 둔산동 508-1,지하공도,D100*13mm 분기점 누수수선,"1,201,550 ","1,201,550 ",0 ,0 ,"14,600 ","18,540 ","17,350 ","4,730 ","1,870 ","9,470 ","3,570","18,870",15.0,부분기대,부분기대,노후,"2,404.56",225.0,104,0.1,134 ,118 ,16 ,등록,폐아 0.4,2023-08-22,35.8986845,128.6810108
611,20230823-0210,08-23,동구 둔산동 163-1,지하공도,D25mm 직관부 누수수선,"577,730 ","577,730 ",0 ,0 ,"6,660 ","8,450 ","7,910 ","2,150 ",850 ,"4,320 ","1,710","10,330",25.0,스텐레스관,직관,노후,"6,766.32",225.0,98,,0 ,0 ,0 ,등록,폐콘 0.3,2023-08-23,35.9006097,128.6873252
612,20230823-0212,08-23,동구 둔산동 214-3,지하공도,D80*13mm 분기점 누수수선,"1,016,700 ","1,016,700 ",0 ,0 ,"10,950 ","13,910 ","13,010 ","3,550 ","1,400 ","7,100 ","3,110","14,520",15.0,부분기대,부분기대,노후,"1,789.44",225.0,98,0.1,134 ,118 ,16 ,등록,폐아 0.4,2023-08-23,35.9001247,128.6873908
613,20230825-0408,08-25,동구 신천동 805-1,지상공도,D40*13mm 분기점 누수수선,"450,800 ","450,800 ",0 ,0 ,"4,870 ","6,180 ","5,780 ","1,570 ",620 ,"3,150 ","1,410","7,470",15.0,PFP관,이형관,노후,0.19,220.0,48,,0 ,0 ,0 ,등록,,2023-08-25,35.8696975,128.6179899
614,20230825-0501,08-25,동구 봉무동 169,지상사유지,D13mm 계량기 보호통 교체,"658,130 ","576,230 ","81,900 ",0 ,"7,700 ","9,770 ","9,140 ","2,490 ",980 ,"4,990 ","1,720","10,390",15.0,계량기보호통(실),계량기보호실,노후,,203.0,59,,,,,미등록,,2023-08-25,35.93197,128.644063
616,20230826-0037,08-26,동구 신암동 642-23,지상공도,D25*13mm 분기점 누수수선(N=2),"524,020 ","524,020 ",0 ,0 ,"5,740 ","7,280 ","6,810 ","1,860 ",730 ,"3,720 ","1,630","10,350",15.0,스텐레스관,이형관,노후,0,211.0,3,0.0,0 ,0 ,0 ,등록,,2023-08-26,35.8868553,128.6189326
617,20230828-0001,08-28,동구 부동 524-2,지상공도,D40mm 직관부 누수수선,"804,680 ","804,680 ",0 ,0 ,"10,960 ","13,910 ","13,020 ","3,550 ","1,400 ","7,110 ","2,390","12,190",40.0,PE관,직관,노후,4.33,226.0,117,0.0,0 ,0 ,0 ,미등록,,2023-08-28,35.8886562,128.6796115
624,20230829-0242,08-29,동구 방촌동 862-7,지상사유지,D13mm 계량기 보호통 교체,"712,830 ","630,930 ","81,900 ",0 ,"8,500 ","10,790 ","10,100 ","2,750 ","1,080 ","5,510 ","1,850","11,350",15.0,계량기보호통(실),계량기보호통,노후,,228.0,132,,,,,미등록,폐콘 0.1,2023-08-29,35.8817395,128.6692345
627,20230831-0340,08-31,동구 방촌동 1072-4,지상사유지,D13mm 계량기실 누수수선,"310,750 ","310,750 ",0 ,0 ,"4,350 ","5,520 ","5,170 ","1,410 ",550 ,"2,820 ",910,"4,760",15.0,계량기보호통(실),계량기보호실,노후,,227.0,124-2,,,,,미등록,,2023-08-31,35.8815808,128.6622642
440,20230526-0006,05-26,동구 신천동 372-4,지하공도,D50*13mm 분기점 누수수선,"899,000 ","899,000 ",0 ,0 ,"11,060 ","14,030 ","13,130 ","3,580 ","1,410 ","7,170 ","2,640","14,720",15.0,PFP관,이형관,노후,898.56,222.0,34,0.1,134 ,118 ,16 ,등록,폐콘 0.35 폐아 0.05,2023-05-26,35.8731998,128.6292736
511,20230704-0043,07-04,동구 신암동 708-125,지하공도,D40*13mm 분기점 누수수선,"421,770 ","421,770 ",0 ,0 ,"4,310 ","5,480 ","5,120 ","1,390 ",550 ,"2,800 ","1,330","6,890",15.0,부분기대,부분기대,노후,"1,015.68",211.0,2,,0 ,0 ,0 ,등록,,2023-07-04,35.8855316,128.6158599
516,20230705-0309,07-05,동구 신천동 841-10,지상사유지,D32mm 계량기실 누수수선,"140,800 ","140,800 ",0 ,0 ,"1,880 ","2,390 ","2,240 ",610 ,240 ,"1,220 ",420,"1,890",32.0,계량기보호통(실),연결부,부식,,220.0,48,,,,,미등록,,2023-07-05,35.8682193,128.6178599
538,20230717-0228,07-17,동구 신암동 709-5,지상사유지,D13mm 계량기 보호통 교체,"742,570 ","660,670 ","81,900 ",0 ,"9,540 ","12,110 ","11,330 ","3,090 ","1,220 ","6,190 ","1,910","12,360",15.0,계량기보호통(실),계량기보호통,부식,,211.0,2,,,,,미등록,폐콘 0.07,2023-07-17,35.8865734,128.6175219
554,20230724-0185,07-24,동구 신천동 115-3,지하공도,D80*13mm 구분기점 누수수선,"914,310 ","914,310 ",0 ,0 ,"10,930 ","13,880 ","12,980 ","3,540 ","1,400 ","7,090 ","2,720","13,800",15.0,부분기대,부분기대,노후,"1,559.04",221.0,42,0.2,268 ,236 ,32 ,등록,폐아 0.35,2023-07-24,35.8691218,128.6247897
569,20230801-0223,08-01,동구 서호동 77-2,지상사유지,D13mm 계량기실 누수수선,"106,240 ","106,240 ",0 ,0 ,370 ,470 ,440 ,120 ,40 ,240 ,380,380,15.0,계량기보호통(실),연결부,노후,,233.0,251,,,,,미등록,,2023-08-01,35.870116,128.7082656
570,20230801-0369,08-01,동구 둔산동 193,지하사유지,D13mm 직관부 누수수선,"630,910 ","630,910 ",0 ,0 ,"4,740 ","6,020 ","5,630 ","1,530 ",600 ,"3,080 ","2,090","7,900",15.0,스텐레스관,직관,노후,"1,679.04",225.0,98,0.1,134 ,118 ,16 ,미등록,폐아스팔트 0.07톤,2023-08-01,35.901049,128.6875314
580,20230807-0109,08-07,동구 신서동 818-1,지상사유지,D50mm 계량기실 누수수선,"133,320 ","133,320 ",0 ,0 ,880 ,"1,110 ","1,040 ",280 ,110 ,570 ,450,890,50.0,계량기보호통(실),연결부,노후,,230.0,210,,,,,미등록,,2023-08-07,35.8723003,128.7252584
586,20230810-0140,08-10,동구 신천동 40-7,지상사유지,D13mm 계량기보호통 교체,"774,750 ","692,850 ","81,900 ",0 ,"10,060 ","12,770 ","11,950 ","3,260 ","1,280 ","6,520 ","1,990","12,960",15.0,계량기보호통(실),계량기보호통,부식,,219.0,30,,,,,미등록,폐콘 0.09,2023-08-10,35.8771711,128.6218305
587,20230811-0006,08-11,동구 신천동 342-5,지상사유지,D50mm 계량기실 누수수선,"87,270 ","87,270 ",0 ,0 ,880 ,"1,110 ","1,040 ",280 ,110 ,570 ,270,890,50.0,계량기보호통(실),연결부,노후,,222.0,43,,,,,미등록,,2023-08-11,35.870061,128.6287698
589,20230812-0004,08-12,동구 불로동 866-9,지상사유지,D40mm 계량기실 누수수선,"180,620 ","180,620 ",0 ,0 ,"2,200 ","2,790 ","2,610 ",710 ,280 ,"1,420 ",550,"2,200",40.0,계량기보호통(실),연결부,노후,,207.0,90,,,,,미등록,,2023-08-12,35.9034096,128.6313138
598,20230816-0054,08-16,동구 효목동 138-8,지상사유지,D13mm 보조계량기실 누수수선,"118,780 ","118,780 ",0 ,0 ,"1,130 ","1,430 ","1,340 ",360 ,140 ,730 ,380,"1,610",15.0,계량기보호통(실),연결부,부식,,213.0,26,,,,,미등록,,2023-08-16,35.8822132,128.644013
599,20230817-0008,08-17,동구 능성동 180,지하공도,D50mm 접합부 누수수선,"1,039,400 ","1,039,400 ",0 ,0 ,"11,470 ","14,570 ","13,630 ","3,720 ","1,460 ","7,440 ","3,160","13,480",50.0,HIVP,이형관,접합부이완,"4,303.92",201.0,313,0.1,134 ,118 ,16 ,등록,폐아 0.35,2023-08-17,35.9655328,128.7404217
602,20230821-0002,08-21,동구 신천동 480-30,지하사유지,D13mm 보호통 교체,"764,790 ","682,890 ","81,900 ",0 ,"9,810 ","12,450 ","11,650 ","3,180 ","1,250 ","6,360 ","1,980","12,850",15.0,계량기보호통(실),계량기보호통,노후,779.52,606.0,44-2,,0 ,0 ,0 ,미등록,폐콘크리트 0.06톤,2023-08-21,35.8714727,128.6330288
603,20230821-0025,08-21,동구 불로동 681,지상사유지,D13mm 계량기실 누수수선,"83,330 ","83,330 ",0 ,0 ,370 ,470 ,440 ,120 ,40 ,240 ,290,380,15.0,계량기보호통(실),연결부,부식,,207.0,78,,,,,미등록,,2023-08-21,35.9086587,128.6364097
607,20230822-0025,08-22,동구 신평동 169-3 구남창호,지상사유지,D13mm 계량기실 누수수선,"83,330 ","83,330 ",0 ,0 ,370 ,470 ,440 ,120 ,40 ,240 ,290,380,15.0,계량기보호통(실),연결부,부식,,230.0,201,,,,,미등록,,2023-08-22,35.8810472,128.6915869
608,20230822-0065,08-22,동구 신암동 129-175,지상사유지,D13mm 계량기실 누수수선,"60,210 ","60,210 ",0 ,0 ,370 ,470 ,440 ,120 ,40 ,240 ,200,380,15.0,계량기보호통(실),연결부,노후,,209.0,1,,,,,미등록,,2023-08-22,35.8879556,128.6326704
610,20230823-0061,08-23,동구 신암동 642-14,지상사유지,D13mm 계량기실 누수수선,"60,210 ","60,210 ",0 ,0 ,370 ,470 ,440 ,120 ,40 ,240 ,200,380,15.0,계량기보호통(실),연결부,부식,,211.0,3,,,,,미등록,,2023-08-23,35.8869919,128.6187493
622,20230829-0109,08-29,동구 용계동 742-2,미누수,출장비(N=1) 622,"86,050 ","86,050 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,320,0,,,,,,232.0,249,,0 ,0 ,0 ,미등록,,2023-08-29,35.8729433,128.6930331
626,20230831-0225,08-31,동구 효목동 120-31,지상사유지,D13mm 계량기실 누수수선,"60,210 ","60,210 ",0 ,0 ,370 ,470 ,440 ,120 ,40 ,240 ,200,380,15.0,계량기보호통(실),연결부,부식,,213.0,24,,,,,미등록,,2023-08-31,35.8834859,128.641608
628,20230831-0410,08-31,동구 방촌동 988-26,지하공도,D50*13mm 분기점 누수수선,"1,146,920 ","1,146,920 ",0 ,0 ,"13,550 ","17,200 ","16,100 ","4,390 ","1,730 ","8,790 ","3,440","18,230",15.0,PFP관,이형관,노후,"2,255.76",228.0,123-2,0.2,268 ,236 ,32 ,등록,폐콘 0.35,2023-08-31,35.8847539,128.6627974
629,20230901-0148,09-01,동구 신암동 209-40,지상사유지,D13mm 계량기 보호통 교체,"751,710 ","669,810 ","81,900 ",0 ,"9,750 ","12,380 ","11,580 ","3,160 ","1,240 ","6,320 ","1,920","12,480",15.0,계량기보호통(실),계량기보호통,부식,,217.0,18,,,,,미등록,폐콘 0.09,2023-09-01,35.8797632,128.6202634
630,20230901-0240,09-01,동구 신암동 708-135,지하공도,D40*13mm 분기점 누수수선,"411,440 ","411,440 ",0 ,0 ,"3,960 ","5,030 ","4,710 ","1,280 ",500 ,"2,570 ","1,320","6,610",15.0,PFP관,이형관,노후,871.2,211.0,2,,0 ,0 ,0 ,등록,,2023-09-01,35.8857262,128.616155
635,20230904-0050,09-04,동구 신암동 694-56,지하사유지,D13mm 인입선 누수수선,"525,410 ","525,410 ",0 ,0 ,"6,770 ","8,590 ","8,040 ","2,190 ",860 ,"4,390 ","1,580","9,490",15.0,스텐레스관,이형관,노후,"1,117.2",211.0,2,,0 ,0 ,0 ,미등록,,2023-09-04,35.8874325,128.6174754
637,20230904-0242,09-04,동구 신암동 657-172,지하미누수,확인 터파기 결과 미누수,"206,160 ","206,160 ",0 ,0 ,"2,790 ","3,540 ","3,310 ",900 ,350 ,"1,810 ",580,"2,890",,,,,,211.0,2,,,,,미등록,폐콘 0.12,2023-09-04,35.8882454,128.6180524
638,20230904-0250,09-04,동구 신천동 740-3,지하공도,D80*13mm 분기점 누수수선(N=2),"670,230 ","670,230 ",0 ,0 ,"6,930 ","8,800 ","8,240 ","2,240 ",880 ,"4,500 ","2,120","10,780",15.0,부분기대,부분기대,노후,"1,881.6",220.0,48,,0 ,0 ,0 ,등록,,2023-09-04,35.8703024,128.6196092
639,20230904-0284,09-04,동구 도동 791-1 . 793-1,지상사유지,D13mm 계량기 보호통 교체,"787,330 ","705,430 ","81,900 ",0 ,"9,900 ","12,570 ","11,760 ","3,210 ","1,260 ","6,420 ","2,050","12,740",15.0,계량기보호통(실),계량기보호통,부식,,206.0,72,,,,,미등록,폐콘 0.09,2023-09-04,35.9151588,128.6622976
640,20230904-0385,09-04,동구 둔산동 953,지하공도,D80mm 직관부 누수수선,"1,056,330 ","1,056,330 ",0 ,0 ,"12,040 ","15,290 ","14,310 ","3,900 ","1,540 ","7,810 ","3,190","15,120",80.0,닥타일관,직관,노후,"5,056.8",226.0,95,0.2,268 ,236 ,32 ,등록,폐콘 0.35,2023-09-04,35.8992238,128.6723196
641,20230905-0016,09-05,동구 진인동 559-1,지상사유지,D13mm 계량기실 누수수선,"173,980 ","173,980 ",0 ,0 ,"1,640 ","2,090 ","1,950 ",530 ,210 ,"1,060 ",560,"1,650",15.0,계량기보호통(실),연결부,부식,,201.0,313,,,,,미등록,,2023-09-05,35.9554512,128.7146363
643,20230905-0146,09-05,동구 덕곡동 217,지상사유지,D50mm 인입선 누수수선,"548,400 ","548,400 ",0 ,0 ,"8,290 ","10,520 ","9,840 ","2,680 ","1,060 ","5,370 ","1,580","8,830",50.0,스텐레스관,직관,타공사손괴,109.2,201.0,54,0.0,0 ,0 ,0 ,미등록,,2023-09-05,35.9920413,128.6142041
649,20230906-0432,09-06,동구 신암동 603-140,지하미누수,확인 터파기 결과 미누수,"228,950 ","228,950 ",0 ,0 ,"2,860 ","3,630 ","3,390 ",920 ,360 ,"1,850 ",690,"2,990",,,,,,211.0,8,,,,,미등록,,2023-09-06,35.8837226,128.6221451
650,20230907-0001,09-07,동구 신평동 649-5,지상사유지,D13mm 계량기 보호통 교체,"793,500 ","711,600 ","81,900 ",0 ,"9,760 ","12,390 ","11,600 ","3,160 ","1,250 ","6,330 ","2,090","12,730",15.0,계량기보호통(실),계량기보호통,부식,,226.0,224-1,0.0,0 ,0 ,0 ,미등록,폐콘 0.07,2023-09-07,35.8781126,128.6809829
651,20230907-0276,09-07,동구 효목동 64-22,지상사유지,D13mm 계량기실 누수수선,"100,790 ","100,790 ",0 ,0 ,"1,130 ","1,430 ","1,340 ",360 ,140 ,730 ,310,"1,140",15.0,계량기보호통(실),연결부,부식,,213.0,24,,,,,미등록,,2023-09-07,35.8850846,128.6365444
652,20230907-0324,09-07,동구 신암동 230-21,지상사유지,D13mm 계량기 보호통 교체,"720,200 ","638,300 ","81,900 ",0 ,"9,050 ","11,490 ","10,750 ","2,930 ","1,150 ","5,870 ","1,850","11,950",15.0,계량기보호통(실),계량기보호통,노후,,217.0,18,,,,,미등록,폐콘크리트 0.06톤,2023-09-07,35.8803533,128.6227911
654,20230908-0119,09-08,동구 신암동 708-142,지상사유지,D13mm 계량기 보호통 교체,"726,250 ","644,350 ","81,900 ",0 ,"9,210 ","11,690 ","10,940 ","2,980 ","1,170 ","5,970 ","1,880","12,190",15.0,계량기보호통(실),계량기보호통,노후,,211.0,2,,,,,미등록,,2023-09-08,35.8856151,128.61645
655,20230911-0203,09-11,동구 용계동 1021,지상사유지,D13mm 계량기실 누수수선,"116,410 ","116,410 ",0 ,0 ,560 ,710 ,670 ,180 ,70 ,360 ,410,570,15.0,계량기보호통(실),연결부,부식,,227.0,138,0.0,0 ,0 ,0 ,미등록,,2023-09-11,35.8760575,128.6794385
656,20230911-0330,09-11,동구 도동 825-2,지하공도,D80mm 직관부 누수수선,"1,607,760 ","1,364,760 ","243,000 ",0 ,"18,720 ","23,770 ","22,240 ","6,070 ","2,390 ","12,140 ","3,890","22,710",80.0,닥타일관,직관,노후,"96,241.2",206.0,72,0.1,134 ,118 ,16 ,등록,폐아스팔트 0.6톤,2023-09-11,35.9141851,128.6597927
657,20230911-0335,09-11,동구 신암동 771-5 771-3,지하사유지,D=13mm 계량기실 누수수선,"191,420 ","191,420 ",0 ,0 ,"2,640 ","3,350 ","3,140 ",850 ,330 ,"1,710 ",560,"2,890",15.0,계량기보호통(실),접합부,노후,0,211.0,6,,0 ,0 ,0 ,미등록,,2023-09-11,35.8825126,128.6167885
658,20230912-0001,09-12,동구 신암동 136-140,지상공도,D150*20mm 구분기점 누수수선,"236,680 ","236,680 ",0 ,0 ,"3,000 ","3,810 ","3,560 ",970 ,380 ,"1,940 ",710,"3,160",20.0,부분기대,부분기대,노후,0.69,212.0,20,0.0,0 ,0 ,0 ,등록,,2023-09-12,35.8857634,128.6276703
659,20230912-0002,09-12,동구 동호동 106-36 반월부동산,지하사유지,D13mm 계량기 보호통 교체,"847,390 ","765,490 ","81,900 ",0 ,"10,570 ","13,420 ","12,560 ","3,420 ","1,350 ","6,860 ","2,240","13,450",15.0,계량기보호통(실),계량기보호통,부식,0,233.0,258,,0 ,0 ,0 ,미등록,폐콘 0.09,2023-09-12,35.868836,128.7138194
661,20230912-0157,09-12,동구 신암동 228-19,지상사유지,D13mm 계량기 보호통 교체,"763,460 ","681,560 ","81,900 ",0 ,"9,900 ","12,570 ","11,760 ","3,210 ","1,260 ","6,420 ","1,960","12,720",15.0,계량기보호통(실),계량기보호통,부식,,217.0,18,,,,,미등록,폐콘 0.09,2023-09-12,35.8803098,128.6215133
664,20230914-0007,09-14,동구 효목동 1193,지하공도,D50mm 직관부 누수수선,"476,710 ","476,710 ",0 ,0 ,"6,870 ","8,720 ","8,160 ","2,220 ",880 ,"4,450 ","1,390","7,870",50.0,스텐레스관,직관,노후,"78,458.88",214.0,136,,0 ,0 ,0 ,등록,,2023-09-14,35.8773006,128.6553998
665,20230914-0034,09-14,동구 신천동 149-41,미누수,확인 터파기 결과 미누수,"355,160 ","355,160 ",0 ,0 ,"3,780 ","4,800 ","4,490 ","1,220 ",480 ,"2,450 ","1,120","4,320",,,,,,221.0,49,,0 ,0 ,0 ,미등록,,2023-09-14,35.8680433,128.6228727
666,20230917-0005,09-17,동구 방촌동 857-86,지상사유지,D13mm 계량기 보호통 교체,"787,650 ","705,750 ","81,900 ",0 ,"9,970 ","12,660 ","11,850 ","3,230 ","1,270 ","6,470 ","2,050","12,760",15.0,계량기보호통(실),계량기보호통,노후,,226.0,133,0.0,0 ,0 ,0 ,미등록,폐콘크리트 0.07톤,2023-09-17,35.8801804,128.6719527
668,20230918-0066,09-18,동구 효목동 87-8,지하공도,D150*25mm 분기점 누수수선,"1,147,310 ","1,147,310 ",0 ,0 ,"15,270 ","19,390 ","18,140 ","4,950 ","1,950 ","9,910 ","3,420","20,560",25.0,부분기대,부분기대,노후,"5,345.76",214.0,27,0.2,268 ,236 ,32 ,등록,,2023-09-18,35.886784,128.6414833
669,20230918-0130,09-18,동구 효목동 282-1,지상사유지,D40mm 계량기실 누수수선,"94,990 ","94,990 ",0 ,0 ,"1,020 ","1,300 ","1,210 ",330 ,130 ,660 ,300,"1,030",40.0,계량기보호통(실),연결부,부식,,606.0,35,,,,,미등록,,2023-09-18,35.8791348,128.6328367
670,20230918-0314,09-18,동구 방촌동 934-19,지상사유지,D13mm 계량기실 누수수선,"83,330 ","83,330 ",0 ,0 ,370 ,470 ,440 ,120 ,40 ,240 ,290,380,15.0,계량기보호통(실),연결부,부식,,228.0,125,0.0,0 ,0 ,0 ,미등록,,2023-09-18,35.8841845,128.6656616
