긴급복구공사일련번호,담당부서ID,담당부서명,용수구분,용수구분명,용도구분,용도구분명,민원접수번호,접수일시,작업시작일시,작업종료일시,공사개요,구 구분코드,구군,주소,중구역번호,소구역번호,지시번호,공사일련번호,공사명,복구공사구분,복구공사구분값,도로구분코드,도로구분,시공년도,탐사구분(1단계),탐사구분(1단계) 값,탐사구분(2단계),탐사구분(2단계) 값,누수관경코드,누수관경,누수관종코드,누수관종코드명,누수부위코드,누수부위코드명,누수원인코드,누수원인코드명,누수구분코드,누수구분명,누수부위형태코드,누수부위형태코드명,파열상태코드,파열상태,측정수압,누수일수,시간당 누수량,누수량,방지량,살수량,총공사비,과수압구역(여부),위도,경도,작업일시
200900243,54000,북부사업소,,,,,,200809180900.0,,,DTC(100*80)분기점수선,B,북구,북구 대구체육관로11길 48 (산격동) / 1425-26번지,520.0,470.0,594.0,20099000639,북구 산격동 1425-26 번지,U,지하누수,1.0,공도,,1.0,자체,1.0,주간,7.0,80.0,11.0,접합부속,301.0,볼트·너트,1.0,노후,1,누수,1.0,소켓,,,0.0,1.0,0.0,0,0,,0,N,35.8947758,128.6046433,2008-09-18 09:00:00
201001649,54000,북부사업소,,,5.0,급수관,,201002180900.0,,,D15mm 계량기보호통 교체,B,북구,북구 대구체육관로4길 7-3 (산격동) / 1404-33번지,520.0,470.0,241.0,20109002604,북구 산격동1404-33 번지,U,지하누수,1.0,공도,,2.0,용역,,,1.0,15.0,10.0,부분기대,501.0,부분기대,1.0,노후,1,누수,2.0,반도,6.0,1/10,4.0,49.0,0.0,165,"1,226",,"652,640",N,35.8909603,128.6027368,2010-02-18 09:00:00
9908351,54000,북부사업소,,,4.0,배수지관,,20051004090000.0,,,DTC D80*15분기점수선,B,북구,북구 대구체육관로8길 26 (산격동) / 1498-6번지,520.0,470.0,,20055400008351,산격4동 1498-6,U,지하누수,,,,,,,,1.0,15.0,2.0,,901.0,,2.0,부식,1,누수,,,3.0,1/3,,0.0,0.0,0,"3,416",,,,35.891356,128.6032407,2005-10-04 09:00:00
201301469,54000,북부사업소,,,5.0,급수관,,201302250900.0,,,D80*20mm 분기점 수선,B,북구,북구 대구체육관로9길 40-1 (산격동) / 1426-46번지,520.0,490.0,232.0,20139002443,북구 대구체육관로9길 40-1 (산격동) / 1426-46번지,U,지하누수,1.0,공도,,2.0,용역,,,2.0,20.0,10.0,부분기대,501.0,부분기대,1.0,노후,1,누수,2.0,반도,6.0,1/10,3.0,56.0,0.0,457,"1,485",0.0,"325,500",N,35.8944037,128.6041922,2013-02-25 09:00:00
201103843,54000,북부사업소,,,4.0,배수지관,,201105260900.0,,,D40*15mm분기점수선,B,북구,북구 대동로 2-18 (산격동) / 1232-23번지,520.0,480.0,680.0,20119006261,북구 산격동1232-23 번지,U,지하누수,1.0,공도,,2.0,용역,,,1.0,15.0,11.0,접합부속,303.0,나사,1.0,노후,1,누수,1.0,소켓,7.0,1/4,4.0,146.0,0.0,771,"1,927",,"327,130",N,35.8978486,128.6067485,2011-05-26 09:00:00
9905605,54000,북부사업소,,,5.0,급수관,,20040826090000.0,,,DTC D=150mm 직관부 수선,B,북구,북구 대동로 28 (산격동) / 1253-43번지,520.0,480.0,,20045400005605,산격3동 1253-43,U,지하누수,,,,,,,,3.0,25.0,2.0,,101.0,,1.0,노후,1,누수,,,9.0,1/100,,239.0,3.0,"16,864","8,891",,,,35.8972211,128.6096754,2004-08-26 09:00:00
201003622,54000,북부사업소,,,5.0,급수관,,201005100900.0,,,D150mm 분기점폐쇄,B,북구,북구 대동로 48 (산격동) / 1275-5번지,520.0,490.0,502.0,20109005992,북구 산격동1275-5 번지,U,지하누수,1.0,공도,,1.0,자체,1.0,주간,1.0,15.0,13.0,불용관,801.0,불용관,13.0,불용관,1,누수,2.0,반도,4.0,1/5,4.0,130.0,0.0,905,"2,540",,"94,680",N,35.8963747,128.6116947,2010-05-10 09:00:00
803354,54000,북부사업소,,,0.0,,,200804110900.0,,,DTC(150*20)분기점 수선 ,B,북구,북구 대동로 54 (산격동) / 1279-2번지,520.0,490.0,251.0,20089006515,산격동 1279-2번지 ,U,지하누수,1.0,공도,,1.0,자체,1.0,주간,2.0,20.0,10.0,부분기대,801.0,불용관,2.0,부식,1,누수,,,,,,1.0,0.0,0,0,,,N,35.896141,128.6122561,2008-04-11 09:00:00
201803888,54000,북부사업소,,,,,201805100046.0,201805100943.0,,201805101200.0,"확인결과 미누수
",B,북구,북구 대동로10길 17-2 (산격동) / 1304-2번지,520.0,490.0,649.0,20189006733,북구 대동로10길 17-2 (산격동) / 1304-2번지,U,지하누수,,,,2.0,용역,,,,,,,,,,,2,미누수,,,,,,,,,,,"769,070",N,35.8950417,128.611353,2018-05-10 09:43:00
9907028,54000,북부사업소,,,5.0,급수관,,20050308090000.0,,,STS D=25㎜ 직관부수선,B,북구,북구 대동로4길 10-1 (산격동) / 1252-24번지,520.0,480.0,,20055400007028,산격3동 1252-24,U,지하누수,,,,,,,,3.0,25.0,7.0,,101.0,,1.0,노후,1,누수,,,6.0,1/10,,66.0,1.0,"1,917","8,683",,,,35.8972868,128.6080448,2005-03-08 09:00:00
9907568,54000,북부사업소,,,5.0,급수관,,20050624090000.0,,,STS 25*15 구분기점수선,B,북구,북구 대동로6길 18-4 (산격동) / 1311-43번지,520.0,480.0,,20055400007568,산격3동 1311-43,U,지하누수,,,,,,,,1.0,15.0,7.0,,901.0,,2.0,부식,1,누수,,,3.0,1/3,,174.0,0.0,"1,086","1,192",,,,35.8958057,128.6091948,2005-06-24 09:00:00
9910227,54000,북부사업소,,,0.0,,,20060828000000.0,,,80 제수변수선,B,북구,북구 대동로6길 6-1 (산격동) / 1250-32번지,520.0,480.0,,20065400010227,산격3동 1250-32,U,지하누수,,,,,,,,7.0,80.0,99.0,,402.0,,2.0,부식,1,누수,,,0.0,,,365.0,2.0,"15,067","15,067",,,,35.8967956,128.6094113,2006-08-28 00:00:00
9909928,54000,북부사업소,,,5.0,급수관,,20060502170000.0,,,STS D25×15 분기점수선,B,북구,북구 대동로8길 23-2 (산격동) / 1249-39번지,520.0,480.0,,20065400009928,산격3동 1249-39,U,지하누수,,,,,,,,1.0,15.0,6.0,,302.0,,2.0,부식,1,누수,,,4.0,1/5,,365.0,0.0,"4,117",0,,,,35.8963254,128.6083443,2006-05-02 17:00:00
201004825,54000,북부사업소,,,5.0,급수관,,201007010900.0,,,D=80x15mm 분기점수선,B,북구,북구 대동로8길 24-8 (산격동) / 1250-4번지,520.0,480.0,647.0,20109008113,북구 산격동1250-4 번지,U,지하누수,1.0,공도,,2.0,용역,,,1.0,15.0,10.0,부분기대,501.0,부분기대,1.0,노후,1,누수,2.0,반도,3.0,1/3,4.0,182.0,0.0,"2,140","4,292",,"364,860",N,35.8969646,128.6084574,2010-07-01 09:00:00
201004774,54000,북부사업소,,,5.0,급수관,,201007010900.0,,,D=25X15mm 분기점폐쇄,B,북구,북구 대동로8길 28-2 (산격동) / 1251-7번지,520.0,480.0,646.0,20109008060,북구 산격동1251-7 번지,U,지하누수,1.0,공도,,2.0,용역,,,1.0,15.0,13.0,불용관,801.0,불용관,13.0,불용관,1,누수,1.0,소켓,2.0,1/2,4.0,182.0,0.0,"1,966","3,942",,"224,260",N,35.8968513,128.6079403,2010-07-01 09:00:00
201103857,54000,북부사업소,,,4.0,배수지관,,201105200900.0,,,D15mm접합부수선,B,북구,북구 대동로8길 3-7 (산격동) / 1268-11번지,520.0,490.0,662.0,20119006279,북구 산격동1268-11 번지,U,지하누수,1.0,공도,,2.0,용역,,,1.0,15.0,11.0,접합부속,303.0,나사,1.0,노후,1,누수,1.0,소켓,3.0,1/3,4.0,140.0,0.0,"1,008","2,628",,"181,210",N,35.8962765,128.6107413,2011-05-20 09:00:00
801410,54000,북부사업소,,,0.0,,,200711060900.0,,,CI(EL)D150 연접소켓부 납이탈(2/5),B,북구,북구 대학로 107 (산격동) / 1321-17번지,520.0,490.0,711.0,20089002680,산격3동 1321-17,U,지하누수,1.0,공도,,1.0,자체,1.0,주간,9.0,150.0,11.0,접합부속,399.0,기타,99.0,기타,1,누수,,,,,,1.0,0.0,0,"613,200",,,N,35.894353,128.6110253,2007-11-06 09:00:00
801475,54000,북부사업소,,,0.0,,,200711080900.0,,,GV(80)제수변 스핀들 카바 누수 ,B,북구,북구 대학로 127-12 (산격동) / 1279-30번지,520.0,490.0,720.0,20089002829,산격동 1279-30,U,지하누수,1.0,공도,,1.0,자체,1.0,주간,7.0,80.0,99.0,기타,401.0,본체,10.0,고무링-패킹손상,1,누수,,,,,,1.0,0.0,0,613,,,N,35.8958723,128.6120701,2007-11-08 09:00:00
201004027,54000,북부사업소,,,5.0,급수관,,201006210900.0,,,D=13 계량기통밑 접합부수선,B,북구,북구 대학로 13 (산격동) / 1392-2번지,520.0,470.0,627.0,20109006705,북구 산격동1392-2 번지,U,지하누수,2.0,사유지,,2.0,용역,,,1.0,15.0,12.0,계량기보호통(실),702.0,접합부,1.0,노후,1,누수,1.0,소켓,5.0,1/7,4.0,172.0,0.0,537,"1,139",,"199,870",N,35.8892473,128.6028408,2010-06-21 09:00:00
201304396,54000,북부사업소,,,5.0,급수관,,201307160800.0,,,D80*15mm 분기점 수선,B,북구,북구 대학로 59-16 (산격동) / 1416-9번지,520.0,490.0,626.0,20139008519,북구 대학로 59-16 (산격동) / 1416-9번지,U,지하누수,1.0,공도,,2.0,용역,,,1.0,15.0,10.0,부분기대,501.0,부분기대,1.0,노후,1,누수,2.0,반도,6.0,1/10,3.0,16.0,0.0,46,524,0.0,"283,880",N,35.8916054,128.6066892,2013-07-16 08:00:00
201204065,54000,북부사업소,,,5.0,급수관,,201206210900.0,,,D15접합부 수선,B,북구,북구 대학로 59-25 (산격동) / 1417-21번지,520.0,490.0,581.0,20129007632,북구 대학로 59-25 (산격동) / 1417-21번지,U,지하누수,1.0,공도,,2.0,용역,,,1.0,15.0,6.0,스텐레스관,201.0,이형관,1.0,노후,1,누수,1.0,소켓,6.0,1/10,3.0,183.0,0.0,307,306,0.0,"387,150",N,35.8917457,128.6065576,2012-06-21 09:00:00
201301480,54000,북부사업소,,,5.0,급수관,,201302270900.0,,,D15mm 접합부 수선,B,북구,북구 대학로 59-29 (산격동) / 1417-25번지,520.0,490.0,247.0,20139002455,북구 대학로 59-29 (산격동) / 1417-25번지,U,지하누수,2.0,사유지,,2.0,용역,,,1.0,15.0,6.0,스텐레스관,101.0,직관,1.0,노후,1,누수,1.0,소켓,6.0,1/10,3.0,58.0,0.0,97,306,,"334,730",N,35.8916117,128.6065452,2013-02-27 09:00:00
201301561,54000,북부사업소,,,5.0,급수관,,201302270900.0,,,D15mm 접합부 수선,B,북구,북구 대학로 59-29 (산격동) / 1417-25번지,520.0,490.0,247.0,20139002564,북구 대학로 59-29 (산격동) / 1417-25번지,U,지하누수,1.0,공도,,2.0,용역,,,1.0,15.0,10.0,부분기대,501.0,부분기대,1.0,노후,1,누수,2.0,반도,6.0,1/10,3.0,58.0,0.0,167,524,0.0,"334,730",N,35.8916117,128.6065452,2013-02-27 09:00:00
201100984,54000,북부사업소,,,5.0,급수관,,201101310900.0,,,D=15 접합부수선,B,북구,북구 대학로 59-33 (산격동) / 1417-29번지,520.0,490.0,194.0,20119001467,북구 산격동1417-29 번지,U,지하누수,2.0,사유지,,1.0,자체,1.0,주간,1.0,15.0,12.0,계량기보호통(실),702.0,접합부,2.0,부식,1,누수,1.0,소켓,2.0,1/2,4.0,31.0,0.0,335,"3,942",,"559,970",N,35.8914202,128.6062172,2011-01-31 09:00:00
200900126,54000,북부사업소,,,,,,200812230900.0,,,STS(15)인입선누수,B,북구,북구 대학로 99 (산격동) / 1329-6번지,,620.0,851.0,20099000439,북구 산격동1329-6 번지,U,지하누수,1.0,공도,,1.0,자체,1.0,주간,1.0,15.0,11.0,접합부속,302.0,고무링·패킹,1.0,노후,1,누수,1.0,소켓,8.0,1/50,3.0,357.0,0.0,86,88,,"746,620",N,35.8938925,128.6104273,2008-12-23 09:00:00
804302,54000,북부사업소,,,0.0,,,200806110900.0,,,DTC(150*15)분기점 수선 ,B,북구,북구 대학로 99-1 (산격동) / 1329-5번지,520.0,490.0,414.0,20089008423,산격3동 1329-5번지 ,U,지하누수,1.0,공도,,1.0,자체,1.0,주간,1.0,15.0,10.0,부분기대,801.0,불용관,2.0,부식,1,누수,,,,,,1.0,,0,0,,,N,35.8938663,128.6102529,2008-06-11 09:00:00
201303879,54000,북부사업소,,,5.0,급수관,,201306290900.0,,,D80*15mm 분기점 수선,B,북구,북구 대학로13길 30-1 (산격동) / 1326-7번지,520.0,490.0,601.0,20139007277,북구 대학로13길 30-1 (산격동) / 1326-7번지,U,지하누수,1.0,공도,,2.0,용역,,,1.0,15.0,10.0,부분기대,501.0,부분기대,1.0,노후,1,누수,2.0,반도,6.0,1/10,3.0,180.0,0.0,0,0,0.0,"298,300",N,35.8944754,128.6077617,2013-06-29 09:00:00
200902737,54000,북부사업소,,,,,,200904080900.0,,,STS(15~25)접합부수선,B,북구,북구 대학로13길 32 (산격동) / 1326-38번지,1080.0,620.0,271.0,20099005005,북구 산격동1326-38 번지,U,지하누수,1.0,공도,,1.0,자체,2.0,야간,1.0,15.0,9.0,변류,402.0,접합부,2.0,부식,1,누수,1.0,소켓,6.0,1/10,4.0,98.0,0.0,212,788,,"600,620",N,35.8945804,128.6077641,2009-04-08 09:00:00
200902746,54000,북부사업소,,,,,,200904140900.0,,,DTC(200*15)분기점수선,B,북구,북구 대학로13길 32-1 (산격동) / 1326-50번지,,620.0,284.0,20099005014,북구 산격동1326-50 번지,U,지하누수,1.0,공도,,1.0,자체,2.0,야간,3.0,25.0,10.0,부분기대,501.0,부분기대,2.0,부식,1,누수,2.0,반도,2.0,1/2,4.0,104.0,3.0,"7,563","26,543",,"735,200",N,35.8947414,128.6077693,2009-04-14 09:00:00
201104648,54000,북부사업소,,,4.0,배수지관,,201106210900.0,,,D15mm접합부수선,B,북구,북구 대학로13길 59-4 (산격동) / 1242-19번지,520.0,480.0,743.0,20119007580,북구 산격동1242-19 번지,U,지하누수,1.0,공도,,2.0,용역,,,1.0,15.0,11.0,접합부속,303.0,나사,1.0,노후,1,누수,1.0,소켓,4.0,1/5,4.0,172.0,0.0,743,"1,577",,"493,500",N,35.8969425,128.6073039,2011-06-21 09:00:00
201704419,54000,북부사업소,,,5.0,급수관,201708010009.0,201708010853.0,,201708011150.0,DTC80×15분기점수선,B,북구,북구 대학로15길 27 (산격동) / 1326-2번지,520.0,490.0,712.0,20179009371,북구 대학로15길 27 (산격동) / 1326-2번지,U,지하누수,1.0,공도,,2.0,용역,,,1.0,15.0,10.0,부분기대,501.0,부분기대,2.0,부식,1,누수,2.0,반도,7.0,1/4,4.0,213.0,0.0,"1,891","1,616",0.0,"1,045,980",N,35.8944544,128.6081149,2017-08-01 08:53:00
201303864,54000,북부사업소,,,5.0,급수관,,201306040900.0,,,D80*32mm 분기점 수선,B,북구,북구 대학로17길 18 (산격동) / 1313-4번지,520.0,490.0,519.0,20139007262,북구 대학로17길 18 (산격동) / 1313-4번지,U,지하누수,1.0,공도,,2.0,용역,,,4.0,32.0,10.0,부분기대,501.0,부분기대,1.0,노후,1,누수,1.0,소켓,6.0,1/10,3.0,155.0,0.0,856,"1,005",0.0,"287,650",N,35.8938053,128.609037,2013-06-04 09:00:00
201201006,54000,북부사업소,,,5.0,급수관,,201201120900.0,,,D80×15mm 분기점폐쇄,B,북구,북구 대학로17길 26 (산격동) / 1313-8번지,520.0,490.0,48.0,20129001584,북구 산격동1313-8 번지,U,지하누수,1.0,공도,,1.0,자체,2.0,야간,1.0,15.0,7.0,아연도강관,201.0,이형관,1.0,노후,1,누수,2.0,반도,4.0,1/5,3.0,12.0,0.0,72,"1,092",0.0,"203,470",N,35.8945457,128.6090655,2012-01-12 09:00:00
201004828,54000,북부사업소,,,5.0,급수관,,201007060900.0,,,D=150X15mm 분기점폐쇄,B,북구,북구 대학로17길 27 (산격동) / 1314번지,520.0,490.0,655.0,20109008116,북구 산격동1314 번지,U,지하누수,1.0,공도,,2.0,용역,,,1.0,15.0,13.0,불용관,801.0,불용관,13.0,불용관,1,누수,2.0,반도,7.0,1/4,4.0,187.0,0.0,"1,661","3,241",,"377,990",N,35.8948467,128.6087656,2010-07-06 09:00:00
201003625,54000,북부사업소,,,4.0,배수지관,,201005110900.0,,,"D100*40,25mm 분기점 수선",B,북구,북구 대학로23길 13 (산격동) / 1325-7번지,520.0,490.0,505.0,20109005995,북구 산격동1325-7 번지,U,지하누수,1.0,공도,,1.0,자체,1.0,주간,5.0,40.0,10.0,부분기대,501.0,부분기대,1.0,노후,1,누수,2.0,반도,6.0,1/10,4.0,131.0,1.0,"2,201","6,132",,"853,820",N,35.8944211,128.6104858,2010-05-11 09:00:00
201205301,54000,북부사업소,,,5.0,급수관,,201209180900.0,,,D=15인입선 수선,B,북구,북구 대학로23길 15-6 (산격동) / 1327-26번지,520.0,490.0,786.0,20129010152,북구 대학로23길 15-6 (산격동) / 1327-26번지,U,지하누수,1.0,공도,,2.0,용역,,,1.0,15.0,6.0,스텐레스관,201.0,이형관,1.0,노후,1,누수,1.0,소켓,6.0,1/10,3.0,80.0,0.0,134,306,,"846,260",N,35.8941673,128.6102928,2012-09-18 09:00:00
200904660,54000,북부사업소,,,,,,200907270900.0,,,D=15mm 지열보호통 수선,B,북구,북구 대학로23길 30 (산격동) / 1327-16번지,1070.0,620.0,490.0,20099008233,북구 산격동1327-16 번지,U,지하누수,2.0,사유지,,1.0,자체,1.0,주간,1.0,15.0,12.0,계량기보호통(실),602.0,연결부,2.0,부식,1,누수,1.0,소켓,6.0,1/10,3.0,208.0,0.0,349,613,,"353,290",N,35.893442,128.6092004,2009-07-27 09:00:00
200800594,54000,북부사업소,,,,,,200811130900.0,,,터파기결과미누수,B,북구,북구 대학로23길 31-1 (산격동) / 1335-6번지,,620.0,720.0,20089012470,북구 산격동1335-6 번지,U,지하누수,,,,1.0,자체,1.0,주간,,,,,,,,,2,미누수,,,,,,,,0,0,,"220,790",N,35.8932193,128.6093998,2008-11-13 09:00:00
201006538,54000,북부사업소,,,5.0,급수관,,201010060900.0,,,D=100X15 구분기점폐쇄,B,북구,북구 대학로23길 37 (산격동) / 1337-1번지,520.0,490.0,914.0,20109011311,북구 산격동1337-1 번지,U,지하누수,1.0,공도,,2.0,용역,,,1.0,15.0,13.0,불용관,801.0,불용관,13.0,불용관,1,누수,2.0,반도,5.0,1/7,4.0,279.0,0.0,"1,406","1,840",,"188,350",N,35.8927815,128.6090508,2010-10-06 09:00:00
201004767,54000,북부사업소,,,,,,201007060900.0,,,터파기결과 미누수,B,북구,북구 대학로23길 37-1 (산격동) / 1338-1번지,520.0,490.0,656.0,20109008048,북구 산격동1338-1 번지,U,지하누수,,,,2.0,용역,,,,,,,,,,,2,미누수,,,,,,,,0,0,,"192,680",N,35.8926556,128.6089682,2010-07-06 09:00:00
9903385,54000,북부사업소,,,5.0,급수관,,20030510090000.0,,,EPS D=40mm 직관수선,B,북구,북구 대학로25길 33-2 (산격동) / 1312-28번지,520.0,480.0,,20035400003385,산격3동1312-28,U,지하누수,,,,,,,,5.0,40.0,8.0,,302.0,,2.0,부식,1,누수,,,6.0,1/10,,130.0,4.0,"13,510","24,421",,,,35.8954131,128.6085243,2003-05-10 09:00:00
201003026,54000,북부사업소,,,5.0,급수관,,201004190900.0,201004190930.0,201004191400.0,D80*25 분기점수선,B,북구,북구 대학로25길 47-2 (산격동) / 1407-36번지,520.0,480.0,426.0,20109005021,북구 산격동1407-36 번지,U,지하누수,1.0,공도,,1.0,자체,1.0,주간,3.0,25.0,10.0,부분기대,501.0,부분기대,1.0,노후,1,누수,2.0,반도,5.0,1/7,4.0,109.0,1.0,"2,616","8,760",,"270,400",N,35.8954293,128.6069041,2010-04-19 09:00:00
201103858,54000,북부사업소,,,4.0,배수지관,,201105030900.0,,,D80*20mm분기점수선,B,북구,북구 대학로25길 50-1 (산격동) / 1406-7번지,520.0,480.0,608.0,20119006280,북구 산격동1406-7 번지,U,지하누수,1.0,공도,,2.0,용역,,,2.0,20.0,10.0,부분기대,501.0,부분기대,1.0,노후,1,누수,2.0,반도,7.0,1/4,4.0,123.0,1.0,"2,922","8,672",,"236,170",N,35.8956913,128.6069351,2011-05-03 09:00:00
200904609,54000,북부사업소,,,,,,200907090900.0,,,DTC(80X15)분기점폐쇄,B,북구,북구 대학로25길 56 (산격동) / 1406-45번지,520.0,480.0,457.0,20099008177,북구 산격동1406-45 번지,U,지하누수,1.0,공도,,1.0,자체,1.0,주간,1.0,15.0,13.0,불용관,801.0,불용관,13.0,불용관,1,누수,2.0,반도,4.0,1/5,3.0,190.0,0.0,"1,140","2,190",,"203,640",N,35.8955989,128.6062,2009-07-09 09:00:00
201404028,54000,북부사업소,,,5.0,급수관,,201407010800.0,,,제수변 스핀들 수선,B,북구,북구 대학로9길 13 (산격동) / 1421-23번지,520.0,490.0,680.0,20149009042,북구 대학로9길 13 (산격동) / 1421-23번지,U,지하누수,1.0,공도,,1.0,자체,1.0,주간,1.0,15.0,9.0,변류,402.0,접합부,1.0,노후,1,누수,1.0,소켓,6.0,1/10,3.0,1.0,0.0,2,306,,"295,040",N,35.8920494,128.6057983,2014-07-01 08:00:00
201705389,54000,북부사업소,,,5.0,급수관,201710160366.0,201710161802.0,201710161810.0,201710162000.0,D=50×15㎜ 구분기점 수선,B,북구,북구 대학로9길 14-9 (산격동) / 1414-69번지,520.0,490.0,1017.0,20179011411,"북구 대학로9길 14-9 (산격동,엘리트A) / 1414-69번지",U,지하누수,1.0,공도,,1.0,자체,1.0,주간,1.0,15.0,5.0,PFP관,201.0,이형관,2.0,부식,1,누수,1.0,소켓,3.0,1/3,3.0,290.0,0.0,"1,810","1,136",0.0,"701,800",N,35.8921316,128.6063854,2017-10-16 18:02:00
9907567,54000,북부사업소,,,5.0,급수관,,20050624090000.0,,,DTC D80*15 수선,B,북구,북구 대학로9길 68-4 (산격동) / 1245-2번지,520.0,480.0,,20055400007567,산격3동 1245-2,U,지하누수,,,,,,,,1.0,15.0,99.0,,9999.0,,99.0,기타,1,누수,,,4.0,1/5,,174.0,0.0,626,688,,,,35.8966922,128.6062421,2005-06-24 09:00:00
201105414,54000,북부사업소,,,4.0,배수지관,,201107080900.0,,,D80*15mm분기점수선,B,북구,북구 대학로9길 74-8 (산격동) / 1243-4번지,520.0,480.0,807.0,20119008939,북구 산격동1243-4 번지,U,지하누수,1.0,공도,,2.0,용역,,,1.0,15.0,10.0,부분기대,501.0,부분기대,1.0,노후,1,누수,2.0,반도,7.0,1/4,4.0,189.0,0.0,"1,678","3,241",0.0,"613,480",N,35.8968908,128.6068308,2011-07-08 09:00:00
201205349,54000,북부사업소,,,5.0,급수관,,201209060900.0,,,D100×25 분기점 수선,B,북구,북구 대학로9길 8 (산격동) / 1416-61번지,520.0,490.0,756.0,20129010252,북구 대학로9길 8 (산격동) / 1416-61번지,U,지하누수,1.0,공도,,2.0,용역,,,1.0,15.0,10.0,부분기대,501.0,부분기대,1.0,노후,1,누수,2.0,반도,6.0,1/10,3.0,68.0,0.0,196,524,,"427,200",N,35.8916059,128.6059874,2012-09-06 09:00:00
201103241,20000,시설관리소,,,1.0,도수관,201104050412.0,201104051400.0,,201104081800.0,"공무담당이첩
(공산정수장 도수관로)",B,북구,북구 동북로 92 (산격동) / 517번지,520.0,242.0,5.0,20119005080,북구 공산정수장내 도수관로 긴급복구공사,U,지하누수,1.0,공도,,1.0,자체,1.0,주간,20.0,800.0,1.0,강관,101.0,직관,1.0,노후,1,누수,4.0,직관,25.0,1/800,2.0,94.0,40.0,"90,240","350,400",0.0,0,N,35.901451,128.6043367,2011-04-05 14:00:00
9910225,54000,북부사업소,,,0.0,,,20060821000000.0,,,15 직관부수선,B,북구,북구 산격동 1005,520.0,461.0,,20065400010225,산격1동 1005-4,U,지하누수,,,,,,,,1.0,15.0,99.0,,101.0,,2.0,부식,1,누수,,,0.0,,,365.0,0.0,"2,190","2,190",,,,35.8913476,128.5984065,2006-08-21 00:00:00
201503665,54000,북부사업소,,,5.0,급수관,201507060036.0,201507060903.0,,201507060904.0,D13mm 계량기 접합부 수선,B,북구,북구 산격동 1007,520.0,461.0,405.0,20159009317,북구 연암로12길 6-30 (산격동) / 1007번지,U,지하누수,1.0,공도,,1.0,자체,1.0,주간,1.0,15.0,6.0,스텐레스관,101.0,직관,1.0,노후,1,누수,4.0,직관,6.0,1/10,3.0,6.0,0.0,36,"1,092",0.0,"1,160,190",N,35.8915864,128.5982966,2015-07-06 09:03:00
202201731,54000,북부사업소,SS00201,생활용수,5.0,급수관,202202070040.0,202202070934.0,,202202141400.0,D15 보호통 교체,B,북구,북구 산격동 1016,520.0,461.0,96.0,20229002651,북구 연암로12길 6-6 (산격동) / 1016번지,U,지하누수,2.0,사유지,2022.0,2.0,용역,,,1.0,15.0,12.0,계량기보호통(실),601.0,계량기보호통,1.0,노후,1,누수,1.0,소켓,2.0,1/2,2.0,19.0,0.0,146,"1,398",,"881,670",N,35.8914089,128.5976348,2022-02-07 09:34:00
202201196,54000,북부사업소,SS00201,생활용수,5.0,급수관,202201170498.0,202201171800.0,,202201171930.0,D15 보호통 교체D15 엑셀와사관 철거,B,북구,북구 산격동 1018-1,520.0,461.0,42.0,20229001766,북구 연암로 56-1 (산격동) / 1018-1번지,U,지하누수,2.0,사유지,2022.0,1.0,자체,1.0,주간,1.0,15.0,12.0,계량기보호통(실),601.0,계량기보호통,1.0,노후,1,누수,4.0,직관,6.0,1/10,3.0,9.0,0.0,54,"1,092",,"822,620",N,35.8912787,128.5975226,2022-01-17 18:00:00
201905921,54000,북부사업소,,,5.0,급수관,201912040009.0,201912040844.0,,201912101800.0,STS D25×15 분기점누수수선,B,북구,북구 산격동 1024-3,520.0,461.0,703.0,20199011112,북구 연암로12길 1-2 (산격동) / 1024-3번지,U,지하누수,1.0,공도,,2.0,용역,,,1.0,15.0,6.0,스텐레스관,201.0,이형관,1.0,노후,1,누수,1.0,소켓,4.0,1/5,4.0,338.0,0.0,"1,460",786,0.0,"581,530",N,35.891462,128.5969987,2019-12-04 08:44:00
201103249,54000,북부사업소,,,4.0,배수지관,,201104290900.0,,,D15mm접합부수선,B,북구,북구 산격동 1032-2,520.0,461.0,592.0,20119005088,북구 산격동,U,지하누수,2.0,사유지,,1.0,자체,1.0,주간,1.0,15.0,12.0,계량기보호통(실),702.0,접합부,1.0,노후,1,누수,1.0,소켓,4.0,1/5,4.0,119.0,0.0,514,"1,577",,"521,870",N,35.8916066,128.5975266,2011-04-29 09:00:00
201803251,54000,북부사업소,,,5.0,급수관,201804020068.0,201804020915.0,,201804021150.0,100×15(구)분기점폐쇄,B,북구,북구 산격동 1038-2,520.0,461.0,517.0,20189005644,북구 연암로12길 7 (산격동) / 1038-2번지,U,지하누수,1.0,공도,,2.0,용역,,,1.0,15.0,10.0,부분기대,501.0,부분기대,2.0,부식,1,누수,2.0,반도,,,3.0,92.0,0.0,177,349,1.0,"1,352,580",N,35.8917158,128.5970603,2018-04-02 09:15:00
201406958,54000,북부사업소,,,5.0,급수관,201412110045.0,201412110956.0,201412110956.0,201412111150.0,D=15mm 연결부 수선,B,북구,북구 산격동 1041,520.0,461.0,1172.0,20149015438,북구 연암로12길 9-8 (산격동) / 1041번지,U,지하누수,2.0,사유지,,1.0,자체,1.0,주간,1.0,15.0,12.0,계량기보호통(실),601.0,계량기보호통,1.0,노후,1,누수,2.0,반도,6.0,1/10,3.0,164.0,0.0,472,524,,"490,520",N,35.8919186,128.5967396,2014-12-11 09:56:00
