NO,접수번호,부서,정산년월,지시번호,공사명,공사유형,탐사구분,주소,접수일시,작업시작,작업종료,용도구분,구군,중구역번호,소구역번호,도로구분,누수관경,누수관종,누수부위,누수원인,손괴원인,누수시간,누수량,용수구분,GIS 입력,위도,경도,epsg5179위도,epsg5179경도
195,20190903-0445,북부사업소,201909,556 ,"북구 대구체육관로2길 12, B동 203호 (산격동) / 1441-75번지",지하-공도,자체-주간,산격동 1441-75 B동 203호,2019-09-03 17:11,,2019-09-05 18:00,급수관,북구,0520,17,공도,40 ,부분기대,부분기대,노후,,243일,0 ,,입력,35.8900459,128.6015397,1099418.718,1766498.323
196,20190902-0040,북부사업소,201909,552 ,"북구 산격로10길 49 (산격동,드림하이) / 1307-38번지",지하-사유지,용역,산격동 1307-38 드림하이,2019-09-02 09:21,,2019-09-06 15:29,급수관,북구,0520,49,사유지,20 ,스텐레스관,이형관,노후,,242일,407 ,,미입력,35.8950388,128.610716,1100240.657,1767061.506
197,20190902-0033,북부사업소,201909,549 ,북구 대학로9길 75-1 (산격동) / 1234-25번지,지하-공도,용역,산격동 1234-25,2019-09-02 09:16,,2019-09-05 18:00,급수관,북구,0520,48,공도,15 ,부분기대,부분기대,노후,,242일,523 ,,입력,35.8975006,128.6067349,1099878.26,1767330.49
198,20190829-0491,북부사업소,201909,546 ,북구 연암공원로7길 6-28 (산격동) / 1136-11번지,지하-사유지,자체-주간,산격동 1136-11,2019-08-29 17:06,,2019-09-01 15:00,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),계량기보호통,노후,,241일,"1,041 ",,미입력,35.8950972,128.5980288,1099095.536,1767055.042
199,20190826-0404,북부사업소,201908,540 ,북구 연암공원로20길 20-7 (산격동) / 1188-50번지,지상-사유지,,연암공원로20길 20-7 (산격동) / 1188-50번지,2019-08-26 14:11,,2019-08-26 14:12,급수관,북구,0520,24-3,사유지,15 ,계량기보호통(실),접합부,노후,,,,,미입력,35.8977284,128.6035673,1099592.101,1767352.524
200,20190826-0073,북부사업소,201909,538 ,북구 산격로1길 31-30 (산격동) / 1401-65번지,배수관망유지수선,,산격동 1401-65,2019-08-26 09:41,,2019-08-27 18:00,배수지관,북구,0520,47,,,,,,,,,,미입력,35.8906166,128.6033029,1099577.146,1766563.419
201,20190821-0055,북부사업소,201909,534 ,북구 대구체육관로4길 7-1 (산격동) / 1404-61번지,배수관망유지수선,,산격동 1404-61,2019-08-21 09:37,,2019-08-23 15:00,배수지관,북구,0520,47,,,,,,,,,,미입력,35.8909119,128.6026483,1099517.694,1766595.507
202,20190821-0012,북부사업소,201909,533 ,"북구 대학로 59-16 (산격동,금광블루빌) / 1416-9번지",지하-공도,용역,산격동 1416-9 금광블루빌,2019-08-21 08:42,,2019-09-06 09:51,급수관,북구,0520,49,공도,15 ,부분기대,부분기대,노후,,233일,"2,069 ",,입력,35.8916674,128.6067247,1099884.668,1766683.466
203,20190821-0011,북부사업소,201909,532 ,북구 대구체육관로 18-6 (산격동) / 1404-27번지,지하-공도,용역,산격동 1404-27,2019-08-21 08:41,,2019-08-31 18:00,배수지관,북구,0520,47,공도,150 ,변류,본체,노후,,233일,0 ,,입력,35.8911986,128.6026217,1099514.935,1766627.28
204,20190821-0009,북부사업소,201909,531 ,북구 대학로25길 29 (산격동) / 1312-56번지,지하-공도,용역,산격동 1312-56,2019-08-21 08:40,,2019-09-02 18:00,급수관,북구,0520,48,공도,15 ,부분기대,부분기대,노후,,221일,"1,538 ",,미입력,35.8954364,128.6090996,1100094.272,1767103.95
205,20190813-0028,북부사업소,201910,525 ,북구 연암로4길 41-11 (산격동) / 1401-76번지,지상-공도,,연암로4길 41-11 (산격동) / 1401-76번지,2019-08-13 09:23,,2019-08-13 18:00,급수관,북구,0520,47,공도,15 ,부분기대,부분기대,노후,,9시간,2 ,,입력,35.8905325,128.6029866,1099548.703,1766553.769
206,20190812-0385,북부사업소,201910,524 ,북구 대동로8길 18-4 (산격동) / 1250-26번지,지하-공도,자체-주간,산격동 1250-26,2019-08-12 16:45,,2019-08-12 18:00,급수관,북구,0520,48,공도,15 ,부분기대,부분기대,노후,,224일,376 ,,입력,35.8967621,128.6091153,1100094.02,1767251.012
207,20190812-0377,북부사업소,201910,523 ,북구 연암로4길 41-13 (산격동) / 1401-12번지,지하-공도,자체-주간,산격동 1401-12,2019-08-12 16:34,,2019-08-12 18:00,급수관,북구,0520,47,공도,15 ,부분기대,부분기대,노후,,224일,"1,344 ",,입력,35.8906147,128.602954,1099545.658,1766562.853
208,20190812-0004,북부사업소,201909,522 ,북구 산격로9길 14-7 (산격동) / 1424-22번지,지하-사유지,용역,산격동 1424-22,2019-08-12 08:52,,2019-08-12 18:00,급수관,북구,0520,47,사유지,15 ,계량기보호통(실),계량기보호통,노후,,224일,968 ,,미입력,35.8953068,128.6036963,1099606.777,1767084.053
209,20190812-0001,북부사업소,201908,521 ,북구 산격로1길 31-32 (산격동) / 1401-66번지,지하-공도,자체-주간,산격동 1401-66,2019-08-12 07:21,,2019-08-19 18:00,급수관,북구,0520,47,공도,15 ,부분기대,부분기대,노후,,224일,753 ,,입력,35.8905417,128.6033156,1099578.386,1766555.125
210,20190810-0045,북부사업소,201908,519 ,북구 산격로1길 31 (산격동) / 1404-148번지,지상-공도,,산격로1길 31 (산격동) / 1404-148번지,2019-08-10 10:27,,2019-08-10 17:35,배수지관,북구,0520,47,공도,50 ,스텐레스관,이형관,노후,,1시간,1 ,,입력,35.8910942,128.6033132,1099577.478,1766616.405
211,20190805-0013,북부사업소,201908,514 ,"북구 산격로10길 9 (산격동,옥스포드수학) / 1407-54번지",지하-공도,용역,산격동 1407-54 옥스포드수학 ,2019-08-05 08:55,,2019-08-06 18:00,배수지관,북구,0520,48,공도,25 ,부분기대,부분기대,노후,,217일,"7,291 ",,입력,35.8950467,128.6063096,1099842.959,1767057.87
212,20190805-0012,북부사업소,201908,513 ,"북구 대학로25길 27 (산격동,피렌체빌) / 1312-1번지",지하-공도,용역,산격동 1312-1 피렌체빌 ,2019-08-05 08:54,,2019-08-06 18:00,배수지관,북구,0520,48,공도,80 ,PFP관,이형관,노후,,217일,0 ,,입력,35.8954365,128.6092591,1100108.667,1767104.125
213,20190805-0010,북부사업소,201908,512 ,북구 대학로13길 59 (산격동) / 1242-22번지,지하-사유지,용역,산격동 1242-22,2019-08-05 08:50,,2019-08-31 18:00,급수관,북구,0520,48,사유지,15 ,스텐레스관,이형관,노후,,217일,781 ,,미입력,35.896991,128.6075308,1099950.731,1767274.779
214,20190717-0048,북부사업소,201907,475 ,북구 대구체육관로4길 20 (산격동) / 1404-13번지,지상-공도,,대구체육관로4길 20 (산격동) / 1404-13번지,2019-07-17 09:22,,2019-07-17 13:00,급수관,북구,0520,47,공도,15 ,부분기대,부분기대,노후,,1시간,0 ,,입력,35.8902698,128.6027088,1099523.958,1766524.348
215,20190715-0169,북부사업소,201907,472 ,북구 연암공원로14길 25-4 (산격동) / 1195-75번지,지하-공도,자체-주간,산격동 1195-75,2019-07-15 13:18,,2019-07-15 17:00,급수관,북구,0520,24-3,공도,15 ,PFP관,이형관,노후,,196일,847 ,,입력,35.8967538,128.6029086,1099533.874,1767243.751
216,20190611-0100,북부사업소,201907,419 ,북구 산격로11길 45-8 (산격동) / 1161-7번지,지하-사유지,자체-주간,산격동 1161-7,2019-06-11 11:15,,2019-06-12 18:00,급수관,북구,0520,46-1,사유지,15 ,스텐레스관,이형관,노후,,162일,505 ,,미입력,35.8954913,128.6003269,1099302.452,1767101.088
217,20190608-0038,북부사업소,201906,412 ,북구 연암로 18-9 (산격동) / 1441-51번지,지상-사유지,,연암로 18-9 (산격동) / 1441-51번지,2019-06-08 13:18,,2019-06-09 18:00,급수관,북구,0520,47,사유지,15 ,스텐레스관,직관,노후,,,,,미입력,35.8898564,128.6010265,1099372.635,1766476.782
218,20190603-0209,북부사업소,201906,404 ,북구 연암로 68-3 (산격동) / 980번지,지상-사유지,,연암로 68-3 (산격동) / 980번지,2019-06-03 10:44,,2019-06-04 12:00,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),앵글밸브,노후,,,,,미입력,35.8915583,128.5961003,1098925.888,1766660.556
219,20190524-0325,북부사업소,201905,394 ,"북구 대학로23길 25 (산격동,감자탕연구소) / 1331-2번지",지하-공도,자체-주간,산격동 1331-2 감자탕연구소 ,2019-05-24 15:22,,2019-05-27 14:07,급수관,북구,0520,49,공도,32 ,부분기대,부분기대,노후,,144일,0 ,,입력,35.8936985,128.6096567,1100146.741,1766911.755
220,20190515-0012,북부사업소,201905,375 ,"북구 연암공원로 70 (산격동,하나로마트) / 1163-4번지",지상-공도,,"연암공원로 70 (산격동,하나로마트) / 1163-4번지",2019-05-15 09:04,,2019-05-15 18:00,급수관,북구,0520,24-3,공도,15 ,부분기대,부분기대,노후,,1시간,0 ,,입력,35.8966233,128.600166,1099286.517,1767226.485
221,20190507-0443,북부사업소,201905,357 ,북구 산격로9길 14-9 (산격동) / 1424-9번지,지상-공도,,산격로9길 14-9 (산격동) / 1424-9번지,2019-05-07 15:47,,2019-05-07 18:00,급수관,북구,0520,47,공도,15 ,에폭시강관,이형관,노후,,1시간,0 ,,입력,35.8953753,128.6037046,1099607.441,1767091.66
222,20190507-0098,북부사업소,201905,355 ,북구 산격로9길 14-3 (산격동) / 1424-5번지,지상-공도,,산격로9길 14-3 (산격동) / 1424-5번지,2019-05-07 09:59,,2019-05-07 18:00,급수관,북구,0520,47,공도,15 ,기타,기타,기타,,1시간,0 ,,입력,35.8952284,128.6036957,1099606.821,1767075.357
223,20190430-0229,북부사업소,201904,346 ,북구 연암공원로7길 2-11 (산격동) / 1139-4번지,시설물수선,,산격동 1139-4,2019-04-30 11:34,,2019-05-01 18:00,배수지관,북구,0520,46-1,,,,,,,,,,미입력,35.8949125,128.598373,1099126.831,1767034.904
224,20190415-0316,북부사업소,201904,304 ,"북구 연암공원로 57 (산격동,동신목욕탕) / 1154-13번지",지상-공도,,"연암공원로 57 (산격동,동신목욕탕) / 1154-13번지",2019-04-15 15:16,,2019-04-19 08:39,급수관,북구,0520,46-1,공도,15 ,부분기대,부분기대,노후,,1시간,0 ,,입력,35.8958853,128.5990549,1099187.161,1767143.498
225,20190415-0115,북부사업소,201904,300 ,"북구 연암공원로8길 7, C동 102호 (산격동,로얄하이츠) / 1126-17번지",지상-사유지,,"연암공원로8길 7, C동 102호 (산격동,로얄하이츠) / 1126-17번지",2019-04-15 10:18,,2019-04-15 18:00,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),접합부,노후,,,,,미입력,35.8939432,128.5991721,1099200.161,1766928.201
226,20190329-0050,북부사업소,201904,265 ,북구 연암공원로 43 (산격동) / 1141-1번지,지상-공도,,연암공원로 43 (산격동) / 1141-1번지,2019-03-29 09:47,,2019-04-01 09:35,급수관,북구,0520,46-1,공도,15 ,스텐레스관,직관,타공사손괴,구청(기타),2시간,2 ,,입력,35.8946064,128.5984925,1099137.998,1767001.073
227,20190328-0010,북부사업소,201904,262 ,북구 산격로14길 20 (산격동) / 1406-1번지,지하-공도,용역,산격동 1406-1,2019-03-28 08:50,,2019-04-05 08:17,배수지관,북구,0520,48,공도,100 ,닥타일관,이형관,노후,,87일,"22,968 ",,입력,35.8959422,128.6074552,1099945.226,1767158.37
228,20190328-0009,북부사업소,201904,261 ,북구 대학로13길 59-4 (산격동) / 1242-19번지,지하-사유지,용역,산격동 1242-19,2019-03-28 08:49,,2019-04-05 08:18,급수관,북구,0520,48,사유지,15 ,계량기보호통(실),계량기보호통,노후,,87일,376 ,,미입력,35.8969632,128.6073212,1099931.849,1767271.481
229,20190325-0007,북부사업소,201903,245 ,북구 산격로 30 (산격동) / 1413-8번지,지하-공도,용역,산격동 1413-8,2019-03-25 08:57,,2019-04-05 08:15,급수관,북구,0520,49,공도,25 ,부분기대,부분기대,노후,,84일,"1,734 ",,입력,35.8931632,128.6053637,1099759.953,1766847.988
230,20190325-0006,북부사업소,201903,244 ,북구 대학로9길 25-2 (산격동) / 1413-16번지,지하-공도,용역,산격동 1413-16,2019-03-25 08:56,,2019-03-28 09:34,급수관,북구,0520,49,공도,15 ,부분기대,부분기대,노후,,84일,585 ,,입력,35.8932143,128.6057783,1099797.308,1766854.079
231,20190325-0005,북부사업소,201903,243 ,북구 산격로10길 28 (산격동) / 1314-44번지,지하-공도,용역,산격동 1314-44,2019-03-25 08:55,,2019-03-28 09:33,배수지관,북구,0520,49,공도,80 ,변류,본체,노후,,84일,0 ,,입력,35.8948849,128.608351,1100027.404,1767042.012
232,20190325-0004,북부사업소,201903,242 ,북구 산격로10길 15 (산격동) / 1407-41번지,지하-공도,용역,산격동 1407-41,2019-03-25 08:55,,2019-03-28 09:33,배수지관,북구,0520,48,공도,80 ,변류,본체,노후,,84일,0 ,,입력,35.8950564,128.606879,1099894.337,1767059.528
233,20190325-0003,북부사업소,201903,241 ,북구 연암공원로14길 22-1 (산격동) / 1195-5번지,지하-사유지,용역,산격동 1195-5,2019-03-25 08:54,,2019-03-28 09:32,급수관,북구,0520,48,사유지,15 ,계량기보호통(실),계량기보호통,노후,,84일,363 ,,미입력,35.8964325,128.6024476,1099492.671,1767207.643
234,20190322-0015,북부사업소,201903,235 ,북구 연암공원로17길 23-8 (산격동) / 1180-43번지,지하-공도,용역,산격동 1180-43,2019-03-22 09:00,,2019-03-27 08:41,급수관,북구,0520,24-3,공도,15 ,스텐레스관,직관,노후,,81일,564 ,,입력,35.8976378,128.5989817,1099178.368,1767337.81
235,20190322-0014,북부사업소,201903,234 ,북구 연암공원로 31-11 (산격동) / 878-35번지,지하-사유지,용역,산격동 878-35,2019-03-22 08:59,,2019-03-28 09:32,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),계량기보호통,노후,,87일,188 ,,미입력,35.8941002,128.5975095,1099049.91,1766943.929
236,20190322-0013,북부사업소,201903,233 ,북구 연암로12길 10-7 (산격동) / 1087번지,지하-사유지,용역,산격동 1087,2019-03-22 08:58,,2019-03-27 08:40,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),계량기보호통,노후,,87일,376 ,,미입력,35.8919739,128.5977184,1099071.414,1766708.294
237,20190322-0011,북부사업소,201903,232 ,북구 대구체육관로9길 16-1 (산격동) / 1430-34번지,지하-공도,용역,산격동 1430-34,2019-03-22 08:57,,2019-03-27 08:40,급수관,북구,0520,47,공도,15 ,부분기대,부분기대,노후,,81일,350 ,,입력,35.8933701,128.6041845,1099653.266,1766869.734
238,20190312-0282,북부사업소,201903,209 ,"북구 대학로9길 24-3 (산격동,신동스마트룸) / 1411-13번지",지하-공도,용역,산격동 1411-13 신동스마트룸 ,2019-03-12 08:48,,2019-03-14 09:01,급수관,북구,0520,49,공도,25 ,부분기대,부분기대,노후,,71일,750 ,,입력,35.8931575,128.6061368,1099829.736,1766848.145
239,20190311-0015,북부사업소,201903,202 ,"북구 연암공원로7길 6-4, 2016.12.05.급수중지 연장 (산격동) / 1135번지",지하-사유지,용역,산격동 1135 2016.12.05.급수중지 연장,2019-03-11 09:04,,2019-03-13 09:19,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),계량기보호통,노후,,70일,302 ,,미입력,35.8946329,128.5980574,1099098.696,1767003.571
240,20190306-0388,북부사업소,201903,183 ,"북구 대동로 58 (산격동,연희헤어) / 1279-6번지",지상-사유지,,"대동로 58 (산격동,연희헤어) / 1279-6번지",2019-03-06 14:26,,2019-03-08 11:38,급수관,북구,0520,49,사유지,15 ,스텐레스관,이형관,노후,,,,,미입력,35.8960078,128.6126431,1100413.358,1767170.965
241,20190304-0627,북부사업소,201903,174 ,북구 연암공원로13길 6-12 (산격동) / 1180-20번지,지상-사유지,,연암공원로13길 6-12 (산격동) / 1180-20번지,2019-03-04 16:39,,2019-03-08 11:36,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),연결부,노후,,,0 ,,미입력,35.8973783,128.5996765,1099241.397,1767309.732
242,20190225-0568,북부사업소,201902,160 ,북구 연암공원로 11-1 (산격동) / 913번지,지상-공도,,연암공원로 11-1 (산격동) / 913번지,2019-02-25 15:51,,2019-02-25 17:00,급수관,북구,0520,45,공도,15 ,부분기대,부분기대,노후,,1시간,0 ,,입력,35.8924616,128.5962599,1098939.169,1766760.911
243,20190215-0106,북부사업소,201902,142 ,"북구 연암공원로 32 (산격동,한려수도횟집) / 1102-4번지",지상-공도,,"연암공원로 32 (산격동,한려수도횟집) / 1102-4번지",2019-02-15 13:09,,2019-02-15 15:00,급수관,북구,0520,46-1,공도,25 ,스텐레스관,직관,노후,,1시간,1 ,,입력,35.8937043,128.5981169,1099105.224,1766900.632
244,20190211-0339,북부사업소,201902,128 ,"북구 연암공원로 18 (산격동,대경화장품) / 1065-5번지",지상-공도,,"연암공원로 18 (산격동,대경화장품) / 1065-5번지",2019-02-11 16:46,,2019-02-11 17:40,급수관,북구,0520,46-1,공도,15 ,스텐레스관,이형관,노후,,1시간,0 ,,입력,35.8928,128.5970811,1099012.865,1766799.278
245,20190208-0123,북부사업소,201902,121 ,"북구 연암공원로 14-1 (산격동,삼성수퍼) / 1048-1번지",지상-공도,,"연암공원로 14-1 (산격동,삼성수퍼) / 1048-1번지",2019-02-08 11:08,,2019-02-08 13:00,급수관,북구,0520,201,공도,15 ,스텐레스관,이형관,노후,,1시간,0 ,,입력,35.8925096,128.5967599,1098984.237,1766766.741
246,20190129-0305,북부사업소,201901,102 ,북구 연암공원로10길 33-5 (산격동) / 1437-82번지,지상-사유지,,연암공원로10길 33-5 (산격동) / 1437-82번지,2019-01-29 15:20,,2019-01-29 17:00,급수관,북구,0520,24-3,사유지,15 ,계량기보호통(실),계량기보호통,노후,,,,,미입력,35.8947105,128.6021831,1099470.954,1767016.371
247,20190129-0018,북부사업소,201901,101 ,"북구 연암공원로 2 (산격동,신동아빌) / 977-1번지",지상-사유지,,"연암공원로 2 (산격동,신동아빌) / 977-1번지",2019-01-29 09:11,,2019-01-29 11:50,배수지관,북구,0520,46-1,사유지,40 ,스텐레스관,이형관,부식,,,,,미입력,35.8917629,128.5959302,1098910.281,1766683.078
248,20190124-0244,북부사업소,201901,82 ,북구 대구체육관로2길 19 (산격동) / 1404-12번지,지상-사유지,,대구체육관로2길 19 (산격동) / 1404-12번지,2019-01-24 14:09,,2019-01-24 16:00,급수관,북구,0520,47,사유지,15 ,스텐레스관,직관,노후,,,,,미입력,35.8901518,128.6023313,1099490.034,1766510.875
249,20190124-0177,북부사업소,201901,81 ,"북구 연암공원로 2 (산격동,신동아빌) / 977-1번지",지상-공도,,"연암공원로 2 (산격동,신동아빌) / 977-1번지",2019-01-24 12:57,,2019-01-24 14:00,급수관,북구,0520,46-1,공도,15 ,스텐레스관,이형관,노후,,1시간,0 ,,입력,35.8917629,128.5959302,1098910.281,1766683.078
250,20190117-0161,북부사업소,201901,64 ,"북구 연암공원로 74-3 (산격동,대성방수) / 1163-32번지",지상-사유지,,"연암공원로 74-3 (산격동,대성방수) / 1163-32번지",2019-01-17 14:16,,2019-01-17 16:00,급수관,북구,0520,24-3,사유지,15 ,계량기보호통(실),앵글밸브,부식,,,,,미입력,35.8969708,128.6006017,1099325.405,1767265.472
251,20190110-0326,북부사업소,201902,42 ,북구 산격로17길 9-1 (산격동) / 1222-44번지,지하-공도,자체-주간,산격동 1222-44,2019-01-10 16:14,,2019-01-10 17:00,급수관,북구,0520,24-3,공도,15 ,PFP관,이형관,노후,,10일,36 ,,입력,35.8982824,128.6052398,1099742.348,1767415.679
252,20190110-0094,북부사업소,201901,39 ,북구 연암공원로8길 7-1 (산격동) / 1106-1번지,지상-공도,,연암공원로8길 7-1 (산격동) / 1106-1번지,2019-01-10 11:05,,2019-01-10 13:00,급수관,북구,0520,46-1,공도,15 ,부분기대,부분기대,타공사손괴,구청(기타),1시간,1 ,,입력,35.893764,128.5991419,1099197.659,1766908.294
253,20181231-0329,북부사업소,201812,1416 ,북구 대학로9길 68-2 (산격동) / 1245-1번지,지상-사유지,,대학로9길 68-2 (산격동) / 1245-1번지,2018-12-31 13:44,,2018-12-31 15:00,급수관,북구,0520,48,사유지,15 ,계량기보호통(실),연결부,기타,,,0 ,,미입력,35.8968022,128.6061845,1099829.464,1767252.461
254,20181221-0346,북부사업소,201812,1388 ,북구 대학로25길 17-6 (산격동) / 1307-59번지,지상-사유지,,대학로25길 17-6 (산격동) / 1307-59번지,2018-12-21 16:47,,2018-12-21 17:10,급수관,북구,0520,49,사유지,15 ,계량기보호통(실),계량기보호통,부식,,,,,미입력,35.8952939,128.6101663,1100190.723,1767089.238
255,20181220-0357,북부사업소,201812,1380 ,"북구 산격로8길 3, 원룸 (산격동,힐하우스) / 1410-6번지",지하-공도,자체-주간,산격동 1410-6 힐하우스(원룸),2018-12-20 15:29,,2018-12-20 16:30,급수관,북구,0520,49,공도,15 ,부분기대,부분기대,부식,,353일,"1,525 ",,입력,35.8937877,128.60557,1099777.789,1766917.468
256,20181220-0018,북부사업소,201812,1377 ,북구 연암로12길 6-19 (산격동) / 1034-2번지,지상-공도,,연암로12길 6-19 (산격동) / 1034-2번지,2018-12-20 09:13,,2018-12-20 11:50,급수관,북구,0520,46-1,공도,15 ,부분기대,부분기대,부식,,1시간,0 ,,미입력,35.8916442,128.597861,1099084.695,1766671.868
257,20181211-0132,북부사업소,201812,1347 ,북구 연암공원로 22-51 (산격동) / 1096-2번지,지하-사유지,자체-주간,산격동 1096-2,2018-12-11 11:37,,2018-12-11 13:00,급수관,북구,0520,46-1,사유지,15 ,에폭시강관,이형관,부식,,344일,"1,238 ",,입력,35.8924302,128.5980364,1099099.546,1766759.228
258,20181211-0060,북부사업소,201812,1344 ,북구 연암공원로8길 7-1 (산격동) / 1106-1번지,기타,,산격동 1106-1,2018-12-11 10:04,,2018-12-11 13:00,급수관,북구,0520,46-1,,,,,,,,,,미입력,35.893764,128.5991419,1099197.659,1766908.294
259,20181210-0029,북부사업소,201812,1339 ,북구 연암공원로10길 31 (산격동) / 1438-7번지,지상-사유지,,연암공원로10길 31 (산격동) / 1438-7번지,2018-12-10 09:20,,2018-12-10 11:50,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),연결부,부식,,,,,미입력,35.8944877,128.6018668,1099442.686,1766991.336
260,20181210-0007,북부사업소,201812,1338 ,북구 연암공원로8길 7-1 (산격동) / 1106-1번지,지상-공도,,연암공원로8길 7-1 (산격동) / 1106-1번지,2018-12-10 08:43,,2018-12-10 11:00,급수관,북구,0520,46-1,공도,15 ,부분기대,부분기대,타공사손괴,구청(도로개설),1시간,1 ,,미입력,35.893764,128.5991419,1099197.659,1766908.294
261,20181204-0192,북부사업소,201812,1324 ,북구 대구체육관로2길 21-4 (산격동) / 1442-10번지,지상-사유지,,대구체육관로2길 21-4 (산격동) / 1442-10번지,2018-12-04 13:09,,2018-12-06 10:27,급수관,북구,0520,47,사유지,15 ,계량기보호통(실),앵글밸브,부식,,,,,미입력,35.8898117,128.6022158,1099480.034,1766473.033
262,20181127-0045,북부사업소,201812,1302 ,"북구 연암공원로 36 (산격동,키메라 pc(당구장)) / 1128-1번지",지상-사유지,,"연암공원로 36 (산격동,키메라 pc(당구장)) / 1128-1번지",2018-11-27 09:39,,2018-11-27 11:50,급수관,북구,0520,46-1,사유지,15 ,PFP관,이형관,부식,,,,,미입력,35.89393,128.5984044,1099130.89,1766925.958
263,20181102-0039,북부사업소,201812,1230 ,"북구 연암공원로 65 (산격동,화성석유) / 1165-2번지",지상-공도,,"연암공원로 65 (산격동,화성석유) / 1165-2번지",2018-11-02 09:24,,2018-11-02 11:50,급수관,북구,0520,46-1,공도,15 ,스텐레스관,직관,부식,,1시간,0 ,,입력,35.8962109,128.5997209,1099246.861,1767180.29
264,20181101-0155,북부사업소,201812,1225 ,북구 산격로서9길 16-3 (산격동) / 1435-22번지,지상-사유지,,산격로서9길 16-3 (산격동) / 1435-22번지,2018-11-01 11:25,,2018-11-01 13:20,급수관,북구,0520,46-1,사유지,25 ,에폭시강관,이형관,부식,,,,,입력,35.8952307,128.6008943,1099353.987,1767072.76
265,20181028-0012,북부사업소,201810,1205 ,"북구 대학로15길 22-1 (산격동,대동하우스) / 1314-50번지",지상-사유지,,"대학로15길 22-1 (산격동,대동하우스) / 1314-50번지",2018-10-28 15:02,,2018-10-28 17:00,급수관,북구,0520,49,사유지,15 ,계량기보호통(실),접합부,부식,,,,,미입력,35.8940154,128.6084795,1100040.095,1766945.699
266,20181023-0170,북부사업소,201810,1188 ,북구 연암공원로14길 52 (산격동) / 1424번지,지상-공도,,연암공원로14길 52 (산격동) / 1424번지,2018-10-23 11:13,,2018-10-23 14:00,급수관,북구,0520,47,공도,25 ,스텐레스관,이형관,타공사손괴,건축,1시간,0 ,,미입력,35.8954778,128.6044619,1099675.66,1767103.801
267,20181023-0003,북부사업소,201810,1186 ,북구 대동로8길 25 (산격동) / 1249-36번지,지상-사유지,,대동로8길 25 (산격동) / 1249-36번지,2018-10-23 08:17,,2018-10-23 09:17,급수관,북구,0520,48,사유지,15 ,계량기보호통(실),계량기보호통,부식,,,,,미입력,35.8965268,128.6082328,1100014.67,1767224.009
268,20181015-0052,북부사업소,201810,1157 ,북구 연암공원로17길 23-13 (산격동) / 1180-154번지,지하-사유지,자체-주간,산격동 1180-154,2018-10-15 09:40,,2018-10-15 11:50,급수관,북구,0520,24-3,사유지,15 ,스텐레스관,직관,부식,,283일,"1,698 ",,미입력,35.8975116,128.5989741,1099177.839,1767323.804
269,20181012-0174,북부사업소,201810,1151 ,북구 산격로북9길 2-1 (산격동) / 1424-2번지,지하-공도,자체-주간,산격동 1424-2,2018-10-12 13:15,,2018-10-12 16:10,급수관,북구,0520,47,공도,15 ,스텐레스관,직관,부식,,285일,"4,378 ",,미입력,35.8954218,128.6030503,1099548.331,1767096.151
270,20181009-0018,북부사업소,201810,1136 ,북구 연암로12길 6-30 (산격동) / 1007번지,지상-공도,,연암로12길 6-30 (산격동) / 1007번지,2018-10-09 11:00,,2018-10-09 13:00,배수지관,북구,0520,46-1,공도,25 ,부분기대,부분기대,부식,,1시간,2 ,,미입력,35.8915889,128.598297,1099124.116,1766666.177
271,20181008-0006,북부사업소,201810,1130 ,북구 연암로2길 29-1 (산격동) / 1498-173번지,지상-사유지,,연암로2길 29-1 (산격동) / 1498-173번지,2018-10-08 07:57,,2018-10-10 09:37,급수관,북구,0520,47,사유지,15 ,스텐레스관,직관,부식,,,0 ,,미입력,35.8896567,128.6029368,1099545.305,1766456.575
272,20180929-0011,북부사업소,201809,1107 ,북구 산격로 20 (산격동) / 1418-10번지,지상-공도,,산격로 20 (산격동) / 1418-10번지,2018-09-29 09:20,,2018-09-29 10:40,급수관,북구,0520,49,공도,20 ,부분기대,부분기대,부식,,1시간,1 ,,입력,35.8923483,128.6053929,1099763.611,1766757.63
273,20180928-0095,북부사업소,201809,1101 ,북구 연암공원로8길 19-3 (산격동) / 1103-5번지,지하-사유지,자체-주간,산격동 1103-5,2018-09-28 09:47,,2018-09-28 11:50,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),계량기보호통,부식,,271일,260 ,,미입력,35.8932429,128.598459,1099136.675,1766849.801
274,20180912-0001,북부사업소,201809,1060 ,북구 연암공원로 68 (산격동) / 1163-38번지,지상-사유지,,연암공원로 68 (산격동) / 1163-38번지,2018-09-12 07:43,,2018-09-12 10:40,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),연결부,부식,,,,,미입력,35.8964477,128.5999608,1099268.217,1767206.799
