NO,접수번호,부서,정산년월,지시번호,공사명,공사유형,탐사구분,주소,접수일시,작업시작,작업종료,용도구분,구군,중구역번호,소구역번호,도로구분,누수관경,누수관종,누수부위,누수원인,손괴원인,누수시간,누수량,용수구분,GIS 입력,위도,경도,epsg5179위도,epsg5179경도
372,20171127-0520,북부사업소,201801,1206 ,북구 대학로9길 68-2 (산격동) / 1245-1번지,지상-사유지,,대학로9길 68-2 (산격동) / 1245-1번지,2017-11-27 15:56,,2017-11-27 17:50,급수관,북구,0520,48,사유지,15 ,계량기보호통(실),앵글밸브,부식,,,,,미입력,35.8968022,128.6061845,1099829.464,1767252.461
373,20171123-0400,북부사업소,201801,1182 ,북구 연암로2길 47 (산격동) / 1498-72번지,지상-사유지,,연암로2길 47 (산격동) / 1498-72번지,2017-11-23 16:27,,2017-11-23 17:50,급수관,북구,0520,47,사유지,15 ,계량기보호통(실),계량기보호통,노후,,,,,미입력,35.8901253,128.6038408,1099626.311,1766509.473
374,20171121-0302,북부사업소,201801,1169 ,북구 연암로4길 53-3 (산격동) / 1498-209번지,지상-사유지,,연암로4길 53-3 (산격동) / 1498-209번지,2017-11-21 14:08,,2017-11-21 17:00,급수관,북구,0520,47,사유지,15 ,계량기보호통(실),접합부,부식,,,,,미입력,35.8908067,128.6036699,1099610.032,1766584.879
375,20171120-0128,북부사업소,201801,1159 ,북구 연암공원로 55-28 (산격동) / 1169-5번지,지상-사유지,,연암공원로 55-28 (산격동) / 1169-5번지,2017-11-20 10:10,,2017-11-20 11:20,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),접합부,부식,,,0 ,,미입력,35.8961051,128.5986999,1099154.847,1767167.518
376,20171117-0349,북부사업소,201801,1150 ,북구 산격로 12-2 (산격동) / 1418-7번지,지하-공도,자체-주간,산격동 1418-7,2017-11-17 16:21,,2017-11-17 17:50,급수관,북구,0520,49,공도,15 ,스텐레스관,이형관,부식,,321일,"1,618 ",,미입력,35.8915695,128.6055731,1099780.852,1766671.43
377,20171116-0307,북부사업소,201801,1140 ,북구 산격로13길 21-5 (산격동) / 1195-94번지,지상-공도,,산격로13길 21-5 (산격동) / 1195-94번지,2017-11-16 15:33,,2017-11-16 17:00,급수관,북구,0520,24-3,공도,15 ,부분기대,부분기대,부식,,3시간,2 ,,미입력,35.8968942,128.6031246,1099553.192,1767259.544
378,20171115-0270,북부사업소,201801,1133 ,"북구 산격로14길 45 (산격동,위너스빌(501호)) / 1305-17번지",지상-공도,,"산격로14길 45 (산격동,위너스빌(501호)) / 1305-17번지",2017-11-15 15:49,,2017-11-15 17:50,배수지관,북구,0520,49,공도,80 ,닥타일관,직관,부식,,3시간,26 ,,미입력,35.896105,128.6103597,1100207.156,1767179.403
379,20171107-0087,북부사업소,201801,1098 ,"북구 연암공원로20길 14, C동 (산격동,낙원빌라) / 1185번지",지하-공도,용역,"연암공원로20길 14, C동 (산격동,낙원빌라) / 1185-112번지",2017-11-07 10:14,,2017-11-07 13:00,급수관,북구,0520,24-3,공도,25 ,PFP관,이형관,부식,,311일,"4,777 ",,입력,35.8977709,128.6028244,1099525.002,1767356.481
380,20171107-0086,북부사업소,201801,1097 ,북구 연암공원로14길 22-9 (산격동) / 1195-70번지,지하-사유지,용역,산격동 1195-70,2017-11-07 10:12,,2017-11-07 13:11,급수관,북구,0520,24-3,사유지,15 ,계량기보호통(실),계량기보호통,부식,,311일,"5,449 ",,미입력,35.8961029,128.6025725,1099504.356,1767171.211
381,20171103-0026,북부사업소,201801,1085 ,"북구 연암공원로14길 19-15 (산격동,2015.12.28.급수중지 연장) / 1186-74번지",지하-공도,용역,산격동 1186-74 2015.12.28.급수중지 연장 ,2017-11-03 09:19,,2017-11-03 11:50,급수관,북구,0520,24-3,공도,15 ,에폭시강관,이형관,노후,,307일,"2,874 ",,입력,35.8969441,128.6017923,1099432.89,1767263.722
382,20171103-0025,북부사업소,201801,1084 ,북구 산격로13길 25-2 (산격동) / 1185-65번지,지하-공도,용역,산격동 1185-65,2017-11-03 09:19,,2017-11-03 11:50,급수관,북구,0520,24-3,공도,25 ,부분기대,부분기대,부식,,307일,"14,883 ",,입력,35.8969815,128.6024318,1099490.558,1767268.521
383,20171102-0153,북부사업소,201801,1078 ,북구 연암공원로7길 2-11 (산격동) / 1139-4번지,지하-공도,용역,산격동 1139-4,2017-11-02 11:12,,2017-11-02 13:10,배수지관,북구,0520,46-1,공도,80 ,변류,접합부,부식,,306일,"43,330 ",,미입력,35.8949125,128.598373,1099126.831,1767034.904
384,20171102-0125,북부사업소,201801,1077 ,북구 산격로13길 35 (산격동) / 1185-5번지,지상-공도,,산격로13길 35 (산격동) / 1185-5번지,2017-11-02 10:47,,2017-11-03 09:11,급수관,북구,0520,24-3,공도,15 ,부분기대,부분기대,부식,,1시간,0 ,,미입력,35.8974982,128.6014731,1099403.389,1767324.857
385,20171027-0037,북부사업소,201710,1052 ,북구 산격로9길 14-6 (산격동) / 1424-23번지,기타,,산격로9길 14-6 (산격동) / 1424-23번지,2017-10-27 09:22,,2017-10-27 11:22,급수관,북구,0520,47,,,,,,,,,,미입력,35.8952248,128.6038818,1099623.622,1767075.147
386,20171027-0013,북부사업소,201710,1050 ,북구 연암공원로 90-23 (산격동) / 1185-78번지,지상-공도,,연암공원로 90-23 (산격동) / 1185-78번지,2017-10-27 08:59,,2017-10-27 11:00,급수관,북구,0520,24-3,공도,15 ,부분기대,부분기대,부식,,1시간,0 ,,입력,35.8975717,128.6026456,1099509.115,1767334.204
387,20171025-0504,북부사업소,201710,1049 ,북구 연암로4길 41-13 (산격동) / 1401-12번지,지상-사유지,,연암로4길 41-13 (산격동) / 1401-12번지,2017-10-25 16:23,,2017-10-25 17:50,급수관,북구,0520,47,사유지,15 ,계량기보호통(실),접합부,부식,,,,,미입력,35.8906147,128.602954,1099545.658,1766562.853
388,20171025-0419,북부사업소,201710,1047 ,"북구 산격로 65 (산격동,물레떡방앗간) / 1228-13번지",지상-사유지,,"산격로 65 (산격동,물레떡방앗간) / 1228-13번지",2017-10-25 15:04,,2017-10-25 17:11,급수관,북구,0520,47,사유지,15 ,계량기보호통(실),앵글밸브,부식,,,,,미입력,35.8963921,128.6051124,1099733.221,1767205.878
389,20171024-0218,북부사업소,201710,1039 ,"북구 산격로6길 8 (산격동,시장떡) / 1414-8번지",지상-사유지,,"산격로6길 8 (산격동,시장떡) / 1414-8번지",2017-10-24 12:24,,2017-10-24 14:00,급수관,북구,0520,49,사유지,15 ,계량기보호통(실),계량기보호통,부식,,,,,미입력,35.8924238,128.6059706,1099815.657,1766766.594
390,20171024-0139,북부사업소,201710,1037 ,북구 대학로25길 43-1 (산격동) / 1407-70번지,지상-사유지,,대학로25길 43-1 (산격동) / 1407-70번지,2017-10-24 10:56,,2017-10-24 11:50,급수관,북구,0520,48,사유지,15 ,계량기보호통(실),계량기보호통,부식,,,,,미입력,35.895324,128.6074416,1099944.776,1767089.786
391,20171016-0367,북부사업소,201710,1018 ,"북구 산격로6길 18 (산격동,경대식당) / 1414-1번지",지하-공도,자체-주간,산격로6길 18 (산격동) / 1414-1번지,2017-10-16 18:04,2017-10-16 18:05,2017-10-16 20:00,급수관,북구,0520,49,공도,20 ,PFP관,이형관,부식,,290일,"3,132 ",,입력,35.8924357,128.6071814,1099924.923,1766769.152
392,20171016-0366,북부사업소,201710,1017 ,"북구 대학로9길 14-9 (산격동,엘리트A) / 1414-69번지",지하-공도,자체-주간,대학로9길 14-9 (산격동) / 1414-69번지,2017-10-16 18:02,2017-10-16 18:10,2017-10-16 20:00,급수관,북구,0520,49,공도,15 ,PFP관,이형관,부식,,290일,"1,810 ",,입력,35.8921584,128.6064017,1099854.899,1766737.597
393,20171013-0357,북부사업소,201710,1006 ,"북구 산격로6길 22-1 (산격동,나들가게) / 1414번지",지하-공도,자체-주간,산격로6길 22-1 (산격동) / 1414번지,2017-10-13 17:24,2017-10-13 17:30,2017-10-13 19:00,배수지관,북구,0520,49,공도,100 ,PFP관,이형관,볼트이완,,287일,"9,230 ",,입력,35.8924868,128.6075838,1099961.177,1766775.231
394,20171010-0613,북부사업소,201710,997 ,"북구 산격로북9길 1, 채소 과일 (산격동) / 1437-98번지",지하-공도,자체-주간,"산격로북9길 1 (산격동,떡집) / 1437-98번지",2017-10-10 16:54,,2017-10-10 17:50,배수지관,북구,0520,24-3,공도,80 ,닥타일관,이형관,부식,,284일,"8,043 ",,입력,35.8951491,128.6028034,1099526.389,1767065.651
395,20171009-0052,북부사업소,201710,993 ,북구 대학로13길 51-36 (산격동) / 1247-4번지,지상-사유지,,대학로13길 51-36 (산격동) / 1247-4번지,2017-10-09 18:03,,2017-10-09 18:10,급수관,북구,0520,48,사유지,15 ,계량기보호통(실),앵글밸브,부식,,,,,미입력,35.8964751,128.607056,1099908.528,1767217.07
396,20171005-0017,북부사업소,201710,990 ,북구 연암공원로8길 15-9 (산격동) / 1107-1번지,지상-사유지,,연암공원로8길 15-9 (산격동) / 1107-1번지,2017-10-05 16:21,,2017-10-05 17:50,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),계량기보호통,부식,,,0 ,,미입력,35.8932677,128.5987184,1099160.056,1766852.815
397,20170926-0188,북부사업소,201709,969 ,"북구 산격로서9길 3-4, (정수처분_2014.4.9) (산격동) / 1437-170번지",지상-사유지,,"산격로서9길 3-4, (정수처분_2014.4.9) (산격동) / 1437-170번지",2017-09-26 12:00,,2017-09-27 16:32,급수관,북구,0520,24-3,사유지,20 ,계량기보호통(실),앵글밸브,볼트이완,,,,,미입력,35.8949447,128.6022081,1099472.918,1767042.373
398,20170922-0170,북부사업소,201709,954 ,북구 연암공원로10길 15-6 (산격동) / 1435-34번지,지상-사유지,,연암공원로10길 15-6 (산격동) / 1435-34번지,2017-09-22 11:24,,2017-09-22 14:11,급수관,북구,0520,46-1,사유지,15 ,스텐레스관,이형관,접합부이완,,,,,미입력,35.8946845,128.600549,1099323.505,1767011.824
399,20170908-0258,북부사업소,201709,906 ,북구 연암공원로20길 30-23 (산격동) / 1197-84번지,지상-사유지,,연암공원로20길 30-23 (산격동) / 1197-84번지,2017-09-08 16:12,,2017-09-08 17:50,급수관,북구,0520,24-3,사유지,15 ,계량기보호통(실),앵글밸브,부식,,,0 ,,미입력,35.8976952,128.604245,1099653.305,1767349.532
400,20170901-0346,북부사업소,201709,881 ,북구 연암공원로11길 3-16 (산격동) / 1166-6번지,지상-공도,,연암공원로11길 3-16 (산격동) / 1166-6번지,2017-09-01 14:20,,2017-09-01 16:20,배수지관,북구,0520,46-1,공도,80 ,회주철관,직관,노후,,3시간,129 ,,미입력,35.896188,128.5988944,1099172.298,1767176.911
401,20170830-0360,북부사업소,201708,866 ,북구 대학로25길 5-2 (산격동) / 1277-1번지,지상-사유지,,대학로25길 5-2 (산격동) / 1277-1번지,2017-08-30 14:28,,2017-08-30 16:30,급수관,북구,0520,49,사유지,15 ,계량기보호통(실),연결부,부식,,,,,미입력,35.8954315,128.6116506,1100324.511,1767106.023
402,20170801-0009,북부사업소,201708,712 ,북구 대학로15길 27 (산격동) / 1326-2번지,지하-공도,용역,대학로15길 27 (산격동) / 1326-2번지,2017-08-01 08:53,,2017-08-01 11:50,급수관,북구,0520,49,공도,15 ,부분기대,부분기대,부식,,213일,"1,891 ",,입력,35.8944886,128.6081264,1100007.631,1766997.825
403,20170724-0121,북부사업소,201707,683 ,북구 연암공원로13길 6-10 (산격동) / 1180-62번지,지상-공도,,연암공원로13길 6-10 (산격동) / 1180-62번지,2017-07-24 10:25,,2017-07-24 13:31,급수관,북구,0520,46-1,공도,15 ,스텐레스관,직관,부식,,1시간,0 ,,입력,35.8972756,128.5996769,1099241.561,1767298.341
404,20170711-0222,북부사업소,201707,640 ,북구 연암공원로 37-7 (산격동) / 1133-2번지,지하-사유지,자체-주간,연암공원로 37-7 (산격동) / 1133-2번지,2017-07-11 16:57,,2017-07-11 17:50,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),계량기보호통,부식,,192일,"1,705 ",,입력,35.8941631,128.597921,1099086.971,1766951.323
405,20170703-0318,북부사업소,201707,616 ,북구 연암공원로20길 6 (산격동) / 1185-83번지,지상-공도,,연암공원로20길 6 (산격동) / 1185-83번지,2017-07-03 12:45,,2017-07-03 15:00,급수관,북구,0520,24-3,공도,15 ,PFP관,이형관,노후,,1시간,0 ,,입력,35.8980219,128.6018326,1099435.179,1767383.312
406,20170629-0207,북부사업소,201706,599 ,북구 연암공원로8길 12-1 (산격동) / 1106-10번지,지하-공도,자체-주간,산격동 1106-10,2017-06-29 12:51,,2017-06-29 15:30,배수지관,북구,0520,46-1,공도,40 ,PFP관,직관,노후,,181일,"37,619 ",,입력,35.8936192,128.5987343,1099161.052,1766891.819
407,20170628-0041,북부사업소,201706,590 ,북구 연암공원로8길 15-2 (산격동) / 1106-2번지,미누수,,산격동 1106-2,2017-06-28 09:23,,2017-06-28 11:50,,북구,0520,46-1,,,,,,,,,,미입력,35.8934777,128.598545,1099144.144,1766875.932
408,20170623-0190,북부사업소,201706,575 ,북구 연암공원로 81-8 (산격동) / 1183-29번지,지상-공도,,연암공원로 81-8 (산격동) / 1183-29번지,2017-06-23 12:21,,2017-06-23 13:10,배수지관,북구,0520,46-1,공도,15 ,에폭시강관,이형관,노후,,1시간,0 ,,미입력,35.8977164,128.600737,1099336.684,1767348.311
409,20170622-0178,북부사업소,201706,570 ,북구 연암공원로 81-10 (산격동) / 1183-39번지,지상-공도,,연암공원로 81-10 (산격동) / 1183-39번지,2017-06-22 12:03,,2017-06-22 15:00,배수지관,북구,0520,46-1,공도,15 ,스텐레스관,이형관,부식,,3시간,0 ,,미입력,35.8978393,128.6006803,1099331.413,1767361.886
410,20170622-0046,북부사업소,201706,567 ,북구 연암공원로 81-14 (산격동) / 1183-38번지,지상-공도,,연암공원로 81-14 (산격동) / 1183-38번지,2017-06-22 09:39,,2017-06-22 11:50,배수지관,북구,0520,46-1,공도,40 ,에폭시강관,이형관,노후,,1시간,0 ,,미입력,35.8978463,128.6005496,1099319.609,1767362.529
411,20170615-0071,북부사업소,201706,547 ,북구 연암공원로11길 13-1 (산격동) / 1180-77번지,지상-공도,,연암공원로11길 13-1 (산격동) / 1180-77번지,2017-06-15 10:23,,2017-06-15 14:11,급수관,북구,0520,46-1,공도,15 ,스텐레스관,이형관,노후,,1시간,0 ,,미입력,35.8973802,128.599116,1099190.81,1767309.373
412,20170607-0376,북부사업소,201706,512 ,북구 연암공원로10길 13-3 (산격동) / 1117-22번지,지상-사유지,,연암공원로10길 13-3 (산격동) / 1117-22번지,2017-06-07 15:16,,2017-06-07 17:00,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),계량기보호통,부식,,,0 ,,미입력,35.8946037,128.5999325,1099267.965,1767002.236
413,20170607-0083,북부사업소,201706,510 ,북구 연암공원로10길 23 (산격동) / 1436-20번지,지하-공도,자체-주간,산격동 1436-20,2017-06-07 10:07,2017-06-07 10:30,2017-06-07 13:00,배수지관,북구,0520,46-1,공도,25 ,부분기대,부분기대,부식,,159일,"8,166 ",,입력,35.8944886,128.6011357,1099376.701,1766990.692
414,20170602-0373,북부사업소,201706,503 ,북구 연암공원로 31-17 (산격동) / 878-2번지,지상-사유지,,연암공원로 31-17 (산격동) / 878-2번지,2017-06-02 16:42,,2017-06-02 17:50,급수관,북구,0520,46-1,사유지,15 ,스텐레스관,직관,부식,,,,,미입력,35.8941516,128.5977038,1099067.383,1766949.827
415,20170531-0063,북부사업소,201705,495 ,북구 산격동 1445-9 관사,지하-공도,자체-주간,산격동 1445-9 관사,2017-05-31 09:39,,2017-05-31 11:18,배수지관,북구,0520,46-1,공도,25 ,아연도강관,이형관,노후,,152일,876 ,,입력,35.891527,128.6011233,1099379.284,1766662.181
416,20170522-0030,북부사업소,201705,464 ,북구 산격로1길 19 (산격동) / 1498-186번지,지하-사유지,자체-주간,산격동 1498-186,2017-05-22 09:14,,2017-05-22 11:58,급수관,북구,0520,47,사유지,15 ,계량기보호통(실),계량기보호통,부식,,143일,755 ,,입력,35.8910381,128.6040804,1099646.793,1766610.964
417,20170428-0438,북부사업소,201704,395 ,북구 연암공원로10길 15-12 (산격동) / 1435-33번지,지상-사유지,,연암공원로10길 15-12 (산격동) / 1435-33번지,2017-04-28 17:48,,2017-04-29 10:11,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),앵글밸브,부식,,,,,미입력,35.8946756,128.6007085,1099337.911,1767010.999
418,20170424-0001,북부사업소,201704,369 ,북구 연암공원로11길 3-16 (산격동) / 1166-6번지,지상-공도,,연암공원로11길 3-16 (산격동) / 1166-6번지,2017-04-24 06:17,,2017-04-24 10:11,배수지관,북구,0520,46-1,공도,15 ,닥타일관,직관,부식,,3시간,1 ,,미입력,35.896188,128.5988944,1099172.298,1767176.911
419,20170410-0160,북부사업소,201704,320 ,북구 산격로17길 9-1 (산격동) / 1222-44번지,지상-사유지,,산격로17길 9-1 (산격동) / 1222-44번지,2017-04-10 10:16,,2017-04-10 11:50,급수관,북구,0520,24-3,사유지,15 ,계량기보호통(실),계량기보호통,부식,,,,,미입력,35.8982824,128.6052398,1099742.348,1767415.679
420,20170323-0037,북부사업소,201703,250 ,북구 연암공원로32길 50-4 (산격동) / 1222-30번지,지상-공도,,연암공원로32길 50-4 (산격동) / 1222-30번지,2017-03-23 09:34,,2017-03-23 11:28,배수지관,북구,0520,24-3,공도,15 ,스텐레스관,이형관,부식,,3시간,0 ,,입력,35.8984358,128.6057461,1099787.848,1767433.211
421,20170309-0122,북부사업소,201703,207 ,북구 산격로서9길 16-12 (산격동) / 1434-10번지,지상-공도,,산격로서9길 16-12 (산격동) / 1434-10번지,2017-03-09 11:10,,2017-03-09 14:28,배수지관,북구,0520,46-1,공도,50 ,아연도강관,이형관,노후,,3시간,3 ,,미입력,35.8956115,128.6009902,1099362.166,1767115.095
422,20170218-0020,북부사업소,201702,162 ,북구 대동로 32 (산격동) / 1266-2번지,지상-공도,,대동로 32 (산격동) / 1266-2번지,2017-02-18 13:41,,2017-02-18 16:11,급수관,북구,0520,49,공도,20 ,PFP관,이형관,노후,,1시간,1 ,,입력,35.897058,128.6101245,1100184.728,1767284.867
423,20170207-0337,북부사업소,201702,136 ,북구 산격로 53-6 (산격동) / 1422-11번지,지하-공도,자체-주간,산격로 53-6 (산격동) / 1422-11번지,2017-02-07 15:00,,2017-02-07 15:58,배수지관,북구,0520,47,공도,15 ,PFP관,이형관,노후,,38일,100 ,,입력,35.8955056,128.6048576,1099711.337,1767107.289
424,20170131-0413,북부사업소,201701,112 ,북구 대동로10길 6 (산격동) / 1305번지,지상-공도,,대동로10길 6 (산격동) / 1305번지,2017-01-31 14:52,,2017-01-31 17:00,배수지관,북구,0520,49,공도,15 ,부분기대,부분기대,부식,,3시간,1 ,,미입력,35.896211,128.6111448,1100277.878,1767191.965
425,20170128-0002,북부사업소,201701,98 ,북구 연암공원로14길 55 (산격동) / 1422-17번지,지상-공도,,연암공원로14길 55 (산격동) / 1422-17번지,2017-01-28 07:36,,2017-01-28 11:28,배수지관,북구,0520,47,공도,100 ,PFP관,이형관,부식,,3시간,5 ,,미입력,35.895264,128.604684,1099695.973,1767080.313
426,20170124-0010,북부사업소,201701,85 ,북구 산격로서9길 23-7 (산격동) / 1117-26번지,미누수,,산격동 1117-26,2017-01-24 08:55,,2017-01-24 11:21,,북구,0520,46-1,,,,,,,,,,미입력,35.8947922,128.6002629,1099297.549,1767023.48
427,20170117-0372,북부사업소,201701,63 ,북구 산격로11길 23 (산격동) / 1437-164번지,지상-사유지,,산격로11길 23 (산격동) / 1437-164번지,2017-01-17 17:22,,2017-01-17 19:11,급수관,북구,0520,24-3,사유지,15 ,스텐레스관,이형관,부식,,,,,미입력,35.8957417,128.6027026,1099516.55,1767131.279
428,20170117-0251,북부사업소,201701,62 ,북구 대학로9길 40-3 (산격동) / 1409-22번지,지상-사유지,,대학로9길 40-3 (산격동) / 1409-22번지,2017-01-17 15:01,,2017-01-17 18:11,급수관,북구,0520,49,사유지,15 ,계량기보호통(실),앵글밸브,부식,,,0 ,,미입력,35.8945274,128.6061506,1099829.261,1767000.108
429,20170109-0424,시설관리소,201703,1 ,북구 동북로 92 (산격동) / 517번지,지하-공도,자체-주간,산격동 517,2017-01-09 18:00,2017-01-09 19:00,2017-01-10 00:00,송수관,북구,0520,24,공도,600 ,닥타일관,이형관,노후,,3일,279 ,,입력,35.9013603,128.6041832,1099643.133,1767755.999
430,20170106-0084,북부사업소,201701,22 ,북구 대동로4길 17 (산격동) / 1253-28번지,지상-사유지,,대동로4길 17 (산격동) / 1253-28번지,2017-01-06 10:07,,2017-01-16 13:05,급수관,북구,0520,48,사유지,15 ,계량기보호통(실),계량기보호통,부식,,,0 ,,미입력,35.8971648,128.6089821,1100081.492,1767295.543
431,20161224-0048,북부사업소,201701,1255 ,북구 대학로25길 5-2 (산격동) / 1277-1번지,지상-공도,,대학로25길 5-2 (산격동) / 1277-1번지,2016-12-24 16:06,,2016-12-24 18:11,급수관,북구,0520,49,공도,15 ,스텐레스관,직관,부식,,2시간,0 ,,미입력,35.8954315,128.6116506,1100324.511,1767106.023
432,20161214-0017,북부사업소,201612,1219 ,북구 연암공원로14길 19-17 (산격동) / 1186-34번지,지상-사유지,,연암공원로14길 19-17 (산격동) / 1186-34번지,2016-12-14 09:25,2016-12-14 10:00,2016-12-14 11:30,급수관,북구,0520,24-3,사유지,15 ,계량기보호통(실),앵글밸브,부식,,,,,미입력,35.8969302,128.6018809,1099440.903,1767262.27
433,20161213-0297,북부사업소,201612,1217 ,북구 연암공원로10길 2-1 (산격동) / 1144-7번지,지상-사유지,,연암공원로10길 2-1 (산격동) / 1144-7번지,2016-12-13 19:03,2016-12-14 09:00,2016-12-14 12:00,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),계량기보호통,부식,,,0 ,,미입력,35.8943236,128.5986322,1099150.959,1766969.847
434,20161212-0081,북부사업소,201612,1203 ,"북구 연암공원로17길 20 (산격동,구암서원) /산 79-1번지",지상-공도,,"연암공원로17길 20 (산격동,구암서원) / 79-1번지",2016-12-12 10:07,2016-12-12 10:30,2016-12-12 12:00,급수관,북구,0520,24-3,공도,25 ,스텐레스관,직관,타공사손괴,구청(기타),1시간,3 ,,미입력,35.8986673,128.599293,1099205.178,1767452.317
435,20161202-0031,북부사업소,201612,1165 ,"북구 연암로12길 10-4, 호 (산격동) / 1036-1번지",지상-사유지,,"연암로12길 10-4, 호 (산격동) / 1036-1번지",2016-12-02 09:13,2016-12-02 10:00,2016-12-02 12:00,급수관,북구,0520,46-1,사유지,20 ,계량기보호통(실),계량기보호통,부식,,,0 ,,미입력,35.8918147,128.597468,1099049.012,1766690.381
436,20161123-0111,북부사업소,201611,1130 ,"북구 연암로 40 (산격동,구 교육청 본관) / 1445-3번지",지상-사유지,,"연암로 40 (산격동,구 교육청 본관) / 1445-3번지",2016-11-23 10:33,,2016-11-23 13:45,급수관,북구,0520,46-1,사유지,80 ,닥타일관,직관,노후,,,,,미입력,35.8926195,128.6000172,1099278.087,1766782.236
437,20161102-0371,북부사업소,201611,1031 ,북구 대동로8길 24-5 (산격동) / 1252-15번지,지상-공도,,대동로8길 24-5 (산격동) / 1252-15번지,2016-11-02 14:51,2016-11-02 15:00,2016-11-02 18:00,급수관,북구,0520,48,공도,15 ,스텐레스관,이형관,노후,,3시간,1 ,,미입력,35.8968818,128.6082688,1100017.473,1767263.422
438,20161102-0114,북부사업소,201611,1029 ,북구 산격로 22-1 (산격동) / 1418-1번지,지상-공도,,산격로 22-1 (산격동) / 1418-1번지,2016-11-02 10:30,,2016-11-02 13:11,급수관,북구,0520,49,공도,15 ,PFP관,직관,노후,,3시간,0 ,,미입력,35.8924962,128.6053774,1099762.026,1766774.019
439,20161101-0437,북부사업소,201611,1025 ,북구 연암로12길 12-24 (산격동) / 1093-1번지,지상-사유지,,연암로12길 12-24 (산격동) / 1093-1번지,2016-11-01 16:10,,2016-11-01 18:30,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),앵글밸브,부식,,,,,미입력,35.8925539,128.5976286,1099062.586,1766772.536
440,20161101-0082,북부사업소,201611,1022 ,"북구 대동로 52-7 (산격동,대호영재빌) / 1279-16번지",지상-공도,,"대동로 52-7 (산격동,대호영재빌) / 1279-16번지",2016-11-01 10:05,2016-11-01 13:00,2016-11-01 16:00,배수지관,북구,0520,49,공도,80 ,닥타일관,이형관,노후,,3시간,4 ,,입력,35.8959581,128.6121465,1100368.602,1767164.942
441,20161027-0389,북부사업소,201610,1004 ,"북구 대학로23길 14-1 (산격동,미니수퍼자납) / 1308-21번지",지상-사유지,,"대학로23길 14-1 (산격동,미니수퍼자납) / 1308-21번지",2016-10-27 16:52,,2016-10-27 19:01,급수관,북구,0520,49,사유지,15 ,계량기보호통(실),앵글밸브,부식,,,,,미입력,35.8945524,128.6103013,1100203.842,1767007.129
442,20161025-0043,북부사업소,201610,996 ,"북구 연암로 40 (산격동,구 교육청 본관) / 1445-3번지",지상-공도,,"연암로 40 (산격동,구 교육청 본관) / 1445-3번지",2016-10-25 09:37,,2016-10-25 12:11,급수관,북구,0520,46-1,공도,20 ,변류,본체,부식,,2시간,1 ,,입력,35.8926195,128.6000172,1099278.087,1766782.236
443,20161019-0346,북부사업소,201610,972 ,북구 연암공원로13길 6-5 (산격동) / 1180-69번지,지상-사유지,,연암공원로13길 6-5 (산격동) / 1180-69번지,2016-10-19 15:25,,2016-10-19 18:01,급수관,북구,0520,46-1,사유지,15 ,계량기보호통(실),계량기보호통,부식,,,,,미입력,35.8971489,128.5994189,1099218.435,1767284.025
444,20161018-0434,북부사업소,201610,968 ,북구 연암로12길 14-1 (산격동) / 1059-2번지,지상-공도,,연암로12길 14-1 (산격동) / 1059-2번지,2016-10-18 17:07,2016-10-18 17:35,2016-10-18 20:00,배수지관,북구,0520,46-1,공도,15 ,부분기대,부분기대,부식,,2시간,0 ,,입력,35.8923503,128.5972527,1099028.913,1766749.571
445,20161011-0323,북부사업소,201610,933 ,북구 연암로4길 56 (산격동) / 1498-105번지,지하-사유지,용역,산격동 1498-105,2016-10-11 17:34,2016-10-12 09:00,2016-10-12 12:00,급수관,북구,0520,47,사유지,15 ,계량기보호통(실),계량기보호통,부식,,285일,410 ,,입력,35.8906962,128.6041309,1099651.779,1766573.093
446,20161011-0321,북부사업소,201610,931 ,북구 연암로4길 3-8 (산격동) / 1441-70번지,지하-공도,용역,연암로4길 3-8 (산격동) / 1441-70번지,2016-10-11 17:29,2016-10-12 09:00,2016-10-12 12:00,배수지관,북구,0520,47,공도,20 ,부분기대,부분기대,부식,,285일,"1,915 ",,입력,35.8894947,128.6016363,1099428.126,1766437.282
447,20161011-0319,북부사업소,201610,930 ,북구 산격로14길 42 (산격동) / 1306-20번지,지하-공도,용역,산격로14길 42 (산격동) / 1306-20번지,2016-10-11 17:28,2016-10-12 09:00,2016-10-12 12:00,배수지관,북구,0520,49,공도,40 ,스텐레스관,이형관,부식,,285일,0 ,,입력,35.8959495,128.6097582,1100153.066,1767161.538
448,20161011-0318,북부사업소,201610,929 ,북구 산격로14길 48-2 (산격동) / 1306-24번지,지하-사유지,용역,산격로14길 48-2 (산격동) / 1306-24번지,2016-10-11 17:28,2016-10-12 09:00,2016-10-12 12:00,급수관,북구,0520,49,사유지,20 ,스텐레스관,이형관,부식,,285일,752 ,,입력,35.8958133,128.6104771,1100218.119,1767147.168
