cluster_id,중복_건수,평균_재작업_간격(일),최소_간격(일),최대_간격(일),기간,작업타입_패턴,구군,대표_주소
12165,3,162.0,6,318,2015-03-04 ~ 2016-01-24,지상누수 → 지하누수 → 지상누수,,
12461,2,162.0,162,162,2015-03-09 ~ 2015-08-18,지상누수 → 지상누수,,
14351,3,162.5,115,210,2017-06-22 ~ 2018-05-14,지하누수 → 지상누수 → 지하누수,,
15873,4,162.7,6,323,2019-01-24 ~ 2020-05-28,지하누수 → 지하누수 → 지하누수 → 지하누수,,
2003,2,1620.0,1620,1620,2015-07-17 ~ 2019-12-23,지상누수 → 지상누수,,
10000,3,1621.0,1398,1844,2012-01-02 ~ 2020-11-18,지상누수 → 지상누수 → 지하누수,,
18489,3,1621.0,386,2856,2011-04-19 ~ 2020-03-05,지하누수 → 지하누수 → 지하누수,,
13420,2,1621.0,1621,1621,2012-05-03 ~ 2016-10-11,지하누수 → 지상누수,,
9841,2,1622.0,1622,1622,2008-01-24 ~ 2012-07-03,지하누수 → 지상누수,,
11182,2,1623.0,1623,1623,2014-02-05 ~ 2018-07-17,지상누수 → 지상누수,,
11068,2,1623.0,1623,1623,2014-06-02 ~ 2018-11-12,지상누수 → 지상누수,,
8817,2,1623.0,1623,1623,2010-10-19 ~ 2015-03-31,지상누수 → 지상누수,,
6823,3,1623.0,1623,1623,2009-07-15 ~ 2013-12-24,지상누수 → 지상누수 → 관리대장,,
16205,2,1623.0,1623,1623,2012-05-30 ~ 2016-11-08,지하누수 → 지하누수,,
3196,3,1623.0,1623,1623,2007-06-28 ~ 2011-12-08,지상누수 → 지상누수 → 지상누수,,
6228,3,1624.0,1541,1707,2008-12-16 ~ 2017-11-08,지상누수 → 지상누수 → 지하누수,,
13221,2,1624.0,1624,1624,2011-11-23 ~ 2016-05-04,지하누수 → 지상누수,,
14852,4,1624.0,1078,2614,2008-06-13 ~ 2021-10-16,지하누수 → 지하누수 → 지상누수 → 지상누수,,
9034,2,1624.0,1624,1624,2011-02-03 ~ 2015-07-17,지상누수 → 지상누수,,
6381,3,1624.0,313,2935,2008-09-23 ~ 2017-08-16,지상누수 → 지하누수 → 지하누수,,
6079,2,1624.0,1624,1624,2008-12-08 ~ 2013-05-21,지상누수 → 지하누수,,
9791,3,1624.0,915,2333,2012-02-22 ~ 2021-01-13,지상누수 → 지하누수 → 지상누수,,
11321,2,1624.0,1624,1624,2014-01-21 ~ 2018-07-04,지상누수 → 지상누수,,
713,3,1624.5,1188,2061,2011-09-21 ~ 2020-08-13,지상누수 → 지상누수 → 지상누수,,
3453,5,1625.0,93,3157,2010-12-06 ~ 2019-10-31,지상누수 → 지하누수 → 지하누수 → 지상누수 → 지상누수,,
18363,2,1626.0,1626,1626,2013-11-18 ~ 2018-05-02,지하누수 → 지하누수,,
14777,2,1627.0,1627,1627,2014-07-10 ~ 2018-12-24,지하누수 → 지상누수,,
6218,2,1627.0,1627,1627,2008-09-06 ~ 2013-02-20,지상누수 → 지하누수,,
11204,2,1627.0,1627,1627,2009-08-25 ~ 2014-02-07,지하누수 → 지상누수,,
10058,8,1627.0,1627,1627,2012-10-19 ~ 2017-04-04,지상누수 → 지상누수 → 지하누수 → 지하누수 → 지하누수,,
3185,6,1627.3,149,3023,2008-02-02 ~ 2021-06-16,지상누수 → 지상누수 → 지상누수 → 지하누수 → 지상누수,,
8387,2,1628.0,1628,1628,2010-12-17 ~ 2015-06-03,지상누수 → 지상누수,,
11586,2,1628.0,1628,1628,2014-10-16 ~ 2019-04-02,지상누수 → 지하누수,,
8509,2,1628.0,1628,1628,2011-01-24 ~ 2015-07-11,지상누수 → 지상누수,,
6884,2,1628.0,1628,1628,2009-03-02 ~ 2013-08-16,지상누수 → 지하누수,,
5465,4,1629.0,846,2412,2010-08-23 ~ 2019-07-26,지상누수 → 지상누수 → 지하누수 → 지상누수,,
6878,2,1629.0,1629,1629,2009-05-11 ~ 2013-10-27,지상누수 → 지상누수,,
15137,2,1629.0,1629,1629,2016-12-07 ~ 2021-05-25,지하누수 → 지상누수,,
12700,3,1629.0,1629,1629,2016-01-10 ~ 2020-06-26,지상누수 → 지하누수 → 관리대장,,
14639,3,1629.5,644,2615,2009-04-02 ~ 2018-03-06,지하누수 → 지하누수 → 지상누수,,
181,2,163.0,163,163,2020-10-05 ~ 2021-03-18,지상누수 → 지상누수,,
14615,2,163.0,163,163,2018-03-09 ~ 2018-08-20,지상누수 → 지하누수,,
11366,2,163.0,163,163,2013-12-11 ~ 2014-05-23,지하누수 → 지상누수,,
13158,2,163.0,163,163,2016-01-19 ~ 2016-07-01,지상누수 → 지하누수,,
6722,3,163.0,83,243,2008-12-17 ~ 2009-11-09,지상누수 → 지상누수 → 지상누수,,
11073,2,163.0,163,163,2013-10-28 ~ 2014-04-09,지상누수 → 지상누수,,
7110,3,163.5,25,302,2010-03-26 ~ 2011-02-16,지상누수 → 지상누수 → 지상누수,,
7409,2,1630.0,1630,1630,2009-10-26 ~ 2014-04-14,지상누수 → 지상누수,,
11536,2,1630.0,1630,1630,2013-11-13 ~ 2018-05-02,지상누수 → 지하누수,,
10320,3,1630.0,1612,1648,2008-02-01 ~ 2017-01-04,지하누수 → 지상누수 → 지상누수,,
11500,2,1631.0,1631,1631,2014-04-04 ~ 2018-09-21,지상누수 → 지상누수,,
13106,2,1631.0,1631,1631,2016-02-15 ~ 2020-08-04,지상누수 → 지하누수,,
12881,2,1631.0,1631,1631,2016-06-11 ~ 2020-11-29,지상누수 → 지상누수,,
11480,2,1632.0,1632,1632,2013-10-30 ~ 2018-04-19,지상누수 → 지상누수,,
13302,3,1632.5,104,3161,2007-06-07 ~ 2016-05-16,지하누수 → 지상누수 → 지하누수,,
9277,3,1632.5,116,3149,2011-04-15 ~ 2020-03-25,지상누수 → 지하누수 → 지하누수,,
11045,3,1632.5,0,3265,2013-07-25 ~ 2022-07-04,지상누수 → 긴급공사 → 긴급공사,,
11433,2,1633.0,1633,1633,2013-11-25 ~ 2018-05-17,지상누수 → 지상누수,,
2407,2,1634.0,1634,1634,2016-11-22 ~ 2021-05-14,지상누수 → 지상누수,,
8854,2,1634.0,1634,1634,2011-03-29 ~ 2015-09-19,지상누수 → 지상누수,,
9152,3,1635.5,1086,2185,2011-06-07 ~ 2020-05-22,지상누수 → 지하누수 → 지하누수,,
6519,3,1635.5,1141,2130,2008-08-10 ~ 2017-07-25,지상누수 → 지하누수 → 지하누수,,
13322,2,1636.0,1636,1636,2016-08-16 ~ 2021-02-08,지상누수 → 지하누수,,
1854,2,1637.0,1637,1637,2016-09-01 ~ 2021-02-25,지상누수 → 지상누수,,
11237,2,1638.0,1638,1638,2013-10-16 ~ 2018-04-11,지상누수 → 지하누수,,
14293,2,1638.0,1638,1638,2017-11-20 ~ 2022-05-16,지상누수 → 지하누수,,
16826,2,1638.0,1638,1638,2013-04-29 ~ 2017-10-23,지하누수 → 지하누수,,
18526,3,1638.0,509,2767,2010-11-01 ~ 2019-10-22,지하누수 → 지하누수 → 지하누수,,
13839,2,1638.0,1638,1638,2017-10-13 ~ 2022-04-08,지상누수 → 지하누수,,
3355,3,1638.0,1638,1638,2007-12-18 ~ 2012-06-12,지하누수 → 지하누수 → 지상누수,,
9450,2,1638.0,1638,1638,2012-03-13 ~ 2016-09-07,지상누수 → 지상누수,,
6952,3,1639.0,712,2566,2009-03-09 ~ 2018-03-01,지상누수 → 지상누수 → 지상누수,,
14153,2,1639.0,1639,1639,2013-10-22 ~ 2018-04-18,지하누수 → 지상누수,,
2267,3,1639.0,937,2341,2013-07-08 ~ 2022-06-30,지상누수 → 지상누수 → 지상누수,,
11902,4,1639.3,1274,2125,2008-10-01 ~ 2022-03-22,지하누수 → 지상누수 → 지하누수 → 지하누수,,
9800,3,1639.5,1217,2062,2012-04-19 ~ 2021-04-12,지상누수 → 지하누수 → 지하누수,,
12745,2,164.0,164,164,2015-12-11 ~ 2016-05-24,지상누수 → 지상누수,,
13113,2,164.0,164,164,2016-10-28 ~ 2017-04-10,지상누수 → 지하누수,,
7899,2,164.0,164,164,2009-03-20 ~ 2009-09-01,지하누수 → 지상누수,,
10681,2,164.0,164,164,2012-07-27 ~ 2013-01-08,지하누수 → 지상누수,,
14033,2,164.0,164,164,2017-10-16 ~ 2018-03-30,지상누수 → 지하누수,,
8601,2,164.0,164,164,2011-09-30 ~ 2012-03-13,지상누수 → 지하누수,,
7863,2,164.0,164,164,2009-12-15 ~ 2010-05-28,지하누수 → 지상누수,,
7196,3,164.0,142,186,2009-09-11 ~ 2010-08-06,지상누수 → 지상누수 → 지상누수,,
14095,2,164.0,164,164,2017-10-22 ~ 2018-04-05,지상누수 → 지하누수,,
