wkt_geom,FTR_CDE,FTR_IDN,HJD_CDE,SHT_NUM,MNG_CDE,IST_YMD,SAA_CDE,MOP_CDE,STD_DIP,BYC_LEN,JHT_CDE,LOW_DEP,HGH_DEP,CNT_NUM,SYS_CHK,PIP_LBL,GIS_IDN,FTC_CDE,CLS_YMD,MET_IDN,GU_CDE,SMZ_NUM,MDZ_NUM,LGZ_NUM,AVG_DEP,FNS_YMD,WTP_CDE,RMK_TXT
"MultiLineString ((1099078.0908015500754118 1766759.75759578007273376, 1099074.62602540990337729 1766761.06207435997202992))",SA002,71413,2723061000,35803044,54000,19880711,,1,13,17,,0,0,1.80001E+12,1,,71413,SA006,,196917,B,461,520,P0,0,,,
"MultiLineString ((1099049.10836059995926917 1766755.16738608991727233, 1099053.34780109999701381 1766754.04113826993852854))",SA002,175886,2723061000,35803044,54000,19941220,,1,13,8,,0,0,1.80001E+12,1,,175886,SA006,,34887,B,461,520,P0,0,,,
"MultiLineString ((1098939.72475151997059584 1766659.208447519922629, 1098943.90284384996630251 1766658.00017904001288116))",SA002,36431,2723061000,35803044,54000,19890619,,1,13,10,,0,0,1.80001E+12,1,,36431,SA006,,14980,B,461,520,P0,0,,,
"MultiLineString ((1099018.95249818009324372 1766751.56542536988854408, 1099023.19576932000927627 1766753.11579525005072355))",SA002,210450,2723061000,35803044,54000,19900517,,1,13,8,,0,0,1.80001E+12,1,,210450,SA006,,41644,B,461,520,P0,0,,,
"MultiLineString ((1099052.41083893994800746 1766765.27692790003493428, 1099056.04625019989907742 1766764.08944281004369259))",SA002,210438,2723061000,35803044,54000,19900616,,1,13,6,,0,0,1.80001E+12,1,,210438,SA006,,48273,B,461,520,P0,0,,,
"MultiLineString ((1099014.04569196002557874 1766762.65091441990807652, 1099017.14643289009109139 1766764.01092164008878171))",SA002,175907,2723061000,35803044,54000,19900517,,1,13,8,,0,0,1.80001E+12,1,,175907,SA006,,183723,B,461,520,P0,0,,,
"MultiLineString ((1098899.66339677991345525 1766680.08459396008402109, 1098902.70174289005808532 1766677.33044779999181628))",SA002,2815,2723061000,35803044,54000,19900406,,1,20,4,,0,0,2.00908E+12,1,09월 20일,2815,SA006,,34884,B,461,520,P0,0,,,
"MultiLineString ((1099091.87152683991007507 1766766.34662529989145696, 1099087.85592533997260034 1766765.77173227001912892))",SA002,71414,2723061000,35803044,54000,19901010,,1,13,10,,0,0,1.80001E+12,1,,71414,SA006,,81909,B,461,520,P0,0,,,
"MultiLineString ((1098941.41557749011553824 1766677.58485097996890545, 1098941.81346104992553592 1766681.91821852000430226))",SA002,175897,2723061000,35803044,54000,19991030,,1,13,16,,0,0,1.9991E+12,1,,175897,SA006,,123492,B,461,520,P0,0,,,
"MultiLineString ((1098921.50287105003371835 1766639.39297277992591262, 1098923.85716093005612493 1766643.2175727600697428))",SA002,142096,2723061000,35803044,54000,19880825,,1,20,26,,0,0,1.80001E+12,1,,142096,SA006,,28223,B,461,520,P0,0,,,
"MultiLineString ((1098963.1689947301056236 1766625.10666924994438887, 1098952.59303211001679301 1766630.41560734994709492))",SA002,71404,2723061000,35803044,54000,19900319,,1,13,12,,0,0,1.80001E+12,1,,71404,SA006,,41646,B,461,520,P0,0,,,
"MultiLineString ((1098965.44548191991634667 1766629.6415296399500221, 1098968.30382557003758848 1766628.20730328001081944))",SA002,71403,2723061000,35803044,54000,19980917,,1,13,8,,0,0,1.99808E+12,1,,71403,SA006,,41647,B,461,520,P0,0,,,
"MultiLineString ((1099090.48912445991300046 1766749.18480110005475581, 1099086.49243572005070746 1766749.47190592996776104))",SA002,2820,2723061000,35803044,54000,19950811,,1,13,8,,0,0,1.80001E+12,1,,2820,SA006,,210023,B,461,520,P0,0,,,
"MultiLineString ((1098937.22352931997738779 1766651.24270924995653331, 1098929.82650143001228571 1766653.56568770995363593))",SA002,2812,2723061000,35803044,54000,19940402,,1,13,6,,0,0,1.80001E+12,1,,2812,SA006,,41638,B,461,520,P0,0,,,
"MultiLineString ((1098970.50799338007345796 1766639.7268206300213933, 1098962.10726577998138964 1766643.94410642003640532))",SA002,142094,2723061000,35803044,54000,19950411,,1,13,8,,0,0,1.80001E+12,1,,142094,SA006,,34881,B,461,520,P0,0,,,
"MultiLineString ((1098913.43605232005938888 1766644.79761239001527429, 1098916.01670542010106146 1766650.26445720996707678, 1098918.01244270009920001 1766649.5014931398909539))",SA002,462627,2723061000,35803044,54000,20191128,,1,13,7,,0,0,2.01911E+12,1,13-19,462627,SA006,,333244,B,461,520,P0,0,,,
"MultiLineString ((1099017.44852087995968759 1766696.51366154989227653, 1099016.38911669002845883 1766692.68024514010176063))",SA002,142097,2723061000,35803044,54000,19950411,,1,13,12,,0,0,1.80001E+12,1,,142097,SA006,,68561,B,461,520,P0,0,,,
"MultiLineString ((1099045.36333849001675844 1766672.04024640005081892, 1099050.63356274995021522 1766672.86631725006736815))",SA002,142098,2723061000,35803044,54000,19910113,,1,13,8,,0,0,1.80001E+12,1,,142098,SA006,,75319,B,461,520,P0,0,,,
"MultiLineString ((1098975.26965529005974531 1766649.21268752007745206, 1098978.21562990988604724 1766647.73382104001939297))",SA002,210442,2723061000,35803044,54000,19900313,,1,13,6,,0,0,1.80001E+12,1,,210442,SA006,,95166,B,461,520,P0,0,,,
"MultiLineString ((1099025.75236293999478221 1766655.99662011000327766, 1099020.85102432989515364 1766656.39465708006173372))",SA002,175894,2723061000,35803044,54000,19950904,,1,25,6,,0,0,1.80001E+12,1,,175894,SA006,,123488,B,461,520,P0,0,,,
"MultiLineString ((1098975.21368538006208837 1766687.35197806009091437, 1098969.96847998001612723 1766686.5092221200466156))",SA002,175899,2723061000,35803044,54000,19880801,,1,13,30,,0,0,1.80001E+12,1,,175899,SA006,,62019,B,461,520,P0,0,,,
"MultiLineString ((1098994.50808570999652147 1766619.61203900002874434, 1098990.42999398009851575 1766620.91168042994104326))",SA002,36430,2723061000,35803044,54000,19930816,,1,13,7,,0,0,1.80001E+12,1,,36430,SA006,,2074,B,461,520,P0,0,,,
"MultiLineString ((1099025.33861764008179307 1766674.6635193401016295, 1099017.46647744998335838 1766673.34408324002288282))",SA002,71402,2723061000,35803044,54000,19951009,,1,20,6,,0,0,1.80001E+12,1,,71402,SA006,,28216,B,461,520,P0,0,,,
"MultiLineString ((1099055.15211533010005951 1766658.34886777005158365, 1099054.83076548995450139 1766660.93947214004583657))",SA002,244023,2723061000,35803044,54000,19991222,,1,13,3,,0,0,1.99912E+12,1,13-99,244023,SA006,,68565,B,461,520,P0,0,,,
"MultiLineString ((1099065.72613835008814931 1766655.10702503006905317, 1099066.49342267005704343 1766651.10599959990940988))",SA002,244017,2723061000,35803044,54000,19991224,,1,13,9,,0,0,1.99912E+12,1,13-99,244017,SA006,,21703,B,461,520,P0,0,,,
"MultiLineString ((1099010.292430330067873 1766636.8875454100780189, 1099010.30736406007781625 1766639.82306443993002176))",SA002,210440,2723061000,35803044,54000,19920113,,1,13,21,,0,0,1.80001E+12,1,,210440,SA006,,41641,B,461,520,P0,0,,,
"MultiLineString ((1099072.82212054007686675 1766647.86311125010251999, 1099073.27667751000262797 1766644.53757753991521895))",SA002,2807,2723061000,35803044,54000,19920113,,1,13,10,,0,0,1.80001E+12,1,,2807,SA006,,156732,B,461,520,P0,0,,,
"MultiLineString ((1099009.02821035007946193 1766636.59767336002551019, 1099006.36473278002813458 1766635.77475586999207735))",SA002,2811,2723061000,35803044,54000,19910113,,1,13,12,,0,0,1.80001E+12,1,,2811,SA006,,21704,B,461,520,P0,0,,,
"MultiLineString ((1099025.39423605008050799 1766665.97234383993782103, 1099021.2303738899063319 1766664.83793315989896655))",SA002,36428,2723061000,35803044,54000,19951106,,1,20,4,,0,0,1.80001E+12,1,,36428,SA006,,190242,B,461,520,P0,0,,,
"MultiLineString ((1099053.59172628005035222 1766652.94268444995395839, 1099053.97011706000193954 1766649.56418504007160664))",SA002,273745,2723061000,35803044,54000,19900329,,1,20,6,,0,0,2.00207E+12,1,02월 20일,273745,SA006,,47012,B,461,520,P0,0,,,
"MultiLineString ((1099076.74856232991442084 1766645.95227026008069515, 1099080.42304001003503799 1766645.38194730994291604))",SA002,105125,2723061000,35803044,54000,19920113,,1,13,10,,0,0,1.80001E+12,1,,105125,SA006,,203451,B,461,520,P0,0,,,
"MultiLineString ((1098978.44471283000893891 1766655.53789981990121305, 1098982.29542119009420276 1766658.33207389991730452))",SA002,71405,2723061000,35803044,54000,19930726,,1,13,10,,0,0,1.80001E+12,1,,71405,SA006,,88509,B,461,520,P0,0,,,
"MultiLineString ((1098974.15857457998208702 1766646.99914128007367253, 1098986.45537559990771115 1766640.82655663997866213))",SA002,244019,2723061000,35803044,54000,19900313,,1,13,6,,0,0,1.80001E+12,1,,244019,SA006,,55540,B,461,520,P0,0,,,
"MultiLineString ((1098996.39638004009611905 1766625.67667961004190147, 1098997.17221269011497498 1766628.17104281997308135))",SA002,175895,2723061000,35803044,54000,19930816,,1,13,12,,0,0,1.80001E+12,1,,175895,SA006,,143562,B,461,520,P0,0,,,
"MultiLineString ((1099030.31128531997092068 1766630.79096180992200971, 1099034.87023851997219026 1766629.88954955991357565))",SA002,105128,2723061000,35803044,54000,19930816,,1,13,12,,0,0,1.80001E+12,1,,105128,SA006,,48267,B,461,520,P0,0,,,
"MultiLineString ((1099023.54183329991064966 1766627.14193384000100195, 1099018.25100706005468965 1766627.87018021009862423))",SA002,36406,2723061000,35803044,54000,19950321,,1,13,7,,0,0,1.80001E+12,1,,36406,SA006,,88504,B,461,520,P0,0,,,
"MultiLineString ((1099045.30509650008752942 1766665.42250571004115045, 1099041.55128981010057032 1766665.4564335800241679))",SA002,175902,2723061000,35803044,54000,19920113,,1,13,6,,0,0,1.80001E+12,1,,175902,SA006,,14977,B,461,520,P0,0,,,
"MultiLineString ((1099045.37914726999588311 1766673.75921506993472576, 1099041.75529991998337209 1766673.79103892995044589))",SA002,36436,2723061000,35803044,54000,19920113,,1,13,6,,0,0,1.80001E+12,1,,36436,SA006,,177130,B,461,520,P0,0,,,
"MultiLineString ((1099025.39553802995942533 1766670.96456053992733359, 1099006.43669392005540431 1766669.84869157010689378))",SA002,36429,2723061000,35803044,54000,19951106,,1,20,4,,0,0,1.80001E+12,1,,36429,SA006,,8461,B,461,520,P0,0,,,
"MultiLineString ((1099075.83707190002314746 1766667.95819279993884265, 1099071.46357370004989207 1766667.44964900007471442))",SA002,36437,2723061000,35803044,54000,19920113,,1,13,6,,0,0,1.80001E+12,1,13-92,36437,SA006,,8466,B,461,520,P0,0,19920113,SS002,
"MultiLineString ((1099030.47786851995624602 1766671.85054893000051379, 1099033.68826554995030165 1766671.91948126000352204))",SA002,71410,2723061000,35803044,54000,19950628,,1,13,4,,0,0,1.80001E+12,1,,71410,SA006,,203449,B,461,520,P0,0,,,
"MultiLineString ((1099031.02706668991595507 1766639.81826274003833532, 1099034.71679456997662783 1766639.79253116995096207, 1099033.75086618005298078 1766642.99561622994951904))",SA002,175893,2723061000,35803044,54000,19950404,,1,13,3,,0,0,1.80001E+12,1,,175893,SA006,,48264,B,461,520,P0,0,,,
"MultiLineString ((1099067.2331834000069648 1766676.90953280008397996, 1099068.29611200001090765 1766680.64505330007523298))",SA002,142099,2723061000,35803044,54000,19920113,,1,13,18,,0,0,1.80001E+12,1,13-92,142099,SA006,,210025,B,461,520,P0,0,19920113,SS002,
"MultiLineString ((1098978.37441611988469958 1766687.86001346004195511, 1098977.5758249000646174 1766692.82695243996568024))",SA002,175898,2723061000,35803044,54000,19920613,,1,13,2,,0,0,1.80001E+12,1,,175898,SA006,,136904,B,461,520,P0,0,,,
"MultiLineString ((1098978.95121120009571314 1766656.54842604999430478, 1098971.56604932993650436 1766664.32756711007095873))",SA002,71406,2723061000,35803044,54000,19950811,,1,13,12,,0,0,1.80001E+12,1,,71406,SA006,,190244,B,461,520,P0,0,,,
"MultiLineString ((1098996.28101165988482535 1766625.30800801003351808, 1098995.71121961995959282 1766625.48539305990561843, 1098991.55138696008361876 1766626.78066346002742648))",SA002,244020,2723061000,35803044,54000,19900313,,1,13,6,,0,0,1.80001E+12,1,,244020,SA006,,68567,B,461,520,P0,0,,,
"MultiLineString ((1099030.16684445994906127 1766686.23424020991660655, 1099033.61210876004770398 1766686.30871509993448853))",SA002,244025,2723061000,35803044,54000,19950524,,1,13,14,,0,0,1.80001E+12,1,,244025,SA006,,190245,B,461,520,P0,0,,,
"MultiLineString ((1098968.72928630001842976 1766636.18337431992404163, 1098973.04852576996199787 1766634.01556503004394472))",SA002,142093,2723061000,35803044,54000,19900310,,1,13,9,,0,0,1.80001E+12,1,,142093,SA006,,150178,B,461,520,P0,0,,,
"MultiLineString ((1099081.89107828005217016 1766661.12245650007389486, 1099082.69504438992589712 1766657.61230858997441828))",SA002,142090,2723061000,35803044,54000,19910113,,1,13,1,,0,0,2.01703E+12,1,13-17,142090,SA006,,88512,B,461,520,P0,0,,,
"MultiLineString ((1099112.8652054900303483 1766583.60935558006167412, 1099113.42323098005726933 1766587.41014681989327073))",SA002,175892,2723061000,35803044,54000,19930830,,1,20,18,,0,0,1.80001E+12,1,,175892,SA006,,21699,B,461,520,P0,0,,,
"MultiLineString ((1099084.29337700991891325 1766595.55598949990235269, 1099087.2147932299412787 1766592.73797398991882801))",SA002,105126,2723061000,35803044,54000,19940201,,1,20,10,,0,0,1.80001E+12,1,,105126,SA006,,48265,B,461,520,P0,0,,,
"MultiLineString ((1099076.30010505998507142 1766588.97040389990434051, 1099077.39108921005390584 1766595.07202118006534874))",SA002,71400,2723061000,35803044,54000,19910518,,1,13,8,,0,0,1.80001E+12,1,,71400,SA006,,81908,B,461,520,P0,0,,,
"MultiLineString ((1099368.69307157071307302 1766486.54447750584222376, 1099366.12791089992970228 1766487.36630359990522265))",SA002,178418,2723063100,35803045,54000,19940131,,1,13,6,,0,0,1.80001E+12,1,13-94,178418,SA006,,34459,B,470,520,P0,0,19940131,SS002,
"MultiLineString ((1099095.21066762995906174 1766695.1591050298884511, 1099091.63544942997395992 1766695.34237705008126795))",SA002,36438,2723061000,35803044,54000,19880905,,1,13,6,,0,0,1.80001E+12,1,13-88,36438,SA006,,88519,B,461,520,P0,0,,,
"MultiLineString ((1099147.74737448594532907 1766582.79383499850519001, 1099158.45709739997982979 1766581.24422409990802407))",SA002,175890,2723061000,35803044,54000,19920112,,1,20,36,,0,0,1.80001E+12,1,20-92,175890,SA006,,130288,B,461,520,P0,0,19920112,SS002,
"MultiLineString ((1099142.88794642989523709 1766579.20638812007382512, 1099143.31682427995838225 1766582.20654435991309583))",SA002,142087,2723061000,35803044,54000,20151029,,1,25,5,,0,0,2.0151E+12,1,25-15,142087,SA006,,101847,B,461,520,P0,0,,,
"MultiLineString ((1099134.49423343990929425 1766623.14071120996959507, 1099135.81243972992524505 1766620.02335258992388844))",SA002,36425,2723061000,35803044,54000,19890605,,1,13,7,,0,0,1.80001E+12,1,,36425,SA006,,88518,B,461,520,P0,0,,,
"MultiLineString ((1099123.52016334002837539 1766618.29432162991724908, 1099121.82588834990747273 1766623.33673394005745649))",SA002,142066,2723061000,35803044,54000,19930816,,1,13,7,,0,0,1.80001E+12,1,,142066,SA006,,88507,B,461,520,P0,0,,,
"MultiLineString ((1099076.70321987010538578 1766612.35520932008512318, 1099068.26828630990348756 1766617.15102930995635688))",SA002,2810,2723061000,35803044,54000,19921224,,1,13,20,,0,0,1.80001E+12,1,,2810,SA006,,183720,B,461,520,P0,0,,,
"MultiLineString ((1099094.37402947992086411 1766663.29060367005877197, 1099096.4258965200278908 1766660.87010582000948489))",SA002,175891,2723061000,35803044,54000,19920113,,1,13,18,,0,0,1.80001E+12,1,13-92,175891,SA006,,123491,B,461,520,P0,0,,,
"MultiLineString ((1099087.34572514006868005 1766677.26905208989046514, 1099080.15358181996271014 1766677.58001525001600385))",SA002,244024,2723061000,35803044,54000,19910113,,1,25,10,,0,0,2.01706E+12,1,25-17,244024,SA006,,101842,B,461,520,P0,0,,,
"MultiLineString ((1099126.31582655990496278 1766619.46764023997820914, 1099125.73414517007768154 1766621.93024570005945861, 1099119.84206968010403216 1766641.66903837001882493))",SA002,36424,2723061000,35803044,54000,19890605,,1,13,23,,0,0,1.80001E+12,1,,36424,SA006,,177134,B,461,520,P0,0,,,
"MultiLineString ((1099138.15745567996054888 1766624.65525290998630226, 1099146.40008288994431496 1766628.06218456011265516, 1099146.47077321005053818 1766632.21751162991859019))",SA002,142091,2723061000,35803044,54000,20040428,,1,20,13,,0,0,2.00404E+12,1,,142091,SA006,,48275,B,461,520,P0,0,,,
"MultiLineString ((1099129.60964514990337193 1766581.15383145003579557, 1099129.82698353007435799 1766582.6378534899558872, 1099130.10330798989161849 1766584.51677335007116199, 1099130.7074194299057126 1766588.64022638997994363))",SA002,244042,2723061000,35803044,54000,19950411,,8,40,12,,0,0,1.80001E+12,1,,244042,SA006,,170449,B,461,520,P0,0,,,
"MultiLineString ((1099361.40282395994290709 1766502.33163973991759121, 1099363.67683375999331474 1766500.66157362004742026, 1099364.69510282995179296 1766502.20578529988415539))",SA002,4984,2723063100,35803045,54000,20040318,,1,25,3,,0,0,2.00403E+12,1,,4984,SA006,,88095,B,470,520,P0,0,,,
"MultiLineString ((1099077.88384927995502949 1766664.96395026007667184, 1099077.40440967003814876 1766667.99011257011443377))",SA002,71411,2723061000,35803044,54000,19950822,,1,13,18,,0,0,1.80001E+12,1,13-95,71411,SA006,,2072,B,461,520,P0,0,,,
"MultiLineString ((1099094.59863588004373014 1766605.39719524001702666, 1099091.23384655988775194 1766613.29950785008259118))",SA002,2808,2723061000,35803044,54000,19920523,,1,20,24,,0,0,1.80001E+12,1,,2808,SA006,,110592,B,461,520,P0,0,,,
"MultiLineString ((1099150.61825732002034783 1766602.64145911997184157, 1099151.60089802998118103 1766609.43476180010475218, 1099164.04997598007321358 1766645.25993555993773043, 1099161.92459924006834626 1766684.04162832000292838))",SA002,409598,2723063100,35803044,54000,19920508,,9,80,0,,0,0,1.80001E+12,1,80-92,409598,SA006,,306780,B,461,520,P0,0,,,
"MultiLineString ((1099150.29699065419845283 1766600.42046720045618713, 1099165.29095060005784035 1766598.48801860003732145))",SA002,412768,2723061000,35803044,54000,20080627,,1,50,20,,0,0,2.00806E+12,1,Aug.50,412768,SA006,,308607,B,461,520,P0,0,20080627,SS002,
"MultiLineString ((1099368.39238782995380461 1766485.57837605010718107, 1099368.12420624005608261 1766484.8424224799964577, 1099371.66858327994123101 1766484.12082965997979045))",SA002,416587,2723063100,35803045,54000,19940202,,1,13,6,,0,0,1.80001E+12,1,13-94,416587,SA006,,310096,B,470,520,P0,0,,,
"MultiLineString ((1099345.82934046001173556 1766445.10411082999780774, 1099342.08911222009919584 1766440.60250571998767555))",SA002,426856,2723063100,35803045,54000,20111026,,1,13,6,,0,0,2.01109E+12,1,11월 13일,426856,SA006,,315689,B,470,520,P0,0,,,
"MultiLineString ((1099053.69808020000346005 1766596.29859215999022126, 1099055.92916456004604697 1766595.78247416997328401))",SA002,36426,2723061000,35803044,54000,20070730,,1,13,2,,0,0,2.00707E+12,1,07월 13일,36426,SA006,,48270,B,461,520,P0,0,,,
"MultiLineString ((1098974.68345202994532883 1766612.73229331988841295, 1098976.04108679993078113 1766616.21832152991555631))",SA002,210441,2723061000,35803044,54000,19910315,,1,13,11,,0,0,1.80001E+12,1,,210441,SA006,,14978,B,461,520,P0,0,,,
"MultiLineString ((1099389.69188367994502187 1766523.1308897000271827, 1099390.45647378009743989 1766525.90604947996325791))",SA002,246337,2723063100,35803045,54000,19930716,,1,13,10,,0,0,1.80001E+12,1,,246337,SA006,,34462,B,470,520,P0,0,,,
"MultiLineString ((1098993.59293593000620604 1766616.74361135996878147, 1098997.29520934005267918 1766615.56220441008917987))",SA002,105129,2723061000,35803044,54000,19921224,,1,13,18,,0,0,1.80001E+12,1,,105129,SA006,,177129,B,461,520,P0,0,,,
"MultiLineString ((1099062.70138822006992996 1766603.82882285001687706, 1099061.98081583995372057 1766608.13188495999202132))",SA002,71401,2723061000,35803044,54000,19921224,,1,13,8,,0,0,1.80001E+12,1,,71401,SA006,,28218,B,461,520,P0,0,,,
"MultiLineString ((1099051.00708238990046084 1766610.87023252993822098, 1099047.11739957006648183 1766611.87880226993001997))",SA002,244018,2723061000,35803044,54000,19921224,,1,13,10,,0,0,1.80001E+12,1,,244018,SA006,,110591,B,461,520,P0,0,,,
"MultiLineString ((1099387.42418890004046261 1766468.85638926993124187, 1099384.86060835001990199 1766469.57080239988863468))",SA002,177105,2723063100,35803045,54000,19961216,,1,13,6,,0,0,1.80001E+12,1,,177105,SA006,,136725,B,470,520,P0,0,,,
"MultiLineString ((1098992.09286447009071708 1766612.04060128005221486, 1098988.66079041990451515 1766613.13513954007066786))",SA002,142092,2723061000,35803044,54000,19910119,,1,13,6,,0,0,1.80001E+12,1,,142092,SA006,,88511,B,461,520,P0,0,,,
"MultiLineString ((1099388.40500715002417564 1766541.45793483988381922, 1099390.64349931990727782 1766539.5613547801040113))",SA002,212333,2723063100,35803045,54000,19930716,,1,13,12,,0,0,1.80001E+12,1,,212333,SA006,,81493,B,470,520,P0,0,,,
"MultiLineString ((1099381.69847320998087525 1766531.98647634009830654, 1099383.77171684009954333 1766530.10844341991469264))",SA002,212334,2723063100,35803045,54000,19930716,,1,13,12,,0,0,1.80001E+12,1,,212334,SA006,,176709,B,470,520,P0,0,,,
"MultiLineString ((1099391.24024377996101975 1766485.87565726996399462, 1099388.22109237010590732 1766486.3237844998948276))",SA002,416846,2723063100,35803045,54000,19940202,,1,13,10,,0,0,1.80001E+12,1,13-94,416846,SA006,,310284,B,470,520,P0,0,,,
"MultiLineString ((1099382.07686918997205794 1766459.25649742991663516, 1099384.15664566005580127 1766461.58017058996483684))",SA002,416847,2723063100,35803045,54000,19880530,,1,13,6,,0,0,1.80001E+12,1,13-88,416847,SA006,,310285,B,470,520,P0,0,,,
"MultiLineString ((1098963.78771328995935619 1766616.97756428993307054, 1098965.08956941007636487 1766620.31880018999800086))",SA002,175896,2723061000,35803044,54000,19910608,,1,13,6,,0,0,1.80001E+12,1,,175896,SA006,,81907,B,461,520,P0,0,,,
"MultiLineString ((1099029.47306912997737527 1766618.76627257000654936, 1099034.88944345992058516 1766617.69598900992423296))",SA002,105127,2723061000,35803044,54000,19950626,,1,13,10,,0,0,1.80001E+12,1,,105127,SA006,,21698,B,461,520,P0,0,,,
"MultiLineString ((1099052.79385957005433738 1766617.75616855011321604, 1099053.92994387005455792 1766622.1377022999804467))",SA002,36427,2723061000,35803044,54000,19920504,,1,13,15,,0,0,1.80001E+12,1,,36427,SA006,,81906,B,461,520,P0,0,,,
"MultiLineString ((1099022.95703587005846202 1766618.7462340600322932, 1099016.94065349991433322 1766620.35657758009620011))",SA002,244021,2723061000,35803044,54000,19950325,,1,13,13,,0,0,1.99709E+12,1,,244021,SA006,,8462,B,461,520,P0,0,,,
"MultiLineString ((1099519.71715293009765446 1767137.62506249989382923, 1099519.8783782699611038 1767129.81306422990746796))",SA002,87245,2723063100,35803045,54000,19580203,,1,20,10,,0,0,2.01705E+12,1,20-17,87245,SA006,,47017,B,243,520,P0,0,,,
"MultiLineString ((1099508.01185687002725899 1767137.43275968008674681, 1099507.86790166003629565 1767131.29131846991367638))",SA002,72525,2723063100,35803045,54000,20170823,,1,20,7,,0,0,2.01708E+12,1,20-17,72525,SA006,,196675,B,243,520,P0,0,,,
"MultiLineString ((1099495.57549821003340185 1767137.22841958003118634, 1099495.52363312989473343 1767140.37094758008606732))",SA002,38074,2723063100,35803045,54000,19940516,,1,13,8,,0,0,1.80001E+12,1,,38074,SA006,,34660,B,243,520,P0,0,,,
"MultiLineString ((1099551.24429909000173211 1767134.18577989004552364, 1099553.34679606999270618 1767130.86886425991542637))",SA002,38012,2723063100,35803045,54000,20071121,,1,20,6,,0,0,2.00711E+12,1,07월 20일,38012,SA006,,136693,B,470,520,P0,0,,,
"MultiLineString ((1099494.6828519799746573 1767137.21378939994610846, 1099494.78980599995702505 1767130.72055681003257632))",SA002,3991,2723063100,35803045,54000,19880623,,1,13,16,,0,0,1.80001E+12,1,,3991,SA006,,48028,B,243,520,P0,0,,,
"MultiLineString ((1099561.56742288009263575 1767140.66510259988717735, 1099564.02939249994233251 1767136.76229489990510046))",SA002,72450,2723063100,35803045,54000,19910604,,1,13,6,,0,0,1.80001E+12,1,,72450,SA006,,75117,B,470,520,P0,0,,,
"MultiLineString ((1099562.36399489990435541 1767145.80227194004692137, 1099560.31360923009924591 1767149.1334351000841707))",SA002,245443,2723063100,35803045,54000,19930714,,1,13,12,,0,0,1.80001E+12,1,,245443,SA006,,196691,B,470,520,P0,0,,,
"MultiLineString ((1099547.38804106996394694 1767131.80776500003412366, 1099547.41735511994920671 1767126.29203310003504157))",SA002,177351,2723063100,35803045,54000,20080707,,1,20,8,,0,0,2.00806E+12,1,08월 20일,177351,SA006,,28016,B,470,520,P0,0,,,
"MultiLineString ((1099546.76014302996918559 1767136.19428843003697693, 1099544.98558459989726543 1767139.07569848001003265))",SA002,106567,2723063100,35803045,54000,19940515,,1,13,12,,0,0,1.80001E+12,1,,106567,SA006,,55322,B,470,520,P0,0,,,
"MultiLineString ((1099553.52707261010073125 1767135.59348321007564664, 1099555.09922223002649844 1767133.56935490993782878, 1099558.11423939000815153 1767133.61564085003919899))",SA002,408623,2723063100,35803045,54000,20071121,,1,20,17,,0,0,2.00711E+12,1,07월 20일,408623,SA006,,306203,B,470,520,P0,0,,,
"MultiLineString ((1099409.81811457010917366 1767163.72420078003779054, 1099409.7885773500893265 1767166.7801811199169606))",SA002,3992,2723063100,35803045,54000,19940629,,1,13,8,,0,0,1.80001E+12,1,,3992,SA006,,176893,B,243,520,P0,0,,,
"MultiLineString ((1099394.69438082003034651 1767149.70631943992339075, 1099398.90602424996905029 1767149.74744982994161546))",SA002,177414,2723063100,35803045,54000,19930427,,1,13,10,,0,0,1.80001E+12,1,,177414,SA006,,163931,B,243,520,P0,0,,,
"MultiLineString ((1099394.99027570988982916 1767119.84009762993082404, 1099399.8397155599668622 1767119.88804303994402289))",SA002,177416,2723063100,35803045,54000,19900512,,1,13,8,,0,0,1.80001E+12,1,,177416,SA006,,196682,B,243,520,P0,0,,,
"MultiLineString ((1099415.88869642000645399 1767136.37251751008443534, 1099415.98109309002757072 1767132.14970125001855195))",SA002,38077,2723063100,35803045,54000,19930427,,1,13,8,,0,0,1.80001E+12,1,,38077,SA006,,94954,B,243,520,P0,0,,,
"MultiLineString ((1099395.02355603990145028 1767116.47625753004103899, 1099399.28312376001849771 1767116.51910576992668211))",SA002,211510,2723063100,35803045,54000,19910918,,1,13,10,,0,0,1.80001E+12,1,,211510,SA006,,190019,B,243,520,P0,0,,,
"MultiLineString ((1099413.27631735010072589 1767139.25420292001217604, 1099413.21347302990034223 1767143.38255409011617303))",SA002,106644,2723063100,35803045,54000,19930611,,1,13,8,,0,0,1.80001E+12,1,,106644,SA006,,81709,B,243,520,P0,0,,,
"MultiLineString ((1099406.91727336007170379 1767136.17791167995892465, 1099406.99015747010707855 1767132.8366053500212729))",SA002,3993,2723063100,35803045,54000,19930611,,1,13,8,,0,0,1.80001E+12,1,,3993,SA006,,21471,B,243,520,P0,0,,,
"MultiLineString ((1099409.97163811000064015 1767139.20389119000174105, 1099409.75724933994933963 1767153.3481236700899899))",SA002,143219,2723063100,35803045,54000,19891021,,1,13,20,,0,0,1.80001E+12,1,,143219,SA006,,28012,B,243,520,P0,0,,,
"MultiLineString ((1099492.46431799000129104 1767164.85853009996935725, 1099498.04793224995955825 1767166.05090486002154648))",SA002,245496,2723063100,35803045,54000,19920815,,1,13,7,,0,0,1.80001E+12,1,13-92,245496,SA006,,48020,B,243,520,P0,0,,,
