wkt_geom,FTR_CDE,FTR_IDN,HJD_CDE,SHT_NUM,MNG_CDE,IST_YMD,SAA_CDE,MOP_CDE,STD_DIP,BYC_LEN,JHT_CDE,LOW_DEP,HGH_DEP,CNT_NUM,SYS_CHK,PIP_LBL,GIS_IDN,FTC_CDE,CLS_YMD,MET_IDN,GU_CDE,SMZ_NUM,MDZ_NUM,LGZ_NUM,AVG_DEP,FNS_YMD,WTP_CDE,RMK_TXT
"MultiLineString ((1099174.32804880989715457 1767240.3522233699914068, 1099174.2826683500315994 1767243.33196140010841191))",SA002,105170,2723061000,35803044,54000,19881031,,1,13,8,,0,0,1.80001E+12,1,,105170,SA006,,88500,B,461,520,P0,0,,,
"MultiLineString ((1099246.35170044004917145 1767189.37186900991946459, 1099248.79673386993817985 1767187.24143544002436101))",SA002,210466,2723061000,35803044,54000,19920829,,1,13,10,,0,0,1.80001E+12,1,,210466,SA006,,136891,B,461,520,P0,0,,,
"MultiLineString ((1099136.30668851989321411 1767288.9890125400852412, 1099137.41579213994555175 1767288.99405220011249185, 1099139.66886526998132467 1767289.00427375989966094))",SA002,71451,2723061000,35803044,54000,19891201,,1,13,6,,0,0,1.80001E+12,1,,71451,SA006,,101831,B,461,520,P0,0,,,
"MultiLineString ((1099167.73599179997108877 1767274.28847031993791461, 1099173.16254211007617414 1767274.32217320008203387))",SA002,210483,2723061000,35803044,54000,19930709,,1,13,10,,0,0,1.80001E+12,1,,210483,SA006,,61995,B,461,520,P0,0,,,
"MultiLineString ((1099241.66060063010081649 1767195.80120548000559211, 1099239.65086354990489781 1767197.55631673010066152))",SA002,210485,2723061000,35803044,54000,20181024,,1,25,5,,0,0,2.0181E+12,1,25-18,210485,SA006,,170444,B,461,520,P0,0,,,
"MultiLineString ((1099167.65801070001907647 1767286.9550258400849998, 1099162.93436344992369413 1767286.92610604991205037))",SA002,142143,2723061000,35803044,54000,19930709,,1,13,7,,0,0,1.80001E+12,1,,142143,SA006,,210013,B,461,520,P0,0,,,
"MultiLineString ((1099138.45266355993226171 1767311.20608343998901546, 1099137.49024218996055424 1767311.17943261004984379, 1099136.46165817999280989 1767312.15252468991093338, 1099135.99203487997874618 1767350.14430182008072734, 1099128.66085641994141042 1767349.97863344009965658))",SA002,2858,2723061000,35803044,54000,19931025,,8,40,42,,0,0,1.80001E+12,1,,2858,SA006,,150161,B,243,520,P0,0,,,
"MultiLineString ((1099198.00447826995514333 1767315.45224176999181509, 1099193.18455117009580135 1767315.50280923000536859))",SA002,244055,2723061000,35803044,54000,19890729,,1,13,8,,0,0,1.80001E+12,1,,244055,SA006,,95160,B,243,520,P0,0,,,
"MultiLineString ((1099232.1199356100987643 1767338.38991534989327192, 1099237.19411619007587433 1767338.44819281995296478))",SA002,2856,2723061000,35803044,54000,19891208,,1,13,6,,0,0,1.80001E+12,1,,2856,SA006,,110585,B,243,520,P0,0,,,
"MultiLineString ((1099199.34674949990585446 1767378.00314029003493488, 1099195.18486232007853687 1767378.04572962992824614))",SA002,105166,2723061000,35803044,54000,20120928,,1,20,6,,0,0,2.01209E+12,1,12월 20일,105166,SA006,,190238,B,243,520,P0,0,,,
"MultiLineString ((1099199.00801078998483717 1767352.57399801001884043, 1099195.06011020997539163 1767352.59977186005562544))",SA002,175944,2723061000,35803044,54000,19890729,,1,13,8,,0,0,1.80001E+12,1,,175944,SA006,,2063,B,243,520,P0,0,,,
"MultiLineString ((1099198.22200354002416134 1767336.42084408993832767, 1099193.68907828000374138 1767336.46776012005284429))",SA002,142141,2723061000,35803044,54000,19900718,,1,13,9,,0,0,1.80001E+12,1,,142141,SA006,,62000,B,243,520,P0,0,,,
"MultiLineString ((1099262.80829901993274689 1767338.12593654007650912, 1099258.50282530998811126 1767338.15483972989022732))",SA002,142136,2723061000,35803044,54000,19900313,,1,13,6,,0,0,1.80001E+12,1,,142136,SA006,,116960,B,461,520,P0,0,,,
"MultiLineString ((1099167.92905334988608956 1767353.11625727009959519, 1099173.20600983989425004 1767353.12166828010231256))",SA002,175946,2723061000,35803044,54000,19930707,,1,13,13,,0,0,1.80001E+12,1,,175946,SA006,,81889,B,243,520,P0,0,,,
"MultiLineString ((1099137.45598826999776065 1767339.63150892010889947, 1099140.8665688200853765 1767339.61542509007267654))",SA002,244057,2723061000,35803044,54000,19960404,,1,13,10,,0,0,1.80001E+12,1,,244057,SA006,,196901,B,243,520,P0,0,,,
"MultiLineString ((1099167.94860446988604963 1767336.21160312998108566, 1099172.95962824998423457 1767336.21795638999901712))",SA002,175947,2723061000,35803044,54000,19930707,,1,13,10,,0,0,1.80001E+12,1,,175947,SA006,,2056,B,243,520,P0,0,,,
"MultiLineString ((1099168.01347079989500344 1767362.33996366988867521, 1099172.64614030998200178 1767362.37551711010746658))",SA002,175945,2723061000,35803044,54000,,,1,13,15,,0,0,2.00003E+12,1,,175945,SA006,,170438,B,243,520,P0,0,,,
"MultiLineString ((1099262.6535655299667269 1767352.61897278996184468, 1099259.30471083009615541 1767352.65750894998200238))",SA002,142135,2723061000,35803044,54000,19900313,,1,13,10,,0,0,1.80001E+12,1,,142135,SA006,,41632,B,461,520,P0,0,,,
"MultiLineString ((1099235.67129688989371061 1767384.47070534992963076, 1099235.65185743989422917 1767385.74421504000201821, 1099235.62324672006070614 1767387.62241328996606171, 1099235.56155072990804911 1767391.69951626006513834, 1099240.60361117008142173 1767394.11875816993415356))",SA002,210434,2723061000,35803044,54000,20180607,,1,40,5,,0,0,2.01805E+12,1,40-18,210434,SA006,,253509,B,243,520,P0,0,,,
"MultiLineString ((1099212.04571709991432726 1767409.56722241989336908, 1099171.98846172005869448 1767412.52444392000325024, 1099171.89459851989522576 1767416.77120953006669879))",SA002,325304,2723061000,35803044,54000,20060804,,1,20,2,,0,0,2.00607E+12,1,06월 20일,325304,SA006,,251440,B,243,520,P0,0,,,
"MultiLineString ((1099261.94221966993063688 1767384.72437012009322643, 1099261.92167803994379938 1767381.02085023000836372, 1099257.8569875699467957 1767381.04300587996840477))",SA002,36478,2723061000,35803044,54000,19930726,,1,25,6,,0,0,1.80001E+12,1,25-93,36478,SA006,,95158,B,243,520,P0,0,,,
"MultiLineString ((1099201.39688918995670974 1767338.751761439954862, 1099206.67376231006346643 1767338.83212887006811798))",SA002,142138,2723061000,35803044,54000,20040709,,1,20,6,,0,0,2.00406E+12,1,,142138,SA006,,28214,B,243,520,P0,0,,,
"MultiLineString ((1099208.86583983944728971 1767384.2155291207600385, 1099208.82385269994847476 1767379.18788719992153347))",SA002,451703,2723061000,35803044,54000,,,1,13,3,,0,0,2.01702E+12,1,13-17,451703,SA006,,327934,B,243,520,P0,0,20170228,SS002,
"MultiLineString ((1099212.84569841995835304 1767408.27383212000131607, 1099234.866885120049119 1767410.17575936997309327))",SA002,452818,2723061000,35803044,54000,20161226,,1,25,24,,0,0,2.01612E+12,1,25-16,452818,SA006,,328616,B,243,520,P0,0,,,
"MultiLineString ((1099167.93448583991266787 1767348.41574741993099451, 1099166.53404384991154075 1767348.42069295002147555, 1099159.55993737000972033 1767348.44534668000414968))",SA002,455268,2723061000,35803044,54000,20171123,,1,13,8,,0,0,2.01711E+12,1,13-17,455268,SA006,,329170,B,243,520,P0,0,,,
"MultiLineString ((1099141.89299248997122049 1767374.42671567993238568, 1099142.00000831997022033 1767371.55412867991253734, 1099133.98705974989570677 1767371.39144035009667277))",SA002,461745,2723061000,35803044,54000,20190911,,1,32,15,,0,0,2.01908E+12,1,32-19,461745,SA006,,332918,B,243,520,P0,0,,,
"MultiLineString ((1099167.95439702994190156 1767331.42361980001442134, 1099163.56413396005518734 1767331.43651048000901937, 1099163.64591717999428511 1767331.27903487998992205))",SA002,464127,2723061000,35803044,54000,20200417,,1,13,6,,0,0,2.02004E+12,1,13-20,464127,SA006,,334014,B,243,520,P0,0,,,
"MultiLineString ((1099262.51860413001850247 1767365.22064851992763579, 1099266.51825197995640337 1767365.33713490003719926))",SA002,210478,2723061000,35803044,54000,19930716,,1,13,18,,0,0,1.80001E+12,1,,210478,SA006,,164120,B,461,520,P0,0,,,
"MultiLineString ((1099262.57108912989497185 1767360.2622966798953712, 1099266.38986599002964795 1767360.37808364001102746))",SA002,142134,2723061000,35803044,54000,19930716,,1,13,8,,0,0,1.80001E+12,1,,142134,SA006,,55531,B,461,520,P0,0,,,
"MultiLineString ((1100122.76733365003019571 1767320.44077357999049127, 1100121.11972743994556367 1767317.28177748993039131))",SA002,37901,2723063000,35803045,54000,20120329,,1,20,4,,0,0,2.01203E+12,1,12월 20일,37901,SA006,,156537,B,480,520,P0,0,,,
"MultiLineString ((1100141.08148555993102491 1767311.1960454098880291, 1100139.81984287011437118 1767308.69724454008974135))",SA002,177246,2723063000,35803045,54000,19930218,,1,13,6,,0,0,1.80001E+12,1,,177246,SA006,,1863,B,480,520,P0,0,,,
"MultiLineString ((1100130.36942527000792325 1767316.60348173999227583, 1100124.76665129000321031 1767304.97508405009284616, 1100122.18132790992967784 1767306.48528708005324006, 1100122.0995439300313592 1767306.53307717991992831))",SA002,106474,2723063000,35803045,54000,20150130,,1,25,20,,0,0,2.01501E+12,1,25-15,106474,SA006,,75144,B,480,520,P0,0,,,
"MultiLineString ((1100118.13925461005419493 1767322.77691787993535399, 1100113.26387003995478153 1767312.82083967002108693))",SA002,106473,2723063000,35803045,54000,20140109,,1,20,11,,0,0,2.01401E+12,1,20-14,106473,SA006,,143387,B,480,520,P0,0,,,
"MultiLineString ((1100052.19277266995050013 1767356.19293500995263457, 1100050.80203395988792181 1767353.43521745991893113))",SA002,211363,2723063000,35803045,54000,19881010,,1,13,10,,0,0,1.80001E+12,1,,211363,SA006,,41455,B,480,520,P0,0,,,
"MultiLineString ((1100059.83141197008080781 1767333.47331645991653204, 1100056.95679615996778011 1767334.92422053008340299))",SA002,177242,2723063000,35803045,54000,19930217,,1,13,4,,0,0,1.80001E+12,1,,177242,SA006,,190040,B,480,520,P0,0,,,
"MultiLineString ((1100054.82150441990233958 1767354.86520786001347005, 1100047.68885885993950069 1767341.19591153995133936))",SA002,106467,2723063000,35803045,54000,19880905,,1,13,18,,0,0,1.80001E+12,1,,106467,SA006,,14793,B,480,520,P0,0,,,
"MultiLineString ((1100067.11903361999429762 1767307.74582595005631447, 1100070.18156297993846238 1767306.2337411199696362))",SA002,143040,2723063000,35803045,54000,19980314,,1,13,11,,0,0,1.99803E+12,1,,143040,SA006,,170258,B,480,520,P0,0,,,
"MultiLineString ((1100083.13638382009230554 1767326.24660099996253848, 1100080.85528502007946372 1767327.39760421006940305))",SA002,245340,2723063000,35803045,54000,19930420,,1,13,7,,0,0,1.80001E+12,1,,245340,SA006,,81728,B,480,520,P0,0,,,
"MultiLineString ((1100081.37002676003612578 1767322.74729125993326306, 1100078.9800482199061662 1767323.95366974989883602))",SA002,37896,2723063000,35803045,54000,19930420,,1,13,7,,0,0,1.80001E+12,1,,37896,SA006,,8245,B,480,520,P0,0,,,
"MultiLineString ((1100081.05653659999370575 1767322.12459284998476505, 1100083.30650328006595373 1767320.98807521001435816))",SA002,211360,2723063000,35803045,54000,19940409,,1,13,6,,0,0,1.80001E+12,1,,211360,SA006,,34681,B,480,520,P0,0,,,
"MultiLineString ((1100060.67376504000276327 1767335.14377874997444451, 1100063.62493078992702067 1767333.65502672991715372))",SA002,72348,2723063000,35803045,54000,19930420,,1,13,7,,0,0,1.80001E+12,1,,72348,SA006,,203246,B,480,520,P0,0,,,
"MultiLineString ((1100066.79026033007539809 1767307.07993939006701112, 1100063.94135568989440799 1767308.48727424000389874))",SA002,37900,2723063000,35803045,54000,19890510,,1,13,4,,0,0,1.80001E+12,1,,37900,SA006,,61815,B,480,520,P0,0,,,
"MultiLineString ((1100061.19884724006988108 1767336.18362384010106325, 1100057.98171215993352234 1767337.80731607996858656))",SA002,72349,2723063000,35803045,54000,19970421,,1,13,8,,0,0,1.80001E+12,1,,72349,SA006,,149971,B,480,520,P0,0,,,
"MultiLineString ((1100097.74024116992950439 1767333.50379210989922285, 1100095.97651189006865025 1767330.22647733008489013))",SA002,177241,2723063000,35803045,54000,19930501,,1,13,7,,0,0,1.80001E+12,1,,177241,SA006,,34683,B,480,520,P0,0,,,
"MultiLineString ((1100057.59546178998425603 1767296.99761156993918121, 1100058.89423878001980484 1767299.6249160401057452))",SA002,106472,2723063000,35803045,54000,19911009,,1,13,8,,0,0,1.80001E+12,1,,106472,SA006,,149964,B,480,520,P0,0,,,
"MultiLineString ((1100099.87473630998283625 1767332.3436599699780345, 1100096.52922097011469305 1767324.71781614003702998))",SA002,143042,2723063000,35803045,54000,20140127,,1,20,8,,0,0,2.01401E+12,1,20-14,143042,SA006,,55333,B,480,520,P0,0,,,
"MultiLineString ((1100059.38590603996999562 1767332.59165604994632304, 1100062.48051513009704649 1767331.07102411007508636))",SA002,177243,2723063000,35803045,54000,19920328,,1,13,7,,0,0,1.80001E+12,1,,177243,SA006,,88306,B,480,520,P0,0,,,
"MultiLineString ((1100331.91180370002985001 1767215.2410349699202925, 1100329.90117234992794693 1767210.71017477009445429))",SA002,143006,2723063000,35803045,54000,19920120,,1,25,6,,0,0,1.80001E+12,1,,143006,SA006,,209845,B,490,520,P0,0,,,
"MultiLineString ((1100320.96749309008009732 1767220.76832711999304593, 1100319.05852190009318292 1767217.24487180006690323))",SA002,143005,2723063000,35803045,54000,19890930,,1,20,12,,0,0,1.80001E+12,1,,143005,SA006,,48071,B,490,520,P0,0,,,
"MultiLineString ((1100121.9979533099103719 1767265.17531765997409821, 1100122.94750393996946514 1767267.09751103003509343))",SA002,3815,2723063000,35803045,54000,19920304,,1,13,4,,0,0,1.80001E+12,1,,3815,SA006,,34685,B,480,520,P0,0,,,
"MultiLineString ((1100128.20194395002909005 1767205.53040352999232709, 1100124.52416496002115309 1767205.53034327994100749))",SA002,37918,2723063000,35803045,54000,19921005,,1,13,6,,0,0,1.80001E+12,1,,37918,SA006,,28038,B,480,520,P0,0,,,
"MultiLineString ((1100139.92561663989908993 1767258.49366923002526164, 1100139.87489608000032604 1767261.88523996993899345))",SA002,177185,2723063000,35803045,54000,19931106,,1,13,6,,0,0,1.80001E+12,1,,177185,SA006,,61827,B,490,520,P0,0,,,
"MultiLineString ((1100109.18572073010727763 1767271.50604723999276757, 1100109.9771760399453342 1767273.10882733995094895))",SA002,211368,2723063000,35803045,54000,19911009,,1,13,8,,0,0,1.80001E+12,1,,211368,SA006,,123328,B,480,520,P0,0,,,
"MultiLineString ((1100193.60214736009947956 1767204.2069352800026536, 1100193.63009250001050532 1767201.45583674008958042))",SA002,37876,2723063000,35803045,54000,19881108,,1,13,10,,0,0,1.80001E+12,1,,37876,SA006,,110426,B,490,520,P0,0,,,
"MultiLineString ((1100169.80066884006373584 1767205.56408496992662549, 1100168.63861100003123283 1767203.08680199994705617))",SA002,143019,2723063000,35803045,54000,19921004,,1,13,8,,0,0,1.80001E+12,1,,143019,SA006,,21517,B,490,520,P0,0,,,
"MultiLineString ((1100111.7796546199824661 1767257.43702734005637467, 1100108.84404854010790586 1767257.3782871700823307))",SA002,143045,2723063000,35803045,54000,19940320,,1,13,6,,0,0,1.80001E+12,1,,143045,SA006,,34682,B,480,520,P0,0,,,
"MultiLineString ((1100153.73122438997961581 1767227.91304250992834568, 1100153.77019163989461958 1767224.90849096002057195))",SA002,106447,2723063000,35803045,54000,20080407,,1,20,3,,0,0,2.00803E+12,1,08월 20일,106447,SA006,,110425,B,490,520,P0,0,,,
"MultiLineString ((1100093.10957820992916822 1767279.44972871989011765, 1100094.47423498006537557 1767282.21305376989766955))",SA002,143044,2723063000,35803045,54000,19911009,,1,13,8,,0,0,1.80001E+12,1,,143044,SA006,,143395,B,480,520,P0,0,,,
"MultiLineString ((1100146.88130369991995394 1767294.75573000009171665, 1100144.50819709990173578 1767295.94690730003640056))",SA002,143043,2723063000,35803045,54000,19930217,,1,13,4,,0,0,1.80001E+12,1,13-93,143043,SA006,,61801,B,480,520,P0,0,19930217,SS002,
"MultiLineString ((1100140.78368449001573026 1767258.47674688999541104, 1100140.74892032006755471 1767254.91685017989948392))",SA002,177184,2723063000,35803045,54000,19931106,,1,13,6,,0,0,1.80001E+12,1,,177184,SA006,,34705,B,490,520,P0,0,,,
"MultiLineString ((1100111.10340709006413817 1767284.37307353992946446, 1100113.79011502000503242 1767283.04516873997636139))",SA002,72352,2723063000,35803045,54000,19910815,,1,13,10,,0,0,1.80001E+12,1,,72352,SA006,,203252,B,480,520,P0,0,,,
"MultiLineString ((1100085.42810759996064007 1767244.3189205399248749, 1100088.54572777007706463 1767244.37340827006846666))",SA002,211369,2723063000,35803045,54000,19930224,,1,13,6,,0,0,1.80001E+12,1,,211369,SA006,,8246,B,480,520,P0,0,,,
"MultiLineString ((1100145.49127121991477907 1767258.38245434011332691, 1100145.43540559988468885 1767261.91897762008011341))",SA002,245285,2723063000,35803045,54000,19931106,,1,13,6,,0,0,1.80001E+12,1,,245285,SA006,,123345,B,490,520,P0,0,,,
"MultiLineString ((1100094.30379168991930783 1767278.85958188003860414, 1100095.57240261998958886 1767281.42749567003920674))",SA002,177248,2723063000,35803045,54000,20151012,,1,25,2,,0,0,2.01509E+12,1,25-15,177248,SA006,,34686,B,480,520,P0,0,,,
"MultiLineString ((1100141.58506068005226552 1767231.85862251999787986, 1100141.5126219498924911 1767236.61367780994623899))",SA002,211297,2723063000,35803045,54000,19931120,,1,13,4,,0,0,1.80001E+12,1,,211297,SA006,,1883,B,490,520,P0,0,,,
"MultiLineString ((1100111.96342051005922258 1767248.25940822996199131, 1100115.60065656993538141 1767248.33285024994984269))",SA002,245343,2723063000,35803045,54000,19910519,,1,13,8,,0,0,1.80001E+12,1,,245343,SA006,,203258,B,480,520,P0,0,,,
"MultiLineString ((1100142.0871154700871557 1767227.75665608001872897, 1100142.25649400008842349 1767221.92818293999880552))",SA002,177219,2723063000,35803045,54000,20180209,,1,25,6,,0,0,2.01801E+12,1,25-18,177219,SA006,,61824,B,490,520,P0,0,,,
"MultiLineString ((1100110.91324915993027389 1767217.69282905990257859, 1100107.33650945988483727 1767217.65437019011005759))",SA002,72363,2723063000,35803045,54000,19920928,,1,13,7,,0,0,1.80001E+12,1,,72363,SA006,,143393,B,480,520,P0,0,,,
"MultiLineString ((1100148.98674050997942686 1767258.31275935005396605, 1100148.95508250989951193 1767254.87786861998029053))",SA002,72288,2723063000,35803045,54000,19931106,,1,13,6,,0,0,1.80001E+12,1,,72288,SA006,,143415,B,490,520,P0,0,,,
"MultiLineString ((1100128.06274752994067967 1767218.22000714996829629, 1100122.89478403003886342 1767218.0154290699865669))",SA002,245356,2723063000,35803045,54000,20171221,,1,25,5,,0,0,2.01712E+12,1,25-17,245356,SA006,,48046,B,480,520,P0,0,,,
"MultiLineString ((1100112.01758624007925391 1767245.55775865004397929, 1100110.13135916995815933 1767245.51962071005254984, 1100108.42332044988870621 1767245.48506057006306946))",SA002,143046,2723063000,35803045,54000,19900519,,1,13,8,,0,0,1.80001E+12,1,,143046,SA006,,8259,B,480,520,P0,0,,,
"MultiLineString ((1100111.08047005999833345 1767202.11712065991014242, 1100107.99556205002591014 1767202.0841912399046123))",SA002,37920,2723063000,35803045,54000,19931116,,1,13,6,,0,0,1.80001E+12,1,,37920,SA006,,21493,B,480,520,P0,0,,,
"MultiLineString ((1100089.25975742004811764 1767296.48207232006825507, 1100092.66176899010315537 1767294.80119505990296602))",SA002,106471,2723063000,35803045,54000,19910807,,1,13,12,,0,0,1.80001E+12,1,,106471,SA006,,48054,B,480,520,P0,0,,,
"MultiLineString ((1100109.22901632008142769 1767232.23665347998030484, 1100109.22604160010814667 1767235.18807923002168536))",SA002,37903,2723063000,35803045,54000,19900605,,1,13,7,,0,0,1.80001E+12,1,,37903,SA006,,110421,B,480,520,P0,0,,,
"MultiLineString ((1100149.61210559005849063 1767231.95886188000440598, 1100149.54106044000945985 1767236.62497145007364452))",SA002,3755,2723063000,35803045,54000,19931120,,1,13,4,,0,0,1.80001E+12,1,,3755,SA006,,149983,B,490,520,P0,0,,,
"MultiLineString ((1100111.03761495999060571 1767206.11372716003097594, 1100107.59682263992726803 1767206.07631674990989268))",SA002,143053,2723063000,35803045,54000,19910429,,1,13,6,,0,0,1.80001E+12,1,,143053,SA006,,75134,B,480,520,P0,0,,,
"MultiLineString ((1100120.7597926699090749 1767232.24829008989036083, 1100120.75739282998256385 1767234.96477156993933022))",SA002,3816,2723063000,35803045,54000,19920309,,1,13,7,,0,0,1.80001E+12,1,,3816,SA006,,21500,B,480,520,P0,0,,,
"MultiLineString ((1100135.33214864088222384 1767272.77191345067694783, 1100132.65023909998126328 1767274.09208950004540384))",SA002,211366,2723063000,35803045,54000,19980317,,1,13,6,,0,0,1.99803E+12,1,13-98,211366,SA006,,203267,B,480,520,P0,0,19980317,SS002,
"MultiLineString ((1100152.11612177011556923 1767258.2503863200545311, 1100152.06330061005428433 1767261.97993867006152868))",SA002,245287,2723063000,35803045,54000,19931106,,1,13,6,,0,0,1.80001E+12,1,,245287,SA006,,55361,B,490,520,P0,0,,,
"MultiLineString ((1100088.89022214990109205 1767295.73560454999096692, 1100085.67454968998208642 1767297.32436742004938424))",SA002,211364,2723063000,35803045,54000,19910807,,1,13,10,,0,0,1.80001E+12,1,,211364,SA006,,203253,B,480,520,P0,0,,,
"MultiLineString ((1100145.32939164992421865 1767291.80163702997379005, 1100140.58685168996453285 1767294.14340823004022241))",SA002,37902,2723063000,35803045,54000,20080610,,1,25,6,,0,0,2.00805E+12,1,08월 25일,37902,SA006,,1870,B,480,520,P0,0,,,
"MultiLineString ((1100165.07081873994320631 1767257.99177185003645718, 1100165.11822764994576573 1767254.87808487005531788))",SA002,37829,2723063000,35803045,54000,19931106,,1,13,6,,0,0,1.80001E+12,1,,37829,SA006,,14803,B,490,520,P0,0,,,
"MultiLineString ((1100193.57210251991637051 1767232.50448727002367377, 1100193.51939636003226042 1767236.02907192008569837))",SA002,37872,2723063000,35803045,54000,19931120,,1,13,4,,0,0,1.80001E+12,1,,37872,SA006,,61833,B,490,520,P0,0,,,
"MultiLineString ((1100187.77235759003087878 1767274.76169556006789207, 1100191.12849492998793721 1767272.94013507990166545))",SA002,72322,2723063000,35803045,54000,19940409,,1,13,6,,0,0,1.80001E+12,1,,72322,SA006,,116776,B,490,520,P0,0,,,
"MultiLineString ((1100181.57335057994350791 1767291.03630295000039041, 1100179.80184538988396525 1767287.73876698990352452))",SA002,143013,2723063000,35803045,54000,19910814,,1,25,4,,0,0,2.01706E+12,1,25-17,143013,SA006,,41461,B,490,520,P0,0,,,
"MultiLineString ((1100165.74725701007992029 1767232.15864794002845883, 1100165.67233198997564614 1767237.07565375999547541))",SA002,142976,2723063000,35803045,54000,19931120,,1,13,4,,0,0,1.80001E+12,1,,142976,SA006,,1884,B,490,520,P0,0,,,
"MultiLineString ((1100080.00636626989580691 1767203.14355732989497483, 1100081.91825069999322295 1767200.43513847002759576))",SA002,72361,2723063000,35803045,54000,19910607,,1,13,6,,0,0,1.80001E+12,1,,72361,SA006,,48057,B,480,520,P0,0,,,
"MultiLineString ((1100180.38988973991945386 1767232.34074249002151191, 1100180.40826082997955382 1767236.25527437007986009))",SA002,72290,2723063000,35803045,54000,19931120,,1,13,4,,0,0,1.80001E+12,1,,72290,SA006,,88330,B,490,520,P0,0,,,
"MultiLineString ((1100049.36377691989764571 1767202.09191099996678531, 1100052.1665691900998354 1767202.07163216010667384))",SA002,177262,2723063000,35803045,54000,19910607,,1,13,6,,0,0,1.80001E+12,1,,177262,SA006,,183536,B,480,520,P0,0,,,
"MultiLineString ((1100159.8771473600063473 1767258.09567107004113495, 1100159.82759650005027652 1767261.1513799000531435))",SA002,106413,2723063000,35803045,54000,19931106,,1,13,6,,0,0,1.80001E+12,1,,106413,SA006,,183550,B,490,520,P0,0,,,
"MultiLineString ((1100169.78776080999523401 1767207.59354143007658422, 1100172.60165067994967103 1767207.17048354004509747))",SA002,211342,2723063000,35803045,54000,19921003,,1,13,6,,0,0,1.80001E+12,1,,211342,SA006,,170265,B,490,520,P0,0,,,
"MultiLineString ((1100169.72302567539736629 1767217.92372762248851359, 1100172.84325230005197227 1767217.70228209998458624))",SA002,211341,2723063000,35803045,54000,19921003,,1,13,6,,0,0,1.80001E+12,1,13-92,211341,SA006,,101646,B,490,520,P0,0,19921003,SS002,
"MultiLineString ((1100171.40964635997079313 1767257.8653913598973304, 1100171.44607535004615784 1767255.40838854992762208))",SA002,3756,2723063000,35803045,54000,19871026,,1,13,3,,0,0,1.80001E+12,1,,3756,SA006,,61826,B,490,520,P0,0,,,
"MultiLineString ((1100208.23769264994189143 1767212.33746547996997833, 1100205.23195415991358459 1767212.29165810998529196))",SA002,143018,2723063000,35803045,54000,19921004,,1,13,6,,0,0,1.80001E+12,1,,143018,SA006,,149979,B,490,520,P0,0,,,
"MultiLineString ((1100157.35429120995104313 1767232.05481225997209549, 1100157.28549177991226315 1767236.57098389999009669))",SA002,245320,2723063000,35803045,54000,19931120,,1,13,4,,0,0,1.80001E+12,1,,245320,SA006,,136715,B,490,520,P0,0,,,
"MultiLineString ((1100202.59381588990800083 1767232.61589806992560625, 1100202.53997569996863604 1767236.08451347006484866))",SA002,106444,2723063000,35803045,54000,19921227,,1,13,7,,0,0,1.80001E+12,1,,106444,SA006,,136721,B,490,520,P0,0,,,
"MultiLineString ((1100208.17292971001006663 1767216.59072848991490901, 1100195.83862225990742445 1767216.32223009993322194))",SA002,3789,2723063000,35803045,54000,20141016,,1,20,12,,0,0,2.01409E+12,1,20-14,3789,SA006,,116774,B,490,520,P0,0,,,
"MultiLineString ((1100169.79695351887494326 1767206.15595157421194017, 1100171.91967369988560677 1767204.94846619991585612))",SA002,211343,2723063000,35803045,54000,19920226,,1,13,6,,0,0,1.80001E+12,1,13-92,211343,SA006,,34704,B,490,520,P0,0,19920226,SS002,
"MultiLineString ((1100176.62908446998335421 1767244.7782291800249368, 1100180.42758631007745862 1767244.83112607011571527))",SA002,106415,2723063000,35803045,54000,19911210,,1,13,6,,0,0,1.80001E+12,1,,106415,SA006,,130114,B,490,520,P0,0,,,
"MultiLineString ((1100176.55765772005543113 1767249.46735419007018209, 1100180.14720449992455542 1767249.52198429009877145))",SA002,37831,2723063000,35803045,54000,19931106,,1,13,6,,0,0,1.80001E+12,1,,37831,SA006,,81746,B,490,520,P0,0,,,
"MultiLineString ((1100169.72763790003955364 1767217.25192266004160047, 1100165.87415680009871721 1767217.19419552991166711))",SA002,106446,2723063000,35803045,54000,19921004,,1,13,6,,0,0,1.80001E+12,1,,106446,SA006,,130108,B,490,520,P0,0,,,
"MultiLineString ((1100179.50718781724572182 1767292.0780832904856652, 1100177.7930609651375562 1767288.88705332251265645))",SA002,106441,2723063000,35803045,54000,20220517,,1,40,4,,0,0,2.02204E+12,1,40-22,106441,SA006,,8270,B,490,520,P0,0,20220517,SS002,
"MultiLineString ((1100173.70593922003172338 1767257.82038029003888369, 1100173.77108072000555694 1767252.35934205004014075))",SA002,177183,2723063000,35803045,54000,19931106,,1,13,6,,0,0,1.80001E+12,1,,177183,SA006,,41466,B,490,520,P0,0,,,
"MultiLineString ((1100173.74929390009492636 1767232.25853145006112754, 1100173.68238221993669868 1767236.65173911000601947))",SA002,211298,2723063000,35803045,54000,19931120,,1,13,4,,0,0,1.80001E+12,1,,211298,SA006,,61825,B,490,520,P0,0,,,
"MultiLineString ((1100193.28567833011038601 1767224.98745323996990919, 1100189.85005505988374352 1767224.93513033003546298))",SA002,72326,2723063000,35803045,54000,19921224,,1,13,5,,0,0,1.80001E+12,1,,72326,SA006,,130110,B,490,520,P0,0,,,
