DATA_SRC,zone,FTR_IDN,FTR_CDE,HJD_CDE,SHT_NUM,MNG_CDE,MOP_CDE,STD_DIP,BYC_LEN,JHT_CDE,LOW_DEP,HGH_DEP,CNT_NUM,SYS_CHK,PIP_LBL,IQT_CDE,GIS_IDN,FTC_CDE,CLS_YMD,MET_IDN,GU_CDE,SMZ_NUM,MDZ_NUM,LGZ_NUM,AVG_DEP,WTP_CDE,PIP_TYPE,IST_YMD,FNS_YMD,BEG_YMD,DAYS_SINCE_BEG,YEARS_SINCE_BEG,design_pressure,thickness,K_material,fatigue_limit,K_diameter,K_age,K_soil,K_traffic,K_vibration,hoop_stress,K_stress,K_repair,K_total,low_total_cycles,high_total_cycles,low_fatigue_damage,high_fatigue_damage,D_base,D_final_org,D_final,remaining_life_years
PIPE_LM,0490,440291,SA001,2723063000,35803045,54000,13,40,19.3,,0,0,20159001153.0,1,40-STS-15,IQT903,440291,SA005,,,B,490,520,P0,0.8,SS00201,STS,2015-02-13,2015-02-13,2015-02-13,3960.0,10.841889117043122,2.0,2.8,0.7,1000000,0.9541854634062924,1.2168377823408625,1.0,1.0,1.05,14.285714285714286,2.2285714285714286,0.1276,4.328641681638617,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0093698165820935,0.0213257025408448,45.891772877573935
PIPE_LM,0490,212248,SA001,2723063000,35803045,54000,4,80,146.67,,0,0,20119006912.0,1,80-DTC-94,IQT903,212248,SA005,,,B,490,520,P0,1.0,SS00201,DTC,1994-01-01,1994-01-01,1994-01-01,11673.0,31.958932238193015,1.0,6.0,1.0,1000000,0.9888428224342896,1.6391786447638603,1.0,1.2,1.05,6.666666666666667,2.1333333333333337,0.1077,9.049390178349476,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0214651796447594,0.0445831781221654,21.429984629176303
PIPE_LM,0490,18681,SA001,2723063000,35803045,54000,4,80,143.98,,0,0,20119006912.0,1,80-DTC-88,IQT903,18681,SA005,,,B,490,520,P0,1.0,SS00201,DTC,1988-01-01,1988-01-01,1988-01-01,13865.0,37.960301163586585,1.0,6.0,1.0,1000000,0.9888428224342896,1.7592060232717317,1.0,1.2,1.05,6.666666666666667,2.1333333333333337,0.1138,9.99725878231883,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0230369480729237,0.049252994979911,19.303333846152345
PIPE_LM,0490,3672,SA001,2723063000,35803045,54000,10,40,11.59,,0,0,20119006912.0,1,40-PFP-92,IQT903,3672,SA005,,,B,490,520,P0,0.8,SS00201,PFP,1992-01-01,1992-01-01,1992-01-01,12404.0,33.960301163586585,1.6,3.25,0.6,1000000,0.9541854634062924,1.679206023271732,1.0,1.0,1.05,9.846153846153848,2.0307692307692307,0.1202,4.513934137447018,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0100992614070178,0.0222385736182533,43.96691276904572
PIPE_LM,0490,177112,SA001,2723063000,35803045,54000,5,40,3.21,,0,0,20119006912.0,1,40-EPS-88,IQT903,177112,SA005,,,B,490,520,P0,0.8,SS00201,EPS,1988-01-01,1988-01-01,1988-01-01,13865.0,37.960301163586585,1.6,3.2,1.0,1000000,0.9541854634062924,1.7592060232717317,1.0,1.0,1.05,10.0,2.05,0.4253,18.980168351261256,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0178009987450487,0.0935086464077412,9.694198220339262
PIPE_LM,0490,107319,SA001,2723063000,35803045,54000,13,25,14.66,,0,0,20119006912.0,1,25-STS-91,IQT903,107319,SA005,,,B,490,520,P0,0.8,SS00201,STS,1991-01-01,1991-01-01,1991-01-01,12769.0,34.959616700889804,2.0,2.8,0.7,1000000,0.9306852819440056,1.699192334017796,1.0,1.0,1.05,8.928571428571429,1.692857142857143,0.5079,11.961487170776136,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.009694038619823,0.0589300607699042,15.96926809399631
PIPE_LM,0490,72211,SA001,2723063000,35803045,54000,13,25,12.65,,0,0,20119006912.0,1,25-STS-91,IQT903,72211,SA005,,,B,490,520,P0,0.8,SS00201,STS,1991-01-01,1991-01-01,1991-01-01,12769.0,34.959616700889804,2.0,2.8,0.7,1000000,0.9306852819440056,1.699192334017796,1.0,1.0,1.05,8.928571428571429,1.692857142857143,0.5919,13.614332905839788,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.009694038619823,0.0670730532105556,13.909117031854835
PIPE_LM,0490,178121,SA001,2723063000,35803045,54000,13,40,27.0,,0,0,20219009339.0,1,40-STS-21,IQT903,178121,SA005,,,B,490,520,P0,0.8,SS00201,STS,2021-11-12,2021-11-12,2021-11-12,1496.0,4.095824777549623,2.0,2.8,0.7,1000000,0.9541854634062924,1.0819164955509926,1.0,1.0,1.05,14.285714285714286,2.2285714285714286,0.3967,8.399135657551977,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0083309043058744,0.0413796016872784,23.16649651578051
PIPE_LM,0490,447922,SA001,2723063000,35803045,54000,13,40,15.06,,0,0,20169003110.0,1,40-STS-16,IQT903,447922,SA005,,,B,490,520,P0,0.8,SS00201,STS,2016-03-24,2016-03-24,2016-03-24,3555.0,9.73305954825462,2.0,2.8,0.7,1000000,0.9541854634062924,1.1946611909650924,1.0,1.0,1.05,14.285714285714286,2.2285714285714286,0.4682,10.609445311747706,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0091990538094195,0.0522690237451218,18.13179027173485
PIPE_LM,0490,450436,SA001,2723063000,35803045,54000,13,25,13.0,,0,0,20169014515.0,1,25-STS-92,IQT903,450436,SA005,,,B,490,520,P0,0.8,SS00201,STS,1992-01-01,1992-01-01,1992-01-01,12404.0,33.960301163586585,2.0,2.8,0.7,1000000,0.9306852819440056,1.679206023271732,1.0,1.0,1.05,8.928571428571429,1.692857142857143,0.371,9.158732735043124,1357.0,35696.5,0.001357,0.00356965,0.00492665,0.0095800149955626,0.0451218706291002,21.16220174513499
