repair_id,복구타입,위도,경도,sply_ls_count,valve_count,fire_count,total_infra
0,지상누수,35.8946241,128.6021673,31,5,0,36
1,지하누수,35.8947912,128.6023991,34,9,0,43
2,지상누수,35.8963622,128.6108785,40,8,0,48
3,지상누수,35.8960729,128.6121391,26,7,1,34
4,지상누수,35.897053,128.6060654,42,14,0,56
5,지상누수,35.8947157,128.6090842,33,10,0,43
6,지하누수,35.8915603,128.596439,24,2,0,26
7,지하누수,35.8915342,128.5965834,28,2,0,30
8,지하누수,35.8929799,128.5973392,19,7,0,26
9,지상누수,35.895108,128.6111366,38,14,0,52
10,지상누수,35.895344,128.6100321,41,5,0,46
11,지하누수,35.8929004,128.597316,20,7,0,27
12,지상누수,35.892652,128.6068654,31,3,1,35
13,지하누수,35.8959196,128.6054125,30,12,0,42
14,지상누수,35.8953002,128.6077841,39,11,1,51
15,지상누수,35.8900177,128.6000401,0,2,0,2
16,지상누수,35.894826,128.6093499,41,11,1,53
17,지하누수,35.8957562,128.6004581,41,8,1,50
18,지하누수,35.897234,128.6011778,41,18,0,59
19,지하누수,35.8969617,128.6013846,43,12,0,55
20,지하누수,35.8963338,128.5998717,32,8,1,41
21,지하누수,35.8960005,128.6017319,37,8,0,45
22,지하누수,35.894353,128.6110253,19,2,0,21
23,지하누수,35.8958723,128.6120701,29,7,0,36
24,지상누수,35.8929585,128.6094276,20,2,0,22
25,지하누수,35.8948463,128.6092167,34,11,1,46
26,지상누수,35.8956355,128.6073607,45,9,0,54
27,지하누수,35.8963653,128.6000976,33,12,1,46
28,지하누수,35.8948747,128.6014267,43,13,2,58
29,지상누수,35.8899151,128.601287,26,7,0,33
30,지하누수,35.8926445,128.6060532,32,11,1,44
31,지상누수,35.8955536,128.6113662,25,7,1,33
32,지상누수,35.893374,128.5992472,20,0,0,20
33,지하누수,35.8975146,128.6045759,39,6,1,46
34,지하누수,35.8974681,128.5989688,30,5,1,36
35,지하누수,35.8947381,128.6019531,41,8,0,49
36,지상누수,35.8935192,128.5982447,42,14,1,57
